source_table,relative_path,bytes,rows_footer,row_groups,schema_sha256,development_safe_rows,development_safe_content_sha256
balance_sheet_report_em,balance_sheet_report_em/SH600033.parquet,262648,103,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,98,891e6577e11172028f5f7a751add03832971d709a6b82e505dc510e3879cefcf
balance_sheet_report_em,balance_sheet_report_em/SH600035.parquet,258529,92,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,87,6ea49d5fea657f92de38295f6df33131b9e9aaa55f82537cda62e4c8fede0724
balance_sheet_report_em,balance_sheet_report_em/SH600036.parquet,205935,100,1,90c8a74c1168484a9aef6a4e1413ce90724e129383707e3858b6e0fecee5a810,95,8f7221af996d06f9698dbf5bd70e2d806de6d2aaacd61fc8a8e58507a3dfdd40
balance_sheet_report_em,balance_sheet_report_em/SH600037.parquet,270500,103,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,98,d24235ece9fec65b594a6b608979368d31ab1a2fd3ce99c3984be1ab54800b02
balance_sheet_report_em,balance_sheet_report_em/SH600038.parquet,269253,104,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,99,2a02e4eb651d8db7cc72fd80def11c60a7d6bff66c1fcee9c86d5e137f0a8594
balance_sheet_report_em,balance_sheet_report_em/SH600039.parquet,282655,96,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,91,970feda169cae7b0ab5d4dca7d9ca42065702e820039276f7f599f32b018a77a
balance_sheet_report_em,balance_sheet_report_em/SH600048.parquet,266700,83,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,78,e7c42b49d320aa85c17f29e555d88ddce614d6f311599e2d53c10079dd838c85
balance_sheet_report_em,balance_sheet_report_em/SH600050.parquet,282785,98,1,3dc98a7df363418129be2779d1e0494a3fdb18d55e3406a943b0ceb08128e4cb,93,7451a99d9a440f834d2047abe91bb5bd25887ddaaf0a48ac7b6697f975e4f802
balance_sheet_report_em,balance_sheet_report_em/SH600051.parquet,283090,111,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,106,ca87420130825c1ab0166d63b0fde2ec0246a828ac235b72cb65507c2b948306
balance_sheet_report_em,balance_sheet_report_em/SH600052.parquet,273868,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,fec591c06dc087b72fd5a04d76c3d7277978d1e2dbcb79541c1dc5b6fe0abe82
balance_sheet_report_em,balance_sheet_report_em/SH600053.parquet,260371,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,102,d0adcfa8b20f4497cb31d50bb41d4e1792985c6b90dc2396eebce57e2248420d
balance_sheet_report_em,balance_sheet_report_em/SH600054.parquet,273093,111,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,106,e34e1b464e500eadbe922dac031b99175badfc87c8badac29d73b0b259161c84
balance_sheet_report_em,balance_sheet_report_em/SH600055.parquet,272482,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,a8378865379838bd165a72e3704e6673060f85000116f661d62cdb353ef731cc
balance_sheet_report_em,balance_sheet_report_em/SH600056.parquet,282457,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,e7d3bfff14f555e6a9d274ae1fb1300df4d0453b63eb7310e516c6557e635d8d
balance_sheet_report_em,balance_sheet_report_em/SH600057.parquet,289575,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,d868e51e95788c1a70a8606fc52a020d2210d4d2068640b2afdef7ed826c05a0
balance_sheet_report_em,balance_sheet_report_em/SH600058.parquet,286548,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,be3e77e0465dc7998fa585c8123902536e5899615490b9ba410c21191f6b907f
balance_sheet_report_em,balance_sheet_report_em/SH600059.parquet,268946,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,1a0bb005a87719770095a94ba16e035b5df186fea2dd9288179184d5305f37e5
balance_sheet_report_em,balance_sheet_report_em/SH600060.parquet,280681,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,4ad66e360c5a3f874df322210b9e87323263ccc48856521567de4f6ab1dce258
balance_sheet_report_em,balance_sheet_report_em/SH600061.parquet,293596,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,051888778c5a4937e3ce0dd81cd608128782308eae1612e9584201eeca37fc36
balance_sheet_report_em,balance_sheet_report_em/SH600062.parquet,282803,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,5f15de033f39f47d88fc6e849bebbb514408897d8c12c4daa7ab9c673905a8ef
balance_sheet_report_em,balance_sheet_report_em/SH600063.parquet,283466,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,0993f276e064e88da13d6ebb97662a3015ef272823a84f348011830554770bb8
balance_sheet_report_em,balance_sheet_report_em/SH600064.parquet,282589,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,8cadb231e769afb8078e96314debb253c199148f2e602e3972db0ec3f37bc534
balance_sheet_report_em,balance_sheet_report_em/SH600066.parquet,280720,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,fd79cf548ef8c251c8b05e6f71349e7104eaa58607f2d58367e2ab4dac755090
balance_sheet_report_em,balance_sheet_report_em/SH600067.parquet,283498,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,1eba4fd589ee3c81920fc9e2869347ec46f816cbde0425e470a0cd6c762bdce7
balance_sheet_report_em,balance_sheet_report_em/SH600071.parquet,268873,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,45b0f797ea7124b5fdbf191975159955806ad2de472349a30685b18c8c1eee76
balance_sheet_report_em,balance_sheet_report_em/SH600072.parquet,274788,111,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,106,4231c7e70c43e3b78f8631fc928dc57008b2d10bfac4ea3034fef6bea70e5b8f
balance_sheet_report_em,balance_sheet_report_em/SH600073.parquet,286577,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,5c56b5ff9eb9c12eae3efe34f06579e7858ff378a4d9775a4faa7b123e6cb0bd
balance_sheet_report_em,balance_sheet_report_em/SH600075.parquet,281202,111,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,106,a383bad3ce16ef213ddba5bc43cf9113f58f51f25b625399d3909d99ea4ad1bc
balance_sheet_report_em,balance_sheet_report_em/SH600076.parquet,268520,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,99,c8bdf92e2fd02f7826cf516413f38fc5ba7cf016d2557cdf6fc16739dd41575c
balance_sheet_report_em,balance_sheet_report_em/SH600078.parquet,276674,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,980f0aa59d161da8120d112d06ef9b229f9db5a5b8348cd86377a37335a8a98b
balance_sheet_report_em,balance_sheet_report_em/SH600079.parquet,289085,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,103,cf417861ba372e8dc73a92c716ef79ddf1814908f81ecafd0664ff472e594dcc
balance_sheet_report_em,balance_sheet_report_em/SH600080.parquet,268125,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,102,ea52dcc2cfdc435d217787137e9d8323e9729cf643762117b68105d36e414f08
balance_sheet_report_em,balance_sheet_report_em/SH600081.parquet,278485,111,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,106,2bbd0ad68dfaa1b0bec42fc5cfc8271f5d96bc101875a5008a0c2addd1431632
balance_sheet_report_em,balance_sheet_report_em/SH600082.parquet,262713,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,101,98323872016bd65b6b464df25a8e404bcc9e5a2184ef9a9e18b9fabb12a8b970
balance_sheet_report_em,balance_sheet_report_em/SH600084.parquet,269798,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,bad593bd65d5cab721addf95787266c51ee9bcdc59277d92ff6b62b06957cfce
balance_sheet_report_em,balance_sheet_report_em/SH600085.parquet,281905,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,fded0ad73bfb89c1f28306ed1f3951fb0d8a3c7058ee4608d7e14a5dbf7660be
balance_sheet_report_em,balance_sheet_report_em/SH600088.parquet,260204,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,46d031540877ebbb3c9865feabe6bd187689199652b02e59ddb89c66c5d5a3cf
balance_sheet_report_em,balance_sheet_report_em/SH600089.parquet,295816,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,82db227a38fb883798d320529c382230b08fea3346d4c1c2a77609ebdb6d6714
balance_sheet_report_em,balance_sheet_report_em/SH600094.parquet,274979,111,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,106,2b09f52ae5686fd9760aeff855968f7c2dd4b6a4384820a6e61ddd3f9d17b46c
balance_sheet_report_em,balance_sheet_report_em/SH600095.parquet,280919,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,016f032d6d7434fc4014ff461d8d547160cdbc8af688840a1c9a3608f894fd44
balance_sheet_report_em,balance_sheet_report_em/SH600096.parquet,295882,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,855f431144608a78130bf06cfeb1912012bedce7aaf85bd88e494a0a6a05b50e
balance_sheet_report_em,balance_sheet_report_em/SH600097.parquet,266156,111,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,106,a96ce15fac3ba2b31f93b14ee8d51f61c3c0e2ffb624028672b8fd8ea82fcc22
balance_sheet_report_em,balance_sheet_report_em/SH600098.parquet,292238,112,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,107,b205322c8ab563cfae08247dd04b3260c98e0290b3a2ca19ae7a1523a52e5612
balance_sheet_report_em,balance_sheet_report_em/SH600099.parquet,257883,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,da1b20c4aea4a98a1fbc0661c4ecbc20cbd538d14abe78b88c164bf6363226a0
balance_sheet_report_em,balance_sheet_report_em/SH600100.parquet,301847,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,d25ecd78eb87b309edf612316e4a45a6987331541bd6c3670f9757f056299594
balance_sheet_report_em,balance_sheet_report_em/SH600101.parquet,268214,107,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,102,88457781cc8eab210a0fc83ac594fb9483b6694291a924ab905edf4f6d96ee56
balance_sheet_report_em,balance_sheet_report_em/SH600103.parquet,284718,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,2e79b6ddc322ba985466037fe2cb9abbc5c345298d6209d6bc79857f8a50d668
balance_sheet_report_em,balance_sheet_report_em/SH600104.parquet,315712,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,8e42ca1a95a4b31f1dc149970fc9a290f2d53f5b3459b1f6e5de8c76ebd8f350
balance_sheet_report_em,balance_sheet_report_em/SH600105.parquet,283298,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,342cedf2ab310e29629cf93599d214485e5b2aa3827196c188974ffbfaa01ffb
balance_sheet_report_em,balance_sheet_report_em/SH600106.parquet,266372,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,f8bf3f90d0c22a79288e1d8b91ef69885e62f73e22b3241b9c14b6a4cbd93b9a
balance_sheet_report_em,balance_sheet_report_em/SH600107.parquet,270001,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,c0d22711baade0a9f7b42e3ddc36d9b5b0fd4cabcf3c49c3a4ef9948f7aa0e23
balance_sheet_report_em,balance_sheet_report_em/SH600108.parquet,279801,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,110cd8fc8b650c6a79d2011075c71e729963a6af64fe512b5342279fe9811fb3
balance_sheet_report_em,balance_sheet_report_em/SH600109.parquet,185036,75,1,ae10ed48e0c93de9591460d4ca4d9ebdf512b208ee096c5419a6b1f846b709d9,70,724842954939248f0f151e4cd86d1f55a3357798422f4d77009b33e3946fcb59
balance_sheet_report_em,balance_sheet_report_em/SH600110.parquet,282484,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,7c41cf0316dd6d4e99a08c7fdac3d9c28184d67c46f5b56a920057ff42cba0ea
balance_sheet_report_em,balance_sheet_report_em/SH600111.parquet,285384,110,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,105,7c9891dce3c8369ac52b0d77eb76bb472f59478cab3ba0b6f2524c8e1c66b757
balance_sheet_report_em,balance_sheet_report_em/SH600113.parquet,262067,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,b1d52e2b2bc22175ed1de5d4ce7756a8057f43c1b822fd4f94d7c35f1e51dddd
balance_sheet_report_em,balance_sheet_report_em/SH600114.parquet,265028,91,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,86,afbb4eaf426f044e58b7abe1f3388348d65a723d6e95f9515006260ad7b3773c
balance_sheet_report_em,balance_sheet_report_em/SH600115.parquet,289966,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,6d0bf108eceecbde3aa24d3b49c283a8d880aeb73a6785a29f6e0ec9854c30ae
balance_sheet_report_em,balance_sheet_report_em/SH600116.parquet,284270,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,27089885790d836780a75e2e0fab7a7fa2944a05f8b8886d001816d2aeaa928a
balance_sheet_report_em,balance_sheet_report_em/SH600117.parquet,276929,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,9b4f7de9721299af5a722e12d445c665339b8d47c4921dc9b145561fddef9f77
balance_sheet_report_em,balance_sheet_report_em/SH600118.parquet,273846,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,01e469e9e6f5150b31f4f00f9ff2ef2a20936ae8fae20f67b8b1e723e689434d
balance_sheet_report_em,balance_sheet_report_em/SH600119.parquet,276407,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,421fb7d25e82e6ee17d7fa26b0bac3cad1e44b7b81ec28335b1e17dbc2be45ba
balance_sheet_report_em,balance_sheet_report_em/SH600120.parquet,294578,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,bfd562577fa4b1ac9cd1e896355cf42aa26c0a905d1e283696d2d88ca58d5a4a
balance_sheet_report_em,balance_sheet_report_em/SH600121.parquet,270480,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,7d1f335f1a028b872894c5cf871a934638cda63c28159adc49812085f4112f1e
balance_sheet_report_em,balance_sheet_report_em/SH600123.parquet,282977,107,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,101,5beba860da538915a6055342a833cf6d6114ac343276f948fbfaa940c3f55c64
balance_sheet_report_em,balance_sheet_report_em/SH600125.parquet,271273,108,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,103,bd1ccf098755207b79dabd9d7ee4f04ef5025d54eee29b330d2e7f8222e0c99f
balance_sheet_report_em,balance_sheet_report_em/SH600126.parquet,275255,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,54c9db92ac93a561e32c3b61929d63fc342019a5f95dbc6d1e9c7ed0b3c96c3a
balance_sheet_report_em,balance_sheet_report_em/SH600128.parquet,280649,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,c63ad4231864c2a2d79d760d2e789a8e7376bdaf343962d2cabed47031c4a1ad
balance_sheet_report_em,balance_sheet_report_em/SH600129.parquet,289530,110,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,105,da95adff164d2d4f7d4dd07ff4cc2466d8bab80bf288546712a764d95ab6c4a6
balance_sheet_report_em,balance_sheet_report_em/SH600130.parquet,265973,104,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,99,150876e2ff47cfed4347242882d3608ede70a6baa8ca7fed3f2c86ab96d13100
balance_sheet_report_em,balance_sheet_report_em/SH600131.parquet,272083,108,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,103,27cf930297f39cd2473241a8e9ba17c38dd566d81056e90d0280759b38c25fc7
balance_sheet_report_em,balance_sheet_report_em/SH600132.parquet,269519,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,81c968e7d9a6d1bcf05f6a2c2bd528af282dd896f451afab3cf9fd8992f65d75
balance_sheet_report_em,balance_sheet_report_em/SH600133.parquet,284631,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,462040b272bd4f44842c0bcf98b86923fe906781dbb0fd5993181ec386fad313
balance_sheet_report_em,balance_sheet_report_em/SH600135.parquet,266815,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,0b5b407bc326de90d7b9a6ffc2fa7efb283e4c5c591118b60aff2243143ac5b4
balance_sheet_report_em,balance_sheet_report_em/SH600136.parquet,264332,109,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,104,66040e2be5dd5e28dcd4e487b45dfd1ded3e640273f2ac1e346bbad0882095a5
balance_sheet_report_em,balance_sheet_report_em/SH600137.parquet,256464,108,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,103,7ab86cae6297b464037e7356c7a0f62c0a80a295574da8f1dac4b06791af9e16
balance_sheet_report_em,balance_sheet_report_em/SH600138.parquet,284088,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,42dccd6fc0d83fd8c7fbec445157fd4fcb8e734721e47784f00505e0faabcb42
balance_sheet_report_em,balance_sheet_report_em/SH600141.parquet,287739,106,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,101,ae5171e4ab1e1fabbcecc05ee24e7619425604f6b1f0217fe4f538632c3f6db2
balance_sheet_report_em,balance_sheet_report_em/SH600143.parquet,269795,91,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,86,ce6252434c09614f0abfb21be528bd07cfbc0e091a7e717575d5f67f92266eef
balance_sheet_report_em,balance_sheet_report_em/SH600148.parquet,270855,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,35c6ddba90f4ae442aa28289ca8d78e7463e863ec0ead3ca8536b7e511252135
balance_sheet_report_em,balance_sheet_report_em/SH600149.parquet,252292,106,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,101,6488583c1e7fce176222638dcfcc8ccffb08272672fe6060538876d0c4ff3280
balance_sheet_report_em,balance_sheet_report_em/SH600150.parquet,288454,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,692e998f354e970ed3921c2d8c59519fd73f01afbc8bfba23ff79826732dc633
balance_sheet_report_em,balance_sheet_report_em/SH600151.parquet,286135,109,1,bc3eec887aa08aee0c13bfd4e8ee2dffb91db7711f9aa651ad2e1f6ea15ffe80,104,72fabd26c39476bfcdffb9b9890cd482627b8d8f4adc61c63e4ea78a8176985f
balance_sheet_report_em,balance_sheet_report_em/SH600152.parquet,284256,108,1,b77a424c53c3dcef186e164b5297b0911c128a3e0644ca25919a6465f43400b7,102,e57702534bc4c1d08dd7c0458c7ca560412f9d3824c96ca301334386f60b91ca
