candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,portfolio_mode,short_allowed,train_reward,optimizer_reward,optimizer_reward_source,optimizer_reward_metric,optimizer_reward_split,validation_usage,holdout_usage,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,train_rank_ic_mean,train_rank_ic_hit_rate,train_rank_ic_loss,train_rank_ic_reward_component,train_rank_ic_obs,train_regime_stability_score,train_regime_reward_component,train_regime_worst_day_sortino,train_regime_median_day_sortino,train_regime_positive_share,train_regime_count,train_regime_method,train_regime_rows,validation_day_sortino,validation_day_mcmc_prob_gt_0,validation_rank_ic_mean,validation_rank_ic_loss,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,holdout_rank_ic_mean,holdout_rank_ic_loss,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0,missing_schema_fields
phase3cp_13121,7bd665d18ddba2857270627d,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_amount::rx_intraday_price_location::product,flow_amount_volume+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,ecbe996d8188ffaa8c,df5e1a55fe4c2cc111,626403c0af92,0.25408516,0.0435922,0.0435922,0.56102908,0.48,amount|m1_first5_amount|vwap,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Delta($vwap,15))))",long_only_top,false,-0.09594434,-0.09594434,train_only_phase3cm,train_portfolio_sortino_rankic_regime_composite_reward,train,report_only,report_only,-0.16135936,-0.16135936,-0.16135936,-0.16135936,,-0.47588582,0.40827338,0.84557292,0.12006669,1.0,-0.12006669,0.35,4,0.0,0.0,,,,0,insufficient_train_days,,-0.92736338,0,0.06027358,-0.06027358,,,,,,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,,
phase3cp_13122,533b74c9067c28c9937a6c29,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_amount::rx_intraday_price_location::product,flow_amount_volume+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,ecbe996d8188ffaa8c,df5e1a55fe4c2cc111,626403c0af92,0.25406352,0.04358577,0.04358577,0.56102008,0.48,amount|m1_first5_amount|vwap,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Delta($vwap,20))))",long_only_top,false,-0.53548911,-0.53548911,train_only_phase3cm,train_portfolio_sortino_rankic_regime_composite_reward,train,report_only,report_only,-0.63810497,-0.63810497,-0.63810497,-0.63810497,,-0.81356628,0,0.83305584,0.10870707,0.75,-0.10870707,0.35,4,0.0,0.0,,,,0,insufficient_train_days,,-0.93221167,0,0.02099123,-0.02099123,,,,,,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,,
phase3cp_13125,754b01bbb80d7c1bde2af5d0,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_amount::rx_intraday_price_location::spread,flow_amount_volume+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,ac3a954b835eef6c1b,8a031527923e573d6a,52ab04591c02,0.25388385,0.04353338,0.04353338,0.56094673,0.48,amount|m1_first5_amount|vwap,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Delta($vwap,10))))",long_only_top,false,-0.70664979,-0.70664979,train_only_phase3cm,train_portfolio_sortino_rankic_regime_composite_reward,train,report_only,report_only,-0.71583741,-0.71583741,-0.71583741,-0.71583741,,-0.95019653,0.03193277,0.87005208,0.04934975,0.75,-0.04934975,0.2960985,4,0.0,0.0,,,,0,insufficient_train_days,,-0.59416065,0,0.08089589,-0.08089589,,,,,,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,,
cn4_clean_reward_fixture,cn4_clean_reward_hash,synthetic_search,round1_synthetic_fresh,cem_exploit,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cx_integrated_train_only_feedback_smoke_20260626\synthetic_search\round1_synthetic_fresh\cn4_top_decisions.csv,,,true1min_opening_range,opening_state+range_location,cross_sectional+time_series,opening_state,multi_or_unknown,low_turnover,5cb2d01478fef46431,a4d1192fb9c8ab84d9,9736dd170ba9,0.3342,0.3342,0.051,0.57,0.34,m1_first_ret|range_location,"Rank(Mean($m1_first_ret,5)) - Rank(Std($range_location,10))",long_only_top,false,-2.3,-2.3,train_only_phase3cm,train_portfolio_sortino_rankic_regime_composite_reward,train,report_only,report_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,candidate_missing_schema_fields:m1_first_ret|range_location,HOLD_SCHEMA_MISSING_FIELDS,,round1_synthetic_fresh,,,,,,m1_first_ret|range_location
