candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0,parallel_chunk_id
phase3cp_01906,ca8c76ae91de9f9b3f6827d0,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,flow_amount_volume+intraday_return+range_location,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,3c8a5d548eb23079b1,7f581fc85acda87cc6,9a009d4a4947,0.22566086,0.03528094,0.03528094,0.54939332,0.42,amount_yuan|intraday_ret_from_open,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($amount_yuan,30))))",-0.99257224,-0.77412658,-0.77412658,-0.96645841,-0.76885457,0.2021773,-0.80170537,0,0.76979593,-0.67352669,0,-0.89942536,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_01655,55d81e5214110da5ac3e8a60,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,3d2c18166dfde10166,850322b4db1cb0905f,cbbbf9d77688,0.23949502,0.03932604,0.03932604,0.55505645,0.48,m1_first5_last_close|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($vwap,20))))",-0.99325117,-0.81042708,-0.81042708,-0.94706457,-0.80970312,0.171677,-0.83174565,0,0.74253467,-0.84744098,0,-0.78728764,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_01781,2a865f1be7ed5f04014d243e,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic,opening_state,multi_or_unknown,medium_turnover,c5f5a389ee2473bd55,b1db86cd2db11a4f71,8f386fd8d0db,0.24421326,0.04070552,0.04070552,0.55698773,0.48,m1_first15_vwap_return_vs_open|vwap,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Delta($vwap,10))))",-0.99340921,-0.79150439,-0.79150439,-0.96725849,-0.7862589,0.22788617,-0.83484906,0,0.74906315,-0.75488273,0,-0.89994279,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01693,e0a5eb7db64a0cef589003c3,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_range_location::rx_flow_amount_volume::product,flow_amount_volume+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,bd99ef89c247fac8eb,85990829beca3e0897,5f7e7656c727,0.24452196,0.04079586,0.04079586,0.55711421,0.48,amount_yuan|close|high|low,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($amount_yuan,30))))",-0.9992791,-0.79531279,-0.79531279,-0.90386224,-0.77242077,0.13162352,-0.82734692,0,0.7772295,-0.80552282,0,-0.86960561,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01825,537acb563c9f6dac6af8ce70,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,64b23dd918c639ebad,36be0bdc00121c732b,331007eab8a0,0.2223961,0.03432645,0.03432645,0.54805704,0.42,m1_first15_last_close|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),ZScore(Div(Mean($vwap,8),Add(Abs(Mean($vwap,20)),0.000001)))))",-0.99937966,-0.77793693,-0.77793693,-0.95737588,-0.75124676,0.20924932,-0.80670325,0,0.77777297,-0.85202296,0,-0.77969758,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_01836,92ce8910daccefa188c68709,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,f4f4d42bdb1beabc46,362592aa4e07412968,a3e1d80bce58,0.22880676,0.03620075,0.03620075,0.55068105,0.42,m1_first30_vwap|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),ZScore(Div(Mean($vwap,8),Add(Abs(Mean($vwap,20)),0.000001)))))",-1.0017199,-0.78349402,-0.78349402,-0.952824,-0.75342571,0.21099501,-0.81147615,0,0.77706261,-0.84444162,0,-0.81938265,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01501,4585a91ac2810c33b6e000d7,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_intraday_return::rx_range_location::spread,intraday_return+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,de10e3f242412c7d75,6d7393b59667e6a02c,654d19a3a873,0.22457507,0.03891079,0.03891079,0.55447511,0.58,high|low|open|ret_1m,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",-1.00363066,-0.81563496,-0.81563496,-0.9630544,-0.78448519,0.14559263,-0.84779363,0,0.74294548,-0.83444769,0,-0.91533768,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_01919,c849833c25e899cbbb6ff426,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_flow_amount_volume::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,718e47b645fa377da7,3428f7decb1c757c0a,8affd48f7567,0.21838279,0.03315282,0.03315282,0.54641394,0.42,amount|m1_first15_last_close|open,"CSRank(Mul(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($amount,10))))",-1.00376881,-0.80693218,-0.80693218,-0.96213861,-0.75898042,0.21295718,-0.83625976,0,0.75289268,-0.8121917,0,-0.82843452,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_01831,0921c3b17f17d71bc422f417,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,3d2c18166dfde10166,850322b4db1cb0905f,cbbbf9d77688,0.22184195,0.03416441,0.03416441,0.54783017,0.42,m1_first5_last_close|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($vwap,2))))",-1.0042135,-0.81250306,-0.81250306,-0.94975079,-0.8033791,0.17490082,-0.83060161,0,0.75503839,-0.85865342,0,-0.78891165,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_01880,e0cd7764978f77fbeeb056b1,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,f4f4d42bdb1beabc46,362592aa4e07412968,a3e1d80bce58,0.22106874,0.0339383,0.0339383,0.54751361,0.42,m1_first30_vwap|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),ZScore(Delta($vwap,2))))",-1.00543098,-0.81365883,-0.81365883,-0.95768267,-0.80354598,0.19751481,-0.83316764,0,0.75248591,-0.8778719,0,-0.84826996,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01875,360c787c1b66e8dbecc49545,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,f4f4d42bdb1beabc46,362592aa4e07412968,a3e1d80bce58,0.2234718,0.03464084,0.03464084,0.54849718,0.42,m1_first30_vwap|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),ZScore(Delta($vwap,5))))",-1.00631277,-0.81469718,-0.81469718,-0.96268474,-0.78672958,0.18917568,-0.83796246,0,0.74995419,-0.80692183,0,-0.78088092,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_01854,792ac92f9edeee50cba88b67,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_range_location::rx_flow_amount_volume::product,flow_amount_volume+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,172db570f50b90a1a8,a7dacb4f100a851418,e7816dcacee0,0.21875614,0.03326204,0.03326204,0.54656685,0.42,close|high|low|vol,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Delta($vol,30))))",-1.00720593,-0.79843537,-0.79843537,-0.9331755,-0.75414989,0.17052182,-0.8282331,0,0.77550131,-0.87866426,0,-0.83295766,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_00002,66fac0a2fad9dc2df7c1e867,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware::rx_opening_divergence::slow_change,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,e3b2453ca2406a67b0,1cbeb709ed2a2a3e6f,287f1362e5ea,0.24686212,0.0414802,0.0414802,0.55807228,0.28,m1_first15_last_close|open,"CSRank(Sub(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),30),Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),30),5)))",-1.00782207,-0.69815128,-0.69815128,-0.94917048,-0.71839911,0.2098607,-0.74911403,0,0.86563125,-0.56201326,0.02,-0.80203682,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.02,0.0,1
phase3cp_01552,6edb700c102a4169cd4c8651,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b419961cb339e7af52,edc841e494972c1c1c,8f0d5a0fbe47,0.22735503,0.0397236,0.0397236,0.55561304,0.58,m1_first5_vwap_return_vs_open|vwap,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Div(Mean($vwap,10),Add(Abs(Mean($vwap,30)),0.000001)))))",-1.00998259,-0.78650959,-0.78650959,-0.96761517,-0.75290986,0.18906333,-0.82235542,0,0.77803658,-0.71845194,0,-0.86333787,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_01657,774baee1f4d0d9825f8c0aa2,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_intraday_return::rx_intraday_price_location::product,generic_price_volume,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,5f58a49c44f616e68e,0f947e1abcdc69587f,08c407f776bf,0.23937483,0.03929085,0.03929085,0.5550072,0.48,close|vwap,"CSRank(Mul(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),10)),ZScore(Div(Mean($vwap,10),Add(Abs(Mean($vwap,30)),0.000001)))))",-1.011834,-0.7838017,-0.7838017,-0.93563223,-0.73125572,0.17418207,-0.82132179,0,0.79342753,-0.86411474,0,-0.80600881,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_01807,4177a9b9ee9219192f9e0c8a,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_intraday_return::rx_intraday_price_location::spread,intraday_return,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,0ac166591bd2160102,adc6cfd8fd4117d879,0d56cfd406dd,0.23242996,0.03726029,0.03726029,0.55216441,0.42,intraday_ret_from_open|vwap,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($vwap,30))))",-1.0130767,-0.80137163,-0.80137163,-0.96730043,-0.77912375,0.18204745,-0.82261677,0,0.77129845,-0.79531814,0,-0.90239098,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01445,fe9b06ad7fed77677afb5492,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,rx_interaction::rx_intraday_return::rx_opening_amount::spread,flow_amount_volume+intraday_return+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,90ef3fe81e047c937f,7d3ea5f2e58f805358,587f1ba7209f,0.22218867,0.03821308,0.03821308,0.55349831,0.58,intraday_ret_from_open|m1_first30_vol|volume,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",-1.01319153,-0.79374194,-0.79374194,-0.96086153,-0.76052423,0.19787903,-0.83718364,0,0.77530847,-0.56604453,0,-0.93589927,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_01809,8d6f94eaadb07c1d9efa7147,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_intraday_return::rx_intraday_price_location::spread,intraday_return,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,0ac166591bd2160102,adc6cfd8fd4117d879,0d56cfd406dd,0.22255958,0.03437419,0.03437419,0.54812386,0.42,intraday_ret_from_open|vwap,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,20)),ZScore(Delta($vwap,8))))",-1.01320653,-0.79485814,-0.79485814,-0.96919969,-0.78939202,0.1868813,-0.81823081,0,0.77678463,-0.684521,0,-0.89380591,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_01776,a0e34c3ebaed0e977d32fa9d,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_intraday_return::rx_intraday_price_location::signed_state,generic_price_volume,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,f33c2aa6880328a5e1,67b717efe9d9e39052,4eb677b2b6ea,0.24665869,0.04142057,0.04142057,0.5579888,0.48,pct_chg|vwap,"CSRank(Mul(Sign(ZScore(Delta($pct_chg,10))),ZScore(Delta($vwap,30))))",-1.01467771,-0.83993028,-0.83993028,-0.93861394,-0.78772087,0.14107736,-0.86892419,0,0.74237031,-0.74154199,0,-0.81684484,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_01853,bc5a9048f7830f6a585ef557,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_range_location::rx_flow_amount_volume::product,flow_amount_volume+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,bd99ef89c247fac8eb,85990829beca3e0897,5f7e7656c727,0.21875614,0.03326204,0.03326204,0.54656685,0.42,amount_yuan|close|high|low,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($amount_yuan,8))))",-1.01536226,-0.82165156,-0.82165156,-0.90762214,-0.79311534,0.11624003,-0.85071832,0,0.77187294,-0.74938336,0,-0.86065856,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01884,d82c103e96b4e50af2090b2f,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_range_location::rx_flow_amount_volume::product,flow_amount_volume+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,183954f1349680474a,96a52abaaf83a481c2,f56ed65033ae,0.22342998,0.03462854,0.03462854,0.54847996,0.42,close|high|low|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($volume,10))))",-1.01770683,-0.83150043,-0.83150043,-0.91336114,-0.80449684,0.11492962,-0.86215785,0,0.76281299,-0.85957401,0,-0.89913454,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01699,cdafeab805bc4c758314e156,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_range_location::rx_flow_amount_volume::product,flow_amount_volume+range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,183954f1349680474a,96a52abaaf83a481c2,f56ed65033ae,0.23968044,0.03938032,0.03938032,0.55513245,0.48,close|high|low|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($volume,30))))",-1.01884968,-0.8160168,-0.8160168,-0.93762378,-0.78609446,0.15474404,-0.84469206,0,0.77226145,-0.86908529,0,-0.85199823,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_01474,227773a29cc9e522cb9db66a,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,rx_interaction::rx_intraday_return::rx_flow_amount_volume::spread,flow_amount_volume+intraday_return+range_location,cross_sectional+time_series+arithmetic,none,multi_or_unknown,medium_turnover,295b94ceb2e066945f,ee5b2cd10077e1f924,78552fd91bc2,0.22188153,0.03812333,0.03812333,0.55337267,0.58,intraday_ret_from_open|volume,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($volume,30))))",-1.02005318,-0.80923006,-0.80923006,-0.96156382,-0.77896151,0.19449843,-0.84107829,0,0.77182671,-0.66525035,0,-0.8867408,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_01816,477dba40bb82114c27ebdef8,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_intraday_return::rx_intraday_price_location::product,generic_price_volume,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,5f58a49c44f616e68e,0f947e1abcdc69587f,08c407f776bf,0.22552662,0.03524161,0.03524161,0.54933825,0.42,close|vwap,"CSRank(Mul(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),30)),ZScore(Div(Mean($vwap,3),Add(Abs(Mean($vwap,8)),0.000001)))))",-1.02021642,-0.82141707,-0.82141707,-0.95577575,-0.77368927,0.17796545,-0.84203824,0,0.76478059,-0.86365965,0,-0.75756835,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_01828,ad3b927d8e57dd12fa0ed36f,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_intraday_price_location::product,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,3d2c18166dfde10166,850322b4db1cb0905f,cbbbf9d77688,0.21706301,0.03276695,0.03276695,0.54587374,0.42,m1_first5_last_close|open|vwap,"CSRank(Mul(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),ZScore(Delta($vwap,5))))",-1.02045985,-0.83469926,-0.83469926,-0.95911509,-0.81358144,0.16060883,-0.8535939,0,0.75117027,-0.86972897,0,-0.74321372,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
