metric_cluster_id,member_count,best_score,member_hashes
bk_metric_001,57,0.09413735425,579b91fa7699467e04d671e3|b68c515d47ec76c97d51f2db|5f4ce07dfb8fe165948c9846|43951ae38eb949ad97dfbfbd|649af80b00c02de3b638a301|f156adfdbc48eaa7af5ab5be|92acdb8b7f19230340a8be12|dcead36821ac992909bac85a|bd04fa439f3652d10cc82b37|4d1d968dc74d65cd67bc3a4a|db90568548e7ab35c26411b8|6444d701fa47319ef99c20ec|5a4e2603e0113f083882780d|5ac561890765b85ccf67eaca|3fb85c54c04073c7922aba26|54d5116b132d0395bf616bed|d27084f73bde2504ac0f76f4|521205d42fa5a1a7de287fb2|7823133ed4a275799b37e455|55720415ff4e329b55100260|083493078d5c5c665bf39113|8546ce960e1665f2453ea15d|b7f88f62ccc3d0301dbc86cd|60ee4dd67606a55997e87a49|801b15138c021e481c6dca47|f80fa77fb11d489041f7e9d6|79d3068fbb4e304eb5fbee48|e6e4bf658dfbc6d0107eea72|3305abde18536e10bc127cee|6988b8be922794ac01efabc2|f0f51f093aa9aa122b0ce7af|77543a3f147c46d52b16717c|3a890ef1aa2d3421ed3dd39a|379a3b678612c3ae9782ef01|7882e6310ee21b4be9529c8e|2518d8f8464fd75b242f401f|608bf624d3ce46ea95471750|2f508e943776ece057995ed8|042b4e642cce432b76f3c4e4|c157ec9fc42f6f52fd001aa7|a68148d0f0377572c06b492e|9a5956f75914202ae22afcf2|ccbc5f94d7d602a0e776981b|d4515d772acecb37595a0a72|4cf69104924b101401bfbc89|58296da3e1e9a3896356dce0|08ea6b4e66516be1cb6879c0|c42ce58cb99ffa4e96782fb2|6c8d17fd5fc599eeecf138a5|78641a8de4ed3ea4fa166fa6|27e11194642bfa16d4321d31|90cc67b986d52c9d3281f361|6e714c75a26c85a48fee345c|3b63c05f44de73d8bc831b83|f8c64fb2f6e561418546367b|fbafe43b46bd441391895230|1622250ee7457817ff20f435
bk_metric_002,7,0.06182046397,3885a1e358e7b5d27ec6ee39|c32780d6a803e8a4944e7918|24d600ec6ff7de63e1dfdb1e|419f7392d16e13d68d9a98b4|bee893fb4b4ca06592f59e3d|43b1dd73cd3e8139f9fd5418|43774a6954f66bee2f7a1dd9
