candidate_id,expression_hash,generator_arm,factor_lane,expression,split,horizon_min,curve_count,day_count,net_mean_return,raw_mean_return,net_hit_rate,minute_sortino,day_sortino,day_mcmc_sortino_p25,day_mcmc_sortino_median,day_mcmc_prob_sortino_gt_0,max_drawdown,mean_one_way_turnover
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,equal_weight_horizon_sleeves,8,8,-0.0016528658,-0.000809837,0,-0.9902977,-0.9902977,-0.99396012,-0.99154627,0,-0.0131469,0.84302885
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,1,8,8,-0.0016895018,-0.0008464729,0,-0.97976904,-0.97976904,-0.98797536,-0.98328277,0,-0.01343683,0.84302885
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,5,8,8,-0.0016162299,-0.0007732011,0,-0.9688403,-0.9688403,-0.98206888,-0.97254931,0,-0.01285761,0.84302885
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,equal_weight_horizon_sleeves,3,3,-5.26626e-05,0.0007666799,0.66666667,-0.06795041,-0.06795041,-0.52961434,-0.36997607,0.15632184,-0.00134237,0.81934252
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,1,3,3,-0.0007747195,4.46231e-05,0.33333333,-0.77146723,-0.77146723,-0.9928523,-0.77174199,0,-0.00244015,0.81934252
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,5,3,3,0.0006693942,0.0014887367,0.66666667,0.88195162,0.88195162,-0.26709713,0.78731721,0.60141509,-0.00131461,0.81934252
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",holdout,equal_weight_horizon_sleeves,2,2,-0.0019217097,-0.0010727314,0,-0.99865128,-0.99865128,-1,-0.99865128,0,-0.00383974,0.84897837
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",holdout,1,2,2,-0.0016849464,-0.0008359681,0,-0.99925367,-0.99925367,-1,-1,0,-0.00336706,0.84897837
phase3cp_00007,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",holdout,5,2,2,-0.002158473,-0.0013094947,0,-0.99805895,-0.99805895,-1,-0.99805895,0,-0.00431231,0.84897837
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",train,equal_weight_horizon_sleeves,7,7,-0.0006012943,2.18857e-05,0.14285714,-0.75227589,-0.75227589,-0.82582937,-0.76887051,0,-0.00420245,0.62317995
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",train,1,7,7,-0.0007278874,-0.0001047074,0,-0.86029504,-0.86029504,-0.90293859,-0.87221644,0,-0.00508475,0.62317995
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",train,5,7,7,-0.0004747011,0.0001484788,0.28571429,-0.60652743,-0.60652743,-0.72351127,-0.61861686,0.01833333,-0.00331964,0.62317995
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",validation,equal_weight_horizon_sleeves,3,3,-0.0003075618,0.0003078338,0.33333333,-0.23255585,-0.23255585,-0.9095367,-0.23255585,0.29948365,-0.00298784,0.61539555
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",validation,1,3,3,-0.0006472872,-3.18917e-05,0,-0.80693687,-0.80693687,-0.96965723,-0.82809413,0,-0.00194094,0.61539555
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",validation,5,3,3,3.21637e-05,0.0006475592,0.33333333,0.017322,0.017322,-0.87153713,0.017322,0.59556314,-0.00406865,0.61539555
phase3cp_00008,d79ef720c2510971b68cb4e3,typed_ast_fresh,cem_interaction::rx_opening_amount::rx_range_location::spread,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",holdout,equal_weight_horizon_sleeves,2,2,-0.0007165602,-0.0001433631,0,-0.99989144,-0.99989144,-1,-1,0,-0.00143261,0.57319712
