"rel_path","size_bytes","has_error_token","tail"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0053\phase3cm_train_reward_audit_summary.json","3101","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0054\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0055\phase3cm_train_reward_audit_summary.json","3143","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0056\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0057\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0058\phase3cm_train_reward_audit_summary.json","3100","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0059\phase3cm_train_reward_audit_summary.json","3145","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0060\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0061\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0062\phase3cm_train_reward_audit_summary.json","3101","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0063\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0064\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0065\phase3cm_train_reward_audit_summary.json","3100","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0066\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0067\phase3cm_train_reward_audit_summary.json","3143","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0068\phase3cm_train_reward_audit_summary.json","3068","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0069\phase3cm_train_reward_audit_summary.json","3062","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0070\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0071\phase3cm_train_reward_audit_summary.json","3144","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0072\phase3cm_train_reward_audit_summary.json","3062","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0073\phase3cm_train_reward_audit_summary.json","3068","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0074\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0075\phase3cm_train_reward_audit_summary.json","3063","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0076\phase3cm_train_reward_audit_summary.json","3062","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0077\phase3cm_train_reward_audit_summary.json","3068","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0078\phase3cm_train_reward_audit_summary.json","3100","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0079\phase3cm_train_reward_audit_summary.json","3143","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0080\phase3cm_train_reward_audit_summary.json","3062","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0081\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0082\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0083\phase3cm_train_reward_audit_summary.json","3100","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0084\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0085\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0086\phase3cm_train_reward_audit_summary.json","3063","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0087\phase3cm_train_reward_audit_summary.json","3068","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0088\phase3cm_train_reward_audit_summary.json","3099","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0089\phase3cm_train_reward_audit_summary.json","3063","False","ten"": 0,
  ""python_executable"": ""D:\\ChengboRemote\\venvs\\alpha311\\Scripts\\python.exe"",
  ""rank_ic_component_cap"": 0.35,
  ""rank_ic_loss_weight"": 6.0,
  ""regime_component_cap"": 0.1,
  ""regime_stability_weight"": 0.08,
  ""sample_block_count"": 1,
  ""sample_trade_times_per_shard"": 96,
  ""shard_root"": ""D:\\ChengboRemote\\data\\phase3dz_true1min_sidecar_augmented_full16_20260702"",
  ""short_allowed"": false,
  ""top_quantile"": 0.2,
  ""train_fraction"": 0.6,
  ""validation_fraction"": 0.2
}
"
