run_id,route_id,qualified_field_count,wired_field_count,proposal_exposed_field_count,strict_exposed_field_count,survivor_field_count,untested_field_count,matched_control_completion_rate,forbidden_read_count,claim_ceiling
cn_unified_capability_integration_discovery_v1_discovery_seed_a,MINUTE_STATIC,11,11,11,4,0,0,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,FIRSTN_PATH,41,25,25,6,0,16,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,SLOW_CROSS_SECTIONAL_LEVEL,47,23,23,6,1,24,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,SLOW_TEMPORAL_CHANGE,141,18,18,4,1,123,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,DISCLOSURE_EVENT,4,4,4,2,0,0,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,MARKET_REGIME_CONDITION,29,22,22,8,2,7,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,INTRADAY_STATE_TRANSITION,14,12,12,9,0,2,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
cn_unified_capability_integration_discovery_v1_discovery_seed_a,BROAD_EVENT_FROZEN_ENTRY,11,11,11,11,4,0,1.0,0,DEVELOPMENT_EVIDENCE_ONLY
