run_id,field_id,source_field_id,source_family,allowed_routes,status,blocked_reason
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_fixed_asset_acceleration,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_fixed_asset_delta,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_fixed_asset_persistence,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_fixed_asset_slope,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_construct_long_asset_delta,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_construct_long_asset_persistence,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_construct_long_asset_slope,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_finance_acceleration,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_finance_delta,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_finance_persistence,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_finance_slope,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_invest_acceleration,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_invest_persistence,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_invest_slope,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_capex_construct_assets,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_CROSS_SECTIONAL_LEVEL,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_operate_acceleration,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_operate_persistence,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ca_netcash_operate_slope,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_cashflow_cfo_profit,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_CROSS_SECTIONAL_LEVEL,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_accounts_payable_source_yoy,cn.sf.8716dedbf7637085725880ea4f6b0bc5,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_accounts_payable_yoy,cn.sf.e5984e907750728bdd7a9045c518e5e8,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_accounts_rece_source_yoy,cn.sf.0dc5be68ccec1227b8b0db86fa41fb51,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_accounts_rece_yoy,cn.sf.b2ca74da8aa8c7a407ef9f61f8ff7209,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_fixed_asset_source_yoy,cn.sf.c9955e127c6a27e4b8d0d71e66210604,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_fixed_asset_yoy,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_inventory_yoy,cn.sf.b8125b47ca797d0c04fc5edc8d729586,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_monetaryfunds_source_yoy,cn.sf.95859f7f677a11465e2fef4cf8cc080a,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,fund_ba_monetaryfunds_yoy,cn.sf.3d34b8e640c583e9d6b9da8325c3006a,canonical_fundamental_growth,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
