candidate_id,expression_hash,decision,ban_short_verification_status,match_basis,id_only_hash_mismatch,stage0_candidate_id,stage0_expression_hash,stage0_portfolio_mode,stage0_short_allowed,stage0_train_reward,stage0_train_day_sortino,stage0_validation_day_sortino,stage0_holdout_day_sortino,stage0_train_reward_decision,stage0_train_reward_blockers,stage1_candidate_id,stage1_expression_hash,stage1_portfolio_mode,stage1_short_allowed,stage1_train_reward,stage1_train_day_sortino,stage1_validation_day_sortino,stage1_holdout_day_sortino,stage1_train_reward_decision,stage1_train_reward_blockers,source_file,phase3eh_oos_usage,expression,train_reward,train_day_sortino,validation_day_sortino,holdout_day_sortino
phase3cp_06241,0660cf11f162e475513fbab0,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,runtime\phase3do_c_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),CSRank(MaskedCorr($ctx_holder_avg_market_cap,$vwap,60,0.8))))",0.19961675,,0.09980837,-0.3
phase3cp_13992,a5dfed55d59eb5877953b767,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8)))),ZScore(Div(Mean($vwap,10),Add(Abs(Mean($vwap,30)),0.000001)))))",0.1998546,,0.0999273,-0.3
phase3cp_14039,ae67ba7a582ab32f3cc386d0,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))),CSRank(MaskedCorr($ctx_zls_df_num,$vwap,20,0.8))))",0.19977033,,0.09988516,-0.3
phase3cp_14118,6a07767e34de2c9c60841a0f,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8)))),CSRank(MaskedCorr($ctx_sent_lb_2_num,$vwap,20,0.8))))",0.19975108,,0.09987554,-0.3
phase3cp_14182,1ba61bd56ec3aa76b71ab04d,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))),CSRank(MaskedCorr($ctx_rzrq_rzjme,$vwap,20,0.6))))",0.19970098,,0.09985049,-0.3
phase3cp_14186,98b194304b33302702b759f1,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))),CSRank(MaskedCorr($ctx_billboard_accum_amount,$vwap,20,0.6))))",0.19970098,,0.09985049,-0.3
phase3cp_14224,8c6eb725a6f68c63b2a5d398,TRAIN_REWARD_FOLLOWUP_READY,stage0_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_14224,8c6eb725a6f68c63b2a5d398,unknown,false,-2.3,,,,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|no_valid_train_rank_ic,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))),CSRank(MaskedCorr($ctx_hfq_prev_is_limit_up,$vwap,20,0.6))))",0.19970098,,0.09985049,-0.3
phase3cp_14234,3d483fb9dea5bd7da8c76680,TRAIN_REWARD_FOLLOWUP_READY,stage0_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_14234,3d483fb9dea5bd7da8c76680,long_only_top,false,-1.34076111,-0.61255214,-0.56040231,-0.51104218,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,,,,,,,,,,,runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(Sign(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))),CSRank(MaskedCorr($ctx_rzrq_rzyezb,$vwap,20,0.6))))",0.19970098,,0.09985049,-0.3
phase3dv_00353,3373fb56bca18a8f2ae40388,TRAIN_REWARD_FOLLOWUP_READY,id_reused_hash_mismatch_not_verified,none,stage0:c21c8923c8df6d6125cfb987,,,,,,,,,,,,,,,,,,,,,runtime\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_seed_budget_table.csv,blanked_before_next_pack_generation,"CSRank(Sub(Neg(CSRank(StateDwell($evt_uplimit_active,40))),CSRank(ValidRatioGate($ctx_hfq_pe_ttm,60,0.5))))",0.36619046,0.33749644,,
phase3cp_00030,c8af19143070433e5893b16e,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,reports\phase3cp_event_state_topq30_followup_confirm_20260623\phase3cp_event_state_followup_candidate.csv,,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",0.3239756,0.9850427,0.23401585,2.36984576
phase3cp_00021,c70cc97d5c573accb984ae6f,TRAIN_REWARD_FOLLOWUP_READY,stage0_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00021,c70cc97d5c573accb984ae6f,long_only_top,false,-1.2460093,-0.56113513,-0.6325477,-0.61874512,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,,,,,,,,,,,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",0.19904851,,0.09952426,-0.3
phase3cp_00016,eb4b97fd2cd1153daeddd57c,TRAIN_REWARD_FOLLOWUP_READY,not_in_phase3ei_recheck_by_exact_hash,none,,,,,,,,,,,,,,,,,,,,,,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",0.19885699,,0.0994285,-0.3
phase3cp_00018,de754dc2683bb8910406faab,TRAIN_REWARD_FOLLOWUP_READY,stage1_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00018,de754dc2683bb8910406faab,long_only_top,false,-0.49353824,-0.34429252,-0.35290686,-0.44809371,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,phase3cp_00018,de754dc2683bb8910406faab,long_only_top,false,-0.38558934,-0.23679145,-0.27060905,-0.24518527,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",0.19847395,,0.09923698,-0.3
phase3cp_00026,bad2dac6f562c7a32403a4fc,TRAIN_REWARD_FOLLOWUP_READY,stage1_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00026,bad2dac6f562c7a32403a4fc,long_only_top,false,-0.43885971,-0.27065513,-0.4795927,-0.40289051,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,phase3cp_00026,bad2dac6f562c7a32403a4fc,long_only_top,false,-0.35541254,-0.2248617,-0.19686746,-0.24754318,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",0.19828243,,0.09914122,-0.3
phase3cp_00002,fa31569138d684c28bd7dde3,TRAIN_REWARD_FOLLOWUP_READY,stage1_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00002,fa31569138d684c28bd7dde3,long_only_top,false,-0.26118127,-0.29790849,-0.3171429,-0.37693577,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,phase3cp_00002,fa31569138d684c28bd7dde3,long_only_top,false,-0.19085895,-0.20795443,-0.24084416,-0.22815442,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",0.19795411,,0.09897706,-0.3
phase3cp_00009,d79ef720c2510971b68cb4e3,TRAIN_REWARD_FOLLOWUP_READY,stage1_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00009,d79ef720c2510971b68cb4e3,long_only_top,false,-0.427292,-0.33380352,-0.48455037,-0.37705571,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,phase3cp_00009,d79ef720c2510971b68cb4e3,long_only_top,false,-0.31812735,-0.24072562,-0.2282985,-0.24718354,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",0.19757107,,0.09878554,-0.3
phase3cp_00013,fd794bc3fbeb87c69e28ca56,TRAIN_REWARD_FOLLOWUP_READY,stage1_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00013,fd794bc3fbeb87c69e28ca56,long_only_top,false,-0.66407968,-0.33748547,-0.35614633,-0.37256615,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,phase3cp_00013,fd794bc3fbeb87c69e28ca56,long_only_top,false,-0.52899331,-0.23783819,-0.27482835,-0.30905743,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Mul(ZScore($m1_first30_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",0.19753824,,0.09876912,-0.3
phase3cp_00024,b4534e0bb90bc0a942afca65,TRAIN_REWARD_FOLLOWUP_READY,stage0_exact_rechecked_HOLD_TRAIN_REWARD,expression_hash_exact,,phase3cp_00024,b4534e0bb90bc0a942afca65,long_only_top,false,-1.29606332,-0.62462238,-0.62121964,-0.71766144,HOLD_TRAIN_REWARD,non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,,,,,,,,,,,reports\phase3cp_reward_gated_medium_search_smoke_20260623\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",0.19751635,,0.09875818,-0.3
