sampled_at,partition_00_process_ids,partition_00_rss_bytes,partition_01_process_ids,partition_01_rss_bytes,global_rss_bytes,output_bytes
2026-07-19T20:21:17.5888222Z,11164|35076,76107776,54544|58844,80228352,156336128,6435
2026-07-19T20:22:59.6015325Z,11164|34544|35076|39588,7374413824,5204|54068|54544|58844,6671626240,14046040064,74099228
2026-07-19T20:23:01.7879128Z,11164|34544|35076|39588,5996748800,5204|54068|54544|58844,5213798400,11210547200,74099228
2026-07-19T20:23:03.9239128Z,11164|34544|35076|39588,7170621440,5204|54068|54544|58844,6647451648,13818073088,74099228
2026-07-19T20:23:06.0019398Z,11164|34544|35076|39588,5122060288,5204|54068|54544|58844,7845507072,12967567360,74099228
2026-07-19T20:23:08.0876857Z,11164|34544|35076|39588,6690717696,5204|54068|54544|58844,6196310016,12887027712,74099228
2026-07-19T20:23:10.1946266Z,11164|34544|35076|39588,7182180352,5204|54068|54544|58844,7169138688,14351319040,74099228
2026-07-19T20:23:12.3237530Z,11164|34544|35076|39588,5498175488,5204|54068|54544|58844,5228105728,10726281216,74099228
2026-07-19T20:23:14.3994094Z,11164|34544|35076|39588,6691921920,5204|54068|54544|58844,6701412352,13393334272,74099228
2026-07-19T20:23:16.5525687Z,11164|34544|35076|39588,5215346688,5204|54068|54544|58844,7372345344,12587692032,74099228
2026-07-19T20:23:18.6576487Z,11164|34544|35076|39588,6983524352,5204|54068|54544|58844,6578765824,13562290176,74099228
2026-07-19T20:23:20.8119173Z,11164|34544|35076|39588,5702156288,5204|54068|54544|58844,7372443648,13074599936,74099228
2026-07-19T20:23:22.9127211Z,11164|34544|35076|39588,6908792832,5204|54068|54544|58844,6781120512,13689913344,74099228
2026-07-19T20:23:25.0476286Z,11164|34544|35076|39588,7285481472,5204|54068|54544|58844,8247173120,15532654592,74172818
2026-07-19T20:23:27.1624451Z,11164|34544|35076|39588,6045540352,5204|54068|54544|58844,6860787712,12906328064,74172818
2026-07-19T20:23:29.2958310Z,11164|34544|35076|39588,6692151296,5204|54068|54544|58844,6962962432,13655113728,74172818
2026-07-19T20:23:31.3796133Z,11164|34544|35076|39588,5481680896,5204|54068|54544|58844,7383339008,12865019904,74172818
2026-07-19T20:23:33.4998930Z,11164|34544|35076|39588,10313932800,5204|54068|54544|58844,9674317824,19988250624,74172818
2026-07-19T20:23:35.6321170Z,11164|34544|35076|39588,11268284416,5204|54068|54544|58844,12148609024,23416893440,74172818
2026-07-19T20:23:37.7413918Z,11164|34544|35076|39588,12376485888,5204|54068|54544|58844,13032796160,25409282048,74172818
2026-07-19T20:23:39.8318740Z,11164|34544|35076|39588,13711147008,5204|54068|54544|58844,14525333504,28236480512,74172818
2026-07-19T20:23:41.9985614Z,11164|34544|35076|39588,11453407232,5204|54068|54544|58844,15427964928,26881372160,74172818
2026-07-19T20:23:44.0861233Z,11164|34544|35076|39588,5708414976,5204|54068|54544|58844,6064504832,11772919808,74172818
2026-07-19T20:23:46.2059451Z,11164|34544|35076|39588,6977351680,5204|54068|54544|58844,6866948096,13844299776,74172818
2026-07-19T20:23:48.3001655Z,11164|34544|35076|39588,5776228352,5204|54068|54544|58844,5094903808,10871132160,74172818
2026-07-19T20:23:50.3886050Z,11164|34544|35076|39588,6362423296,5204|54068|54544|58844,6461997056,12824420352,74172818
2026-07-19T20:23:52.5228915Z,11164|34544|35076|39588,7663353856,5204|54068|54544|58844,7655215104,15318568960,74172818
2026-07-19T20:23:54.7275453Z,11164|34544|35076|39588,6485508096,5204|54068|54544|58844,5474312192,11959820288,74172818
2026-07-19T20:23:56.8730359Z,11164|34544|35076|39588,7365468160,5204|54068|54544|58844,6766313472,14131781632,148712575
2026-07-19T20:23:59.0412809Z,11164|34544|35076|39588,5606649856,5204|54068|54544|58844,7362269184,12968919040,148712575
2026-07-19T20:24:01.1987742Z,11164|34544|35076|39588,7170854912,5204|54068|54544|58844,6089986048,13260840960,148712575
2026-07-19T20:24:03.3011697Z,11164|34544|35076|39588,5343907840,5204|54068|54544|58844,7848390656,13192298496,148712575
2026-07-19T20:24:05.3826862Z,11164|34544|35076|39588,6827061248,5204|54068|54544|58844,6251372544,13078433792,148712575
2026-07-19T20:24:07.5101590Z,11164|34544|35076|39588,7179403264,5204|54068|54544|58844,7159574528,14338977792,148712575
2026-07-19T20:24:09.6769458Z,11164|34544|35076|39588,5519990784,5204|54068|54544|58844,5305561088,10825551872,148712575
2026-07-19T20:24:11.8139585Z,11164|34544|35076|39588,6684512256,5204|54068|54544|58844,6756872192,13441384448,148712575
2026-07-19T20:24:13.9362412Z,11164|34544|35076|39588,5529649152,5204|54068|54544|58844,7360253952,12889903104,148712575
2026-07-19T20:24:16.0751687Z,11164|34544|35076|39588,6976389120,5204|54068|54544|58844,6670233600,13646622720,148712575
2026-07-19T20:24:18.2206930Z,11164|34544|35076|39588,5825880064,5204|54068|54544|58844,7357759488,13183639552,148712575
2026-07-19T20:24:20.2903178Z,11164|34544|35076|39588,5996126208,5204|54068|54544|58844,6901501952,12897628160,148712575
2026-07-19T20:24:22.4235448Z,11164|34544|35076|39588,5557702656,5204|54068|54544|58844,8228421632,13786124288,148712575
2026-07-19T20:24:24.5112516Z,11164|34544|35076|39588,6110154752,5204|54068|54544|58844,7149031424,13259186176,148712575
2026-07-19T20:24:26.6862639Z,11164|34544|35076|39588,6684938240,5204|54068|54544|58844,6472155136,13157093376,148712575
2026-07-19T20:24:28.8046616Z,11164|34544|35076|39588,5512818688,5204|54068|54544|58844,4854923264,10367741952,152614077
2026-07-19T20:24:30.9188945Z,11164|34544|35076|39588,10553016320,5204|54068|54544|58844,9765588992,20318605312,152614077
2026-07-19T20:24:33.0252986Z,11164|34544|35076|39588,11467755520,5204|54068|54544|58844,12517437440,23985192960,152614077
2026-07-19T20:24:35.1641586Z,11164|34544|35076|39588,12830969856,5204|54068|54544|58844,14144860160,26975830016,152614077
2026-07-19T20:24:37.2734738Z,11164|34544|35076|39588,13716537344,5204|54068|54544|58844,14793125888,28509663232,152614077
2026-07-19T20:24:39.3735738Z,11164|34544|35076|39588,11566288896,5204|54068|54544|58844,15769686016,27335974912,152614077
2026-07-19T20:24:41.4615809Z,11164|34544|35076|39588,6207037440,5204|54068|54544|58844,6639050752,12846088192,152614077
2026-07-19T20:24:43.6043636Z,11164|34544|35076|39588,6975336448,5204|54068|54544|58844,7630966784,14606303232,152614077
2026-07-19T20:24:45.7633953Z,11164|34544|35076|39588,6285373440,5204|54068|54544|58844,5870215168,12155588608,152614077
2026-07-19T20:24:47.9030382Z,11164|34544|35076|39588,7656824832,5204|54068|54544|58844,6977130496,14633955328,152614077
2026-07-19T20:24:50.0562074Z,11164|34544|35076|39588,5365166080,5204|54068|54544|58844,7630430208,12995596288,152614077
2026-07-19T20:24:52.1567157Z,11164|34544|35076|39588,6476554240,5204|54068|54544|58844,5772283904,12248838144,152614077
2026-07-19T20:24:54.2471351Z,11164|34544|35076|39588,7363706880,5204|54068|54544|58844,6648365056,14012071936,152614077
2026-07-19T20:24:56.3607355Z,11164|34544|35076|39588,5490339840,5204|54068|54544|58844,5799096320,11289436160,152614077
2026-07-19T20:24:58.5110145Z,11164|34544|35076|39588,7169220608,5204|54068|54544|58844,6599778304,13768998912,152614077
2026-07-19T20:25:00.6657822Z,11164|34544|35076|39588,5381328896,5204|54068|54544|58844,7824101376,13205430272,152675305
2026-07-19T20:25:02.8346798Z,11164|34544|35076|39588,6232043520,5204|54068|54544|58844,6344409088,12576452608,152675305
2026-07-19T20:25:04.9821751Z,11164|34544|35076|39588,4888383488,5204|54068|54544|58844,7824060416,12712443904,152675305
2026-07-19T20:25:07.0664881Z,11164|34544|35076|39588,6010589184,5204|54068|54544|58844,6453702656,12464291840,152675305
2026-07-19T20:25:09.1970180Z,11164|34544|35076|39588,6682537984,5204|54068|54544|58844,6558732288,13241270272,152675305
2026-07-19T20:25:11.3578065Z,11164|34544|35076|39588,5832261632,5204|54068|54544|58844,7348518912,13180780544,152675305
2026-07-19T20:25:13.4703070Z,11164|34544|35076|39588,6974574592,5204|54068|54544|58844,6610046976,13584621568,152675305
2026-07-19T20:25:15.6005746Z,11164|34544|35076|39588,5993623552,5204|54068|54544|58844,7338135552,13331759104,152675305
2026-07-19T20:25:17.7263796Z,11164|34544|35076|39588,6577606656,5204|54068|54544|58844,7138324480,13715931136,152675305
2026-07-19T20:25:19.8500899Z,11164|34544|35076|39588,5020844032,5204|54068|54544|58844,8214257664,13235101696,152675305
2026-07-19T20:25:21.9377434Z,11164|34544|35076|39588,6244818944,5204|54068|54544|58844,6357139456,12601958400,152675305
2026-07-19T20:25:24.0546572Z,11164|34544|35076|39588,6683168768,5204|54068|54544|58844,6649143296,13332312064,152675305
2026-07-19T20:25:26.2365644Z,11164|34544|35076|39588,5447352320,5204|54068|54544|58844,5326430208,10773782528,152675305
2026-07-19T20:25:28.4380678Z,11164|34544|35076|39588,10239512576,5204|54068|54544|58844,10992340992,21231853568,152675305
2026-07-19T20:25:30.5221137Z,11164|34544|35076|39588,11457290240,5204|54068|54544|58844,13549834240,25007124480,152675305
2026-07-19T20:25:32.6658232Z,11164|34544|35076|39588,12385001472,5204|54068|54544|58844,14394183680,26779185152,156740938
2026-07-19T20:25:34.8118080Z,11164|34544|35076|39588,13706633216,5204|54068|54544|58844,14961303552,28667936768,156740938
2026-07-19T20:25:36.9302624Z,11164|34544|35076|39588,11374063616,5204|54068|54544|58844,14744633344,26118696960,156740938
2026-07-19T20:25:39.0448521Z,11164|34544|35076|39588,5921263616,5204|54068|54544|58844,6750986240,12672249856,156740938
2026-07-19T20:25:41.1460449Z,11164|34544|35076|39588,6977175552,5204|54068|54544|58844,7636508672,14613684224,156740938
2026-07-19T20:25:43.2792563Z,11164|34544|35076|39588,6035386368,5204|54068|54544|58844,5875068928,11910455296,156740938
2026-07-19T20:25:45.3615580Z,11164|34544|35076|39588,6871199744,5204|54068|54544|58844,6781333504,13652533248,156740938
2026-07-19T20:25:47.5043207Z,11164|34544|35076|39588,7663992832,5204|54068|54544|58844,7636561920,15300554752,156740938
2026-07-19T20:25:49.6403192Z,11164|34544|35076|39588,6574641152,5204|54068|54544|58844,5493751808,12068392960,156740938
2026-07-19T20:25:51.8049487Z,11164|34544|35076|39588,7366074368,5204|54068|54544|58844,6962929664,14329004032,156740938
2026-07-19T20:25:53.9502738Z,11164|34544|35076|39588,5479481344,5204|54068|54544|58844,7343382528,12822863872,156740938
2026-07-19T20:25:56.0879018Z,11164|34544|35076|39588,6482128896,5204|54068|54544|58844,6171185152,12653314048,156740938
2026-07-19T20:25:58.1906328Z,11164|34544|35076|39588,4827316224,5204|54068|54544|58844,7830532096,12657848320,156740938
2026-07-19T20:26:00.2665392Z,11164|34544|35076|39588,6627622912,5204|54068|54544|58844,5972828160,12600451072,156740938
2026-07-19T20:26:02.3737218Z,11164|34544|35076|39588,7171952640,5204|54068|54544|58844,6642241536,13814194176,156740938
2026-07-19T20:26:04.5140513Z,11164|34544|35076|39588,5606318080,5204|54068|54544|58844,7840124928,13446443008,156809137
2026-07-19T20:26:06.6894356Z,11164|34544|35076|39588,6685036544,5204|54068|54544|58844,6379069440,13064105984,156809137
2026-07-19T20:26:08.8544421Z,11164|34544|35076|39588,4707803136,5204|54068|54544|58844,7343947776,12051750912,156809137
2026-07-19T20:26:10.9398592Z,11164|34544|35076|39588,6207766528,5204|54068|54544|58844,6752169984,12959936512,156809137
2026-07-19T20:26:13.0822252Z,11164|34544|35076|39588,4832710656,5204|54068|54544|58844,7343955968,12176666624,156809137
2026-07-19T20:26:15.1687052Z,11164|34544|35076|39588,6687313920,5204|54068|54544|58844,6362640384,13049954304,156809137
2026-07-19T20:26:17.3000870Z,11164|34544|35076|39588,7269363712,5204|54068|54544|58844,7531180032,14800543744,156809137
2026-07-19T20:26:19.4101227Z,11164|34544|35076|39588,6580862976,5204|54068|54544|58844,7507566592,14088429568,156809137
2026-07-19T20:26:21.5105539Z,11164|34544|35076|39588,6685982720,5204|54068|54544|58844,6923079680,13609062400,156809137
2026-07-19T20:26:23.6739626Z,11164|34544|35076|39588,4821667840,5204|54068|54544|58844,7345164288,12166832128,156809137
2026-07-19T20:26:25.8096697Z,11164|34544|35076|39588,8338014208,5204|54068|54544|58844,8691261440,17029275648,156809137
2026-07-19T20:26:28.0155554Z,11164|34544|35076|39588,11472044032,5204|54068|54544|58844,11284148224,22756192256,156809137
2026-07-19T20:26:30.1085117Z,11164|34544|35076|39588,12441186304,5204|54068|54544|58844,14102274048,26543460352,156809137
2026-07-19T20:26:32.2181633Z,11164|34544|35076|39588,12928712704,5204|54068|54544|58844,15227576320,28156289024,156809137
2026-07-19T20:26:34.3308805Z,11164|34544|35076|39588,11416006656,5204|54068|54544|58844,15770267648,27186274304,156809137
2026-07-19T20:26:36.4215848Z,11164|34544|35076|39588,6100652032,5204|54068|54544|58844,6181216256,12281868288,160697720
2026-07-19T20:26:38.5760964Z,11164|34544|35076|39588,6987456512,5204|54068|54544|58844,7651766272,14639222784,160697720
2026-07-19T20:26:40.6709797Z,11164|34544|35076|39588,4721074176,5204|54068|54544|58844,5109153792,9830227968,160697720
2026-07-19T20:26:42.7890505Z,11164|34544|35076|39588,7150272512,5204|54068|54544|58844,6616428544,13766701056,160697720
2026-07-19T20:26:44.9296983Z,11164|34544|35076|39588,7668301824,5204|54068|54544|58844,7651856384,15320158208,160697720
2026-07-19T20:26:47.0710085Z,11164|34544|35076|39588,5807816704,5204|54068|54544|58844,5406736384,11214553088,160697720
2026-07-19T20:26:49.2083369Z,11164|34544|35076|39588,7374778368,5204|54068|54544|58844,6807756800,14182535168,160697720
2026-07-19T20:26:51.3834982Z,11164|34544|35076|39588,5191127040,5204|54068|54544|58844,7358504960,12549632000,160697720
2026-07-19T20:26:53.5153190Z,11164|34544|35076|39588,6490025984,5204|54068|54544|58844,5825437696,12315463680,160697720
2026-07-19T20:26:55.6989064Z,11164|34544|35076|39588,4971819008,5204|54068|54544|58844,7845675008,12817494016,160697720
2026-07-19T20:26:57.8262951Z,11164|34544|35076|39588,6298382336,5204|54068|54544|58844,5733203968,12031586304,160697720
2026-07-19T20:26:59.9537369Z,11164|34544|35076|39588,7179800576,5204|54068|54544|58844,7434469376,14614269952,160697720
2026-07-19T20:27:02.0742682Z,11164|34544|35076|39588,5343768576,5204|54068|54544|58844,7854804992,13198573568,160697720
2026-07-19T20:27:04.2118380Z,11164|34544|35076|39588,6690877440,5204|54068|54544|58844,6683615232,13374492672,160697720
2026-07-19T20:27:06.3563336Z,11164|34544|35076|39588,5010567168,5204|54068|54544|58844,7358226432,12368793600,160697720
2026-07-19T20:27:08.4969850Z,11164|34544|35076|39588,6293446656,5204|54068|54544|58844,6466449408,12759896064,160772969
2026-07-19T20:27:10.6314598Z,11164|34544|35076|39588,4751835136,5204|54068|54544|58844,7358144512,12109979648,160772969
2026-07-19T20:27:12.7490408Z,11164|34544|35076|39588,6752292864,5204|54068|54544|58844,6401470464,13153763328,160772969
2026-07-19T20:27:14.8893416Z,11164|34544|35076|39588,7276396544,5204|54068|54544|58844,8235270144,15511666688,160772969
2026-07-19T20:27:17.0193189Z,11164|34544|35076|39588,5463404544,5204|54068|54544|58844,6375927808,11839332352,160772969
2026-07-19T20:27:19.1309099Z,11164|34544|35076|39588,6691680256,5204|54068|54544|58844,6169968640,12861648896,160772969
2026-07-19T20:27:21.2338738Z,11164|34544|35076|39588,4941127680,5204|54068|54544|58844,4857229312,9798356992,160772969
2026-07-19T20:27:23.3755811Z,11164|34544|35076|39588,8511352832,5204|54068|54544|58844,9755561984,18266914816,160772969
2026-07-19T20:27:25.5835869Z,11164|34544|35076|39588,10911363072,5204|54068|54544|58844,12718104576,23629467648,160772969
2026-07-19T20:27:27.7322120Z,11164|34544|35076|39588,12643614720,5204|54068|54544|58844,14303342592,26946957312,160772969
2026-07-19T20:27:29.8519314Z,11164|34544|35076|39588,13725405184,5204|54068|54544|58844,14986117120,28711522304,160772969
2026-07-19T20:27:32.0084270Z,11164|34544|35076|39588,11229102080,5204|54068|54544|58844,15786377216,27015479296,160772969
2026-07-19T20:27:34.1082913Z,11164|34544|35076|39588,5691318272,5204|54068|54544|58844,6466756608,12158074880,160772969
2026-07-19T20:27:36.2898808Z,11164|34544|35076|39588,6987866112,5204|54068|54544|58844,7646633984,14634500096,160772969
2026-07-19T20:27:38.4270368Z,11164|34544|35076|39588,5628960768,5204|54068|54544|58844,5589704704,11218665472,160772969
2026-07-19T20:27:40.5717333Z,11164|34544|35076|39588,6777118720,5204|54068|54544|58844,7050227712,13827346432,164659564
2026-07-19T20:27:42.7014945Z,11164|34544|35076|39588,7675596800,5204|54068|54544|58844,7646351360,15321948160,164659564
2026-07-19T20:27:44.8659453Z,11164|34544|35076|39588,6686687232,5204|54068|54544|58844,5805494272,12492181504,164659564
2026-07-19T20:27:46.9877452Z,11164|34544|35076|39588,7377006592,5204|54068|54544|58844,6662103040,14039109632,164659564
2026-07-19T20:27:49.1054880Z,11164|34544|35076|39588,4930920448,5204|54068|54544|58844,4905922560,9836843008,164659564
2026-07-19T20:27:51.2361032Z,11164|34544|35076|39588,6778269696,5204|54068|54544|58844,6628786176,13407055872,164659564
2026-07-19T20:27:53.3865519Z,11164|34544|35076|39588,4833636352,5204|54068|54544|58844,7838662656,12672299008,164659564
2026-07-19T20:27:55.4864465Z,11164|34544|35076|39588,6671314944,5204|54068|54544|58844,6344249344,13015564288,164659564
2026-07-19T20:27:57.6308096Z,11164|34544|35076|39588,7181975552,5204|54068|54544|58844,7838285824,15020261376,164659564
2026-07-19T20:27:59.8136916Z,11164|34544|35076|39588,5708902400,5204|54068|54544|58844,6074867712,11783770112,164659564
2026-07-19T20:28:01.9345077Z,11164|34544|35076|39588,6694031360,5204|54068|54544|58844,6079365120,12773396480,164659564
2026-07-19T20:28:04.0959320Z,11164|34544|35076|39588,5259300864,5204|54068|54544|58844,7063449600,12322750464,164659564
2026-07-19T20:28:06.2425734Z,11164|34544|35076|39588,6799396864,5204|54068|54544|58844,6715564032,13514960896,164659564
2026-07-19T20:28:08.3641212Z,11164|34544|35076|39588,5467426816,5204|54068|54544|58844,7315070976,12782497792,164659564
2026-07-19T20:28:10.5081776Z,11164|34544|35076|39588,6900666368,5204|54068|54544|58844,7302553600,14203219968,164659564
2026-07-19T20:28:12.6325331Z,11164|34544|35076|39588,7278288896,5204|54068|54544|58844,8186122240,15464411136,164733182
2026-07-19T20:28:14.7561092Z,11164|34544|35076|39588,5490556928,5204|54068|54544|58844,6243532800,11734089728,164733182
2026-07-19T20:28:16.8884129Z,11164|34544|35076|39588,6692958208,5204|54068|54544|58844,7308124160,14001082368,164733182
2026-07-19T20:28:18.9929549Z,11164|34544|35076|39588,5152514048,5204|54068|54544|58844,5390569472,10543083520,164733182
2026-07-19T20:28:21.1310464Z,11164|34544|35076|39588,9354485760,5204|54068|54544|58844,10591903744,19946389504,164733182
2026-07-19T20:28:23.3190543Z,11164|34544|35076|39588,10979336192,5204|54068|54544|58844,13588586496,24567922688,164733182
2026-07-19T20:28:25.3998306Z,11164|34544|35076|39588,12672098304,5204|54068|54544|58844,14335737856,27007836160,164733182
2026-07-19T20:28:27.5435583Z,11164|34544|35076|39588,13719658496,5204|54068|54544|58844,15649857536,29369516032,164733182
2026-07-19T20:28:29.6379147Z,11164|34544|35076|39588,11477856256,5204|54068|54544|58844,12750299136,24228155392,164733182
2026-07-19T20:28:31.7208694Z,11164|34544|35076|39588,5711728640,5204|54068|54544|58844,6147702784,11859431424,164733182
2026-07-19T20:28:33.8632374Z,11164|34544|35076|39588,6998548480,5204|54068|54544|58844,7479709696,14478258176,164733182
2026-07-19T20:28:36.0046134Z,11164|34544|35076|39588,5066817536,5204|54068|54544|58844,5619085312,10685902848,164733182
2026-07-19T20:28:38.1335515Z,11164|34544|35076|39588,7208394752,5204|54068|54544|58844,6740967424,13949362176,164733182
2026-07-19T20:28:40.2604498Z,11164|34544|35076|39588,7680040960,5204|54068|54544|58844,7476936704,15156977664,164733182
2026-07-19T20:28:42.4216630Z,11164|34544|35076|39588,6111461376,5204|54068|54544|58844,5614780416,11726241792,164733182
2026-07-19T20:28:44.5296584Z,11164|34544|35076|39588,7386075136,5204|54068|54544|58844,6491996160,13878071296,168618526
2026-07-19T20:28:46.6132826Z,11164|34544|35076|39588,4693118976,5204|54068|54544|58844,5184266240,9877385216,168618526
2026-07-19T20:28:48.7202437Z,11164|34544|35076|39588,6501203968,5204|54068|54544|58844,6296948736,12798152704,168618526
2026-07-19T20:28:50.8294046Z,11164|34544|35076|39588,4942028800,5204|54068|54544|58844,7669149696,12611178496,168618526
2026-07-19T20:28:53.0415620Z,11164|34544|35076|39588,6214299648,5204|54068|54544|58844,6175268864,12389568512,168618526
2026-07-19T20:28:55.1540803Z,11164|34544|35076|39588,7192522752,5204|54068|54544|58844,7667765248,14860288000,168618526
2026-07-19T20:28:57.2792571Z,11164|34544|35076|39588,5468573696,5204|54068|54544|58844,5498077184,10966650880,168618526
2026-07-19T20:28:59.4262460Z,11164|34544|35076|39588,6704164864,5204|54068|54544|58844,6807732224,13511897088,168618526
2026-07-19T20:29:01.5548475Z,11164|34544|35076|39588,5234049024,5204|54068|54544|58844,7184359424,12418408448,168618526
2026-07-19T20:29:03.6390142Z,11164|34544|35076|39588,6305619968,5204|54068|54544|58844,5990641664,12296261632,168618526
2026-07-19T20:29:05.7734171Z,11164|34544|35076|39588,5030899712,5204|54068|54544|58844,7179993088,12210892800,168618526
2026-07-19T20:29:07.8556638Z,11164|34544|35076|39588,6799953920,5204|54068|54544|58844,7054245888,13854199808,168618526
2026-07-19T20:29:09.9953104Z,11164|34544|35076|39588,7257989120,5204|54068|54544|58844,8057286656,15315275776,168618526
