left_field_id,right_field_id,normalized_mutual_information,joint_support,nmi_a,nmi_b,nmi_abs_difference,support_a,support_b
chip_cost_p05,chip_cost_p15,0.8074441434139645,478366,0.807119535477331,0.8078049184662214,0.0006853829888904261,239515,238851
chip_cost_p05,chip_cost_p50,0.7091312608210324,478366,0.709985141705883,0.7083251438893002,0.00165999781658277,239515,238851
chip_cost_p05,chip_cost_p85,0.6503769126558291,478366,0.651316972536077,0.6495024584948901,0.001814514041186932,239515,238851
chip_cost_p05,chip_cost_p95,0.5977123918092941,478366,0.5982116148869671,0.5972885926840554,0.0009230222029116275,239515,238851
chip_cost_p05,chip_cost_weighted_mean,0.7095539460429544,478366,0.710183351239276,0.7089741926955941,0.0012091585436818653,239515,238851
chip_cost_p05,chip_historical_high,0.19314875489312514,478366,0.19349860825402626,0.19293191932351617,0.0005666889305100953,239515,238851
chip_cost_p05,chip_historical_low,0.17063283831140574,476868,0.17112922167334116,0.17027430096672752,0.0008549207066136377,238778,238090
chip_cost_p05,chip_profit_ratio,0.0008006892748966177,478366,0.000868675464929342,0.0008935840232955418,2.4908558366199874e-05,239515,238851
chip_cost_p15,chip_cost_p50,0.7833251722890513,478366,0.7846196355945061,0.782080920566304,0.002538715028202132,239515,238851
chip_cost_p15,chip_cost_p85,0.6911289562234135,478366,0.6921192660345556,0.6901940313185115,0.0019252347160441108,239515,238851
chip_cost_p15,chip_cost_p95,0.6263316515550219,478366,0.6270305009381157,0.62570785845768,0.0013226424804357872,239515,238851
chip_cost_p15,chip_cost_weighted_mean,0.7690927285147748,478366,0.7700602925559501,0.7681753049821449,0.0018849875738051747,239515,238851
chip_cost_p15,chip_historical_high,0.19403545390278376,478366,0.19431430680549983,0.1938993899501559,0.000414916855343922,239515,238851
chip_cost_p15,chip_historical_low,0.16857259310035838,476868,0.16892897044144445,0.16834038826612496,0.0005885821753194853,238778,238090
chip_cost_p15,chip_profit_ratio,0.0006558074973122568,478366,0.0007376766338985953,0.0007323754669523477,5.301166946247607e-06,239515,238851
chip_cost_p50,chip_cost_p85,0.7705616091276539,478366,0.7706601449659168,0.7705227071928588,0.00013743777305808003,239515,238851
chip_cost_p50,chip_cost_p95,0.6694723778595075,478366,0.6696013568789653,0.6694105191449852,0.00019083773398009818,239515,238851
chip_cost_p50,chip_cost_weighted_mean,0.8534972267492087,478366,0.8540419548776979,0.8529941946759495,0.001047760201748349,239515,238851
chip_cost_p50,chip_historical_high,0.19667222606003887,478366,0.1969007672400291,0.19657717315866044,0.0003235940813686722,239515,238851
chip_cost_p50,chip_historical_low,0.1679253335825167,476868,0.16826917668981578,0.1677040377731606,0.000565138916655189,238778,238090
chip_cost_p50,chip_profit_ratio,0.0006390595016766225,478366,0.0007280287296035772,0.0007256074917733838,2.4212378301934285e-06,239515,238851
chip_cost_p85,chip_cost_p95,0.761133884820985,478366,0.7610970912092536,0.7612208043552163,0.00012371314596271166,239515,238851
chip_cost_p85,chip_cost_weighted_mean,0.8121846030683433,478366,0.8126489620707483,0.81177088099688,0.0008780810738683309,239515,238851
chip_cost_p85,chip_historical_high,0.20019474598322504,478366,0.20043102505355095,0.20010192162881657,0.0003291034247343838,239515,238851
chip_cost_p85,chip_historical_low,0.16687288230012431,476868,0.16734607048069522,0.1665158235467425,0.0008302469339527274,238778,238090
chip_cost_p85,chip_profit_ratio,0.0008024957760553062,478366,0.0008847182974770119,0.0008924633027824371,7.745005305425127e-06,239515,238851
chip_cost_p95,chip_cost_weighted_mean,0.7086656759068944,478366,0.7088335671966408,0.7085531741644594,0.0002803930321814141,239515,238851
chip_cost_p95,chip_historical_high,0.2028613117529214,478366,0.20302847668914653,0.2028204351431953,0.00020804154595122082,239515,238851
chip_cost_p95,chip_historical_low,0.1640090065954748,476868,0.1645118505134144,0.16361496219112603,0.000896888322288375,238778,238090
chip_cost_p95,chip_profit_ratio,0.0009465465962078109,478366,0.0010362534028312016,0.0010243928853236666,1.1860517507534911e-05,239515,238851
chip_cost_weighted_mean,chip_historical_high,0.20074338494821767,478366,0.20102576117795967,0.20059233358097575,0.00043342759698392075,239515,238851
chip_cost_weighted_mean,chip_historical_low,0.16986529773920178,476868,0.17021666795996435,0.169630731984978,0.0005859359749863513,238778,238090
chip_cost_weighted_mean,chip_profit_ratio,0.0007250257709882078,478366,0.0008123110264647462,0.0008201270727039837,7.81604623923749e-06,239515,238851
chip_historical_high,chip_historical_low,0.11412949657563007,476868,0.11448282975453447,0.11389458576375096,0.000588243990783513,238778,238090
chip_historical_high,chip_profit_ratio,0.00041965912534014507,478366,0.0005374177224178571,0.000476644196536563,6.07735258812941e-05,239515,238851
chip_historical_low,chip_profit_ratio,0.0002598903717418903,476868,0.0003779124085132429,0.0003055594575635367,7.235295094970622e-05,238778,238090
