field_id,row_count,finite_count,coverage,sample_count,sample_unique,normalized_entropy,temporal_comparison_count,temporal_change_rate,cross_sectional_std_mean,minimum,maximum
chip_historical_low,3822719,3810690,0.9968532868882071,476868,757,0.996246320435698,3805239,0.004115378823774276,10.196422148524308,0.1,707.2
chip_historical_high,3822719,3822719,1.0,478366,1383,0.9998868543740768,3817252,0.0022212313989225757,71.05317144312644,3.0,2286.9
chip_cost_p05,3822719,3822719,1.0,478366,1636,0.9995030026667107,3817252,0.17101386023243947,26.428611849785423,0.6,1293.6
chip_cost_p15,3822719,3822719,1.0,478366,1776,0.9995995446719343,3817252,0.21052657775803116,28.35324262693674,0.6,1455.3
chip_cost_p50,3822719,3822719,1.0,478366,1878,0.9996657464838563,3817252,0.2369977145863045,31.16919995848925,0.8,1570.8
chip_cost_p85,3822719,3822719,1.0,478366,1988,0.9995638142748126,3817252,0.19595274296797802,34.56833299428436,1.0,1755.6
chip_cost_p95,3822719,3822719,1.0,478366,2021,0.999880905253802,3817252,0.16620018798863684,39.640303948058566,1.1,2079.0
chip_cost_weighted_mean,3822719,3822719,1.0,478366,14600,0.9999983777124625,3817252,0.784757202301551,31.592978476069387,0.82,1595.69
chip_profit_ratio,3822719,3822719,1.0,478366,10000,0.9999998758034908,3817252,0.9978018218341361,25.385003359786484,0.0,100.0
