left_field_id,right_field_id,normalized_mutual_information,joint_support,nmi_a,nmi_b,nmi_abs_difference,support_a,support_b,semantic_support_group
evt_uplimit_active,evt_uplimit_age_min,1.2674399019176687e-08,84,0.0,0.0,0.0,45,39,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_amount,0.0,57,1.3554956543607677e-08,0.0,1.3554956543607677e-08,31,26,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_auction_buy,0.0,29,1.6235516675845053e-08,0.0,1.6235516675845053e-08,19,10,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_auction_money,1.3432584620124183e-08,43,0.0,0.0,0.0,25,18,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_auction_offer,0.0,29,0.0,0.0,0.0,19,10,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_auction_pre1max_ratio,1.3410371402249159e-08,43,0.0,0.0,0.0,25,18,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_auction_turnover,0.0,84,1.6067555027037215e-08,0.0,1.6067555027037215e-08,45,39,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_cutoff_minute,1.4575287765666468e-08,104,0.0,0.0,0.0,55,49,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_fd_close,0.0,57,1.3289324108774897e-08,0.0,1.3289324108774897e-08,31,26,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_fd_max,0.0,57,0.0,0.0,0.0,31,26,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_type_code,0.0,84,0.0,0.0,0.0,45,39,TRUE1MIN::event_state
evt_uplimit_active,evt_uplimit_up_limit_keep_times,0.0,84,0.0,0.0,0.0,45,39,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_amount,0.5257129157084457,57,0.591566369174927,0.6693952178107299,0.07782884863580286,31,26,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_auction_buy,0.563597773521622,29,0.6150592077164856,0.6103850988283681,0.004674108888117479,19,10,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_auction_money,0.5808789163656365,43,0.6199249617024889,0.6559243483802875,0.03599938667779856,25,18,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_auction_offer,0.47612129734008485,29,0.5211265880823445,0.6239063336319389,0.10277974554959446,19,10,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_auction_pre1max_ratio,0.5830781292395574,43,0.5530873284968085,0.7571116355744465,0.20402430707763797,25,18,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_auction_turnover,0.31909464199467097,84,0.4183377777016722,0.4194764557570843,0.0011386780554121234,45,39,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_cutoff_minute,0.34333007017652223,84,0.45537957971720167,0.5328887514822948,0.07750917176509309,45,39,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_fd_close,0.5211579045993944,57,0.6387404550847708,0.6450719915875007,0.006331536502729884,31,26,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_fd_max,0.550141042500883,57,0.6345429444726949,0.6508688044252822,0.016325859952587285,31,26,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_type_code,1.2674399019176687e-08,84,0.0,0.0,0.0,45,39,TRUE1MIN::event_state
evt_uplimit_age_min,evt_uplimit_up_limit_keep_times,1.2674399019176687e-08,84,0.0,0.0,0.0,45,39,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_auction_buy,0.7950556919169294,19,0.7243597705954136,0.8278474974061265,0.10348772681071294,13,6,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_auction_money,0.9217908416416374,29,0.9287025808630668,0.9521790360808403,0.02347645521777353,17,12,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_auction_offer,0.7258610135656001,19,0.6323103641803597,0.8278474974061264,0.1955371332257667,13,6,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_auction_pre1max_ratio,0.8344060506905207,29,0.7944113375535086,0.9521790360808403,0.15776769852733175,17,12,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_auction_turnover,0.631972653234578,57,0.6531287132592338,0.7297749274570442,0.07664621419781037,31,26,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_cutoff_minute,0.6518308627771477,57,0.6624517785127779,0.7793109250641814,0.1168591465514035,31,26,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_fd_close,0.7743276191205642,57,0.8215942900550111,0.8681120171566441,0.046517727101633044,31,26,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_fd_max,0.8183561125357582,57,0.836231736185369,0.872958978644041,0.036727242458672094,31,26,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_type_code,0.0,57,1.3554956543607677e-08,0.0,1.3554956543607677e-08,31,26,TRUE1MIN::event_state
evt_uplimit_amount,evt_uplimit_up_limit_keep_times,0.0,57,1.3554956543607677e-08,0.0,1.3554956543607677e-08,31,26,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_auction_money,0.8316179596797466,29,0.8327170650071792,0.8602897413961895,0.027572676389010287,19,10,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_auction_offer,0.7963473303993073,29,0.8498982617081825,0.8602897413961895,0.010391479688007021,19,10,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_auction_pre1max_ratio,0.8316179596797466,29,0.8233625057862942,0.9313182323521012,0.10795572656580699,19,10,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_auction_turnover,0.7228103168112004,29,0.7756644420458961,0.8602897413961896,0.0846252993502935,19,10,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_cutoff_minute,0.4965936341739573,29,0.5300208040658747,0.7196480040590062,0.1896271999931315,19,10,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_fd_close,0.8536861083231417,19,0.8428697161930752,0.9999999999999998,0.15713028380692462,13,6,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_fd_max,0.860052929907828,19,0.775906924093543,1.0,0.224093075906457,13,6,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_type_code,0.0,29,1.6235516675845053e-08,0.0,1.6235516675845053e-08,19,10,TRUE1MIN::event_state
evt_uplimit_auction_buy,evt_uplimit_up_limit_keep_times,0.0,29,1.6235516675845053e-08,0.0,1.6235516675845053e-08,19,10,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_auction_offer,0.8696123326754825,29,0.8494716046940542,1.0,0.15052839530594575,19,10,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_auction_pre1max_ratio,0.8626376594127491,43,0.81648894795622,0.9207987821117969,0.10430983415557693,25,18,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_auction_turnover,0.7539495560527616,43,0.8058817369652126,0.7513463362661205,0.05453540069909213,25,18,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_cutoff_minute,0.5745821776046972,43,0.5446723875097272,0.7161921507537009,0.17151976324397367,25,18,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_fd_close,0.9528265175038595,29,0.9730858212433853,1.0,0.026914178756614726,17,12,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_fd_max,0.925998575539695,29,0.8999057387259592,0.9999999999999999,0.10009426127404064,17,12,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_type_code,1.3432584620124183e-08,43,0.0,0.0,0.0,25,18,TRUE1MIN::event_state
evt_uplimit_auction_money,evt_uplimit_up_limit_keep_times,1.3432584620124183e-08,43,0.0,0.0,0.0,25,18,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_auction_pre1max_ratio,0.809031557081853,29,0.794572861008714,0.9420148383402729,0.14744197733155884,19,10,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_auction_turnover,0.6501471098293136,29,0.6752997025550851,0.8731022479645384,0.1978025454094533,19,10,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_cutoff_minute,0.6217670998418775,29,0.6047074296023909,0.7371040595462081,0.13239662994381718,19,10,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_fd_close,0.7330404842386564,19,0.6753527539925746,1.0,0.32464724600742545,13,6,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_fd_max,0.7414254185153416,19,0.5747251599502626,1.0,0.42527484004973737,13,6,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_type_code,0.0,29,0.0,0.0,0.0,19,10,TRUE1MIN::event_state
evt_uplimit_auction_offer,evt_uplimit_up_limit_keep_times,0.0,29,0.0,0.0,0.0,19,10,TRUE1MIN::event_state
evt_uplimit_auction_pre1max_ratio,evt_uplimit_auction_turnover,0.7906333154491416,43,0.778158694868822,0.867254059005452,0.08909536413663,25,18,TRUE1MIN::event_state
evt_uplimit_auction_pre1max_ratio,evt_uplimit_cutoff_minute,0.6543567963721334,43,0.553044392140535,0.8404734997151029,0.28742910757456785,25,18,TRUE1MIN::event_state
evt_uplimit_auction_pre1max_ratio,evt_uplimit_fd_close,0.8566269935580336,29,0.8285395595668047,1.0,0.1714604404331953,17,12,TRUE1MIN::event_state
evt_uplimit_auction_pre1max_ratio,evt_uplimit_fd_max,0.845153296997092,29,0.7697785451495109,0.9999999999999999,0.23022145485048895,17,12,TRUE1MIN::event_state
evt_uplimit_auction_pre1max_ratio,evt_uplimit_type_code,1.3410371402249159e-08,43,0.0,0.0,0.0,25,18,TRUE1MIN::event_state
evt_uplimit_auction_pre1max_ratio,evt_uplimit_up_limit_keep_times,1.3410371402249159e-08,43,0.0,0.0,0.0,25,18,TRUE1MIN::event_state
evt_uplimit_auction_turnover,evt_uplimit_cutoff_minute,0.3475136778930496,84,0.4089514034133455,0.4084672462400669,0.00048415717327859875,45,39,TRUE1MIN::event_state
evt_uplimit_auction_turnover,evt_uplimit_fd_close,0.5778700900952926,57,0.6814220810788432,0.6013325805514392,0.08008950052740393,31,26,TRUE1MIN::event_state
evt_uplimit_auction_turnover,evt_uplimit_fd_max,0.6698088587773675,57,0.6617206398887807,0.7155777172491008,0.05385707736032008,31,26,TRUE1MIN::event_state
