field_uid,field_name,record_kind,data_family,source_table,source_field,entity_scope,semantic_role,field_role,pit_status,materialization_status,search_status,recommended_routes,information_status,information_qualified,core_pack_selected,coverage,sample_unique,normalized_entropy,temporal_change_rate,semantic_support_group,qualification_state,qualification_reason,raw_generator_exposure,blocked_reason
source::cn_source::balance_sheet_report_em::UC_RESERVE_YOY,balance_sheet_report_em.UC_RESERVE_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UC_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0007315449,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UD_RESERVE,balance_sheet_report_em.UD_RESERVE,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UD_RESERVE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0008152540,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UD_RESERVE_YOY,balance_sheet_report_em.UD_RESERVE_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UD_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0007315449,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UNASSIGN_RPOFIT,balance_sheet_report_em.UNASSIGN_RPOFIT,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UNASSIGN_RPOFIT,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.9882334101,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UNASSIGN_RPOFIT_YOY,balance_sheet_report_em.UNASSIGN_RPOFIT_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UNASSIGN_RPOFIT_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.9071229177,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UNCONFIRM_INVEST_LOSS,balance_sheet_report_em.UNCONFIRM_INVEST_LOSS,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UNCONFIRM_INVEST_LOSS,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0162650449,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UNCONFIRM_INVEST_LOSS_YOY,balance_sheet_report_em.UNCONFIRM_INVEST_LOSS_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UNCONFIRM_INVEST_LOSS_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0065657062,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::UPDATE_DATE,balance_sheet_report_em.UPDATE_DATE,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,UPDATE_DATE,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::balance_sheet_report_em::USERIGHT_ASSET,balance_sheet_report_em.USERIGHT_ASSET,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,USERIGHT_ASSET,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.2479027227,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::USERIGHT_ASSET_YOY,balance_sheet_report_em.USERIGHT_ASSET_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,USERIGHT_ASSET_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.1767463359,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::ingest_time_utc,balance_sheet_report_em.ingest_time_utc,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,ingest_time_utc,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::balance_sheet_report_em::source_code6,balance_sheet_report_em.source_code6,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,source_code6,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::balance_sheet_report_em::source_dataset,balance_sheet_report_em.source_dataset,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,source_dataset,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::balance_sheet_report_em::source_em,balance_sheet_report_em.source_em,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,source_em,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::balance_sheet_report_em::source_family,balance_sheet_report_em.source_family,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,source_family,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::balance_sheet_report_em::source_file,balance_sheet_report_em.source_file,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,source_file,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,SOURCE_QUALIFICATION_EVIDENCE_BLOCKED_METADATA,False,False,1.0000000000,,,,,BLOCKED_METADATA,"metadata, key, or source lineage field",False,METADATA_NOT_SEARCHABLE
source::cn_source::cash_flow_sheet_report_em::ACCEPT_INVEST_CASH,cash_flow_sheet_report_em.ACCEPT_INVEST_CASH,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ACCEPT_INVEST_CASH,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.3773111091,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ACCEPT_INVEST_CASH_YOY,cash_flow_sheet_report_em.ACCEPT_INVEST_CASH_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ACCEPT_INVEST_CASH_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.1925535321,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ACCOUNTS_RECE_ADD,cash_flow_sheet_report_em.ACCOUNTS_RECE_ADD,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ACCOUNTS_RECE_ADD,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0007097752,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ACCOUNTS_RECE_ADD_YOY,cash_flow_sheet_report_em.ACCOUNTS_RECE_ADD_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ACCOUNTS_RECE_ADD_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0000848644,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ACCRUED_EXPENSE_ADD,cash_flow_sheet_report_em.ACCRUED_EXPENSE_ADD,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ACCRUED_EXPENSE_ADD,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0658817993,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ACCRUED_EXPENSE_ADD_YOY,cash_flow_sheet_report_em.ACCRUED_EXPENSE_ADD_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ACCRUED_EXPENSE_ADD_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0460273804,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ADD_PLEDGE_TIMEDEPOSITS,cash_flow_sheet_report_em.ADD_PLEDGE_TIMEDEPOSITS,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ADD_PLEDGE_TIMEDEPOSITS,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0003857474,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ADD_PLEDGE_TIMEDEPOSITS_YOY,cash_flow_sheet_report_em.ADD_PLEDGE_TIMEDEPOSITS_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ADD_PLEDGE_TIMEDEPOSITS_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_INDUSTRY_SPECIFIC,False,False,0.0002237335,,,,,INDUSTRY_SPECIFIC,native identifier suggests sector scope but unit/applicability contract is unresolved,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::AFA_REDUCE,cash_flow_sheet_report_em.AFA_REDUCE,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,AFA_REDUCE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0005554763,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::AFA_REDUCE_YOY,cash_flow_sheet_report_em.AFA_REDUCE_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,AFA_REDUCE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0002160185,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ASSET_IMPAIRMENT,cash_flow_sheet_report_em.ASSET_IMPAIRMENT,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ASSET_IMPAIRMENT,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.5048970633,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ASSET_IMPAIRMENT_YOY,cash_flow_sheet_report_em.ASSET_IMPAIRMENT_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ASSET_IMPAIRMENT_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.4415264796,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ASSIGN_DIVIDEND_PORFIT,cash_flow_sheet_report_em.ASSIGN_DIVIDEND_PORFIT,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ASSIGN_DIVIDEND_PORFIT,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.9284052817,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::ASSIGN_DIVIDEND_PORFIT_YOY,cash_flow_sheet_report_em.ASSIGN_DIVIDEND_PORFIT_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,ASSIGN_DIVIDEND_PORFIT_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_SEMANTICS_UNRESOLVED,False,False,0.8256884627,,,,,SEMANTICS_UNRESOLVED,"unit, period, sign, or field semantics are not asserted from exact local evidence",False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::BANKSECURITY_LEND_ADD,cash_flow_sheet_report_em.BANKSECURITY_LEND_ADD,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,BANKSECURITY_LEND_ADD,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0002160185,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::cash_flow_sheet_report_em::BANKSECURITY_LEND_ADD_YOY,cash_flow_sheet_report_em.BANKSECURITY_LEND_ADD_YOY,SOURCE_FIELD,fundamental_cashflow_sheet,cash_flow_sheet_report_em,BANKSECURITY_LEND_ADD_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,SOURCE_QUALIFICATION_EVIDENCE_LOW_COVERAGE_ARCHIVE,False,False,0.0000462897,,,,,LOW_COVERAGE_ARCHIVE,coverage below 0.10 without asserted applicability,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
