candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0
phase3cp_00030,c8af19143070433e5893b16e,search_outputs,event_state/round1_scheduler_controlled,event_state,future-event-state-generator,phase3cp_event_state_from_co,phase3cp_event_state_from_co,rx_interaction::rx_range_location::rx_opening_amount::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6ace37bd35f0fab316,1d5c220e77d0c0ecd6,4ccb0eead839,0.1765104,0.03012,0.03012,0.542168,0.62,close|high|low|m1_first30_vol|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",-0.01381677,0.25860162,0.25860162,0.06395024,0.08756495,0.13222214,-0.04804095,0.695,0.76656937,0.56475186,0.7394958,3.63709504,0.96626506,,extreme_turnover,HOLD_TRAIN_REWARD,,event_state/round1_scheduler_controlled,,,,0.7394958,0.96626506
phase3cp_00003,f935251770c9667bfc4d7cbd,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_range_location::rx_opening_amount::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,82d605af753316a0b5,87fee8d17c1e7d99c6,6311c4234f5c,0.2172444,0.03282,0.03282,0.545948,0.42,close|high|low|m1_first5_vol|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",-0.37184462,-0.08234275,-0.08234275,-0.27182099,-0.21424504,0.19953408,-0.31672598,0.38666667,0.81034088,0.04308031,0.48392555,-0.29133125,0.26351351,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.48392555,0.26351351
phase3cp_00023,cc39d7f681d1d4c000a17559,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,rx_interaction::rx_range_location::rx_opening_amount::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6ace37bd35f0fab316,1d5c220e77d0c0ecd6,4ccb0eead839,0.2081904,0.03412,0.03412,0.547768,0.58,close|high|low|m1_first30_vol|volume,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",-0.50444835,-0.20249304,-0.20249304,-0.47113005,-0.11319431,0.26362259,-0.37363024,0.255,0.81742483,-0.29355221,0.24703892,0.17549028,0.54637437,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.24703892,0.54637437
phase3cp_00002,fa31569138d684c28bd7dde3,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_amount::rx_range_location::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6dfdc2653ce052bd27,0881b8b05eb644e6d5,9fcbc555e2eb,0.2244264,0.03492,0.03492,0.548888,0.42,amount|high|low|m1_first5_amount|open,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",-0.53254818,-0.41764637,-0.41764637,-0.71912649,-0.35563359,0.3447768,-0.61530525,0.10666667,0.47490809,-0.66513398,0.045,-0.71829181,0.005,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.045,0.005
phase3cp_00009,d79ef720c2510971b68cb4e3,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_amount::rx_range_location::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9e96ab1433d465d733,b244beaf15854a7b91,5fa9d9e6c005,0.2196384,0.03352,0.03352,0.546928,0.42,amount|high|low|m1_first15_amount|open,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",-0.8453687,-0.70531365,-0.70531365,-0.805035,-0.66608394,0.25252491,-0.8040107,0,0.67718041,-0.77873694,0.00333333,-0.71003335,0.0083612,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.00333333,0.0083612
phase3cp_00014,de754dc2683bb8910406faab,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_amount::rx_range_location::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,c3be9eb0a3620ec39b,651e90e40fe181795a,a920d91b48eb,0.2309244,0.03682,0.03682,0.551548,0.48,amount|high|low|m1_first5_amount|open,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",-0.86557817,-0.71765109,-0.71765109,-0.82300889,-0.73613742,0.25588444,-0.79119769,0,0.69250441,-0.74746572,0.00166667,-0.96173274,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.00166667,0.0
phase3cp_00035,c0a7b4180fa546725dfc4b2e,search_outputs,random_orthogonal/round1_scheduler_controlled,random_orthogonal,control-random-orthogonal,phase3cp_random_orthogonal_control_from_co,phase3cp_random_orthogonal_control_from_co,rx_interaction::rx_opening_amount::rx_range_location::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,e405978a5756844266,1b38f4fc4f33328707,f58dce0e901e,0.2039064,0.02892,0.02892,0.540488,0.5,amount|high|low|m1_first15_amount|open,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",-0.89071584,-0.75546016,-0.75546016,-0.81985524,-0.72008137,0.17605542,-0.83157752,0,0.68857792,-0.75893198,0,-0.96045471,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,random_orthogonal/round1_scheduler_controlled,,,,0.0,0.0
phase3cp_00034,be3cead61bcf3ae05d5ae47e,search_outputs,random_orthogonal/round1_scheduler_controlled,random_orthogonal,control-random-orthogonal,phase3cp_random_orthogonal_control_from_co,phase3cp_random_orthogonal_control_from_co,rx_interaction::rx_opening_amount::rx_range_location::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6dfdc2653ce052bd27,0881b8b05eb644e6d5,9fcbc555e2eb,0.1171484,0.02402,0.02402,0.533628,0.5,amount|high|low|m1_first5_amount|open,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),3))))",-0.93664835,-0.79559752,-0.79559752,-0.88142799,-0.8328344,0.23660547,-0.855265,0,0.69354629,-0.78736708,0,-0.92757678,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,random_orthogonal/round1_scheduler_controlled,,,,0.0,0.0
phase3cp_00026,cb9eab78dc5c9f512d674c95,search_outputs,event_state/round1_scheduler_controlled,event_state,future-event-state-generator,phase3cp_event_state_from_co,phase3cp_event_state_from_co,rx_interaction::rx_opening_amount::rx_range_location::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,f3d0ccad29ac7200a7,0a3fdd7a0e3b1ee514,2f158d4bbf6b,0.1812984,0.03152,0.03152,0.544128,0.62,amount|high|low|m1_first30_amount|open,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",-0.94622189,-0.81797273,-0.81797273,-0.87030381,-0.727657,0.24337334,-0.86110047,0,0.69205446,-0.7912496,0.00166667,-0.71003335,0.01333333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,event_state/round1_scheduler_controlled,,,,0.00166667,0.01333333
phase3cp_00024,302c068ebfff8ae1c3e35c64,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_range_location::rx_opening_amount::residual,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,4926a97a8ff2d2c4d5,213c37a95c7c7e138f,4c11fea9a366,0.2129784,0.03552,0.03552,0.549728,0.58,close|high|low|m1_first5_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),CSRank(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",-1.11511405,-0.90170279,-0.90170279,-0.9458766,-0.8983023,0.05541737,-0.92612072,0,0.8133123,-0.98436642,0,-0.95425427,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0
