coordinate_set,left,right,exact_correlation,sketch_rank_correlation,same_sketch_cluster,sketch_pair_equivalent,same_exact_cluster
A,phase3cp_00006,phase3cp_12049,-0.012278238046644664,-0.012388547191196544,False,False,False
A,phase3cp_00006,phase3cp_12052,-0.019153654852783523,-0.01914849833428208,False,False,False
A,phase3cp_00006,phase3cp_12093,-0.704501883985859,-0.7043480151247875,False,False,False
A,phase3cp_00006,phase3cp_12367,-0.7009747516050233,-0.7005970141825552,False,False,False
A,phase3cp_00006,phase3cp_12547,-0.006796437875420898,-0.006841392480569286,False,False,False
A,phase3cp_00006,phase3cp_12865,-0.6511426912072399,-0.6511622011025443,False,False,False
A,phase3cp_00006,phase3cp_12874,-0.6240727439197457,-0.6237655599167771,False,False,False
A,phase3cp_00006,phase3cp_12890,-0.6667371321860658,-0.6666775436459851,False,False,False
A,phase3cp_00006,phase3cp_12898,-0.633013353067706,-0.632863554623553,False,False,False
A,phase3cp_00006,phase3cp_12921,-0.530423266283219,-0.5301916561355473,False,False,False
A,phase3cp_00006,phase3cp_12939,-0.62598907493062,-0.6257710089849012,False,False,False
A,phase3cp_00006,phase3cp_12947,-0.5319789195654285,-0.5317639057522058,False,False,False
A,phase3cp_00006,phase3cp_12952,-0.6737237933677694,-0.6736209312597203,False,False,False
A,phase3cp_00006,phase3cp_15240,-0.8522447047037561,-0.8520488062596131,False,False,False
A,phase3cp_00006,phase3cp_15245,-0.8481628802359938,-0.8478688747780837,False,False,False
A,phase3cp_00006,phase3cp_15338,-0.9986288051943791,-0.998598408745045,True,True,True
A,phase3cp_00006,phase3cp_15345,-0.8463613144571237,-0.8462840404136961,False,False,False
A,phase3cp_00006,phase3cp_15352,-0.8543944046023665,-0.8542800777333532,False,False,False
A,phase3cp_00006,phase3cp_15369,-0.8481628802359938,-0.8478688747780837,False,False,False
A,phase3cp_00006,phase3cp_15384,-0.8659981947054769,-0.8657991976901934,False,False,False
A,phase3cp_00006,phase3cp_15395,-0.855186398122059,-0.8551158327278725,False,False,False
A,phase3cp_00006,phase3cp_15475,-0.9986288051943791,-0.998598408745045,True,True,True
A,phase3cp_00006,phase3cp_16569,-0.04742336795332528,-0.04759954944629358,False,False,False
A,phase3cp_00006,phase3cp_16570,-0.002086827325642708,-0.001984601278837294,False,False,False
A,phase3cp_00006,phase3cp_16574,-0.022026490801469886,-0.021998241012463268,False,False,False
A,phase3cp_00006,phase3cp_16578,0.02114544473016176,0.021363649820864455,False,False,False
A,phase3cp_00006,phase3cp_16585,-0.003996318030248032,-0.0038201491725278003,False,False,False
A,phase3cp_00006,phase3cp_16588,-0.01057866608377907,-0.010462247676797152,False,False,False
A,phase3cp_00006,phase3cp_16592,-0.022171087190749287,-0.02201062493562593,False,False,False
A,phase3cp_00006,phase3cp_16666,-0.011785518269814579,-0.011606938287240945,False,False,False
A,phase3cp_00006,phase3cp_16735,0.0036795704815052615,0.0036795709331633127,False,False,False
A,phase3cp_00006,phase3cp_16745,-0.022733680105518066,-0.0225875257323608,False,False,False
A,phase3cp_00006,phase3cp_16811,-0.028719780767694218,-0.028793086147674875,False,False,False
A,phase3cp_00006,phase3cp_17101,0.005133242509379601,0.004477538174220715,False,False,False
A,phase3cp_00006,phase3cp_17105,-0.01086794321334149,-0.010945844131230896,False,False,False
A,phase3cp_00006,phase3cp_17205,0.006439305744814195,0.006172466803825471,False,False,False
A,phase3cp_00006,phase3cp_17231,-0.0026709047750099494,-0.002940813880822611,False,False,False
A,phase3cp_00006,phase3cp_19165,-0.0174616938990584,-0.017727813155093284,False,False,False
A,phase3cp_00006,phase3cp_19185,-0.02303675517563224,-0.023237046056234226,False,False,False
A,phase3cp_00006,phase3cp_19198,0.04731724536642622,0.046691170549501095,False,False,False
A,phase3cp_00006,phase3cp_19284,-0.03342453646985857,-0.03355083514051336,False,False,False
A,phase3cp_00006,phase3cp_19302,-0.03468641377136875,-0.03457542898973278,False,False,False
A,phase3cp_00006,phase3cp_19340,0.011422121335301131,0.011221462207970635,False,False,False
A,phase3cp_00006,phase3cp_19366,-0.010785891922056546,-0.01112531769603092,False,False,False
A,phase3cp_00006,phase3cp_19367,-0.02379121094785592,-0.023699778577723117,False,False,False
A,phase3cp_00006,phase3cp_19394,-0.0042332988206293274,-0.00448248360673229,False,False,False
A,phase3cp_00006,phase3cp_19437,0.029072762393508148,0.02889783887987259,False,False,False
A,phase3cp_00006,phase3cp_19444,0.03488765630245151,0.03583037203770573,False,False,False
A,phase3cp_00006,phase3cp_19449,0.020135892482110035,0.01986555267541599,False,False,False
A,phase3cp_00006,phase3cp_19469,-0.0729204013478244,-0.07344962968327955,False,False,False
A,phase3cp_00006,phase3cp_19495,-0.02981979583687451,-0.029688349434904327,False,False,False
A,phase3cp_00006,phase3cp_19497,-0.025860919897739247,-0.026344100544628848,False,False,False
A,phase3cp_00006,phase3cp_19498,0.007129937020418283,0.006473098403359487,False,False,False
A,phase3cp_00006,phase3cp_19516,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19542,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19552,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19594,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19596,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19620,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19623,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19627,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19763,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19766,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19771,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19783,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19786,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19795,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19813,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19829,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19852,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19880,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19884,0.022365414044087067,0.0223382256941262,False,False,False
A,phase3cp_00006,phase3cp_19923,0.03793175576212593,0.03753641447713956,False,False,False
A,phase3cp_00006,phase3cp_19961,-0.028677835389183687,-0.028925007686716568,False,False,False
A,phase3cp_00006,phase3cp_20000,-0.006847074297251149,-0.006827351044555655,False,False,False
A,phase3cp_00006,phase3cp_20003,0.04163233075132948,0.04116436701417351,False,False,False
A,phase3cp_00006,phase3cp_20058,-0.0007877312420033387,-0.0019336321541802996,False,False,False
A,phase3cp_00006,phase3cp_20063,0.023936245962903033,0.02378350846893975,False,False,False
A,phase3cp_00006,phase3cp_20105,-0.08166452370561231,-0.0817542176872984,False,False,False
A,phase3cp_00006,phase3cp_20133,-0.001988085497957024,-0.0019336333713100794,False,False,False
A,phase3cp_00006,phase3cp_20185,0.01574533247007463,0.01576496330107818,False,False,False
A,phase3cp_00006,phase3cp_20189,-0.007843073292154524,-0.008120410566877494,False,False,False
A,phase3cp_00006,phase3cp_20241,0.07870185405646894,0.07829366979606324,False,False,False
A,phase3cp_00006,phase3cp_21676,-0.03200884792614039,-0.03241530647302035,False,False,False
A,phase3cp_00006,phase3cp_21682,-0.004276252608349,-0.00432541434105034,False,False,False
A,phase3cp_00006,phase3cp_21704,-0.005252239698450828,-0.005309957027193221,False,False,False
A,phase3cp_00006,phase3cp_21711,-0.048321526004519055,-0.04788631246487262,False,False,False
A,phase3cp_00006,phase3cp_21742,-0.00021284163215849107,-0.0004065812126498429,False,False,False
A,phase3cp_00006,phase3cp_21798,0.06969092876283299,0.07067124007818959,False,False,False
A,phase3cp_00006,phase3cp_21818,-0.038362687868352875,-0.038256460836133564,False,False,False
A,phase3cp_00006,phase3cp_21832,-0.11198860045309773,-0.11160669207439655,False,False,False
A,phase3cp_00006,phase3cp_21833,-0.009410721300097378,-0.009551469611969243,False,False,False
A,phase3cp_00006,phase3cp_21855,-0.05657444634679873,-0.05660866973794663,False,False,False
A,phase3cp_00006,phase3cp_21867,0.023449373977338654,0.023123766138255942,False,False,False
A,phase3cp_00006,phase3cp_21872,0.06825828291840648,0.06923305916166565,False,False,False
A,phase3cp_00006,phase3cp_21899,-0.06606280871716744,-0.06572201473862505,False,False,False
A,phase3cp_00006,phase3cp_21904,-0.003646539574939568,-0.0035662167256138326,False,False,False
A,phase3cp_00006,phase3cp_21915,-0.004276252608349,-0.00432541434105034,False,False,False
A,phase3cp_00006,phase3cp_21919,-0.008389078794471216,-0.008575359861983647,False,False,False
A,phase3cp_00006,phase3cp_21923,-0.11080368521666004,-0.11046372208267102,False,False,False
A,phase3cp_00006,phase3cp_21924,-0.004736742109481103,-0.0047857709260326915,False,False,False
A,phase3cp_00006,phase3cp_21927,0.0063661417066794065,0.006365357877863399,False,False,False
A,phase3cp_00006,phase3cp_21979,-0.03198512265776453,-0.0320157835593282,False,False,False
A,phase3cp_00006,phase3cp_21989,-0.033651560175877684,-0.03343415415895536,False,False,False
A,phase3cp_00006,phase3cp_21990,-0.027686276926276294,-0.027314246641610713,False,False,False
A,phase3cp_00006,phase3cp_22004,-0.015539723806133037,-0.015593316042753831,False,False,False
A,phase3cp_00006,phase3cp_22036,-0.027686276926276294,-0.027314246641610713,False,False,False
A,phase3cp_00006,phase3cp_22039,-0.027686276926276294,-0.027314246641610713,False,False,False
A,phase3cp_00006,phase3cp_22136,-0.019935706102769384,-0.019810031159863208,False,False,False
A,phase3cp_00006,phase3cp_22147,-0.07901398310061668,-0.0789195860202592,False,False,False
A,phase3cp_00006,phase3cp_22155,0.017528113041199597,0.017353530784586672,False,False,False
A,phase3cp_00006,phase3cp_22164,0.01867733292046427,0.018234314290099675,False,False,False
A,phase3cp_00006,phase3cp_22193,-0.0772877069766339,-0.07754966657792166,False,False,False
A,phase3cp_00006,phase3cp_22196,-0.0267145807856159,-0.027108915633554907,False,False,False
A,phase3cp_00006,phase3cp_22198,0.011260155865453036,0.011255792690466403,False,False,False
A,phase3cp_00006,phase3cp_22219,-0.023918246854719688,-0.024455537142937352,False,False,False
A,phase3cp_00006,phase3cp_22226,-0.018358933319966686,-0.018717483031911245,False,False,False
A,phase3cp_00006,phase3cp_22257,-0.006944822695717868,-0.006717252414387111,False,False,False
A,phase3cp_00006,phase3cp_22305,-0.12620304423182582,-0.12589037995952598,False,False,False
A,phase3cp_00006,phase3cp_22465,0.019333476168061216,0.019080849695999665,False,False,False
A,phase3cp_00006,phase3cp_22564,-0.0027561231044072477,-0.005488283976426331,False,False,False
A,phase3cp_00006,phase3cp_22663,0.034864713656497195,0.03470592262961226,False,False,False
A,phase3cp_00006,phase3cp_23006,-0.014799876667246773,-0.015067731867250063,False,False,False
A,phase3cp_00006,phase3cp_23099,0.04618562400838113,0.04652742523550575,False,False,False
A,phase3cp_00006,phase3cp_23121,-0.028119132343723142,-0.028127662741378123,False,False,False
A,phase3cp_00006,phase3cp_23150,-0.014500279271150574,-0.014443963033952262,False,False,False
A,phase3cp_00006,phase3cp_23221,-0.0822354071710359,-0.0822408360574607,False,False,False
A,phase3cp_00006,phase3cp_23241,0.028397746845533256,0.02859557299157443,False,False,False
A,phase3cp_00006,phase3cp_23268,0.010989123153091206,0.009612593186407432,False,False,False
A,phase3cp_00006,phase3cp_23614,0.04014954080271014,0.04006970436931611,False,False,False
A,phase3cp_00006,phase3cp_23691,0.04213346812900498,0.042296417063750626,False,False,False
A,phase3cp_00006,phase3cp_23765,0.010989123153091206,0.009612593186407432,False,False,False
A,phase3cp_00006,phase3cp_23782,0.05441850052028253,0.05465165455965826,False,False,False
A,phase3cp_00006,phase3cp_24055,0.022380127906710574,0.022276556038844826,False,False,False
A,phase3cp_00006,phase3cp_24098,0.02490910395250282,0.024555142633206795,False,False,False
A,phase3cp_00006,phase3cp_24107,-0.006847074297251149,-0.006827351044555655,False,False,False
A,phase3cp_00006,phase3cp_24175,0.0197792291748543,0.019529764940791238,False,False,False
A,phase3cp_00006,phase3cp_24219,-0.027097860503909565,-0.027293041723459813,False,False,False
A,phase3cp_00006,phase3cp_24326,0.021300212709854792,0.021836266994032655,False,False,False
A,phase3cp_00006,phase3cp_24452,0.007438893067667717,0.007294897865753024,False,False,False
A,phase3cp_00006,phase3cp_24490,-0.007933646592225908,-0.00781278241951604,False,False,False
A,phase3cp_00006,phase3cp_24500,-0.02191553687128569,-0.022095397315954682,False,False,False
A,phase3cp_00006,phase3cp_24532,0.013391690485146695,0.013033982546222215,False,False,False
A,phase3cp_00007,phase3cp_00017,0.6586069167738714,0.6584013410513657,False,False,False
A,phase3cp_00007,phase3cp_00019,-0.795197794885788,-0.7950010356966575,False,False,False
A,phase3cp_00007,phase3cp_00021,0.027844911091159472,0.02780130839069974,False,False,False
A,phase3cp_00007,phase3cp_00023,-0.0023618707487850347,-0.0023533859218514692,False,False,False
A,phase3cp_00007,phase3cp_00027,-0.056477242485265394,-0.05644307572306129,False,False,False
A,phase3cp_00007,phase3cp_00029,0.04469283785616341,0.044655631835037395,False,False,False
A,phase3cp_00007,phase3cp_00030,-0.04342842514125417,-0.043517825077455975,False,False,False
A,phase3cp_00007,phase3cp_00040,-0.01677233720427998,-0.016588422844800138,False,False,False
A,phase3cp_00007,phase3cp_00049,-0.07067031120665168,-0.07079101286883402,False,False,False
A,phase3cp_00007,phase3cp_00070,0.0587694012113125,0.05876510367834822,False,False,False
A,phase3cp_00007,phase3cp_00095,-0.013025790817215792,-0.012742488364661785,False,False,False
A,phase3cp_00007,phase3cp_00119,-0.6799614944749383,-0.6798650716650178,False,False,False
A,phase3cp_00007,phase3cp_00157,-0.6812235113342456,-0.6812222230872439,False,False,False
A,phase3cp_00007,phase3cp_00159,-0.6456978852775064,-0.6455130901739498,False,False,False
A,phase3cp_00007,phase3cp_00175,0.024155048305370998,0.02379056535632372,False,False,False
A,phase3cp_00007,phase3cp_00191,-0.020710148888000258,-0.020559797426993934,False,False,False
A,phase3cp_00007,phase3cp_00207,-0.6506175429944385,-0.6507364934506857,False,False,False
A,phase3cp_00007,phase3cp_00275,-0.49902737447916323,-0.49916053573561986,False,False,False
A,phase3cp_00007,phase3cp_00450,-0.12134281481979702,-0.1211891677631619,False,False,False
A,phase3cp_00007,phase3cp_00796,-0.01585615721817478,-0.01586807549171275,False,False,False
A,phase3cp_00007,phase3cp_00806,0.04793086298307053,0.04783261791343347,False,False,False
A,phase3cp_00007,phase3cp_00815,0.01598418123651042,0.01601420317254752,False,False,False
A,phase3cp_00007,phase3cp_00899,-0.6397075037408437,-0.6398147059453783,False,False,False
A,phase3cp_00007,phase3cp_00993,0.036959714976190154,0.03692250658143481,False,False,False
A,phase3cp_00007,phase3cp_00995,-0.584826158330805,-0.584835413822721,False,False,False
A,phase3cp_00007,phase3cp_01057,0.024106813381990375,0.024228744460725857,False,False,False
A,phase3cp_00007,phase3cp_01079,-0.5605383317336655,-0.5602350915339446,False,False,False
A,phase3cp_00007,phase3cp_09301,-0.7830164348323806,-0.783003807687363,False,False,False
A,phase3cp_00007,phase3cp_09310,-0.7826671702953258,-0.7827143383005639,False,False,False
A,phase3cp_00007,phase3cp_11526,0.02190387951435197,0.02177535297337763,False,False,False
A,phase3cp_00007,phase3cp_11530,0.012143806278667539,0.01200640079707419,False,False,False
A,phase3cp_00007,phase3cp_11539,-0.05863200633068123,-0.05854692034604048,False,False,False
A,phase3cp_00007,phase3cp_11544,-0.021047419532354384,-0.020827108410302136,False,False,False
A,phase3cp_00007,phase3cp_11657,-0.009425604318934138,-0.009519108441581391,False,False,False
A,phase3cp_00007,phase3cp_11753,-0.6665613858377749,-0.6663021344348408,False,False,False
A,phase3cp_00007,phase3cp_11983,-0.8156603334651854,-0.8155477636940259,False,False,False
A,phase3cp_00007,phase3cp_12001,-0.6938469756453959,-0.6935580797712906,False,False,False
A,phase3cp_00007,phase3cp_12014,-0.6896397017917979,-0.6894764030547108,False,False,False
A,phase3cp_00007,phase3cp_12031,0.03772913871486037,0.03763615818636626,False,False,False
A,phase3cp_00007,phase3cp_12036,-0.017331048365004022,-0.017212491936989364,False,False,False
A,phase3cp_00007,phase3cp_12041,-0.008355511909883323,-0.008473372624422866,False,False,False
A,phase3cp_00007,phase3cp_12049,-0.010600438354194051,-0.01077386519187506,False,False,False
A,phase3cp_00007,phase3cp_12052,-0.028157910796739356,-0.02840437345724426,False,False,False
A,phase3cp_00007,phase3cp_12093,-0.6992986807287197,-0.6992141419607469,False,False,False
A,phase3cp_00007,phase3cp_12367,-0.6935768984875756,-0.693121043973982,False,False,False
A,phase3cp_00007,phase3cp_12547,-0.018272930790976215,-0.018360834702683498,False,False,False
A,phase3cp_00007,phase3cp_12865,-0.6619966294716831,-0.6619674817668021,False,False,False
A,phase3cp_00007,phase3cp_12874,-0.6358013015205018,-0.6355745974920601,False,False,False
A,phase3cp_00007,phase3cp_12890,-0.693491776173068,-0.6930538667323461,False,False,False
A,phase3cp_00007,phase3cp_12898,-0.6399941084731463,-0.6397715453079004,False,False,False
A,phase3cp_00007,phase3cp_12921,-0.5204892090455641,-0.520456721624807,False,False,False
A,phase3cp_00007,phase3cp_12939,-0.6410668687013792,-0.6407427378234879,False,False,False
A,phase3cp_00007,phase3cp_12947,-0.5234920398894826,-0.5234727847209463,False,False,False
A,phase3cp_00007,phase3cp_12952,-0.6571969808004902,-0.6572822171679387,False,False,False
A,phase3cp_00007,phase3cp_15240,-0.8360526524536854,-0.8358897976227884,False,False,False
A,phase3cp_00007,phase3cp_15245,-0.8254218912171123,-0.8252679930574022,False,False,False
A,phase3cp_00007,phase3cp_15338,-0.9511790307911415,-0.9512214665880512,True,True,True
A,phase3cp_00007,phase3cp_15345,-0.8308841804859644,-0.8308169768442774,False,False,False
A,phase3cp_00007,phase3cp_15352,-0.835427223832374,-0.8354142726333901,False,False,False
A,phase3cp_00007,phase3cp_15369,-0.8254218912171123,-0.8252679930574022,False,False,False
A,phase3cp_00007,phase3cp_15384,-0.8436659866024828,-0.8435731739069897,False,False,False
A,phase3cp_00007,phase3cp_15395,-0.8381460998020464,-0.8380429614733859,False,False,False
A,phase3cp_00007,phase3cp_15475,-0.9511790307911415,-0.9512214665880512,True,True,True
A,phase3cp_00007,phase3cp_16569,-0.057299582608078034,-0.05743289480445645,False,False,False
A,phase3cp_00007,phase3cp_16570,-0.0160437856995529,-0.015900404431612804,False,False,False
A,phase3cp_00007,phase3cp_16574,-0.028989466358422977,-0.028890337306874955,False,False,False
A,phase3cp_00007,phase3cp_16578,0.02666401123620279,0.026807342766851972,False,False,False
A,phase3cp_00007,phase3cp_16585,-0.01623570665078458,-0.01591525091483091,False,False,False
A,phase3cp_00007,phase3cp_16588,-0.023153329543519736,-0.02298968868090594,False,False,False
A,phase3cp_00007,phase3cp_16592,-0.03814040954658975,-0.037815940028286296,False,False,False
A,phase3cp_00007,phase3cp_16666,-0.0236461981410893,-0.023407591007723577,False,False,False
A,phase3cp_00007,phase3cp_16735,-0.021637602662180296,-0.02163760236411462,False,False,False
A,phase3cp_00007,phase3cp_16745,-0.043184083730086656,-0.04290145137572181,False,False,False
A,phase3cp_00007,phase3cp_16811,-0.03521291714197552,-0.03520380784978716,False,False,False
A,phase3cp_00007,phase3cp_17101,-0.007331004666352462,-0.007754295912952293,False,False,False
A,phase3cp_00007,phase3cp_17105,-0.023922361696802754,-0.023589117489261936,False,False,False
A,phase3cp_00007,phase3cp_17205,0.0063744338410563805,0.0064743758480574195,False,False,False
A,phase3cp_00007,phase3cp_17231,0.0022732006579081923,0.0024348601656433624,False,False,False
A,phase3cp_00007,phase3cp_19165,-0.0115875689829503,-0.012229785604661361,False,False,False
A,phase3cp_00007,phase3cp_19185,-0.031845160991151304,-0.032213130627284675,False,False,False
A,phase3cp_00007,phase3cp_19198,0.05290181514344981,0.05164464061956286,False,False,False
A,phase3cp_00007,phase3cp_19284,-0.045720106885670284,-0.04619422315163393,False,False,False
A,phase3cp_00007,phase3cp_19302,-0.021943225526158416,-0.021799843532515333,False,False,False
A,phase3cp_00007,phase3cp_19340,0.001941243010412542,0.0018725594217272156,False,False,False
A,phase3cp_00007,phase3cp_19366,-0.006423263828878251,-0.006813204955601659,False,False,False
A,phase3cp_00007,phase3cp_19367,-0.033412118479470385,-0.03311144709342296,False,False,False
A,phase3cp_00007,phase3cp_19394,0.000424446434502291,0.00017483150293807763,False,False,False
A,phase3cp_00007,phase3cp_19437,0.026657747545747176,0.02654725098557608,False,False,False
A,phase3cp_00007,phase3cp_19444,0.03516455045282757,0.03591931312592913,False,False,False
A,phase3cp_00007,phase3cp_19449,0.021889860719774022,0.021515983963072055,False,False,False
A,phase3cp_00007,phase3cp_19469,-0.04664059972639032,-0.04696984244019188,False,False,False
A,phase3cp_00007,phase3cp_19495,-0.025243154232028667,-0.02514944359781091,False,False,False
A,phase3cp_00007,phase3cp_19497,-0.01773160427432807,-0.01780767510800285,False,False,False
A,phase3cp_00007,phase3cp_19498,0.025486303733231495,0.024697143197890473,False,False,False
A,phase3cp_00007,phase3cp_19516,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19542,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19552,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19594,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19596,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19620,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19623,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19627,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19763,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19766,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19771,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19783,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19786,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19795,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19813,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19829,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19852,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19880,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19884,0.022357299174372482,0.022330333368376646,False,False,False
A,phase3cp_00007,phase3cp_19923,0.045157741555153716,0.045046371268001234,False,False,False
A,phase3cp_00007,phase3cp_19961,-0.022133467482034094,-0.022281163529035766,False,False,False
A,phase3cp_00007,phase3cp_20000,-0.004224895246504859,-0.004124904879152899,False,False,False
A,phase3cp_00007,phase3cp_20003,0.030527222066473802,0.030157463775724747,False,False,False
A,phase3cp_00007,phase3cp_20058,0.03651107062151392,0.03533728948880801,False,False,False
A,phase3cp_00007,phase3cp_20063,0.025141535758253827,0.02465110474860285,False,False,False
A,phase3cp_00007,phase3cp_20105,-0.07458256057757891,-0.07449135093313068,False,False,False
A,phase3cp_00007,phase3cp_20133,0.014073216654981189,0.014326401536520112,False,False,False
