candidate_id,expression_hash,signal_coverage_status,finite_count_a,finite_count_b,cluster_a,cluster_b,consensus_cluster_id
phase3cp_06762,2552eaa2adcd33a1d3f21659,coverage_limited,0,0,0,0,0
phase3cp_06763,1cade30522cc06dc336de5bc,coverage_limited,0,0,0,0,0
phase3cp_06764,1433c67797e5f3dd3f1316fe,coverage_limited,0,0,0,0,0
phase3cp_06765,0e3becef10640b987af050e0,coverage_limited,0,0,0,0,0
phase3cp_06766,0acd8b314dff3bbea677d485,coverage_limited,0,0,0,0,0
phase3cp_06767,06ab80e0e96236660a0056e7,coverage_limited,0,0,0,0,0
phase3cp_06768,00462902d8b2cb70d1d9a6e5,coverage_limited,0,0,0,0,0
phase3cp_06769,eb2bc6670a61d1260d75c80d,qualified,1804,1802,1555,1478,1758
phase3cp_06770,b3fdadbe1ff3c8ac79ff89ff,qualified,1804,1802,1556,1479,1759
phase3cp_06771,b3c3fe276253094b82f7bae3,qualified,1804,1802,1580,1504,1784
phase3cp_06772,7e80e6b3634c7838c6f35023,qualified,1804,1802,1581,1505,1785
phase3cp_06773,f36ce047b51763bbbf3ea59f,qualified,1804,1802,1582,1506,1786
phase3cp_06774,e0d3e9f3d508ec2c514f4e85,qualified,1804,1802,1558,1481,1761
phase3cp_06775,15583d2c17734c4df3197074,qualified,1804,1802,1557,1480,1760
phase3cp_06776,07f8a00ce62101518529ccf4,qualified,1804,1802,1583,1507,1787
phase3cp_06777,8e63637a9f6e53439666549d,qualified,1804,1802,1584,1508,1788
phase3cp_06778,28a3117fdf15c616928642f4,qualified,1804,1802,1585,1132,1789
phase3cp_06779,9bcf30cce80ba18f8b864fb8,qualified,1353,1802,472,1509,1790
phase3cp_06780,3486bb11777cc8144fd50087,qualified,1804,1802,1516,1438,1718
phase3cp_06781,704602e4a34b2c9c5d19948a,qualified,1804,1802,1584,1508,1788
phase3cp_06782,68f12388e29f5680d8d0bf11,qualified,1804,1802,1585,1132,1789
phase3cp_06783,45085b5f656d2f64916c1ace,qualified,1804,1802,1586,1132,1791
phase3cp_06784,21a8bfee78b3f9f74fedb903,qualified,1804,1802,1587,1510,1792
phase3cp_06785,b019f461b1c8a6274b861b2e,qualified,1804,1802,1588,1511,1793
phase3cp_06786,1816cdd7515264c88ee86e1e,qualified,1804,1802,1589,1512,1794
phase3cp_06787,2bc24bea774d7b344b6793eb,qualified,1804,1802,1588,1511,1793
phase3cp_06788,111ec75236044264dd7105bb,qualified,1804,1802,1590,1513,1795
phase3cp_06789,ef9e9a3622963266b604e188,qualified,1804,1802,1567,1490,1770
phase3cp_06790,bb5d117732a1e60468804557,qualified,1804,1802,1566,1489,1769
phase3cp_06791,e352591e3d631a4edb3ad13b,qualified,1804,1802,1572,1496,1776
phase3cp_06792,bd818cb8ce6e7bb7f6787c8a,qualified,1804,1802,1571,1495,1775
phase3cp_06793,dd0df84adb4c55685b8f6ecd,qualified,1804,1802,1573,1497,1777
phase3cp_06794,742d0d51a5ed923e953628b8,qualified,1804,1802,1575,1499,1779
phase3cp_06795,34f3d14854f8ce5b3e6931e2,qualified,1804,1802,1574,1498,1778
phase3cp_06796,ba7274045f20d66ac72c7623,qualified,1804,1802,1576,1500,1780
phase3cp_06797,d4d405a0d5859f41dd4281fb,qualified,1804,1802,1578,1502,1782
phase3cp_06798,950d14dad2214eb24aa2caa6,qualified,1804,1802,1577,1501,1781
phase3cp_06799,8e811f788bb0815ae37b04c2,qualified,1804,1802,1591,1514,1796
phase3cp_06800,82c06e581e38eedc6231546c,qualified,1804,1802,1579,1503,1783
phase3cp_06801,4808ab712940b85c5df6c337,qualified,1804,1802,1580,1504,1784
phase3cp_06802,06195f5501f5bb4cf90f7e46,qualified,1804,1802,1581,1505,1785
phase3cp_06803,b12d113ee26f27ab2bd389c9,qualified,1804,1802,1582,1506,1786
phase3cp_06804,556338434454bd3ae25704db,qualified,1804,1802,1583,1507,1787
phase3cp_06805,fb004bc29c18ab1ee1bce21c,qualified,381,369,1592,1515,1797
phase3cp_06806,fae8d61a4084f631bb2c0d3a,qualified,417,422,1593,1516,1798
phase3cp_06807,fae8ae3243b2fa15e8f5e5e6,qualified,429,433,1594,1517,1799
phase3cp_06808,f2306678a6049af601f56c90,qualified,309,385,1595,1518,1800
phase3cp_06809,e6e360a7a31e6e56f5d04c6b,qualified,423,433,1596,1519,1801
phase3cp_06810,e4f9cadc5475c403033a54d3,qualified,417,422,1597,1520,1802
phase3cp_06811,deb5f0b6c06c8e780faafa1b,coverage_limited,91,46,0,0,0
phase3cp_06812,dc8abaa097a7e90008581af9,qualified,417,422,1593,1516,1798
phase3cp_06813,d459fa16b53703e62ea84dce,qualified,288,294,1598,1521,1803
phase3cp_06814,cdd328e9bfaaa28d0111c691,qualified,429,433,1599,1522,1804
phase3cp_06815,cce8bf81f355655cfae19e9d,qualified,429,442,1599,1522,1804
phase3cp_06816,ccd3e51c564a7d17bd1d66f5,qualified,213,218,1600,1523,1805
phase3cp_06817,c95bc7f8dedc77eb6eddc05b,coverage_limited,1,1,0,0,0
phase3cp_06818,bbc3ae15ec579b079b58a7fd,coverage_limited,1,1,0,0,0
phase3cp_06819,ade6363bf472db6367ac308b,coverage_limited,0,0,0,0,0
phase3cp_06820,a8861cf5629673eab8c02eb5,coverage_limited,171,144,0,0,0
phase3cp_06821,75b88871318de66f81aea457,qualified,358,403,1601,1524,1806
phase3cp_06822,725b85bcb5ead8531a2d7ce2,qualified,428,438,1596,1525,1807
phase3cp_06823,6d649b36439db0c6bfc9b86f,coverage_limited,1,1,0,0,0
phase3cp_06824,5f4c484a052fe7bc6fc6ed36,coverage_limited,1,1,0,0,0
phase3cp_06825,5ecc7411359b5bedc2396b12,qualified,417,422,1593,1516,1798
phase3cp_06826,53bf89c6b33c40c84e34eb06,qualified,429,442,1602,1526,1808
phase3cp_06827,41d844dfc33c6c0cfb33de55,qualified,353,324,1603,1527,1809
phase3cp_06828,38f88f48831d70438096349c,qualified,422,425,1604,1522,1810
phase3cp_06829,3804466566ca6274480ed196,coverage_limited,1,1,0,0,0
phase3cp_06830,31dfd358ce4ffb82f1db8422,coverage_limited,0,0,0,0,0
phase3cp_06831,291887eb61a78cc47dd6b27b,qualified,417,422,1593,1516,1798
phase3cp_06832,1af0f123654979860d114ba8,qualified,373,402,1605,1528,1811
phase3cp_06833,1137b2709163eb8824548f32,qualified,429,424,1606,1529,1812
phase3cp_06834,fd8e34882d68bcb02b2da7b3,coverage_limited,2,1,0,0,0
phase3cp_06835,f962be1e4db2edfe9bec9220,qualified,576,287,1607,1530,1813
phase3cp_06836,f8f98ab7802a9bfa81194f90,qualified,617,374,1608,1518,1814
phase3cp_06837,f200b654ec27d40ef6505176,qualified,854,425,1609,1531,1815
phase3cp_06838,e8e7f08b2fc9ba3b0d7fd513,coverage_limited,2,1,0,0,0
phase3cp_06839,df97c1f25bb1775c6ff5a49f,qualified,844,420,1610,1531,1816
phase3cp_06840,d4eae97d9803eec68c159dc5,qualified,831,409,1611,1532,1817
phase3cp_06841,d47651319f303f87c00653ed,qualified,856,429,1612,1526,1818
phase3cp_06842,c1da0e5c26843850cc1fa9bd,qualified,760,360,1613,1515,1819
phase3cp_06843,afb6d4f0dbce906764d3eba6,qualified,706,317,1614,1527,1820
phase3cp_06844,9cb1dd04fb75d3b5645b3650,qualified,746,391,1615,1528,1821
phase3cp_06845,9b4c14caa8135d9c1caf7dea,qualified,856,421,1616,1517,1822
phase3cp_06846,912ee6e1ce1c8af33e69b287,coverage_limited,343,139,0,0,0
phase3cp_06847,9028b0b6756ac0c9d8e60649,qualified,856,413,1617,1529,1823
phase3cp_06848,8e6b7ceb0bafefc1dc6d0a74,qualified,856,421,1618,1522,1824
phase3cp_06849,8781ca2e43577e7b886a19c8,coverage_limited,2,1,0,0,0
phase3cp_06850,844107d9c39051daa7661d54,coverage_limited,0,0,0,0,0
phase3cp_06851,7885e26a49665754499f8667,qualified,831,409,1619,1533,1825
phase3cp_06852,633181cc16573ed3dd6b8cda,qualified,831,409,1620,1516,1826
phase3cp_06853,5a072716c6154d6ffb8d0a88,qualified,842,413,1621,1522,1827
phase3cp_06854,58f790e8e39ed2ad4d37724e,qualified,713,391,1622,1524,1828
phase3cp_06855,50ea8a1650455ab3487afbe6,coverage_limited,2,1,0,0,0
phase3cp_06856,499e6506461f4af7fbc1b7ae,coverage_limited,2,1,0,0,0
phase3cp_06857,4717e0bd26a1f48a88f33f93,qualified,831,409,1620,1516,1826
phase3cp_06858,1b81a0a1b34638f6cfebd299,coverage_limited,183,44,0,0,0
phase3cp_06859,1b54989c90540b8c26bf3a90,coverage_limited,0,0,0,0,0
phase3cp_06860,19239d643eb6b4105fc39398,qualified,425,214,1623,1523,1829
phase3cp_06861,18034ce7e2ef8dd313272356,qualified,856,429,1624,1522,1830
phase3cp_06862,0cf9fc19563250feb371d440,qualified,831,409,1620,1516,1826
phase3cp_06863,e4d909ad0f97e56ee605a1f5,qualified,809,792,1625,1534,1831
phase3cp_06864,e30b3935deca3c12b1b800e7,qualified,411,416,1623,1535,1832
phase3cp_06865,dac5cf07bab471b13f305385,qualified,826,821,1626,1536,1833
phase3cp_06866,d87f6ffa845a4d4f6b730fe5,qualified,828,829,1627,1537,1834
phase3cp_06867,d67bb743203ed502ac70d744,qualified,828,829,1628,1538,1835
phase3cp_06868,cd33de1c9ef0d7ab6cbee24d,qualified,734,693,1629,1539,1836
phase3cp_06869,c88ea998ac20316c8431ea45,qualified,559,549,1630,1540,1837
phase3cp_06870,c18838a7cbced76ac3685a9f,qualified,809,792,1625,1534,1831
phase3cp_06871,ad48023de8fa7558bbac9474,coverage_limited,0,0,0,0,0
phase3cp_06872,9cc21efc11f21d54ed8c095d,coverage_limited,2,2,0,0,0
phase3cp_06873,7daa3f661969b7293829c070,qualified,828,812,1631,1537,1838
phase3cp_06874,7b3e889a9143ce7a5c9c7316,qualified,809,792,1632,1541,1839
phase3cp_06875,77f4a2439c3d6871e981196c,qualified,690,754,1633,1542,1840
phase3cp_06876,6fac93233c75d05267070fee,qualified,333,268,1634,1543,1841
phase3cp_06877,694046e01d70565b3b475020,coverage_limited,2,2,0,0,0
phase3cp_06878,68c3742d2e0fc7d4e63d98e6,qualified,809,792,1635,1534,1842
phase3cp_06879,67a9291f0125ca835337abb9,coverage_limited,2,2,0,0,0
phase3cp_06880,603a07ece0270b81104e9725,coverage_limited,177,86,0,0,0
phase3cp_06881,415e3f5923c0ff7f00f656e3,qualified,814,796,1636,1537,1843
phase3cp_06882,3707b5ea564afd4feafe2627,coverage_limited,0,0,0,0,0
phase3cp_06883,316c4c9626b0f68d1ced3209,coverage_limited,2,2,0,0,0
phase3cp_06884,30b35dfa9967819326664a60,coverage_limited,2,2,0,0,0
phase3cp_06885,23a4afac5c69383ab54ff69d,qualified,816,811,1637,1544,1844
phase3cp_06886,21586b9f8c23af6643be421d,qualified,828,796,1638,1538,1845
phase3cp_06887,20eee10101f607b8bfb8a327,qualified,721,754,1639,1545,1846
phase3cp_06888,1ee4ee698a8939e050b50d65,qualified,828,812,1640,1546,1847
phase3cp_06889,16a344dd91bf677bce82dd7d,qualified,682,608,1641,1547,1848
phase3cp_06890,0cf5efefbb3c0342802516b3,qualified,595,721,1608,1548,1849
phase3cp_06891,072492d7b81ea2b017ef2fe8,qualified,809,792,1625,1534,1831
phase3cp_06892,ffc6273bf14291ccce4a3ed7,coverage_limited,0,1,0,0,0
phase3cp_06893,f610e5c4844315f04bec5cda,coverage_limited,0,422,0,0,0
phase3cp_06894,f5aef4b957125490a8c2c08c,coverage_limited,0,422,0,0,0
phase3cp_06895,e9ed9b5628cc2d861195fe61,coverage_limited,0,1,0,0,0
phase3cp_06896,e8d3274f066208b91b61cf83,coverage_limited,0,0,0,0,0
phase3cp_06897,e500873524317ee37a93ee15,coverage_limited,0,0,0,0,0
phase3cp_06898,d034c7786cba3960318ec9e0,coverage_limited,0,46,0,0,0
phase3cp_06899,c3deb3721aba485dfde9d5ef,coverage_limited,0,218,0,0,0
phase3cp_06900,b9e682cc7dc5e2270bfa4b74,coverage_limited,0,1,0,0,0
phase3cp_06901,b77f7b5a84b492c157bdfbb0,coverage_limited,0,433,0,0,0
phase3cp_06902,ae84f4ae0e887d2624624e89,coverage_limited,0,1,0,0,0
phase3cp_06903,a86c466bb9dbb11d053f3c3d,coverage_limited,0,424,0,0,0
phase3cp_06904,9e83ca2dc9f6c830b185814f,coverage_limited,0,442,0,0,0
phase3cp_06905,94bd7cc40933fd6ae044474c,coverage_limited,0,422,0,0,0
phase3cp_06906,92266495e91b337cbef96246,coverage_limited,0,422,0,0,0
phase3cp_06907,8bd068a6f43a525b82f4c7ec,coverage_limited,0,422,0,0,0
phase3cp_06908,7ddb7fef20568ca95d83c398,coverage_limited,0,438,0,0,0
phase3cp_06909,78730cf08ec81f8cb2de1a21,coverage_limited,0,403,0,0,0
phase3cp_06910,6a9b1f956a87b8e19c385562,coverage_limited,0,402,0,0,0
phase3cp_06911,57f7d2bc38e92b3496317807,coverage_limited,0,369,0,0,0
phase3cp_06912,51a693f4e36cbf6a4890a5de,coverage_limited,0,144,0,0,0
phase3cp_06913,46965f96e4be479aa9252415,coverage_limited,0,433,0,0,0
phase3cp_06914,346fc8a0487c013f12757d81,coverage_limited,0,442,0,0,0
phase3cp_06915,2b202d5ed664c4bfe9f7a5d3,coverage_limited,0,1,0,0,0
phase3cp_06916,279aeda4ac97b4293e6c1feb,coverage_limited,0,433,0,0,0
phase3cp_06917,231d4daff1919dd5b47356d8,coverage_limited,0,294,0,0,0
phase3cp_06918,1edbd29cd87b523f7c7c8beb,coverage_limited,0,385,0,0,0
phase3cp_06919,151126013a68acad27c66756,coverage_limited,0,425,0,0,0
phase3cp_06920,144e6b049c647607bea77ae2,coverage_limited,0,324,0,0,0
phase3cp_06921,fa0fa4ae5e0999132d69eebd,coverage_limited,92,44,0,0,0
phase3cp_06922,f9eeb8521d6a68b18a285caf,qualified,361,391,1642,1549,1850
phase3cp_06923,f7cb98006a59acd38847e660,qualified,386,360,1643,1550,1851
phase3cp_06924,f6e9915396bf023f36a29a2e,coverage_limited,1,1,0,0,0
phase3cp_06925,f4a6eba00b16b3f4868692fd,qualified,434,413,1644,1551,1852
phase3cp_06926,db5c0646430369b7ce2a901d,qualified,433,425,1645,1552,1853
phase3cp_06927,d4247d503923a06edf3d0637,qualified,292,287,1646,1553,1854
phase3cp_06928,c6d24f8fdeab5036ea11f63c,coverage_limited,0,0,0,0,0
phase3cp_06929,b32177ac59f3fe4ff9ee2b60,coverage_limited,1,1,0,0,0
phase3cp_06930,ad804d6f40e5376ae42e5dcd,qualified,359,317,1647,1554,1855
phase3cp_06931,a892edeeb3fb2f62a9dbaa7a,coverage_limited,0,0,0,0,0
phase3cp_06932,a4681122a78e292942ac69e6,coverage_limited,1,1,0,0,0
phase3cp_06933,9d063bf18bdba65dcfb70623,qualified,434,429,1648,1555,1856
phase3cp_06934,8d88e1435e309c4411c3738e,coverage_limited,1,1,0,0,0
phase3cp_06935,79f1d7e1833d3d51afcb5aa5,coverage_limited,173,139,0,0,0
phase3cp_06936,71200d5e380bb887d3b6743d,qualified,421,409,1649,1556,1857
phase3cp_06937,6f5ce830c81c4835f3bd2457,qualified,421,409,1650,1557,1858
phase3cp_06938,65ab874bc2454b045682cc7e,qualified,427,413,1648,1555,1856
phase3cp_06939,5fe1e5d5c149036d53ce0ce3,coverage_limited,1,1,0,0,0
phase3cp_06940,5d00f701c635498b47443090,qualified,214,214,1651,1558,1859
phase3cp_06941,57be491e038a68e80232d165,qualified,434,421,1652,1559,1860
phase3cp_06942,507d054008cb1e9745d83ea5,qualified,434,429,1644,1551,1852
phase3cp_06943,4efe93bae2da74e1d4343e38,qualified,379,391,1653,1560,1861
phase3cp_06944,4ecbf33b6f5c6e1613221566,qualified,428,420,1645,1552,1853
phase3cp_06945,4a3f3024e4ccc06963a2fede,qualified,312,374,1654,1561,1862
phase3cp_06946,4401f02ff719cae9f205f131,qualified,421,409,1649,1556,1857
phase3cp_06947,34fa7834aa695c777c2df7dd,qualified,421,409,1649,1556,1857
phase3cp_06948,2f953b2a3f679b60ee8a4677,qualified,421,409,1649,1556,1857
phase3cp_06949,1843ac53ab6a5f05f67fdc16,qualified,434,421,1648,1555,1856
phase3cp_06950,fb49e87067ca95a6ac751a6e,qualified,412,792,1649,1562,1863
phase3cp_06951,fb32b96cc790e475da5acd25,qualified,417,796,1655,1563,1864
phase3cp_06952,f42a622eca161beb43ec49ff,qualified,424,812,1652,1564,1865
phase3cp_06953,f02ae334bc471b1e6fcd0877,qualified,370,754,1653,1565,1866
phase3cp_06954,e8845a499fd2d13a0513a9f7,coverage_limited,169,268,0,0,0
phase3cp_06955,dcb6f7499e4e29b080b0ba1b,qualified,412,792,1649,1562,1863
phase3cp_06956,db3cbb1a2937da5a5af5dc93,coverage_limited,1,2,0,0,0
phase3cp_06957,ca1b8e5716a7fb939a02c530,qualified,424,812,1648,1563,1867
phase3cp_06958,bbcd83ecbd77e1bb43fb29fd,coverage_limited,1,2,0,0,0
phase3cp_06959,9cf21e1fb2033cdc044b4489,qualified,306,721,1654,1566,1868
phase3cp_06960,89e3f2e4659f563e9850d623,qualified,349,608,1647,1567,1869
phase3cp_06961,847d179d13634454168cff2a,coverage_limited,1,2,0,0,0
phase3cp_06962,781cef1e156d118b638f5362,qualified,418,811,1656,1568,1870
phase3cp_06963,75f147bb4aa1842c620bfba4,qualified,412,792,1650,1569,1871
phase3cp_06964,6c3fa8e7c2eec8f9f7023416,qualified,424,829,1657,1570,1872
phase3cp_06965,62c57627e2d2df9059798c20,qualified,424,829,1648,1571,1873
phase3cp_06966,557ce0a2d59855784cdd9518,coverage_limited,0,0,0,0,0
phase3cp_06967,54be0b9dedb05a447bcf557a,qualified,412,792,1649,1562,1863
phase3cp_06968,42ebf3b66d70bf62c3465c33,qualified,376,693,1643,1572,1874
phase3cp_06969,41d461f8d5d5b412bdce9140,qualified,353,754,1642,1573,1875
phase3cp_06970,40bbc9364946f2e448eb373a,qualified,423,821,1645,1574,1876
phase3cp_06971,38d9d2d4332f8c26edf1a958,coverage_limited,1,2,0,0,0
phase3cp_06972,30686ce6572ed81aa6ae8e20,qualified,210,416,1651,1575,1877
phase3cp_06973,2bd31d2757443b3195c67317,qualified,412,792,1649,1576,1878
phase3cp_06974,15aba3b2fd7da8ce3a0aa830,qualified,424,796,1644,1570,1879
phase3cp_06975,0f4158af2952853d4d7eeb47,qualified,287,549,1646,1577,1880
phase3cp_06976,092f2e74fa72af326c4ff7cc,coverage_limited,91,86,0,0,0
phase3cp_06977,02f679dfc61680e74e1749eb,coverage_limited,0,0,0,0,0
phase3cp_06978,00cb517320ecc56aee4bdd0c,coverage_limited,1,2,0,0,0
phase3cp_06979,f7acfc042c768d20f3b603d5,coverage_limited,0,0,0,0,0
phase3cp_06980,dac4b831d191846630014219,coverage_limited,0,0,0,0,0
phase3cp_06981,d1522520ac8f5ad71277bec5,coverage_limited,0,0,0,0,0
phase3cp_06982,cb430fb2c2dfcb82fde0584f,coverage_limited,0,0,0,0,0
phase3cp_06983,b3a11a8573c1da1bee58f2cc,coverage_limited,0,0,0,0,0
phase3cp_06984,a6c293b64b5f96e8fabd4a76,coverage_limited,0,0,0,0,0
phase3cp_06985,a15387a884a60bafa78792fb,coverage_limited,0,0,0,0,0
phase3cp_06986,9822072eb401a4eb46dcf135,coverage_limited,0,0,0,0,0
phase3cp_06987,979c58621a76f4e1d294882b,coverage_limited,0,0,0,0,0
phase3cp_06988,81a5286b8322ea18daec3a6c,coverage_limited,0,0,0,0,0
phase3cp_06989,7ffdcc7d46556011e721ce72,coverage_limited,0,0,0,0,0
phase3cp_06990,7f05e52e052971dfe9174d71,coverage_limited,0,0,0,0,0
phase3cp_06991,770ab9b0d5cef0638ae919e8,coverage_limited,0,0,0,0,0
phase3cp_06992,582c4321c74568d9a6119215,coverage_limited,0,0,0,0,0
phase3cp_06993,569b7d10a730c2da2af0e162,coverage_limited,0,0,0,0,0
phase3cp_06994,3dadb65d098a8c96f8b4acf5,coverage_limited,0,0,0,0,0
phase3cp_06995,3ce4676ee8484def710ab335,coverage_limited,0,0,0,0,0
phase3cp_06996,39d53c03ceef4f6e94add724,coverage_limited,0,0,0,0,0
phase3cp_06997,337c36f24356769feaf51345,coverage_limited,0,0,0,0,0
phase3cp_06998,31aca4db338b537b06f60c20,coverage_limited,0,0,0,0,0
phase3cp_06999,269651b9280a0ca26856d021,coverage_limited,0,0,0,0,0
phase3cp_07000,2403eabe43a6c39ecd660b7e,coverage_limited,0,0,0,0,0
phase3cp_07001,1efc90266a0d978c7c4b23d8,coverage_limited,0,0,0,0,0
phase3cp_07002,1e70de7a73779b1822f01c3f,coverage_limited,0,0,0,0,0
phase3cp_07003,113d66256de6514a196b80f4,coverage_limited,0,0,0,0,0
phase3cp_07004,104f5f36b065c498d34e9417,coverage_limited,0,0,0,0,0
phase3cp_07005,0ecdbf5444b0da9d9c24de57,coverage_limited,0,0,0,0,0
phase3cp_07006,025b299785ad72b6f2b63403,coverage_limited,0,0,0,0,0
phase3cp_07007,01a9f8811c0a1a8e090671e7,coverage_limited,0,0,0,0,0
phase3cp_07008,435bec77fe29757875249f9f,qualified,1804,1802,1658,1578,1881
phase3cp_07009,e646ede38a831100dd0fa80a,qualified,1353,1802,1659,1579,1882
phase3cp_07010,bef5f160518cc1c2092c1de7,qualified,1804,1802,1660,1580,1883
phase3cp_07011,748c408a51128fffb0eef987,qualified,1804,1802,1661,1581,1884
phase3cp_07012,e40d729506cf3485725f8a2b,coverage_limited,438,0,0,0,0
phase3cp_07013,e20e87d4a85bc952a3d04baa,coverage_limited,370,0,0,0,0
phase3cp_07014,d64ba770b346a8a0c8cca406,coverage_limited,394,0,0,0,0
phase3cp_07015,ccb91909ea7fc1f442d24e2c,coverage_limited,1,0,0,0,0
phase3cp_07016,c4a01c2e5011c91e37e5e91b,coverage_limited,179,0,0,0,0
phase3cp_07017,c2785f9add24d2284fb9303b,coverage_limited,444,0,0,0,0
phase3cp_07018,bf3f5e9ff11b12b78aa0735b,coverage_limited,94,0,0,0,0
phase3cp_07019,b3dc8c3c8fe119c1aad0e8e6,coverage_limited,451,0,0,0,0
phase3cp_07020,9a64da60d03dc238a34a5b35,coverage_limited,400,0,0,0,0
phase3cp_07021,9a6114a71b0132ee91b08293,coverage_limited,438,0,0,0,0
phase3cp_07022,94416e5819eb4ae9b91f2381,coverage_limited,438,0,0,0,0
phase3cp_07023,92287b588a1f1ed76a5f11f0,coverage_limited,438,0,0,0,0
phase3cp_07024,8c74ff780ce27bde331f4751,coverage_limited,0,0,0,0,0
phase3cp_07025,829a09218a776c0dbd13b0e8,coverage_limited,377,0,0,0,0
phase3cp_07026,710f2714c6829568b51178ce,coverage_limited,1,0,0,0,0
phase3cp_07027,6e37b2ff547d5a5269f5707d,coverage_limited,450,0,0,0,0
phase3cp_07028,646797e0b49504a7155d7d52,coverage_limited,223,0,0,0,0
phase3cp_07029,5e88af85e4d649275b4e4d21,coverage_limited,451,0,0,0,0
phase3cp_07030,5c63902c4992613d723461dc,coverage_limited,451,0,0,0,0
phase3cp_07031,5be3f71cadd21fb25b72e613,coverage_limited,1,0,0,0,0
phase3cp_07032,597f9674c325bd1257c0dc0b,coverage_limited,0,0,0,0,0
phase3cp_07033,50aec70bddf47fa407007573,coverage_limited,302,0,0,0,0
phase3cp_07034,32d93b07ec556871d83e3e6b,coverage_limited,451,0,0,0,0
phase3cp_07035,2e7623ef07d01b4d410d9da6,coverage_limited,451,0,0,0,0
phase3cp_07036,240485f15d8901984d251a59,coverage_limited,325,0,0,0,0
phase3cp_07037,1e1e7b6f4fa218f12690adb0,coverage_limited,445,0,0,0,0
phase3cp_07038,1d720a42344b7f8bd775da00,coverage_limited,1,0,0,0,0
phase3cp_07039,1b701a8c5cd2c940baccba9a,coverage_limited,438,0,0,0,0
phase3cp_07040,09b84c1d52cb010b6e473c04,coverage_limited,1,0,0,0,0
phase3cp_07041,d0ba226aee5086b7dd5441f8,qualified,1804,1802,1662,1582,1885
phase3cp_07042,cbb79022512b63c100191a2c,qualified,1804,1802,1663,1583,1886
phase3cp_07043,b49387bb02fdd8aff8d741b0,qualified,1804,1802,1586,1132,1791
phase3cp_07044,44700d6c2636f90f0d0aa67c,qualified,1804,1802,1587,1510,1792
phase3cp_07045,ff2b2470c415f483ddac99b2,coverage_limited,0,0,0,0,0
phase3cp_07046,fe2783893a7f1722c583194b,coverage_limited,1,0,0,0,0
phase3cp_07047,fb891228e75cfbcb711c9224,coverage_limited,438,0,0,0,0
phase3cp_07048,f10f0ac60cc6c2168febfedb,coverage_limited,302,0,0,0,0
phase3cp_07049,ecd53f8b9ea38f88862b488c,coverage_limited,1,0,0,0,0
phase3cp_07050,e4c3134b1706773ac59d1cfb,coverage_limited,179,0,0,0,0
phase3cp_07051,dee27009bb39448ff83f10c9,coverage_limited,451,0,0,0,0
phase3cp_07052,dd5d653a29f2c3b337176f9a,coverage_limited,445,0,0,0,0
phase3cp_07053,bed92e18a0619f3f3508070e,coverage_limited,451,0,0,0,0
phase3cp_07054,b59ff52eb963567b9b62db84,coverage_limited,94,0,0,0,0
phase3cp_07055,ad28ad3bcb6acb546e2bdb0a,coverage_limited,377,0,0,0,0
phase3cp_07056,ac35958068e3948cbfb544ff,coverage_limited,451,0,0,0,0
phase3cp_07057,aafdf25f68b1cf1e388786e9,coverage_limited,1,0,0,0,0
phase3cp_07058,aac2c328f08a1a16ecf48270,coverage_limited,451,0,0,0,0
phase3cp_07059,a37ee81cbc2f220230664c21,coverage_limited,223,0,0,0,0
phase3cp_07060,962cf371ce7b64a1fa83fee5,coverage_limited,450,0,0,0,0
phase3cp_07061,949eea4bc9ec573eb851619b,coverage_limited,438,0,0,0,0
phase3cp_07062,8e99f2a20475e9875231ad8d,coverage_limited,370,0,0,0,0
phase3cp_07063,8ac648a5f779d57839ec7956,coverage_limited,0,0,0,0,0
phase3cp_07064,899d52ab24fbaf952d123731,coverage_limited,394,0,0,0,0
phase3cp_07065,8782f7eafc82805457cd9310,coverage_limited,1,0,0,0,0
phase3cp_07066,821159bf2f2d54365d123498,coverage_limited,451,0,0,0,0
phase3cp_07067,7bf9665a365c99e59243f1e3,coverage_limited,400,0,0,0,0
phase3cp_07068,726c3042f058d1cff47439b6,coverage_limited,325,0,0,0,0
phase3cp_07069,6ce3d7967e27b2d395b3f7aa,coverage_limited,438,0,0,0,0
phase3cp_07070,4b16f73ce88c43eb27e96b58,coverage_limited,438,0,0,0,0
phase3cp_07071,294028fc2b8853d082a697bf,coverage_limited,438,0,0,0,0
phase3cp_07072,1c23149d97509dc33ef2eae1,coverage_limited,444,0,0,0,0
phase3cp_07073,163358fe6713ff7ab38f8e38,coverage_limited,1,0,0,0,0
phase3cp_07074,a4ec7c436abbdf6e7fe88329,qualified,1804,1802,1664,1584,1887
phase3cp_07075,4fa48d6e61c6359c7d2de675,qualified,1804,1802,1665,1585,1888
phase3cp_07076,a65d4536bd2af55f38b7ceab,qualified,1804,1802,1666,1586,1889
phase3cp_07077,5aff2fb98676391d2d628db1,qualified,1804,1802,1667,1587,1890
phase3cp_07078,ffa55c212dd992bd7448fadc,coverage_limited,400,0,0,0,0
phase3cp_07079,fc4b2a9ff6be26f729744468,coverage_limited,451,0,0,0,0
phase3cp_07080,faea596e1540fb8535a9c8ff,coverage_limited,377,0,0,0,0
phase3cp_07081,f84fe085f38fece1c44abe15,coverage_limited,451,0,0,0,0
phase3cp_07082,f25ff7689f0a702d424ad28e,coverage_limited,1,0,0,0,0
phase3cp_07083,ef79cd6b79a6c04bfe53f475,coverage_limited,1,0,0,0,0
