family_id,motif_id,field_family,primitive_family,event_state_family,family_status,family_reasons,scheduler_action,candidate_budget_cap,scheduler_reason
50b3739ba3bb277607,f2602832bb5bd1be92,flow_amount_volume+opening_state+range_location,cross_sectional,opening_state,freeze,proxy_high_cm_negative|high_turnover,freeze,0,proxy_high_cm_negative|high_turnover
5cb2d01478fef46431,a4d1192fb9c8ab84d9,opening_state+range_location,cross_sectional+time_series,opening_state,exploit_allowed,cm_positive_validation_survivor,allow_followup,128,cm_positive_validation_survivor
