path,line,risk_patterns,expression_digest,expression_text,source_layer,first_materialization_entry_point,official_book_scan_hit,matched_text
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,439,mean_event|zscore_mean_event,e3aeb23af8c1c2bc,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t4,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0438,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t4,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_any_open_not_close_in_t4|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,440,mean_event|zscore_mean_event,ba3b68552675e788,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0439,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($amount,10))))"",amount|limit_up_any_open_not_close_in_t5"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,441,mean_event|zscore_mean_event,86e720e50ea1d755,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0440,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_any_open_not_close_in_t5|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,442,mean_event|zscore_mean_event,28f9471e2926c3b3,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0441,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_any_open_not_close_in_t5|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,443,mean_event|zscore_mean_event,edd69d2e2a648682,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0442,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($seal_money,10))))"",limit_up_any_open_not_close_in_t5|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,444,mean_event|zscore_mean_event,f2206a9875cc5328,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0443,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($seal_rate,10))))"",limit_up_any_open_not_close_in_t5|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,445,mean_event|zscore_mean_event,cf573e3ef466cc0c,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0444,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t5,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_any_open_not_close_in_t5|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,446,mean_event|zscore_mean_event,53833906db99709d,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0445,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($amount,10))))"",amount|limit_up_any_open_not_close_in_t6"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,447,mean_event|zscore_mean_event,5ceace9f82e13d42,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0446,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_any_open_not_close_in_t6|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,448,mean_event|zscore_mean_event,f29ed2992898873a,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0447,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_any_open_not_close_in_t6|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,449,mean_event|zscore_mean_event,d7d124a69ce82c01,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0448,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($seal_money,10))))"",limit_up_any_open_not_close_in_t6|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,450,mean_event|zscore_mean_event,bb08c1d6fb40c2e7,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0449,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($seal_rate,10))))"",limit_up_any_open_not_close_in_t6|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,451,mean_event|zscore_mean_event,3ccb23bd8f84d6d9,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0450,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t6,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_any_open_not_close_in_t6|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,452,mean_event|zscore_mean_event,92669ee162950675,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0451,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($amount,10))))"",amount|limit_up_any_open_not_close_in_t7"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,453,mean_event|zscore_mean_event,3de35b2f1c7852d0,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0452,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_any_open_not_close_in_t7|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,454,mean_event|zscore_mean_event,a4a02a67d5043d97,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0453,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_any_open_not_close_in_t7|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,455,mean_event|zscore_mean_event,d326cbeed62ef4f3,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0454,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($seal_money,10))))"",limit_up_any_open_not_close_in_t7|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,456,mean_event|zscore_mean_event,ec9d64e3a69cd9d2,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0455,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($seal_rate,10))))"",limit_up_any_open_not_close_in_t7|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,457,mean_event|zscore_mean_event,2a384c086adb5b09,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0456,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t7,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_any_open_not_close_in_t7|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,458,mean_event|zscore_mean_event,5dcf5790dfc076b9,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0457,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($amount,10))))"",amount|limit_up_any_open_not_close_in_t8"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,459,mean_event|zscore_mean_event,b5050666925510f1,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0458,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_any_open_not_close_in_t8|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,460,mean_event|zscore_mean_event,99bc72e3c1835dd1,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0459,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_any_open_not_close_in_t8|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,461,mean_event|zscore_mean_event,2d2cd4de77b5fda7,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0460,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($seal_money,10))))"",limit_up_any_open_not_close_in_t8|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,462,mean_event|zscore_mean_event,a6daa4d5eec9c002,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0461,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($seal_rate,10))))"",limit_up_any_open_not_close_in_t8|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,463,mean_event|zscore_mean_event,f13fe71679380fbc,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0462,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t8,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_any_open_not_close_in_t8|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,464,mean_event|zscore_mean_event,a1fa3f59ffb9c36e,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0463,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($amount,10))))"",amount|limit_up_any_open_not_close_in_t9"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,465,mean_event|zscore_mean_event,2e388175411813e4,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0464,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_any_open_not_close_in_t9|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,466,mean_event|zscore_mean_event,93431b4912e05b41,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0465,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_any_open_not_close_in_t9|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,467,mean_event|zscore_mean_event,1aad2026b4e40762,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0466,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($seal_money,10))))"",limit_up_any_open_not_close_in_t9|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,468,mean_event|zscore_mean_event,ed3c58ba3759dd89,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0467,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($seal_rate,10))))"",limit_up_any_open_not_close_in_t9|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,469,mean_event|zscore_mean_event,3b1dd62015a4f247,"CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0468,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_any_open_not_close_in_t9,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_any_open_not_close_in_t9|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,470,mean_event|zscore_mean_event,69871a623de19377,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0469,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($amount,10))))"",amount|limit_up_close_not_open"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,471,mean_event|zscore_mean_event,af603d4093092791,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0470,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_close_not_open|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,472,mean_event|zscore_mean_event,9db23775fb1b48e7,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0471,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_close_not_open|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,473,mean_event|zscore_mean_event,12ded01d613e48a3,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0472,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($seal_money,10))))"",limit_up_close_not_open|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,474,mean_event|zscore_mean_event,c089f7a8c7fa57d9,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0473,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($seal_rate,10))))"",limit_up_close_not_open|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,475,mean_event|zscore_mean_event,bc9c36f57d475855,"CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0474,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_close_not_open,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_close_not_open|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,476,mean_event|zscore_mean_event,f367ed7aaffdf08c,"CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0475,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($amount,10))))"",amount|limit_up_open_not_close"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,477,mean_event|zscore_mean_event,caacc1d3c0b7fefa,"CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($turnover_ratio,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0476,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($turnover_ratio,10))))"",limit_up_open_not_close|turnover_ratio"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,478,mean_event|zscore_mean_event,269fba0c5ff0828f,"CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($turnover_ratio_real,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0477,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($turnover_ratio_real,10))))"",limit_up_open_not_close|turnover_ratio_real"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,479,mean_event|zscore_mean_event,5b2a89d432be6127,"CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($seal_money,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0478,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($seal_money,10))))"",limit_up_open_not_close|seal_money"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,480,mean_event|zscore_mean_event,7532d6cfafa1f511,"CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($seal_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0479,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($seal_rate,10))))"",limit_up_open_not_close|seal_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,481,mean_event|zscore_mean_event,6227d2d3de4ac2c9,"CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($seal_circulation_rate,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0480,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_open_not_close,5)),ZScore(Mean($seal_circulation_rate,10))))"",limit_up_open_not_close|seal_circulation_rate"
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\factor_candidate_field_refs.csv,482,mean_event|zscore_mean_event,96f78d9eb2bf2a88,"CSRank(Mul(ZScore(Mean($limit_up_touch_not_close,5)),ZScore(Mean($amount,10))))",advisory_runtime_registry,advisory_runtime_registry,false,"cn_event_factor_candidate_pack_v1_20260531.json,cn_factor_event_x_flow_0481,cn_field_factor_pack_v1,event_derived_feature_layer,event_x_flow,""CSRank(Mul(ZScore(Mean($limit_up_touch_not_close,5)),ZScore(Mean($amount,10))))"",amount|limit_up_touch_not_close"
