candidate_id,route_id,expression,operator_family,seed,proposal_origin,matched_control_id,declared_field_ids,condition_field_ids,is_matched_control,vote_policy,maturity_contract_registered,exposure_ledger_required,access_roles,uses_future_revision,requires_intrabar_order,generator_version,skeleton_id,financial_hypothesis,input_roles,unit_signature,clock_contract,maturity_contract,control_ablation_rule,maximum_depth,support_unit,outer_mapping,search_role,pair_id,control_constructor_id,pair_mapping_portfolio_contract,pair_support_alignment_policy,pair_maturity_alignment_policy,allow_behavior_equivalence,pair_member_role,legal,typed_route_decision,typed_route_rejection_code,typed_route_reason,canonical_expression,canonical_identity,exact_identity,field_ids,source_field_ids,representation_ids,operator_paths,maturity_rule,generator_authority,constructor_profile,generation_attempt_index,generation_stream_id
cn.comp.15d0a257029f56de6a35,MINUTE_STATIC,"CSRank(SafeDiv(ZScore($ret_1m),ZScore($open),0.05))",Arithmetic,2026075228,typed_compositional_grammar_v2,cn.comp.15d0a257029f56de6a35.control,"[""ret_1m"", ""open""]",[],False,ONE_SUPPORT_UNIT_ONE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.normalized_ratio,relative normalized intensity captures imbalance,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-ratio,bar_close,bar_close,remove_ratio_denominator,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.79bc6e9c0aecd3f0f68312da91652d0e,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,PRIMARY,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(SafeDiv(ZScore($ret_1m),ZScore($open),0.05))",a80f6a08fa103de74f7a68e50b9eec75546cc0df3dfff9d0ce9fc702fe525f8e,fe8ed2f1fd04c9e1ecd49351f5ca9304ea6448665bc7903dd6e2f55981c72125,"[""open"", ""ret_1m""]","[""cn.sf.0fddf97283d443a785620454f62c6abd"", ""cn.sf.7ac67c3e2be8e149c3c02a4842c21173""]","[""cn.rep.362dc88da85c2046f132f83ef9d76bc8"", ""cn.rep.92264a877f9fcf2b53483a2833631e12""]","[""root:CSRank"", ""root.CSRank[0]:SafeDiv"", ""root.CSRank[0].SafeDiv[0]:ZScore"", ""root.CSRank[0].SafeDiv[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,2,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.15d0a257029f56de6a35.control,MINUTE_STATIC,"CSRank(Add(ZScore($ret_1m),Mul(0,ZScore($open))))",Arithmetic,2026075228,typed_compositional_grammar_v2,cn.comp.15d0a257029f56de6a35,"[""ret_1m"", ""open""]",[],True,CONTROL_NO_SEPARATE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.normalized_ratio,relative normalized intensity captures imbalance,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-ratio,bar_close,bar_close,remove_ratio_denominator,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.79bc6e9c0aecd3f0f68312da91652d0e,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,CONTROL,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Add(ZScore($ret_1m),Mul(0,ZScore($open))))",0d7b7574e853459314055693d6debe3f0c50c8a30f04f0c513322ceba01326ec,f25f978fa9cac1a731a5d8e6e79c1a23e767140a4b2e67e58e0579b356ad45d2,"[""open"", ""ret_1m""]","[""cn.sf.0fddf97283d443a785620454f62c6abd"", ""cn.sf.7ac67c3e2be8e149c3c02a4842c21173""]","[""cn.rep.362dc88da85c2046f132f83ef9d76bc8"", ""cn.rep.92264a877f9fcf2b53483a2833631e12""]","[""root:CSRank"", ""root.CSRank[0]:Add"", ""root.CSRank[0].Add[0]:ZScore"", ""root.CSRank[0].Add[1]:Mul"", ""root.CSRank[0].Add[1].Mul[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,2,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.65c1a2cc0b6aa5fea5c6,MINUTE_STATIC,"CSResidual(ZScore($open),ZScore($vwap))",CrossSectionalResidual,2026075228,typed_compositional_grammar_v2,cn.comp.65c1a2cc0b6aa5fea5c6.control,"[""open"", ""vwap""]",[],False,ONE_SUPPORT_UNIT_ONE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.cross_sectional_residual,one minute field has residual information beyond another,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-residual,bar_close,bar_close,remove_residualizer,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.c862923f69aba8e7a181b01f76818480,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,PRIMARY,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSResidual(ZScore($open),ZScore($vwap))",b12442efcad8b46aa71c6a70e4930303937e415041c80929b94800357c7b2c12,932389334058180878efbbcd1c59a2242693e1b1b5d51822ffcb6575605725ab,"[""open"", ""vwap""]","[""cn.sf.0fddf97283d443a785620454f62c6abd"", ""cn.sf.b4279506efdad23a752311a627c7060d""]","[""cn.rep.362dc88da85c2046f132f83ef9d76bc8"", ""cn.rep.83d251a9f86f7e4fec75b8902aaa881b""]","[""root:CSResidual"", ""root.CSResidual[0]:ZScore"", ""root.CSResidual[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,5,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.65c1a2cc0b6aa5fea5c6.control,MINUTE_STATIC,"CSRank(Add(ZScore($open),Mul(0,ZScore($vwap))))",CrossSectionalResidual,2026075228,typed_compositional_grammar_v2,cn.comp.65c1a2cc0b6aa5fea5c6,"[""open"", ""vwap""]",[],True,CONTROL_NO_SEPARATE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.cross_sectional_residual,one minute field has residual information beyond another,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-residual,bar_close,bar_close,remove_residualizer,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.c862923f69aba8e7a181b01f76818480,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,CONTROL,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Add(ZScore($open),Mul(0,ZScore($vwap))))",5674c1ecdc5e643ff8a600912c841df33b3ffb497b15a3c88850ceac3ca65326,7fe7522bf3bdaa91615c8c61ba9c8b655a91c11a241b661bb418fa2237f2a624,"[""open"", ""vwap""]","[""cn.sf.0fddf97283d443a785620454f62c6abd"", ""cn.sf.b4279506efdad23a752311a627c7060d""]","[""cn.rep.362dc88da85c2046f132f83ef9d76bc8"", ""cn.rep.83d251a9f86f7e4fec75b8902aaa881b""]","[""root:CSRank"", ""root.CSRank[0]:Add"", ""root.CSRank[0].Add[0]:ZScore"", ""root.CSRank[0].Add[1]:Mul"", ""root.CSRank[0].Add[1].Mul[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,5,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.5f8c3a5ce0ec04e53164,MINUTE_STATIC,"CSResidual(ZScore($ret_1m),ZScore($vwap))",CrossSectionalResidual,2026075228,typed_compositional_grammar_v2,cn.comp.5f8c3a5ce0ec04e53164.control,"[""ret_1m"", ""vwap""]",[],False,ONE_SUPPORT_UNIT_ONE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.cross_sectional_residual,one minute field has residual information beyond another,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-residual,bar_close,bar_close,remove_residualizer,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.2048868e849523e792ede2de3180944a,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,PRIMARY,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSResidual(ZScore($ret_1m),ZScore($vwap))",5bf4407af4f1b4d989e2e9c8e2e876384e832839c4fad02de01b72d8f0f34433,65035b752d2ebdbee6ef141ee26d2ffb4693dbf97b63c694ca9941e17646659b,"[""ret_1m"", ""vwap""]","[""cn.sf.7ac67c3e2be8e149c3c02a4842c21173"", ""cn.sf.b4279506efdad23a752311a627c7060d""]","[""cn.rep.92264a877f9fcf2b53483a2833631e12"", ""cn.rep.83d251a9f86f7e4fec75b8902aaa881b""]","[""root:CSResidual"", ""root.CSResidual[0]:ZScore"", ""root.CSResidual[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,13,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.5f8c3a5ce0ec04e53164.control,MINUTE_STATIC,"CSRank(Add(ZScore($ret_1m),Mul(0,ZScore($vwap))))",CrossSectionalResidual,2026075228,typed_compositional_grammar_v2,cn.comp.5f8c3a5ce0ec04e53164,"[""ret_1m"", ""vwap""]",[],True,CONTROL_NO_SEPARATE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.cross_sectional_residual,one minute field has residual information beyond another,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-residual,bar_close,bar_close,remove_residualizer,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.2048868e849523e792ede2de3180944a,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,CONTROL,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Add(ZScore($ret_1m),Mul(0,ZScore($vwap))))",cfb9745286d111d74b010ff990d506ea734118b9ad63a1fbf24c1a93a19aa344,5058923ec424cb8e91a9ce43a057d11c0ce29e8aa25c04dd15ac52b31c25a24f,"[""ret_1m"", ""vwap""]","[""cn.sf.7ac67c3e2be8e149c3c02a4842c21173"", ""cn.sf.b4279506efdad23a752311a627c7060d""]","[""cn.rep.92264a877f9fcf2b53483a2833631e12"", ""cn.rep.83d251a9f86f7e4fec75b8902aaa881b""]","[""root:CSRank"", ""root.CSRank[0]:Add"", ""root.CSRank[0].Add[0]:ZScore"", ""root.CSRank[0].Add[1]:Mul"", ""root.CSRank[0].Add[1].Mul[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,13,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.c4d9afc62384fdfcd5d3,MINUTE_STATIC,"CSRank(Mul(Sign($pct_chg),Abs(ZScore($vwap))))",Arithmetic,2026075228,typed_compositional_grammar_v2,cn.comp.c4d9afc62384fdfcd5d3.control,"[""pct_chg"", ""vwap""]",[],False,ONE_SUPPORT_UNIT_ONE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.absolute_state_interaction,magnitude and signed state jointly matter,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-product,bar_close,bar_close,remove_magnitude_leg,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.1ba5c511f468560dd55ade2915f84a3e,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,PRIMARY,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Mul(Sign($pct_chg),Abs(ZScore($vwap))))",d5c1f3289e85794810af1f229b8cd2060eba76053fee62a71cc82f586a13a8bb,9bd04b6ebaf1a4b0790092fd25e1ac2a09d9a71d2e4e8d4b9ff23a210554b04a,"[""pct_chg"", ""vwap""]","[""cn.sf.e175250817b067c80c690ce8e2ea6e72"", ""cn.sf.b4279506efdad23a752311a627c7060d""]","[""cn.rep.ff25d250e767d497a03a512194193e34"", ""cn.rep.83d251a9f86f7e4fec75b8902aaa881b""]","[""root:CSRank"", ""root.CSRank[0]:Mul"", ""root.CSRank[0].Mul[0]:Sign"", ""root.CSRank[0].Mul[1]:Abs"", ""root.CSRank[0].Mul[1].Abs[0]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,14,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.c4d9afc62384fdfcd5d3.control,MINUTE_STATIC,"CSRank(Add(ZScore($pct_chg),Mul(0,ZScore($vwap))))",Arithmetic,2026075228,typed_compositional_grammar_v2,cn.comp.c4d9afc62384fdfcd5d3,"[""pct_chg"", ""vwap""]",[],True,CONTROL_NO_SEPARATE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.absolute_state_interaction,magnitude and signed state jointly matter,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-product,bar_close,bar_close,remove_magnitude_leg,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.1ba5c511f468560dd55ade2915f84a3e,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,CONTROL,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Add(ZScore($pct_chg),Mul(0,ZScore($vwap))))",c833278ee0c23c3be1506d9b5c00a622ad1a815a4953d90b49239c4e5c4ad5f1,4a3e37d59fa1f3fbb2a4c7aeea3bcbeff6e45f722bc6b508165c33702209f3de,"[""pct_chg"", ""vwap""]","[""cn.sf.e175250817b067c80c690ce8e2ea6e72"", ""cn.sf.b4279506efdad23a752311a627c7060d""]","[""cn.rep.ff25d250e767d497a03a512194193e34"", ""cn.rep.83d251a9f86f7e4fec75b8902aaa881b""]","[""root:CSRank"", ""root.CSRank[0]:Add"", ""root.CSRank[0].Add[0]:ZScore"", ""root.CSRank[0].Add[1]:Mul"", ""root.CSRank[0].Add[1].Mul[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,14,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.3f284aeb92fabc7bd461,MINUTE_STATIC,"CSRank(Mul(ZScore($open),Abs(ZScore($intraday_ret_from_open))))",Arithmetic,2026075228,typed_compositional_grammar_v2,cn.comp.3f284aeb92fabc7bd461.control,"[""open"", ""intraday_ret_from_open""]",[],False,ONE_SUPPORT_UNIT_ONE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.liquidity_volatility_interaction,liquidity conditions modulate volatility state,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-product,bar_close,bar_close,remove_interaction,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.e3d47a7c0f4cb94ea1579dcd87a86ad0,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,PRIMARY,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Mul(ZScore($open),Abs(ZScore($intraday_ret_from_open))))",47ecd800887de1526c383157334ed2d90b597c5e4d3f5813d0ad06edaba8955c,a2e9eedc0f2017dfe779ca17854d6e80cc5052261ba2c43906759669517ed849,"[""intraday_ret_from_open"", ""open""]","[""cn.sf.55ec8d1cbad581839da568b8db129b18"", ""cn.sf.0fddf97283d443a785620454f62c6abd""]","[""cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae"", ""cn.rep.362dc88da85c2046f132f83ef9d76bc8""]","[""root:CSRank"", ""root.CSRank[0]:Mul"", ""root.CSRank[0].Mul[0]:ZScore"", ""root.CSRank[0].Mul[1]:Abs"", ""root.CSRank[0].Mul[1].Abs[0]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,28,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
cn.comp.3f284aeb92fabc7bd461.control,MINUTE_STATIC,"CSRank(Add(ZScore($open),Mul(0,ZScore($intraday_ret_from_open))))",Arithmetic,2026075228,typed_compositional_grammar_v2,cn.comp.3f284aeb92fabc7bd461,"[""open"", ""intraday_ret_from_open""]",[],True,CONTROL_NO_SEPARATE_VOTE,False,True,"[""development""]",False,False,cn_unified_registry_driven_compositional_v2,cn.comp.v2.minute_static.liquidity_volatility_interaction,liquidity conditions modulate volatility state,"[""PRIMARY"", ""INTERACTION_ONLY""]",dimensionless-product,bar_close,bar_close,remove_interaction,4,stock-minute cross-section,cross_sectional,PRIMARY_SEARCH,cn.pair.e3d47a7c0f4cb94ea1579dcd87a86ad0,cn_compositional_same_fields_minute_static_v2,SAME_FULL_SHARD_UNIVERSE|SAME_TRADE_TIMES|SAME_SPLIT_ROLES|SAME_HORIZONS|SAME_SUPPORT_COORDINATES|SAME_PORTFOLIO_MODE|SAME_COST_ASSUMPTIONS,PRIMARY_CONTROL_FINITE_INTERSECTION_AT_SHARED_COORDINATE,MAX_PRIMARY_CONTROL_MATURITY_BEFORE_SHARED_SUPPORT,False,CONTROL,True,ALLOW,,"registry, PIT, unit, route, maturity, control and access contracts passed","CSRank(Add(ZScore($open),Mul(0,ZScore($intraday_ret_from_open))))",33c8bc756ec6fb3e30de5cf30e79eae7d77c6f40f54fda40e4acb378b59fc9ef,6b9f172756073a6652b100498b27b644de813f51f1bd052320f918d8f7176286,"[""intraday_ret_from_open"", ""open""]","[""cn.sf.55ec8d1cbad581839da568b8db129b18"", ""cn.sf.0fddf97283d443a785620454f62c6abd""]","[""cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae"", ""cn.rep.362dc88da85c2046f132f83ef9d76bc8""]","[""root:CSRank"", ""root.CSRank[0]:Add"", ""root.CSRank[0].Add[0]:ZScore"", ""root.CSRank[0].Add[1]:Mul"", ""root.CSRank[0].Add[1].Mul[1]:ZScore""]",bar_close,RegistryDrivenGenerator,registry_compositional_v2,28,279c0e659e75323def444e563af838329d9b03e66193c18789d53bb11791d372
