candidate_id,expression_hash,expression,generator_arm,generator_route,seed,round_id,parent_id,mutation_type,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,blocker_flags,phase3ca_proxy_quality,train_reward,train_reward_decision,train_reward_blockers,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0
phase3cp_lt_event_00050,5f5de57bd90bc2c4cf410405,"CSRank(Wma(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),5))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9b7cb4f44ecb642b25,71e8bba2dcda14dfc1,efef453aa773,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.70315872,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,0.9613048,0.735,-0.72049934,0.00166667
phase3cp_lt_event_00035,a1947bd86be29ff58f05818c,"CSRank(Wma(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),5))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9b7cb4f44ecb642b25,71e8bba2dcda14dfc1,efef453aa773,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.75209547,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,0.0280884,0.52666667,-0.61967652,0.00502513
phase3cp_lt_event_00054,633f46a493351dfbff4fb116,"CSRank(Mean(CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))))),5))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,66735011e77830c49a,1307d97b0a929d0cae,ebc1293b6bd1,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.77576279,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,-0.5460995,0.05666667,-0.63586506,0.02666667
phase3cp_lt_event_00039,4b61f182bfb7134749851fcb,"CSRank(Mean(CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))))),5))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,66735011e77830c49a,1307d97b0a929d0cae,ebc1293b6bd1,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.79550956,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.70151868,0.005,-0.58928794,0.055
phase3cp_lt_event_00053,5480427df40fffdb9999405b,"CSRank(Mean(CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))))),3))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,66735011e77830c49a,1307d97b0a929d0cae,ebc1293b6bd1,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.81606543,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.34095389,0.17085427,-0.48610563,0.14166667
phase3cp_lt_event_00047,02637c8351651b632a5a881d,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.82928625,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.56961985,0.01333333,-0.67289766,0.01166667
phase3cp_lt_event_00038,142940fd433b54dd13c4ce2f,"CSRank(Mean(CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))))),3))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,66735011e77830c49a,1307d97b0a929d0cae,ebc1293b6bd1,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.83907469,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.38156871,0.12,-0.47561149,0.11352254
phase3cp_lt_event_00051,944e9a3e4f35d15a6493ebec,"CSRank(Wma(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),8))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9b7cb4f44ecb642b25,71e8bba2dcda14dfc1,efef453aa773,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.86107232,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.84528273,0.0,-0.79268892,0.00166667
phase3cp_lt_event_00036,9a2b24853a17e6410543093d,"CSRank(Wma(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),8))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9b7cb4f44ecb642b25,71e8bba2dcda14dfc1,efef453aa773,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.87937631,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.72976098,0.00166667,-0.76417058,0.00166667
phase3cp_lt_event_00032,63acefffab51255a534bc382,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.89568393,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.58862982,0.02,-0.57904994,0.03333333
phase3cp_lt_event_00033,c807a3760ea9fb323b60287c,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),5))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.90535629,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.77940056,0.0,-0.6433854,0.01166667
phase3cp_lt_event_00048,e9e0d79952f2d1c637f93ae7,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),5))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.96231557,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.77218796,0.0,-0.6758344,0.01
phase3cp_lt_event_00034,91472e1557336a299e14e5b1,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),8))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,0.195,0.02785714,0.5317,0.48,,0.19139571,-0.97261497,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.70986314,0.00333333,-0.90065537,0.0
phase3cp_lt_event_00049,b252804335436f5bd6df8292,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),60))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),8))",event_state,phase3cp-low-turnover-event-state-probe,,low_turnover_event_state/round1_targeted,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,0.195,0.02785714,0.5317,0.48,,0.19139571,-1.02941845,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.63994363,0.03,-0.89859244,0.0
