parity_surface,status,coordinates_compared,mismatch_count,identity_policy,numeric_tolerance,evidence_path,evidence_sha256
session_full_coordinate_legacy_vs_streaming,FULL_COORDINATE_PARITY_PASS,37514,0,exact,1e-08,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\parity\CN_SESSION_FULL_COORDINATE_PARITY.json,f2886b8e13f81247d6b8b1b66c90a3da31bd208d86941e835ed240c67cdc77e8
active_checkpoint_resume_vs_uninterrupted,RESUME_UNINTERRUPTED_PARITY_PASS,22,0,exact artifact and reducer identity,0.0,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\resume_parity\CN_ACTIVE_RESUME_PARITY.json,ed710e88e0eaf6911c3f2ed50a138feea971ac37c4f382cdae50155488e58e37
active_field_sidecar,TIME_MAJOR_LAYOUT_PARITY_PASS,446443583,0,"stable key, null bitmap, dtype, observable time, field digest",0.0,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\time_major_train_v2\CN_DEVELOPMENT_TIME_MAJOR_EXECUTION_LAYOUT_V2.json,30517256289cf5615373a8ece18204800c6bdc0a3e95ae8a66412b7937a52a25
active_label_sidecar,GLOBAL_SYMBOL_CONTINUITY_LABEL_SIDECARS_READY,446443583,0,"stable key, null bitmap, dtype, observable time, field digest",0.0,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\time_major_train_v3_labels\CN_FORWARD_LABEL_SIDECAR_MANIFEST.json,3179cb203e8c1692d7817e42230d47cfb9d45fc465f267ee4198b2b9f7377f34
session_field_sidecar,TIME_MAJOR_LAYOUT_PARITY_PASS,1852463,0,"stable key, null bitmap, dtype, observable time, field digest",0.0,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\session_time_major_train_v2\CN_DEVELOPMENT_TIME_MAJOR_EXECUTION_LAYOUT_V2.json,5ec2b28956b575b7d767204688bac3769a7c01a6ba1f10608d1ae07b75fa02a4
session_label_sidecar,GLOBAL_SYMBOL_CONTINUITY_LABEL_SIDECARS_READY,1852463,0,"stable key, null bitmap, dtype, observable time, field digest",0.0,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\session_time_major_train_v3_labels\CN_FORWARD_LABEL_SIDECAR_MANIFEST.json,594e144466b2e24e8678e9dbcfc44ca61a5f9a76bd99d0a5515d36fb061448e2
automated_test_suite,TEST_SUITE_PASS,436,0,exact tests,pre-registered per test,D:\ChengboRemote\workspace\alpha_pit_compositional_667c82f_git\runtime\cn_phase3cm_streaming_repair_20260716\test_evidence\CN_PHASE3CM_PYTEST_SUMMARY.json,480f2c55e084bcaa0998e5028cb70f9d32f0d56635e2960c417d3b4aa482b82d
