candidate_file,row_number,candidate_id,expression_hash,fields,field_lanes,missing_schema_fields,blocked_or_future_fields,signal_nonnull_sum,effective_signal_used,decision,blockers
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,1,phase3bp_event_00002,f965906766b187f89928b48d,evt_uplimit_type_code,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,2,phase3bp_event_00003,eeb6171e8ae069ddb72da088,evt_uplimit_auction_money,event_state,,,7,true,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,3,phase3bp_event_00004,e99511a5c5d00ffd7966fead,evt_uplimit_auction_buy,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,4,phase3bp_event_00007,da9b2d92991b98c3dde77526,evt_uplimit_auction_buy,event_state,,,7,true,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,5,phase3bp_event_00008,d04a40a262d710a15ba4ac67,evt_uplimit_auction_money,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,6,phase3bp_event_00012,bc57ab5e618048783a7e646b,evt_uplimit_auction_offer,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,7,phase3bp_event_00016,af7e57ed2cf5764a877878f9,evt_uplimit_fd_close,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,8,phase3bp_event_00018,acc822473f60f4985c1a5810,evt_uplimit_up_limit_keep_times,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,9,phase3bp_event_00019,a66132cb0a6ce4a38015ac19,evt_uplimit_auction_pre1max_ratio,event_state,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,10,phase3bp_event_00021,ff8c6ad00332048936263d3f,amount|ctx_zls_strong|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,11,phase3bp_event_00022,ff4ced6a55185facaab61319,amount|ctx_ths_hot_last_pct|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,12,phase3bp_event_00023,fc770d6b18cb4e5c05ab3763,amount|ctx_sent_lb_3_num|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,13,phase3bp_event_00024,fbc868f84b60b94a37eeac32,amount|ctx_ths_hot_circulation_value|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,14,phase3bp_event_00026,f9f2cd13d24065190b78053f,amount|ctx_sent_mian_num|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,15,phase3bp_event_00027,f943ef5af374d2d642403799,amount|ctx_sent_downlimit_num|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,16,phase3bp_event_00028,f86020d90a53db5818a61e72,amount|ctx_sent_lb_2_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,17,phase3bp_event_00030,f5d58051405c4fbf7b7ab7d3,amount|ctx_sent_ditian_num|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,18,phase3bp_event_00031,f4d0f4e9190c23955c8e1bab,amount|ctx_sent_downlimit_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,19,phase3bp_event_00032,f3197cabc11fe1ebefa35062,amount|ctx_sent_lt5_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,20,phase3bp_event_00033,f1348594e2b27dff1a4174ff,amount|ctx_ths_hot_rank_diff|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,21,phase3bp_event_00035,ef420eb1ac6596f95ec92fac,amount|ctx_ths_hot_last_price|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,22,phase3bp_event_00036,ecb0a37e94ac1cf29ccbbf9e,amount|ctx_sent_mian_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,23,phase3bp_event_00037,ec567a4a62627f67be881e10,amount|ctx_ths_hot_rank|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,24,phase3bp_event_00038,ec36224509e956cd6e7605e5,amount|ctx_sent_lb_3_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,25,phase3bp_event_00039,e88d7cec7fa078d09a85fc56,amount|ctx_sent_up_num|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,26,phase3bp_event_00040,e787acd8f94eef883ca981f2,amount|ctx_zls_strong|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,27,phase3bp_event_00041,e6b8f507d2254857fa2becfd,amount|ctx_sent_up_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,28,phase3bp_event_00042,e25c1f8175c750a80c3582e7,amount|ctx_sent_down_num|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,29,phase3bp_event_00043,e0133cacaf5dd9be4dc7b014,amount|ctx_ths_hot_last_pct|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,30,phase3bp_event_00044,de3e024e100cda49bcf5f7f5,amount|ctx_ths_hot_circulation_value|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,31,phase3bp_event_00045,dd5acc2db5cd7c62be813a71,amount|ctx_zls_lbgd|evt_uplimit_up_limit_keep_times,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
D:\ChengboRemote\workspace\alpha_pit_true1min_engine_20260624_182909_bea5eacbe591\reports\phase3ct_event_atom_quota_probe_20260625\phase3bp_top_decisions.csv,32,phase3bp_event_00046,dc7b989cd912170cbb55972f,amount|ctx_zls_lbgd|evt_uplimit_type_code,direct_formula|event_state|lagged_context,,,0,false,bp_watch_or_reject,too_few_positive_horizons|weak_dense_primary_abs_ic
