candidate_id,lane_id,expression,canonical_expression,exact_identity,canonical_identity,lineage_key,parent_id,proposal_stage,proposal_origin,motif,field_family,family_id,semantic_bucket,fields_list,lane_seed,benchmark_id,llm_action,data_role,hypothesis_arm,primitive_family,complexity,generator_index,mutation_operator,program_parameters,typed_gate_decision,typed_gate_reason,legal,materialized,evaluation_error,proxy_ic_mean,proxy_ic_abs_mean,proxy_ic_count,proxy_ic_hit_rate,proxy_ic_std,proxy_ic_standard_error,proxy_ic_abs_lcb95,proxy_finite_ratio,proxy_signal_unique,proxy_turnover,proxy_signal_concentration,proxy_reward,survivor,proxy_worst_time_block_abs_ic,proxy_time_block_stability,proxy_time_block_count,signal_cluster_id,objective_vector,objective_gate_allowed,objective_gate_reasons,limited_scalar_tiebreak,pareto_rank,objective_signal_quality,objective_cost_adjusted_quality,objective_turnover,objective_worst_time_block_quality,objective_stability,objective_concentration,objective_benchmark_increment,objective_complexity,objective_behaviour_novelty,matched_control_id,selection_statistic,information_gain,pack_role,forward_2026_allowed,persistent_memory_write_allowed
b1s_static_cross_sectional_0316,static_cross_sectional,"CSRank(Div(Sub($low,$close),Add(Abs($low),0.000001)))","CSRank(Div(Sub($low,$close),Add(Abs($low),0.000001)))",096f85cf96a05d0ffa8b2e06923d87ec80b9e4070fe2c18e65584b415542b9db,096f85cf96a05d0ffa8b2e06923d87ec80b9e4070fe2c18e65584b415542b9db,b1s/static_cross_sectional:fixed:0316,,fixed,frozen_nonadaptive,simple_nonlinear,raw_1min,static_cross_sectional:static_cross_sectional:simple_nonlinear,static_cross_sectional:static_cross_sectional:simple_nonlinear:raw_1min,"['close', 'low']",9200,,,development,static_cross_sectional,simple_nonlinear,7,9283115,root_sample,"{'a': 'low', 'b': 'close', 'window': 2, 'coefficient': 0.1}",allow,no blocked field/primitive combination detected,True,True,,0.2897236800407313,0.2897236800407313,58,1.0,0.10106797568702464,0.01327087536381637,0.26371276432765123,1.0,229,0.2594983764133724,0.01756092916196569,0.28250951021357495,True,0.24422975149641696,0.8777065887280787,4,344,"{'signal_quality': 0.26371276432765123, 'cost_adjusted_quality': 0.2630640183866178, 'turnover': 0.2594983764133724, 'worst_time_block_quality': 0.24422975149641696, 'stability': 0.8777065887280787, 'concentration': 0.01756092916196569, 'benchmark_increment': 0.25443642821559975, 'complexity': 7.0, 'behaviour_novelty': 0.5}",True,[],0.7354764557854344,1,0.26371276432765123,0.2630640183866178,0.2594983764133724,0.24422975149641696,0.8777065887280787,0.01756092916196569,0.25443642821559975,7.0,0.5,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0324,static_cross_sectional,"CSRank(Div(Sub($vwap,$close),Add(Abs($vwap),0.000001)))","CSRank(Div(Sub($vwap,$close),Add(Abs($vwap),0.000001)))",9b3f9798dc4a2940349eff0b85e64170e9e75499e183f87e1b8826371b0aeebd,9b3f9798dc4a2940349eff0b85e64170e9e75499e183f87e1b8826371b0aeebd,b1s/static_cross_sectional:fixed:0324,,fixed,frozen_nonadaptive,simple_nonlinear,raw_1min,static_cross_sectional:static_cross_sectional:simple_nonlinear,static_cross_sectional:static_cross_sectional:simple_nonlinear:raw_1min,"['close', 'vwap']",9200,,,development,static_cross_sectional,simple_nonlinear,7,9283123,root_sample,"{'a': 'vwap', 'b': 'close', 'window': 2, 'coefficient': 0.2}",allow,no blocked field/primitive combination detected,True,True,,0.29118828288701337,0.29118828288701337,59,1.0,0.10784422716725936,0.014040122490474077,0.26366964280568417,0.9861687413554634,1181,0.32039015353229455,0.0199201422690702,0.28241399628203795,True,0.19798676162046275,0.8058312960696667,4,346,"{'signal_quality': 0.26366964280568417, 'cost_adjusted_quality': 0.26286866742185344, 'turnover': 0.32039015353229455, 'worst_time_block_quality': 0.19798676162046275, 'stability': 0.8058312960696667, 'concentration': 0.0199201422690702, 'benchmark_increment': 0.25434091428406275, 'complexity': 7.0, 'behaviour_novelty': 1.0}",True,[],0.733576046148355,1,0.26366964280568417,0.26286866742185344,0.32039015353229455,0.19798676162046275,0.8058312960696667,0.0199201422690702,0.25434091428406275,7.0,1.0,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0128,static_cross_sectional,"CSRank(Div(Sub($close,$high),Add(Abs($close),0.000001)))","CSRank(Div(Sub($close,$high),Add(Abs($close),0.000001)))",6eb1cfb1c69110b6255ce1ddc9b8aaf08716bf826e88b438cfcec6c97c276a98,6eb1cfb1c69110b6255ce1ddc9b8aaf08716bf826e88b438cfcec6c97c276a98,b1s/static_cross_sectional:fixed:0128,,fixed,frozen_nonadaptive,simple_nonlinear,raw_1min,static_cross_sectional:static_cross_sectional:simple_nonlinear,static_cross_sectional:static_cross_sectional:simple_nonlinear:raw_1min,"['close', 'high']",9200,,,development,static_cross_sectional,simple_nonlinear,7,9282927,root_sample,"{'a': 'close', 'b': 'high', 'window': 2, 'coefficient': 0.2}",allow,no blocked field/primitive combination detected,True,True,,-0.2380361094838871,0.23949118281761508,58,0.017241379310344827,0.11062947264826635,0.014526361422596099,0.20956444109559874,1.0,229,0.2589084205444292,0.019274733237708296,0.23210896911838116,True,0.1882056427170283,0.8627703143246825,4,337,"{'signal_quality': 0.20956444109559874, 'cost_adjusted_quality': 0.20891717004423765, 'turnover': 0.2589084205444292, 'worst_time_block_quality': 0.1882056427170283, 'stability': 0.8627703143246825, 'concentration': 0.019274733237708296, 'benchmark_increment': 0.20403588712040593, 'complexity': 7.0, 'behaviour_novelty': 0.5}",True,[],0.6661275398308331,1,0.20956444109559874,0.20891717004423765,0.2589084205444292,0.1882056427170283,0.8627703143246825,0.019274733237708296,0.20403588712040593,7.0,0.5,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0046,static_cross_sectional,"CSRank(Delta($ret_1m,2))","CSRank(Delta($ret_1m,2))",6739052c26e0f4a6f0ea3eae9df14c05cf0dd9ef120076871b985e3c4f94b9d2,6739052c26e0f4a6f0ea3eae9df14c05cf0dd9ef120076871b985e3c4f94b9d2,b1s/static_cross_sectional:fixed:0046,,fixed,frozen_nonadaptive,rank_change,raw_1min,static_cross_sectional:static_cross_sectional:rank_change,static_cross_sectional:static_cross_sectional:rank_change:raw_1min,['ret_1m'],9200,,,development,static_cross_sectional,rank_change,4,9282845,root_sample,"{'a': 'ret_1m', 'b': 'open', 'window': 2, 'coefficient': 0.1}",allow,no blocked field/primitive combination detected,True,True,,-0.15310169205531476,0.15721332710049335,58,0.05172413793103448,0.08997814035814596,0.011814708645779584,0.12994486310958678,0.991701244813278,255,0.34456962782044587,0.02749042180847563,0.14805051693878699,True,0.1042365762740736,0.8096978758482838,4,334,"{'signal_quality': 0.12994486310958678, 'cost_adjusted_quality': 0.12908343904003566, 'turnover': 0.34456962782044587, 'worst_time_block_quality': 0.1042365762740736, 'stability': 0.8096978758482838, 'concentration': 0.02749042180847563, 'benchmark_increment': 0.11997743494081177, 'complexity': 4.0, 'behaviour_novelty': 0.5}",True,[],0.49006783063270604,1,0.12994486310958678,0.12908343904003566,0.34456962782044587,0.1042365762740736,0.8096978758482838,0.02749042180847563,0.11997743494081177,4.0,0.5,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0034,static_cross_sectional,"CSRank(Delta($vwap,2))","CSRank(Delta($vwap,2))",0fde2345c0af85cf5f763648abf0411c1f4785d2a9f993362aaba5686c0a3482,0fde2345c0af85cf5f763648abf0411c1f4785d2a9f993362aaba5686c0a3482,b1s/static_cross_sectional:fixed:0034,,fixed,frozen_nonadaptive,rank_change,raw_1min,static_cross_sectional:static_cross_sectional:rank_change,static_cross_sectional:static_cross_sectional:rank_change:raw_1min,['vwap'],9200,,,development,static_cross_sectional,rank_change,4,9282833,root_sample,"{'a': 'vwap', 'b': 'open', 'window': 2, 'coefficient': 0.1}",allow,no blocked field/primitive combination detected,True,True,,-0.07715670423525987,0.1000704832243118,58,0.1896551724137931,0.09455687631930518,0.012415926131845934,0.05282148901684185,0.9690813739050254,1719,0.23467710504390923,0.020269972625298907,0.07290931098115461,True,0.041118190602721955,0.7013995205702497,4,77,"{'signal_quality': 0.05282148901684185, 'cost_adjusted_quality': 0.05223479625423207, 'turnover': 0.23467710504390923, 'worst_time_block_quality': 0.041118190602721955, 'stability': 0.7013995205702497, 'concentration': 0.020269972625298907, 'benchmark_increment': 0.04483622898317939, 'complexity': 4.0, 'behaviour_novelty': 0.25}",True,[],0.24464544249627554,1,0.05282148901684185,0.05223479625423207,0.23467710504390923,0.041118190602721955,0.7013995205702497,0.020269972625298907,0.04483622898317939,4.0,0.25,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0037,static_cross_sectional,CSRank($volume),CSRank($volume),00dea168c70e20b9349443e524dcfd92213775975b2aea7d7330ea74221aac3e,00dea168c70e20b9349443e524dcfd92213775975b2aea7d7330ea74221aac3e,b1s/static_cross_sectional:fixed:0037,,fixed,frozen_nonadaptive,rank_level,raw_1min,static_cross_sectional:static_cross_sectional:rank_level,static_cross_sectional:static_cross_sectional:rank_level:raw_1min,['volume'],9200,,,development,static_cross_sectional,rank_level,3,9282836,root_sample,"{'a': 'volume', 'b': 'open', 'window': 2, 'coefficient': 0.1}",allow,no blocked field/primitive combination detected,True,True,,-0.07232005011750856,0.11152612414990914,59,0.2711864406779661,0.11916587664238792,0.01551407570614768,0.0419124617334591,1.0,275,0.18059212655902634,0.027376353684238987,0.07112459505095911,True,0.045798443243814775,0.4822094091628075,4,129,"{'signal_quality': 0.0419124617334591, 'cost_adjusted_quality': 0.04146098141706153, 'turnover': 0.18059212655902634, 'worst_time_block_quality': 0.045798443243814775, 'stability': 0.4822094091628075, 'concentration': 0.027376353684238987, 'benchmark_increment': 0.043051513052983895, 'complexity': 3.0, 'behaviour_novelty': 0.1}",True,[],0.19920581390111317,1,0.0419124617334591,0.04146098141706153,0.18059212655902634,0.045798443243814775,0.4822094091628075,0.027376353684238987,0.043051513052983895,3.0,0.1,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0026,static_cross_sectional,"CSRank(Delta($low,2))","CSRank(Delta($low,2))",55f05381d678dfca978f0053cac461ccecb68d86b01521f76a476dc7516608f4,55f05381d678dfca978f0053cac461ccecb68d86b01521f76a476dc7516608f4,b1s/static_cross_sectional:fixed:0026,,fixed,frozen_nonadaptive,rank_change,raw_1min,static_cross_sectional:static_cross_sectional:rank_change,static_cross_sectional:static_cross_sectional:rank_change:raw_1min,['low'],9200,,,development,static_cross_sectional,rank_change,4,9282825,root_sample,"{'a': 'low', 'b': 'open', 'window': 2, 'coefficient': 0.05}",allow,no blocked field/primitive combination detected,True,True,,-0.0671440033943774,0.08981928598881385,58,0.22413793103448276,0.09215216239849844,0.012100171724856685,0.0434276668136583,0.991701244813278,287,0.2072440090702923,0.026057247165285492,0.06492876909737695,True,0.02138174842229423,0.5578694044091908,4,51,"{'signal_quality': 0.0434276668136583, 'cost_adjusted_quality': 0.042909556790982566, 'turnover': 0.2072440090702923, 'worst_time_block_quality': 0.02138174842229423, 'stability': 0.5578694044091908, 'concentration': 0.026057247165285492, 'benchmark_increment': 0.036855687099401735, 'complexity': 4.0, 'behaviour_novelty': 0.3333333333333333}",True,[],0.19266635539110274,2,0.0434276668136583,0.042909556790982566,0.2072440090702923,0.02138174842229423,0.5578694044091908,0.026057247165285492,0.036855687099401735,4.0,0.3333333333333333,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0232,static_cross_sectional,"CSRank(Div(Sub($volume,$low),Add(Abs($volume),0.000001)))","CSRank(Div(Sub($volume,$low),Add(Abs($volume),0.000001)))",2fced2e6fc22f166ae3297e7dc912887e153112cb3078c29fd0b4bac3dcf31e9,2fced2e6fc22f166ae3297e7dc912887e153112cb3078c29fd0b4bac3dcf31e9,b1s/static_cross_sectional:fixed:0232,,fixed,frozen_nonadaptive,simple_nonlinear,raw_1min,static_cross_sectional:static_cross_sectional:simple_nonlinear,static_cross_sectional:static_cross_sectional:simple_nonlinear:raw_1min,"['low', 'volume']",9200,,,development,static_cross_sectional,simple_nonlinear,7,9283031,root_sample,"{'a': 'volume', 'b': 'low', 'window': 2, 'coefficient': 0.05}",allow,no blocked field/primitive combination detected,True,True,,-0.06116012788569911,0.10007046439785831,59,0.3220338983050847,0.1087944477326417,0.014163830671072786,0.03339901977039646,1.0,155,0.16467616710247562,0.027490421819553013,0.060149147049361584,True,0.04255497668618719,0.6169911670947572,4,338,"{'signal_quality': 0.03339901977039646, 'cost_adjusted_quality': 0.03298732935264027, 'turnover': 0.16467616710247562, 'worst_time_block_quality': 0.04255497668618719, 'stability': 0.6169911670947572, 'concentration': 0.027490421819553013, 'benchmark_increment': 0.03207606505138637, 'complexity': 7.0, 'behaviour_novelty': 0.3333333333333333}",True,[],0.19428990906019705,4,0.03339901977039646,0.03298732935264027,0.16467616710247562,0.04255497668618719,0.6169911670947572,0.027490421819553013,0.03207606505138637,7.0,0.3333333333333333,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0124,static_cross_sectional,"CSRank(Div(Sub($low,$high),Add(Abs($low),0.000001)))","CSRank(Div(Sub($low,$high),Add(Abs($low),0.000001)))",daa9c2cf0643599b7bb05e9bb1ca2c137c810bdec2db5a533ac33ad18fbc78ef,daa9c2cf0643599b7bb05e9bb1ca2c137c810bdec2db5a533ac33ad18fbc78ef,b1s/static_cross_sectional:fixed:0124,,fixed,frozen_nonadaptive,simple_nonlinear,raw_1min,static_cross_sectional:static_cross_sectional:simple_nonlinear,static_cross_sectional:static_cross_sectional:simple_nonlinear:raw_1min,"['high', 'low']",9200,,,development,static_cross_sectional,simple_nonlinear,7,9282923,root_sample,"{'a': 'low', 'b': 'high', 'window': 2, 'coefficient': 0.2}",allow,no blocked field/primitive combination detected,True,True,,0.06031725668847235,0.10060349461229598,58,0.7413793103448276,0.10206100035845232,0.01340126589116324,0.0340507755417924,1.0,275,0.19304430298946465,0.019514395559971632,0.05881534654706573,True,0.047985140054789044,0.7632212253734914,4,336,"{'signal_quality': 0.0340507755417924, 'cost_adjusted_quality': 0.03356816478431874, 'turnover': 0.19304430298946465, 'worst_time_block_quality': 0.047985140054789044, 'stability': 0.7632212253734914, 'concentration': 0.019514395559971632, 'benchmark_increment': 0.03074226454909051, 'complexity': 7.0, 'behaviour_novelty': 0.5}",True,[],0.22195145972271416,2,0.0340507755417924,0.03356816478431874,0.19304430298946465,0.047985140054789044,0.7632212253734914,0.019514395559971632,0.03074226454909051,7.0,0.5,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
b1s_static_cross_sectional_0228,static_cross_sectional,"CSRank(Div(Sub($vwap,$low),Add(Abs($vwap),0.000001)))","CSRank(Div(Sub($vwap,$low),Add(Abs($vwap),0.000001)))",1b0c477c2cf34b52bd139d4e18c8d3e44db828ee50bb4fa1450dfcf7eadbfeb2,1b0c477c2cf34b52bd139d4e18c8d3e44db828ee50bb4fa1450dfcf7eadbfeb2,b1s/static_cross_sectional:fixed:0228,,fixed,frozen_nonadaptive,simple_nonlinear,raw_1min,static_cross_sectional:static_cross_sectional:simple_nonlinear,static_cross_sectional:static_cross_sectional:simple_nonlinear:raw_1min,"['low', 'vwap']",9200,,,development,static_cross_sectional,simple_nonlinear,7,9283027,root_sample,"{'a': 'vwap', 'b': 'low', 'window': 2, 'coefficient': 0.05}",allow,no blocked field/primitive combination detected,True,True,,-0.05359831867001615,0.08325203792799762,59,0.2711864406779661,0.08895250821499144,0.011580630173522524,0.030900283529912007,0.9861687413554634,1126,0.2606269736776892,0.019920142276047683,0.05198325708548802,True,0.03734339247118866,0.5349890347991575,4,345,"{'signal_quality': 0.030900283529912007, 'cost_adjusted_quality': 0.030248716095717783, 'turnover': 0.2606269736776892, 'worst_time_block_quality': 0.03734339247118866, 'stability': 0.5349890347991575, 'concentration': 0.019920142276047683, 'benchmark_increment': 0.023910175087512798, 'complexity': 7.0, 'behaviour_novelty': 1.0}",True,[],0.2001840267584606,2,0.030900283529912007,0.030248716095717783,0.2606269736776892,0.03734339247118866,0.5349890347991575,0.019920142276047683,0.023910175087512798,7.0,1.0,,,,FROZEN_RESEARCH_ONLY_NO_PROMOTION,False,False
