expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision,phase3bm_blocker_flags,phase3bm_decision
b68c515d47ec76c97d51f2db,phase3bj_large_1min_009813,3,pure_fresh_cross,close|m1_first30_vwap|vwap,"CSRank(Sub(ZScore(Div(Std($close,20),Add(Abs(Mean($close,20)),0.000001))),ZScore(Div(Sub($m1_first30_vwap,$vwap),Add(Abs($vwap),0.000001)))))",30,16,-0.05655263242,0.1032253341,0.288576555,-6.009974225e-05,0.002037757594,0.45215311,-0.05287668442,-0.04764836074,0.7369090727,9145,1058182,1238882,-1,30,0.05655263242,6.009974225e-05,,bl_signal_materialized_pass,direction_adjusted_signal_crowding_ge_0.70,bm_crowded_sibling_or_watch
c32780d6a803e8a4944e7918,phase3bj_large_1min_001478,4,opening_vwap_residual,close|m1_first30_vwap,"CSRank(Div(Sub($m1_first30_vwap,$close),Add(Abs($close),0.000001)))",5,16,0.06043644284,0.1021195278,0.7083333333,0.0001085388469,0.00095230228,0.6086309524,0.03142698865,0.004333864792,0.7633653592,2349,1089153,1238882,1,5,0.06043644284,0.0001085388469,,bl_signal_materialized_pass,direction_adjusted_signal_crowding_ge_0.70,bm_crowded_sibling_or_watch
