source_table,source_field,development_safe_non_null,development_safe_missing,scan_status
profit_sheet_report_em,EARNED_PREMIUM_YOY,600,269043,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_NETPROFIT_BALANCE,31212,238431,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_NETPROFIT_BALANCE_YOY,1351,268292,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_NETPROFIT_OTHER,135,269508,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_NETPROFIT_OTHER_YOY,4,269639,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_TCI_BALANCE,27741,241902,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_TCI_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_TP_OTHER,20410,249233,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EFFECT_TP_OTHER_YOY,57,269586,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EXCHANGE_INCOME,8908,260735,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EXCHANGE_INCOME_YOY,5695,263948,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EXTRACT_INSURANCE_RESERVE,298,269345,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EXTRACT_INSURANCE_RESERVE_YOY,276,269367,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EXTRACT_UNEXPIRE_RESERVE,292,269351,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EXTRACT_UNEXPIRE_RESERVE_YOY,270,269373,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FAIRVALUE_CHANGE,307,269336,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FAIRVALUE_CHANGE_INCOME,83206,186437,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FAIRVALUE_CHANGE_INCOME_YOY,59157,210486,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FAIRVALUE_CHANGE_YOY,286,269357,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FEE_COMMISSION_EXPENSE,6637,263006,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FEE_COMMISSION_EXPENSE_YOY,4229,265414,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FEE_COMMISSION_INCOME,6668,262975,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FEE_COMMISSION_INCOME_YOY,4138,265505,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FEE_COMMISSION_NI,4918,264725,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FEE_COMMISSION_NI_YOY,4461,265182,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FE_INTEREST_EXPENSE,107839,161804,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FE_INTEREST_EXPENSE_YOY,86246,183397,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FE_INTEREST_INCOME,118285,151358,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FE_INTEREST_INCOME_YOY,97922,171721,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FINANCE_ADVISER_NI,217,269426,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FINANCE_ADVISER_NI_YOY,85,269558,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FINANCE_EXPENSE,260639,9004,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FINANCE_EXPENSE_YOY,239298,30345,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FINANCE_OCI_AMT,1450,268193,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FINANCE_OCI_AMT_YOY,322,269321,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FUND_MANAGE_NI,222,269421,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FUND_MANAGE_NI_YOY,84,269559,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FUND_SALE_NI,326,269317,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,FUND_SALE_NI_YOY,2,269641,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,HMI_AFA,479,269164,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,HMI_AFA_YOY,34,269609,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INCOME_TAX,259594,10049,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INCOME_TAX_YOY,235625,34018,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INSURANCE_INCOME,313,269330,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INSURANCE_INCOME_YOY,291,269352,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INTEREST_EXPENSE,6645,262998,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INTEREST_EXPENSE_YOY,4115,265528,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INTEREST_INCOME,8407,261236,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INTEREST_INCOME_YOY,5681,263962,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INTEREST_NI,4918,264725,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INTEREST_NI_YOY,4463,265180,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INVESTBANK_FEE_NI,629,269014,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INVESTBANK_FEE_NI_YOY,448,269195,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INVEST_INCOME,217401,52242,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INVEST_INCOME_YOY,186473,83170,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INVEST_JOINT_INCOME,114183,155460,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,INVEST_JOINT_INCOME_YOY,95132,174511,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MANAGE_EXPENSE,260631,9012,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MANAGE_EXPENSE_YOY,239304,30339,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ME_RESEARCH_EXPENSE,30,269613,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ME_RESEARCH_EXPENSE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MINORITY_INTEREST,201483,68160,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MINORITY_INTEREST_YOY,179114,90529,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MINORITY_OCI,32771,236872,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MINORITY_OCI_YOY,24802,244841,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MINORITY_TCI,163877,105766,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,MINORITY_TCI_YOY,142180,127463,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NETPROFIT,268135,1508,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NETPROFIT_BALANCE,113,269530,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NETPROFIT_BALANCE_YOY,5,269638,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NETPROFIT_OTHER,314,269329,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NETPROFIT_OTHER_YOY,87,269556,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NETPROFIT_YOY,246573,23070,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NET_COMPENSATE_EXPENSE,3707,265936,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NET_COMPENSATE_EXPENSE_YOY,59,269584,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NET_CONTRACT_RESERVE,23690,245953,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NET_CONTRACT_RESERVE_YOY,531,269112,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NET_EXPOSURE_INCOME,1229,268414,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NET_EXPOSURE_INCOME_YOY,57,269586,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONBUSINESS_EXPENSE,256336,13307,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONBUSINESS_EXPENSE_YOY,229712,39931,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONBUSINESS_INCOME,257651,11992,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONBUSINESS_INCOME_YOY,232152,37491,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONCURRENT_DISPOSAL_INCOME,21009,248634,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONCURRENT_DISPOSAL_INCOME_YOY,10846,258797,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONCURRENT_DISPOSAL_LOSS,57921,211722,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NONCURRENT_DISPOSAL_LOSS_YOY,41355,228288,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,NOTICE_DATE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OCI_BALANCE,91,269552,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OCI_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OCI_OTHER,105,269538,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OCI_OTHER_YOY,3,269640,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_COST,260544,9099,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_COST_YOY,238962,30681,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_EXPENSE,5407,264236,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_EXPENSE_BALANCE,2395,267248,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_EXPENSE_BALANCE_YOY,16,269627,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_EXPENSE_OTHER,957,268686,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_EXPENSE_OTHER_YOY,353,269290,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_EXPENSE_YOY,4935,264708,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_INCOME,268015,1628,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_INCOME_BALANCE,4430,265213,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_INCOME_BALANCE_YOY,65,269578,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_INCOME_OTHER,846,268797,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_INCOME_OTHER_YOY,135,269508,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_INCOME_YOY,246255,23388,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_PROFIT,268858,785,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_PROFIT_BALANCE,221153,48490,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_PROFIT_BALANCE_YOY,25005,244638,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_PROFIT_OTHER,1196,268447,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_PROFIT_OTHER_YOY,55,269588,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_PROFIT_YOY,246593,23050,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_TAX_ADD,264190,5453,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPERATE_TAX_ADD_YOY,241843,27800,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OPINION_TYPE,84089,185554,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ORG_CODE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ORG_TYPE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OSOPINION_TYPE,5,269638,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHERRIGHT_FAIRVALUE_CHANGE,19910,249733,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,13219,256424,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_BUSINESS_COST,4418,265225,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_BUSINESS_COST_YOY,3798,265845,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_BUSINESS_INCOME,5577,264066,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_BUSINESS_INCOME_YOY,4701,264942,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_COMPRE_INCOME,112599,157044,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_COMPRE_INCOME_YOY,93855,175788,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_INCOME,124673,144970,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,OTHER_INCOME_YOY,103246,166397,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_NETPROFIT,269528,115,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_NETPROFIT_YOY,247185,22458,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_OCI,94141,175502,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_OCI_BALANCE,91,269552,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_OCI_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_OCI_OTHER,97,269546,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_OCI_OTHER_YOY,2,269641,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_OCI_YOY,77732,191911,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_TCI,213188,56455,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PARENT_TCI_YOY,190947,78696,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,POLICY_BONUS_EXPENSE,2088,267555,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,POLICY_BONUS_EXPENSE_YOY,258,269385,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PRECOMBINE_PROFIT,2192,267451,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PRECOMBINE_PROFIT_YOY,353,269290,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PRECOMBINE_TCI,74,269569,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,PRECOMBINE_TCI_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RECOMMEND_NI,360,269283,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RECOMMEND_NI_YOY,26,269617,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REINSURE_EXPENSE,2049,267594,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REINSURE_EXPENSE_YOY,175,269468,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REINSURE_INCOME,209,269434,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REINSURE_INCOME_YOY,183,269460,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REINSURE_PREMIUM,292,269351,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REINSURE_PREMIUM_YOY,270,269373,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REPORT_DATE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REPORT_DATE_NAME,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,REPORT_TYPE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RESEARCH_EXPENSE,112518,157125,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RESEARCH_EXPENSE_YOY,92788,176855,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RIGHTLAW_ABLE_OCI,14454,255189,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RIGHTLAW_ABLE_OCI_YOY,9838,259805,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RIGHTLAW_UNABLE_OCI,3908,265735,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,RIGHTLAW_UNABLE_OCI_YOY,1469,268174,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SALE_EXPENSE,254014,15629,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SALE_EXPENSE_YOY,232141,37502,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SECUCODE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SECURITY_CODE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SECURITY_NAME_ABBR,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SECURITY_TYPE_CODE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SECURITY_UNDERWRITE_NI,2294,267349,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SECURITY_UNDERWRITE_NI_YOY,2112,267531,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SETUP_PROFIT_CHANGE,5092,264551,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SETUP_PROFIT_CHANGE_YOY,2810,266833,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SURRENDER_VALUE,2128,267515,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,SURRENDER_VALUE_YOY,292,269351,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TCI_BALANCE,27717,241926,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TCI_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TCI_OTHER,129,269514,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TCI_OTHER_YOY,42,269601,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOC_OTHER,20778,248865,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOC_OTHER_YOY,121,269522,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOI_OTHER,631,269012,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOI_OTHER_YOY,29,269614,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_COMPRE_INCOME,216757,52886,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_COMPRE_INCOME_YOY,194783,74860,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_OPERATE_COST,261157,8486,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_OPERATE_COST_YOY,239532,30111,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_OPERATE_INCOME,263933,5710,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_OPERATE_INCOME_YOY,241845,27798,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_PROFIT,269334,309,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_PROFIT_BALANCE,223272,46371,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_PROFIT_BALANCE_YOY,12713,256930,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,TOTAL_PROFIT_YOY,247117,22526,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNABLE_OCI,25104,244539,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNABLE_OCI_BALANCE,2,269641,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNABLE_OCI_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNABLE_OCI_OTHER,1154,268489,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNABLE_OCI_OTHER_YOY,309,269334,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNABLE_OCI_YOY,16198,253445,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNCONFIRM_INVEST_LOSS,2468,267175,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNCONFIRM_INVEST_LOSS_YOY,1370,268273,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNINSURANCE_CE,66,269577,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNINSURANCE_CE_YOY,61,269582,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNINSURANCE_CI,66,269577,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNINSURANCE_CI_YOY,61,269582,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNINSURANCE_CNI,84,269559,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UNINSURANCE_CNI_YOY,61,269582,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,UPDATE_DATE,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ingest_time_utc,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,source_code6,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,source_dataset,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,source_em,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,source_family,269643,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,source_file,269643,0,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ACCEPT_INVEST_CASH,97813,161424,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ACCEPT_INVEST_CASH_YOY,49917,209320,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ACCOUNTS_RECE_ADD,184,259053,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ACCOUNTS_RECE_ADD_YOY,22,259215,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ACCRUED_EXPENSE_ADD,17079,242158,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ACCRUED_EXPENSE_ADD_YOY,11932,247305,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ADD_PLEDGE_TIMEDEPOSITS,100,259137,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ADD_PLEDGE_TIMEDEPOSITS_YOY,58,259179,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,AFA_REDUCE,144,259093,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,AFA_REDUCE_YOY,56,259181,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ASSET_IMPAIRMENT,130888,128349,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ASSET_IMPAIRMENT_YOY,114460,144777,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ASSIGN_DIVIDEND_PORFIT,240677,18560,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ASSIGN_DIVIDEND_PORFIT_YOY,214049,45188,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_LEND_ADD,56,259181,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_LEND_ADD_YOY,12,259225,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_LEND_REDUCE,71,259166,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_LEND_REDUCE_YOY,30,259207,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_REPO_ADD,70,259167,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_REPO_ADD_YOY,24,259213,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_REPO_REDUCE,55,259182,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_REPO_REDUCE_YOY,15,259222,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_RESALE_ADD,55,259182,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_RESALE_ADD_YOY,14,259223,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_RESALE_REDUCE,70,259167,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BANKSECURITY_RESALE_REDUCE_YOY,28,259209,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BEGIN_CASH,142843,116394,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BEGIN_CASH_EQUIVALENTS,7709,251528,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BEGIN_CASH_EQUIVALENTS_YOY,2535,256702,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BEGIN_CASH_YOY,127309,131928,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BEGIN_CCE,235154,24083,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BEGIN_CCE_YOY,213623,45614,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BOND_INTEREST_EXPENSE,845,258392,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BOND_INTEREST_EXPENSE_YOY,727,258510,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_FUND_ADD,6013,253224,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_FUND_ADD_YOY,1457,257780,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_FUND_REDUCE,1482,257755,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_FUND_REDUCE_YOY,436,258801,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_REPO_ADD,1625,257612,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_REPO_ADD_YOY,1097,258140,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BORROW_REPO_REDUCE,1040,258197,DEVELOPMENT_ONLY_COMPLETE
