access_roles,adaptive_descendant_cap,adaptive_exhausted_arms,adaptive_state_persisted,admission,behavior_identity,candidate_id,canonical_expression,canonical_identity,claimed_state_field_id,condition_field_ids,cost_adjusted_reward,declared_field_ids,development_increment_positive,episode_policy,event_tier,exact_identity,exposure_ledger_required,expression,field_ids,forbidden_read_count,frozen_mechanism_id,generator_version,is_matched_control,legal,market_vote_policy,matched_control_id,matched_increment,maturity_contract_registered,maturity_rule,operator_family,operator_paths,parent_id,positive_time_blocks,proposal_origin,rank_ic_hit_rate,rank_ic_mean,representation_ids,requires_intrabar_order,reward,route_id,seed,seed_set,source_field_ids,state_source_expression,state_support_unit,strict,support,support_unit,support_units,survivor,tier_c_descendants_allowed,top_symbol_share,turnover,typed_route_decision,typed_route_reason,typed_route_rejection_code,uses_future_revision,vote_policy
['development'],,,,False,7a1f1bd00b05445fe25bc8ec,uc_minute_static_1729_00005,"CSRank(Add(ZScore($vwap),ZScore($amount_yuan)))",d02b41242ffab90559822cf964aa1e75fd36553c3ef8e9e25296e4681d5e9811,,[],-0.04072998163288872,"['vwap', 'amount_yuan']",False,,,fe9759df9329d3626c0385e207029c52f21f4ef3ab30d8501728adc146b92a57,True,"CSRank(Add(ZScore($vwap),ZScore($amount_yuan)))","['amount_yuan', 'vwap']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_1729_00005_control,-0.007207740930400712,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,1,registry_root,0.375,-0.040478986499795276,"['cn.rep.2b9fb566603b549f272e5b36364ea811', 'cn.rep.83d251a9f86f7e4fec75b8902aaa881b']",False,-0.04072998163288872,MINUTE_STATIC,1729,seed_a,"['cn.sf.dceb5c19b0a46f64c4a2954cf5620c18', 'cn.sf.b4279506efdad23a752311a627c7060d']",,,False,4547,stock-minute cross-section,8,False,,0.0017594018033868484,0.10039805323737634,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,59f0fe64e86cdbe616c36466,uc_minute_static_1729_00005_control,CSRank($vwap),ad3260242cc60aa9493700cdaa8f533a5be5b463f03a583e6e90411863c705c1,,[],-0.03352224070248801,"['vwap', 'amount_yuan']",False,,,f3150c011a7c8def6f9a42d3093a9c6db31d3759764776b15669c851e182788b,True,CSRank($vwap),"['amount_yuan', 'vwap']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_1729_00005,,False,bar_close,Arithmetic,['root:CSRank'],,1,matched_control,0.375,-0.033465506795146385,"['cn.rep.2b9fb566603b549f272e5b36364ea811', 'cn.rep.83d251a9f86f7e4fec75b8902aaa881b']",False,-0.03352224070248801,MINUTE_STATIC,1729,seed_a,"['cn.sf.dceb5c19b0a46f64c4a2954cf5620c18', 'cn.sf.b4279506efdad23a752311a627c7060d']",,,False,4547,stock-minute cross-section,8,False,,0.0017594018033868484,0.022693562936647527,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,True,ed4e54426dca8949621b80c2,uc_minute_static_1729_00006,"CSRank(Add(ZScore($pct_chg),ZScore($volume)))",c269379e036fef361c74dad38ebebd6718efd98864ae759f167537a10e3d1e11,,[],-0.15599726484328966,"['pct_chg', 'volume']",True,,,9cf87790c0f2991848bd06eca5930efe610e3061eb1c27db6b763af0b91cf54c,True,"CSRank(Add(ZScore($pct_chg),ZScore($volume)))","['pct_chg', 'volume']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_1729_00006_control,0.06796854362804738,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,0,registry_root,0.005494505494505495,-0.15527411305803218,"['cn.rep.ff25d250e767d497a03a512194193e34', 'cn.rep.37586cc1d0f15ac15e1af9daacc3df48']",False,-0.15599726484328966,MINUTE_STATIC,1729,seed_a,"['cn.sf.e175250817b067c80c690ce8e2ea6e72', 'cn.sf.b3b8dd2f68bd26ca55a68c5e2e0561f4']",,,True,3697890,stock-minute cross-section,728,False,,0.0001968690253090276,0.28926071410298787,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,True,3eb91bdd6c4ddcb2cb6a4da1,uc_minute_static_1729_00006_control,CSRank($pct_chg),d085f8c673abfb13708308341b14c66008e9234b5f47597d303f68da7f4a0318,,[],-0.22396580847133704,"['pct_chg', 'volume']",False,,,960245e249c981d5dd4e3736ee99b6d6f34013a7180b342ccb419fff2113437c,True,CSRank($pct_chg),"['pct_chg', 'volume']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_1729_00006,,False,bar_close,Arithmetic,['root:CSRank'],,0,matched_control,0.004120879120879121,-0.22316747763527253,"['cn.rep.ff25d250e767d497a03a512194193e34', 'cn.rep.37586cc1d0f15ac15e1af9daacc3df48']",False,-0.22396580847133704,MINUTE_STATIC,1729,seed_a,"['cn.sf.e175250817b067c80c690ce8e2ea6e72', 'cn.sf.b3b8dd2f68bd26ca55a68c5e2e0561f4']",,,True,3704870,stock-minute cross-section,728,False,,0.00019649812274114882,0.3193323344258031,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,False,9ee71f48fd3a856d38308670,uc_minute_static_1729_00007,"CSRank(Add(ZScore($intraday_ret_from_open),ZScore($open)))",1595851363c177f37df15a838127fe2e7ae3bff61854101cccdc5c261892bef9,,[],-0.03544186404810637,"['intraday_ret_from_open', 'open']",False,,,3ec66f38132c56143c30b704c3ba86c99be35b5b7784a779a224e6df6cd52739,True,"CSRank(Add(ZScore($intraday_ret_from_open),ZScore($open)))","['intraday_ret_from_open', 'open']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_minute_static_1729_00007_control,-0.02155386300320083,False,bar_close,Arithmetic,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[0]:ZScore', 'root.CSRank[0].Add[1]:ZScore']",,2,registry_root,0.375,-0.035091524737367194,"['cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae', 'cn.rep.362dc88da85c2046f132f83ef9d76bc8']",False,-0.03544186404810637,MINUTE_STATIC,1729,seed_a,"['cn.sf.55ec8d1cbad581839da568b8db129b18', 'cn.sf.0fddf97283d443a785620454f62c6abd']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.140135724295671,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,509513e7a585ab2875bca01a,uc_minute_static_1729_00007_control,CSRank($intraday_ret_from_open),01ec32e67bcdce43d8a6346c4ea01ac9bf07a97d6c3b59fecd254d4b317763d8,,[],-0.013888001044905538,"['intraday_ret_from_open', 'open']",False,,,774667eb73cee7386e496c3e0a76c4906c20b224562c2410736d1d74718ee3eb,True,CSRank($intraday_ret_from_open),"['intraday_ret_from_open', 'open']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_minute_static_1729_00007,,False,bar_close,Arithmetic,['root:CSRank'],,1,matched_control,0.5,-0.013383022955332793,"['cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae', 'cn.rep.362dc88da85c2046f132f83ef9d76bc8']",False,-0.013888001044905538,MINUTE_STATIC,1729,seed_a,"['cn.sf.55ec8d1cbad581839da568b8db129b18', 'cn.sf.0fddf97283d443a785620454f62c6abd']",,,False,4592,stock-minute cross-section,8,False,,0.0017421602787456446,0.20199123582909798,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,False,99afa6916a2b4f604cfb10e2,uc_firstn_path_1733_00000,"CSRank(Add($m1_first15_bars,Sign(Delta($pct_chg,5))))",28c755d2840e841e20f545812c5e1364920eb6d07f1ce67af285b80536d4a963,,[],-0.05441259521712387,"['m1_first15_bars', 'pct_chg']",False,,,08fa047116fb4693fd736f733770d2f8b5e389bde3c9a1df74523161857c916e,True,"CSRank(Add($m1_first15_bars,Sign(Delta($pct_chg,5))))","['m1_first15_bars', 'pct_chg']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_firstn_path_1733_00000_control,nan,False,firstN end timestamp,SignedPath,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[1]:Sign', 'root.CSRank[0].Add[1].Sign[0]:Delta']",,1,registry_root,0.25,-0.05366903784989924,"['cn.rep.cb3a176ac889b234ad004bd27bd64764', 'cn.rep.ff25d250e767d497a03a512194193e34']",False,-0.05441259521712387,FIRSTN_PATH,1733,seed_a,"['cn.sf.ae498b3396af7de21385c5242da24be9', 'cn.sf.e175250817b067c80c690ce8e2ea6e72']",,,False,2296,stock-session after firstN maturity,4,False,,0.0017421602787456446,0.297422946889853,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,6258a12a9645a78f8ad0cbd1,uc_firstn_path_1733_00000_control,CSRank($m1_first15_bars),c9c172a0fc4d6472cb6a69d5d32c26d37b3d64f405859cdce4b6d4df4adb136f,,[],nan,"['m1_first15_bars', 'pct_chg']",False,,,9fcc2d66cfe1f0b8af3e7a722e34110251dfbee55735c43a9e14daa40593a0c9,True,CSRank($m1_first15_bars),"['m1_first15_bars', 'pct_chg']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_firstn_path_1733_00000,,False,firstN end timestamp,SignedPath,['root:CSRank'],,0,matched_control,nan,nan,"['cn.rep.cb3a176ac889b234ad004bd27bd64764', 'cn.rep.ff25d250e767d497a03a512194193e34']",False,nan,FIRSTN_PATH,1733,seed_a,"['cn.sf.ae498b3396af7de21385c5242da24be9', 'cn.sf.e175250817b067c80c690ce8e2ea6e72']",,,False,2296,stock-session after firstN maturity,0,False,,0.0017421602787456446,1.2022864393002242e-05,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,True,25c4bcae06148e7214d67aa4,uc_firstn_path_1733_00001,"CSRank(Add($m1_first5_amount,Sign(Delta($intraday_ret_from_open,5))))",3c16296c4fb9b1675cf9823af0d124437c11e8a8784746d4265983c720d68f9e,,[],-0.018034623193147754,"['m1_first5_amount', 'intraday_ret_from_open']",False,,,b2841ba1f3df744a1ed9c822a2940bf83b041391b11c37e70ca1d4ea7ddf63c7,True,"CSRank(Add($m1_first5_amount,Sign(Delta($intraday_ret_from_open,5))))","['intraday_ret_from_open', 'm1_first5_amount']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_firstn_path_1733_00001_control,0.0,False,firstN end timestamp,SignedPath,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[1]:Sign', 'root.CSRank[0].Add[1].Sign[0]:Delta']",,2,registry_root,0.5,-0.017440530016456467,"['cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae', 'cn.rep.e974632e9bbd0f3f7b70e94d2322bbeb']",False,-0.018034623193147754,FIRSTN_PATH,1733,seed_a,"['cn.sf.55ec8d1cbad581839da568b8db129b18', 'cn.sf.b85e7c60e6103ff84a0b858046d66817']",,,False,2296,stock-session after firstN maturity,4,False,,0.0017421602787456446,0.23763727067651452,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,True,25c4bcae06148e7214d67aa4,uc_firstn_path_1733_00001_control,CSRank($m1_first5_amount),bb967e58702df3c44433396907e644eb2ffb428816a5e712babd23fff9c64797,,[],-0.018034623193147754,"['m1_first5_amount', 'intraday_ret_from_open']",False,,,5b28d53bf504184832b6a6ca58124cc8e91e4d28cb45df5cb219eb3b94f9ac88,True,CSRank($m1_first5_amount),"['intraday_ret_from_open', 'm1_first5_amount']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_firstn_path_1733_00001,,False,firstN end timestamp,SignedPath,['root:CSRank'],,2,matched_control,0.5,-0.017440530016456467,"['cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae', 'cn.rep.e974632e9bbd0f3f7b70e94d2322bbeb']",False,-0.018034623193147754,FIRSTN_PATH,1733,seed_a,"['cn.sf.55ec8d1cbad581839da568b8db129b18', 'cn.sf.b85e7c60e6103ff84a0b858046d66817']",,,False,2296,stock-session after firstN maturity,4,False,,0.0017421602787456446,0.23763727067651452,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
['development'],,,,False,51036ef7f8fffcdfed2fcbd2,uc_firstn_path_1733_00002,"CSRank(Add($m1_first15_vwap_return_vs_open,Sign(Delta($amount_yuan,5))))",eb5c80f1fdfc91ca544d468ec2949fd3e94f4edef5ee33fe08dfe941964b0a41,,[],0.0006828958169473667,"['m1_first15_vwap_return_vs_open', 'amount_yuan']",False,,,5de88eb7e154c17aa5b872f8dcac69ddfa646f1b18e34a3a899f89c50cb3c652,True,"CSRank(Add($m1_first15_vwap_return_vs_open,Sign(Delta($amount_yuan,5))))","['amount_yuan', 'm1_first15_vwap_return_vs_open']",0,,cn_unified_registry_driven_generator_v1,False,True,,uc_firstn_path_1733_00002_control,-0.009287178276470352,False,firstN end timestamp,SignedPath,"['root:CSRank', 'root.CSRank[0]:Add', 'root.CSRank[0].Add[1]:Sign', 'root.CSRank[0].Add[1].Sign[0]:Delta']",,2,registry_root,0.75,0.0014980798997563938,"['cn.rep.2b9fb566603b549f272e5b36364ea811', 'cn.rep.b07d969d67b884197a0dadbd92355ccb']",False,0.0006828958169473667,FIRSTN_PATH,1733,seed_a,"['cn.sf.dceb5c19b0a46f64c4a2954cf5620c18', 'cn.sf.d85236653b6ff387ad0f8166bad2b2da']",,,False,2293,stock-session after firstN maturity,4,False,,0.0017444395987788923,0.3260736331236108,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,ONE_SUPPORT_UNIT_ONE_VOTE
['development'],,,,False,96e47c6d5f8cdc3b5614aec6,uc_firstn_path_1733_00002_control,CSRank($m1_first15_vwap_return_vs_open),ca37bf0940b2b9e2a90cb2dfafe6559bb9242ca20f567f66aeaead6dd1baaef3,,[],0.009970074093417719,"['m1_first15_vwap_return_vs_open', 'amount_yuan']",False,,,c873e03b120df572d7f47d8fa60418c3dda62f3a68bb4a38e757a4ebd98c587f,True,CSRank($m1_first15_vwap_return_vs_open),"['amount_yuan', 'm1_first15_vwap_return_vs_open']",0,,cn_unified_registry_driven_generator_v1,True,True,,uc_firstn_path_1733_00002,,False,firstN end timestamp,SignedPath,['root:CSRank'],,2,matched_control,0.75,0.010754034795614043,"['cn.rep.2b9fb566603b549f272e5b36364ea811', 'cn.rep.b07d969d67b884197a0dadbd92355ccb']",False,0.009970074093417719,FIRSTN_PATH,1733,seed_a,"['cn.sf.dceb5c19b0a46f64c4a2954cf5620c18', 'cn.sf.d85236653b6ff387ad0f8166bad2b2da']",,,False,2293,stock-session after firstN maturity,4,False,,0.0017444395987788923,0.3135842808785295,ALLOW,"registry, PIT, unit, route, maturity, control and access contracts passed",,False,CONTROL_NO_SEPARATE_VOTE
