candidate_id,expression_hash,expression,generator_arm,generator_route,seed,round_id,parent_id,mutation_type,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,blocker_flags,phase3ca_proxy_quality,train_reward,train_reward_decision,train_reward_blockers,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0
phase3cp_00003,f935251770c9667bfc4d7cbd,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),5))),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,,rx_ucb_fresh/round1_scheduler_controlled,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,82d605af753316a0b5,87fee8d17c1e7d99c6,6311c4234f5c,0.03282,0.03282,0.545948,0.42,,0.2172444,-0.58857199,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.74853556,0.0,2.61859704,0.65726681
phase3cp_00002,fa31569138d684c28bd7dde3,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,,rx_ucb_fresh/round1_scheduler_controlled,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,6dfdc2653ce052bd27,0881b8b05eb644e6d5,9fcbc555e2eb,0.03492,0.03492,0.548888,0.42,,0.2244264,-0.64821192,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,0.19136249,0.57638889,-0.88452287,0.0
phase3cp_00008,d79ef720c2510971b68cb4e3,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9e96ab1433d465d733,b244beaf15854a7b91,5fa9d9e6c005,0.03752,0.03752,0.552528,0.48,,0.2333184,-0.84887634,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,-0.23255585,0.29948365,-0.99989144,0.0
phase3cp_00007,c70cc97d5c573accb984ae6f,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,,typed_ast_fresh/round1_scheduler_controlled,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,dd0cbfd4948290aab1,33b91cd228d05c4f76,6d9e26612dcc,0.03892,0.03892,0.554488,0.48,,0.2381064,-1.20816966,HOLD_TRAIN_REWARD,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,-0.06795041,0.15632184,-0.99865128,0.0
