field_token_id,field_uid,field_id,context,registry_present,route_compatible,representation_available,generator_exposed,generator_exposed_routes,materialization_status,information_status,information_qualified,core_pack_selected,blocker
cn.ft.27d5f2102e347bceb5e3004e,capability::chip_historical_low,chip_historical_low,CHIP_PLATE_STATE,True,False,True,False,,REGISTERED_TYPED_CAPABILITY,INFORMATION_CENSUS_LOW_INFORMATION,False,False,ROLE_BENCHMARK_ONLY_NOT_PAYLOAD_ELIGIBLE
cn.ft.2828744037c287001074ba17,source::cn_source::profit_sheet_report_em::NET_EXPOSURE_INCOME,profit_sheet_report_em.NET_EXPOSURE_INCOME,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2853ab817272b5de9da2ad4f,source::cn_source::balance_sheet_report_em::CURRENT_LIAB_OTHER_YOY,balance_sheet_report_em.CURRENT_LIAB_OTHER_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.28700c2b4785d8336fb6e6e3,source::cn_source::profit_sheet_report_em::PARENT_OCI_OTHER_YOY,profit_sheet_report_em.PARENT_OCI_OTHER_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.28918f0341304315478bb1ff,capability::fund_ba_accounts_rece_slope_at_disclosure,fund_ba_accounts_rece_slope_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.28b60b0917c158091af6c077,source::cn_source::cash_flow_sheet_report_em::TRADE_SETTLE_ADD,cash_flow_sheet_report_em.TRADE_SETTLE_ADD,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.28bff90b51068ac7d1731dce,source::cn_source::balance_sheet_report_em::NOTICE_DATE,balance_sheet_report_em.NOTICE_DATE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,SOURCE_METADATA_SIDECAR_ONLY,NOT_EVALUATED,False,False,METADATA_NOT_SEARCHABLE
cn.ft.28d11d50054680a6245fb3da,source::cn_source::balance_sheet_report_em::source_em,balance_sheet_report_em.source_em,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,SOURCE_METADATA_SIDECAR_ONLY,NOT_EVALUATED,False,False,METADATA_NOT_SEARCHABLE
cn.ft.291a2c34a3edb309f5fbd777,source::cn_source::cash_flow_sheet_report_em::FA_IR_DEPR_YOY,cash_flow_sheet_report_em.FA_IR_DEPR_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.293f1da56c0d5a4498946e70,source::cn_source::cash_flow_sheet_report_em::PBC_INTERBANK_ADD,cash_flow_sheet_report_em.PBC_INTERBANK_ADD,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.294a725f44b82d9f89e9ec09,source::cn_source::profit_sheet_report_em::NET_CONTRACT_RESERVE,profit_sheet_report_em.NET_CONTRACT_RESERVE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.29500f552d62a249bf150416,capability::ctx_hfq_prev_is_limit_up,ctx_hfq_prev_is_limit_up,FIRSTN_INTRADAY,True,True,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.297034c07db3f9343e6fa637,source::cn_source::cash_flow_sheet_report_em::RECEIVE_TAX_REFUND_YOY,cash_flow_sheet_report_em.RECEIVE_TAX_REFUND_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.29909567932dd12a24a5cb41,source::cn_source::cash_flow_sheet_report_em::LOAN_PBC_ADD_YOY,cash_flow_sheet_report_em.LOAN_PBC_ADD_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.29b6594164f60b9d0e413161,source::cn_source::profit_sheet_report_em::OPERATE_EXPENSE_BALANCE,profit_sheet_report_em.OPERATE_EXPENSE_BALANCE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.29c52cc11c3fef8ebcc3410f,capability::fund_leverage_equity_assets_at_disclosure,fund_leverage_equity_assets_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.29cd93c4d369e5ebde8866f2,source::cn_source::cash_flow_sheet_report_em::TOTAL_FINANCE_INFLOW,cash_flow_sheet_report_em.TOTAL_FINANCE_INFLOW,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.29d0b41f3997bdb6c1e3a068,source::cn_source::cash_flow_sheet_report_em::OPERATE_OUTFLOW_BALANCE,cash_flow_sheet_report_em.OPERATE_OUTFLOW_BALANCE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.29ee0d7263e12eb210e7fe78,source::cn_source::cash_flow_sheet_report_em::ISSUE_OTHER_BOND,cash_flow_sheet_report_em.ISSUE_OTHER_BOND,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2a1e9eae7b2915bb9d75d123,source::cn_source::profit_sheet_report_em::SECUCODE,profit_sheet_report_em.SECUCODE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,SOURCE_METADATA_SIDECAR_ONLY,NOT_EVALUATED,False,False,METADATA_NOT_SEARCHABLE
cn.ft.2a7267c597ed94c692ffc2ad,source::cn_source::cash_flow_sheet_report_em::BORROW_FUND_REDUCE_YOY,cash_flow_sheet_report_em.BORROW_FUND_REDUCE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2a78b9e35334b672594b92f0,source::cn_source::profit_sheet_report_em::BANK_INTEREST_INCOME_YOY,profit_sheet_report_em.BANK_INTEREST_INCOME_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2ab1de49fe152babf00a1220,source::cn_source::balance_sheet_report_em::REFUND_DEPOSIT_RECE_YOY,balance_sheet_report_em.REFUND_DEPOSIT_RECE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2abe6e8f0d0c2defc0359685,source::cn_source::profit_sheet_report_em::OCI_BALANCE,profit_sheet_report_em.OCI_BALANCE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2ae88a6c8f055bbbfefa4fac,membership::source_observed_to,source_observed_to,CHIP_PLATE_STATE,False,False,False,False,,PIT_MEMBERSHIP_SIDECAR_IMPLEMENTED,NOT_EVALUATED,False,False,membership key/clock metadata is not a direct signal
cn.ft.2afd5872e232480a9430f6d5,capability::fund_ba_monetaryfunds_acceleration_at_disclosure,fund_ba_monetaryfunds_acceleration_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2b11328fbb1d03272a4d200a,source::cn_source::profit_sheet_report_em::TOTAL_PROFIT_YOY,profit_sheet_report_em.TOTAL_PROFIT_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2b1a2d2277e7b43979a2bb36,source::cn_source::balance_sheet_report_em::OTHER_CURRENT_LIAB_YOY,balance_sheet_report_em.OTHER_CURRENT_LIAB_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2b2f4294dac59b551e009a42,source::cn_source::cash_flow_sheet_report_em::RECEIVE_OTHER_INVEST_YOY,cash_flow_sheet_report_em.RECEIVE_OTHER_INVEST_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2b382c8959e01fee5e98785d,source::cn_source::profit_sheet_report_em::PARENT_OCI_YOY,profit_sheet_report_em.PARENT_OCI_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2b562c4896bc0448bed2f064,capability::ctx_sent_zb_num,ctx_sent_zb_num,FIRSTN_INTRADAY,True,True,True,True,MARKET_REGIME_CONDITION,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2b73599864227a1bebae631e,capability::fund_pr_operate_profit_source_yoy_at_disclosure,fund_pr_operate_profit_source_yoy_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2b84688433fb5b7ce1cbc0b1,source::cn_source::profit_sheet_report_em::REINSURE_EXPENSE,profit_sheet_report_em.REINSURE_EXPENSE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2c2e48ef5133eba4cf6a53ec,source::cn_source::profit_sheet_report_em::FEE_COMMISSION_NI,profit_sheet_report_em.FEE_COMMISSION_NI,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2c67aa858588a2b910023e83,source::cn_source::cash_flow_sheet_report_em::RECEIVE_INTEREST_COMMISSION_YOY,cash_flow_sheet_report_em.RECEIVE_INTEREST_COMMISSION_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2c844c6e694257086dfe64d1,source::cn_source::cash_flow_sheet_report_em::WITHDRAW_WRITEOFF_LOAN,cash_flow_sheet_report_em.WITHDRAW_WRITEOFF_LOAN,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2cf6a7fabe0f683776958d13,source::cn_source::profit_sheet_report_em::AFA_FAIRVALUE_CHANGE,profit_sheet_report_em.AFA_FAIRVALUE_CHANGE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2d1f1f31a9f4552be4ab4566,source::cn_source::cash_flow_sheet_report_em::BANKSECURITY_RESALE_ADD_YOY,cash_flow_sheet_report_em.BANKSECURITY_RESALE_ADD_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2d2d515e1a88f0700c6f249f,capability::ctx_sent_lt5_num,ctx_sent_lt5_num,FIRSTN_INTRADAY,True,True,True,True,MARKET_REGIME_CONDITION,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2dadf1c99286875f511b3f20,source::cn_source::profit_sheet_report_em::ASSET_IMPAIRMENT_LOSS,profit_sheet_report_em.ASSET_IMPAIRMENT_LOSS,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2dcd2140f0add558d4d6a800,capability::fund_ba_total_equity_source_yoy,fund_ba_total_equity_source_yoy,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2e519d13682b31eef321c512,source::cn_source::profit_sheet_report_em::BROKER_FEE_NI,profit_sheet_report_em.BROKER_FEE_NI,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2e65314e3578337741225e99,source::cn_source::cash_flow_sheet_report_em::PROVISION_LOAN_IMPAIRMENT,cash_flow_sheet_report_em.PROVISION_LOAN_IMPAIRMENT,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2e6e9bd186060be454397fff,capability::fund_holder_count_log_at_disclosure,fund_holder_count_log_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2e72052cda1cb3b25f62ddaf,source::cn_source::profit_sheet_report_em::SETUP_PROFIT_CHANGE,profit_sheet_report_em.SETUP_PROFIT_CHANGE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2eaa4a65f60a73694624164e,source::cn_source::cash_flow_sheet_report_em::TOTAL_OPERATE_INFLOW,cash_flow_sheet_report_em.TOTAL_OPERATE_INFLOW,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2eb44ad33709dc4da43b05c5,source::cn_source::cash_flow_sheet_report_em::DISPOSAL_TFA_ADD,cash_flow_sheet_report_em.DISPOSAL_TFA_ADD,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2ec2dc6b93a43fe7d39ed8bb,capability::ctx_sent_tiandi_num,ctx_sent_tiandi_num,FIRSTN_INTRADAY,True,True,True,True,MARKET_REGIME_CONDITION,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2ee8f59c0a38d0f54d73fbe0,source::cn_source::profit_sheet_report_em::RIGHTLAW_ABLE_OCI_YOY,profit_sheet_report_em.RIGHTLAW_ABLE_OCI_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2f4ca2f50822411db2fdd136,source::cn_source::cash_flow_sheet_report_em::BUY_SUBSIDIARY_EQUITY,cash_flow_sheet_report_em.BUY_SUBSIDIARY_EQUITY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.2f5c3cf3807879bd9fa7228a,capability::fund_ca_netcash_operate_slope,fund_ca_netcash_operate_slope,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2f7d343ca4bfba4d6c53b3c1,capability::fund_pr_deduct_parent_netprofit_yoy,fund_pr_deduct_parent_netprofit_yoy,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.2ff692c462c8964686686615,source::cn_source::cash_flow_sheet_report_em::PAY_INTEREST,cash_flow_sheet_report_em.PAY_INTEREST,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.3008843257397d8082751d48,source::cn_source::profit_sheet_report_em::HMI_AFA_YOY,profit_sheet_report_em.HMI_AFA_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.301dd2219201d970265b1759,source::cn_source::cash_flow_sheet_report_em::CCE_ADD_OTHERNOTE_YOY,cash_flow_sheet_report_em.CCE_ADD_OTHERNOTE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.302e1edb6dec3dd2fe284249,capability::fund_ca_netcash_finance_delta,fund_ca_netcash_finance_delta,FUNDAMENTAL_DISCLOSURE,True,True,True,True,SLOW_TEMPORAL_CHANGE,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.3055dded1ec0e95489901864,source::cn_source::cash_flow_sheet_report_em::LOAN_PBC_REDUCE_YOY,cash_flow_sheet_report_em.LOAN_PBC_REDUCE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.3083e50f75449a3478ddbe6f,source::cn_source::balance_sheet_report_em::APPOINT_FVTPL_FINLIAB_YOY,balance_sheet_report_em.APPOINT_FVTPL_FINLIAB_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.30af83323abd1dbb03eab75f,capability::fund_ca_netcash_operate_yoy_at_disclosure,fund_ca_netcash_operate_yoy_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.30d5ec690c6865d24557fe53,capability::fund_pr_deduct_parent_netprofit_yoy_at_disclosure,fund_pr_deduct_parent_netprofit_yoy_at_disclosure,FUNDAMENTAL_DISCLOSURE,True,True,True,True,DISCLOSURE_EVENT,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.30dd46c0dcc0d446e075befe,source::cn_source::cash_flow_sheet_report_em::LONGASSET_AMORTIZE_YOY,cash_flow_sheet_report_em.LONGASSET_AMORTIZE_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.30eabc91fd772df8cda4880d,source::cn_source::balance_sheet_report_em::DEFER_INCOME_1YEAR,balance_sheet_report_em.DEFER_INCOME_1YEAR,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.3112549b47c035ce9d058170,source::cn_source::cash_flow_sheet_report_em::INVEST_PAY_CASH_YOY,cash_flow_sheet_report_em.INVEST_PAY_CASH_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.314091af2e97566c37f9b75d,source::cn_source::profit_sheet_report_em::TOI_OTHER_YOY,profit_sheet_report_em.TOI_OTHER_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.315aa6d160ef2448c91856b7,source::cn_source::profit_sheet_report_em::EARNED_PREMIUM_YOY,profit_sheet_report_em.EARNED_PREMIUM_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.3194577e0364bae1ff2bc4e0,source::cn_source::profit_sheet_report_em::TOTAL_OPERATE_COST_YOY,profit_sheet_report_em.TOTAL_OPERATE_COST_YOY,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.31981c3a517f1b6f2e63ffec,source::cn_source::balance_sheet_report_em::OIL_GAS_ASSET,balance_sheet_report_em.OIL_GAS_ASSET,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_EVALUATED,False,False,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
cn.ft.31e4151960ac3de1ae84ab7a,capability::fund_disclosure_profit_age_sessions,fund_disclosure_profit_age_sessions,FUNDAMENTAL_DISCLOSURE,True,True,True,False,,REGISTERED_TYPED_CAPABILITY,NOT_EVALUATED,False,False,
cn.ft.31ecf8aff0ac691c08f3cb02,source::cn_source::balance_sheet_report_em::REPORT_DATE,balance_sheet_report_em.REPORT_DATE,FUNDAMENTAL_DISCLOSURE,False,False,False,False,,SOURCE_METADATA_SIDECAR_ONLY,NOT_EVALUATED,False,False,METADATA_NOT_SEARCHABLE
