source_memory_path,memory_artifact_schema,memory_generated_at,candidate_id,search_memory_key,expression_key,skeleton_key,expression_hash,skeleton_hash,field_set_hash,source_label,source_lane,frontier_lane,phase3_budget_bucket,field_family,field_name,expression,typed_gate_decision,typed_gate_reason,blocked_fields,blocked_primitives,required_rewrite,registry_version,entry_lineage,materialization_stage,candidate_role,memory_block_policy,positive_attribution_allowed,duplicate_block_key_preserved
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0036_phase3ae_brepair_v1_00036,v2cand-7c83a91e504c,v2cand-7c83a91e504c,9dc0579ac06ab21cc1d87d9c,0b40b523f9926fe4fbac2936,9dc0579ac06ab21cc1d87d9c,e651ef6663d94b967cece6b7,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,CSRank(ZScore($evt_limit_fengdan_money_last_by_0930)),blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,ZScore,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0037_phase3ae_brepair_v1_00037,v2cand-a15641727e18,v2cand-a15641727e18,33ffcbf5f3dab6333c8a2cfa,480831f5021aa78b586eca4e,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0039_phase3ae_brepair_v1_00039,v2cand-1a06b875e099,v2cand-1a06b875e099,33ffcbf5f3dab6333c8a2cfa,b82bcdc6cb234e5a84daa835,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0041_phase3ae_brepair_v1_00041,v2cand-fb5c354176a3,v2cand-fb5c354176a3,33ffcbf5f3dab6333c8a2cfa,86e7bfa9b0777397ddd9a711,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0043_phase3ae_brepair_v1_00043,v2cand-1589086bdc6c,v2cand-1589086bdc6c,33ffcbf5f3dab6333c8a2cfa,e20d39c497318591db16ba83,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0048_phase3ae_brepair_v1_00048,v2cand-905fd114642c,v2cand-905fd114642c,9dc0579ac06ab21cc1d87d9c,bf200096e6873332446c0de2,9dc0579ac06ab21cc1d87d9c,4538a7beef702d8640e76e05,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,CSRank(ZScore($evt_limit_fengdan_money_last_by_0935)),blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,ZScore,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0049_phase3ae_brepair_v1_00049,v2cand-2339c6bc7931,v2cand-2339c6bc7931,33ffcbf5f3dab6333c8a2cfa,9bd736e348ee8d5483be9877,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0051_phase3ae_brepair_v1_00051,v2cand-ad06cc090df5,v2cand-ad06cc090df5,33ffcbf5f3dab6333c8a2cfa,18432d2c036f8c1a9a8a11fd,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0053_phase3ae_brepair_v1_00053,v2cand-20364aaa2fa4,v2cand-20364aaa2fa4,33ffcbf5f3dab6333c8a2cfa,d33ed7c31d183e864c6b0bea,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0055_phase3ae_brepair_v1_00055,v2cand-7d09bceb5241,v2cand-7d09bceb5241,33ffcbf5f3dab6333c8a2cfa,236cdf4d5f55a0f190295253,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0060_phase3ae_brepair_v1_00060,v2cand-d066bf503a94,v2cand-d066bf503a94,9dc0579ac06ab21cc1d87d9c,4a72c75e11e0b8854ae31bc0,9dc0579ac06ab21cc1d87d9c,3095c2a5a942a4bd5f928de1,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,CSRank(ZScore($evt_limit_fengdan_money_last_by_1000)),blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,ZScore,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0061_phase3ae_brepair_v1_00061,v2cand-c9f74097c435,v2cand-c9f74097c435,33ffcbf5f3dab6333c8a2cfa,7eadb87e006a84c10a52f215,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0063_phase3ae_brepair_v1_00063,v2cand-3894c89075df,v2cand-3894c89075df,33ffcbf5f3dab6333c8a2cfa,74bf5bbac534e10983d8e6d1,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0065_phase3ae_brepair_v1_00065,v2cand-3592d9d438c9,v2cand-3592d9d438c9,33ffcbf5f3dab6333c8a2cfa,6f60606265cd571586cae187,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0067_phase3ae_brepair_v1_00067,v2cand-606a1c69d76a,v2cand-606a1c69d76a,33ffcbf5f3dab6333c8a2cfa,0c01d6ed397ec1026c57fedb,33ffcbf5f3dab6333c8a2cfa,3095c2a5a942a4bd5f928de1,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1000,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0072_phase3ae_brepair_v1_00072,v2cand-83f3f2ca6d05,v2cand-83f3f2ca6d05,9dc0579ac06ab21cc1d87d9c,601c6bf705c801b960eb4e43,9dc0579ac06ab21cc1d87d9c,1a05f505f707595b0cab9ccf,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,CSRank(ZScore($evt_limit_fengdan_money_last_by_1130)),blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,ZScore,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0073_phase3ae_brepair_v1_00073,v2cand-7cc6c9aee8d9,v2cand-7cc6c9aee8d9,33ffcbf5f3dab6333c8a2cfa,1adec8aa7eeb7e71e765e98d,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0075_phase3ae_brepair_v1_00075,v2cand-3dd8e7259e70,v2cand-3dd8e7259e70,33ffcbf5f3dab6333c8a2cfa,c2950ffd8f11743a7739b80a,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0077_phase3ae_brepair_v1_00077,v2cand-1494300d5889,v2cand-1494300d5889,33ffcbf5f3dab6333c8a2cfa,3b409e0ea7102c7f3fa310d8,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0079_phase3ae_brepair_v1_00079,v2cand-118ef23be27e,v2cand-118ef23be27e,33ffcbf5f3dab6333c8a2cfa,33e5a98806af7348ccc04dcd,33ffcbf5f3dab6333c8a2cfa,1a05f505f707595b0cab9ccf,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_1130,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0084_phase3ae_brepair_v1_00084,v2cand-d579c8ea4d93,v2cand-d579c8ea4d93,9dc0579ac06ab21cc1d87d9c,55fcd7b76b283e16f76aab96,9dc0579ac06ab21cc1d87d9c,775bc684f29b1bf631087a93,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,flow_liquidity,ACCUM_AMOUNT,CSRank(ZScore($ctx_billboard_accum_amount)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_accum_amount,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0094_phase3ae_brepair_v1_00094,v2cand-7e8f61ad336b,v2cand-7e8f61ad336b,9dc0579ac06ab21cc1d87d9c,510949e78a96dd87a1f42cbf,9dc0579ac06ab21cc1d87d9c,03fe102bedb0ea79e9a6b10f,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,flow_liquidity,DEAL_AMOUNT_RATIO,CSRank(ZScore($ctx_billboard_deal_amount_ratio)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_deal_amount_ratio,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0104_phase3ae_brepair_v1_00182,v2cand-d026fb06a494,v2cand-d026fb06a494,9dc0579ac06ab21cc1d87d9c,21462c0676d04d0c2c6f79e0,9dc0579ac06ab21cc1d87d9c,53e0ac5285632e77e3c3bb61,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,leverage_flow,RZYEZB,CSRank(ZScore($ctx_rzrq_rzyezb)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_rzrq_rzyezb,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0114_phase3ae_brepair_v1_00192,v2cand-d85afd85dbfe,v2cand-d85afd85dbfe,9dc0579ac06ab21cc1d87d9c,d23b5b9412d03bd33310c790,9dc0579ac06ab21cc1d87d9c,ab0d79a7a62596566f2179f4,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,disclosure_event_flow,BILLBOARD_NET_AMT,CSRank(ZScore($ctx_billboard_billboard_net_amt)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_billboard_net_amt,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0124_phase3ae_brepair_v1_00202,v2cand-726a2d5f5a93,v2cand-726a2d5f5a93,9dc0579ac06ab21cc1d87d9c,32423ba322fea3717b61828e,9dc0579ac06ab21cc1d87d9c,1491fd2ebb3a8e91a0cb044b,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,disclosure_event_flow,BILLBOARD_NET_AMT,CSRank(ZScore($ctx_billboard_net_bs_amt)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_net_bs_amt,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0134_phase3ae_brepair_v1_00212,v2cand-8fb51cdddf8f,v2cand-8fb51cdddf8f,9dc0579ac06ab21cc1d87d9c,6ada8aa0192940a9c9664f8a,9dc0579ac06ab21cc1d87d9c,ffaed8e9c0dfc46c65056047,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,flow_liquidity,TURNOVERRATE,CSRank(ZScore($ctx_billboard_turnoverrate)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_turnoverrate,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0144_phase3ae_brepair_v1_00222,v2cand-c4783b57e1ee,v2cand-c4783b57e1ee,9dc0579ac06ab21cc1d87d9c,c1f043e4b695c14dea112615,9dc0579ac06ab21cc1d87d9c,2566d79b1f449c74850ff527,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,capacity_size,CHANGE_SHARES,CSRank(ZScore($ctx_holder_change_shares)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_holder_change_shares,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0150_phase3ae_brepair_v1_00228,v2cand-884083f29b21,v2cand-884083f29b21,9dc0579ac06ab21cc1d87d9c,84371c0ac62344b371c4367b,9dc0579ac06ab21cc1d87d9c,d4ad8ca755b11905a6f7e626,phase3aj,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,capacity_size,FREE_MARKET_CAP,CSRank(ZScore($ctx_billboard_free_market_cap)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_billboard_free_market_cap,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0156_phase3ae_brepair_v1_00234,v2cand-0be972c2cdc6,v2cand-0be972c2cdc6,9dc0579ac06ab21cc1d87d9c,9b877052acbbbe7a716ce7df,9dc0579ac06ab21cc1d87d9c,e5689aaa8a0c43975da8e315,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,leverage_flow,SPJ,CSRank(ZScore($ctx_rzrq_spj)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_rzrq_spj,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3ak_20260607_after_remaining177\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-07T05:18:47.427251+00:00,phase3aa_event_0166_phase3ae_brepair_v1_00244,v2cand-943bcb970f2f,v2cand-943bcb970f2f,9dc0579ac06ab21cc1d87d9c,7c49ce92992fb748c8fa8c03,9dc0579ac06ab21cc1d87d9c,2e6c81a35644f04278f2fc6c,phase3aj,phase3ae_bounded_repair_feature_layer,,research_factor_feature_layer,leverage_flow,ZDF,CSRank(ZScore($ctx_rzrq_zdf)),require_typed_rewrite,coverage-sensitive field requires coverage-aware primitive guard,ctx_rzrq_zdf,ZScore,ValidRatioGate|MaskedCorr|MaskedZScore|SafeCSResidual,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
