source_memory_path,memory_artifact_schema,memory_generated_at,candidate_id,search_memory_key,expression_key,skeleton_key,expression_hash,skeleton_hash,field_set_hash,source_label,source_lane,frontier_lane,phase3_budget_bucket,field_family,field_name,expression,typed_gate_decision,typed_gate_reason,blocked_fields,blocked_primitives,required_rewrite,registry_version,entry_lineage,materialization_stage,candidate_role,memory_block_policy,positive_attribution_allowed,duplicate_block_key_preserved
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0005_phase3ae_brepair_v1_00005,v2cand-dbe5ceee3972,v2cand-dbe5ceee3972,33ffcbf5f3dab6333c8a2cfa,c039a021ff587a56154e9821,33ffcbf5f3dab6333c8a2cfa,a09120527c96e1ad160987c1,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0930,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0007_phase3ae_brepair_v1_00007,v2cand-c14626acb4ac,v2cand-c14626acb4ac,33ffcbf5f3dab6333c8a2cfa,3d51231fbfc7523b9b6891b7,33ffcbf5f3dab6333c8a2cfa,a09120527c96e1ad160987c1,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0930,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0013_phase3ae_brepair_v1_00013,v2cand-4a0a9f30497b,v2cand-4a0a9f30497b,33ffcbf5f3dab6333c8a2cfa,2993542f84f6fb20726e5e36,33ffcbf5f3dab6333c8a2cfa,059fc2c79128ab35c76ed06b,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0935,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0015_phase3ae_brepair_v1_00015,v2cand-d99da8e54790,v2cand-d99da8e54790,33ffcbf5f3dab6333c8a2cfa,15620a9faaa0580138702ce8,33ffcbf5f3dab6333c8a2cfa,059fc2c79128ab35c76ed06b,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_0935,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0023_phase3ae_brepair_v1_00023,v2cand-e19a6b2026cf,v2cand-e19a6b2026cf,33ffcbf5f3dab6333c8a2cfa,5b6e8cbaa76996c11e76f87c,33ffcbf5f3dab6333c8a2cfa,8c1d688756e2f67796c06a53,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_1000,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_1000,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0027_phase3ad_newdata_sentiment_downlimit_pressure_inverse_00033,phase3ad_new_data:a19bfdc563bdf83e,phase3ad_new_data:a19bfdc563bdf83e,12439f464ba86a17b76a8cab,9bc8eccbc2d03f3b6b27c5a4,12439f464ba86a17b76a8cab,15bdd77cb2e19bd285f3fddf,phase3aj_selector_rounds1_2_20260606,cn_phase3ad_new_data_feature_layer,,event_derived_feature_layer,,,"CSRank(Neg(Div($ctx_sent_downlimit_num,Add(Abs(Add(Add($ctx_sent_up_num,$ctx_sent_down_num),0.000001)),0.000001))))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,ctx_sent_downlimit_num,Div,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0028_phase3ad_newdata_sentiment_board_continuation_ratio_00034,phase3ad_new_data:e0cfda76f93c5bdf,phase3ad_new_data:e0cfda76f93c5bdf,e47632b4b47c335a360c5e10,212398254d26a38c245249d1,e47632b4b47c335a360c5e10,4f771b5d365a7882ad623dc8,phase3aj_selector_rounds1_2_20260606,cn_phase3ad_new_data_feature_layer,,event_derived_feature_layer,,,"CSRank(Div(Add($ctx_sent_lb_2_num,Mul(2.0,$ctx_sent_lb_3_num)),Add(Abs($ctx_sent_uplimit_num),0.000001)))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,ctx_sent_lb_2_num|ctx_sent_lb_3_num|ctx_sent_uplimit_num,Div,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0029_phase3ae_brepair_v1_00029,v2cand-4557eecaecc6,v2cand-4557eecaecc6,33ffcbf5f3dab6333c8a2cfa,3600971409381344f5d4d2e0,33ffcbf5f3dab6333c8a2cfa,a1a7fed30e022a3a802d8cb6,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_1130,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0031_phase3ae_brepair_v1_00031,v2cand-a92b69ffab89,v2cand-a92b69ffab89,33ffcbf5f3dab6333c8a2cfa,ca408d81ae7cfb2ce4c63797,33ffcbf5f3dab6333c8a2cfa,a1a7fed30e022a3a802d8cb6,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,limit_event_sentiment,fengdan_rate,"CSRank(Mean($evt_limit_fengdan_rate_last_by_1130,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_rate_last_by_1130,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0037_phase3ae_brepair_v1_00037,v2cand-a15641727e18,v2cand-a15641727e18,33ffcbf5f3dab6333c8a2cfa,480831f5021aa78b586eca4e,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0039_phase3ae_brepair_v1_00039,v2cand-1a06b875e099,v2cand-1a06b875e099,33ffcbf5f3dab6333c8a2cfa,b82bcdc6cb234e5a84daa835,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,5))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0041_phase3ae_brepair_v1_00041,v2cand-fb5c354176a3,v2cand-fb5c354176a3,33ffcbf5f3dab6333c8a2cfa,86e7bfa9b0777397ddd9a711,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,10))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0043_phase3ae_brepair_v1_00043,v2cand-1589086bdc6c,v2cand-1589086bdc6c,33ffcbf5f3dab6333c8a2cfa,e20d39c497318591db16ba83,33ffcbf5f3dab6333c8a2cfa,e651ef6663d94b967cece6b7,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0930,2))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0930,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0048_phase3ae_brepair_v1_00048,v2cand-905fd114642c,v2cand-905fd114642c,9dc0579ac06ab21cc1d87d9c,bf200096e6873332446c0de2,9dc0579ac06ab21cc1d87d9c,4538a7beef702d8640e76e05,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,CSRank(ZScore($evt_limit_fengdan_money_last_by_0935)),blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,ZScore,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
runtime\search_memory\phase3aj_20260606\phase3aj_search_memory_ledger.json,phase3aj_search_memory_ledger_v1,2026-06-06T06:01:31.192580+00:00,phase3aa_event_0049_phase3ae_brepair_v1_00049,v2cand-2339c6bc7931,v2cand-2339c6bc7931,33ffcbf5f3dab6333c8a2cfa,9bd736e348ee8d5483be9877,33ffcbf5f3dab6333c8a2cfa,4538a7beef702d8640e76e05,phase3aj_selector_rounds1_2_20260606,phase3ae_bounded_repair_feature_layer,,event_derived_feature_layer,flow_liquidity,fengdan_money,"CSRank(Mean($evt_limit_fengdan_money_last_by_0935,3))",blocked_unsafe_known_structure,ordinary continuous primitive consumed sparse event or discrete state field,evt_limit_fengdan_money_last_by_0935,Mean,EventCount|EventAge|EventTransition|StateDwell|WindowStateCount,phase3ce1_typed_primitive_gate_v1_20260618,search_memory_inheritance,memory_load,blocked_memory_key,preserve_key_for_duplicate_block,false,true
