backend,route_id,pair_id,primary_candidate_id,control_candidate_id,pair_evaluation_status,pair_evaluation_blockers,primary_train_reward,control_train_reward,matched_train_increment,primary_train_rank_ic,control_train_rank_ic,matched_rank_ic_increment,primary_turnover,control_turnover,matched_turnover_increment,pair_support_count,pair_support_overlap,clock_namespace,support_unit,primary_expression,control_expression,primary_receipt_hash,control_receipt_hash,pair_receipt_hash
stock_session,DISCLOSURE_EVENT,cn.pair.0ec4ac534eb2ca4262680d3bf254b40e,cn.comp.236f1f7675ad64d42ccf,cn.comp.236f1f7675ad64d42ccf.control,PAIR_EVALUATED,,0.01650208,0.12772153,-0.11121945,-0.01293655,0.00593476,-0.01887131,0.01328131,0.01529874,-0.0020174300000000006,29558,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_ba_inventory_delta_at_disclosure))","Add($fund_ba_inventory_delta_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",7cef991f0dd6fa02dd571592dd707d92c0b070e9d7adc9d70600c396515b8ed1,510ed9b19b48e78af56cdde32595498df6db1bcfc2c13fb729b6594a935053f7,020841f65a4db5bcb68f7bee296a81188387fb9f286208986dafad4089e9fade
stock_session,DISCLOSURE_EVENT,cn.pair.0f9ea2621fb828b9dd0822e919db77e3,cn.comp.0799a020bce105b22462,cn.comp.0799a020bce105b22462.control,PAIR_EVALUATED,,0.37177126,0.40116493,-0.029393669999999983,-0.00204866,0.00086859,-0.0029172499999999997,0.05550016,0.02552541,0.02997475,1397081,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_rece_persistence_at_disclosure))","Add($fund_ba_accounts_rece_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",2c2c5e70fca2e73b19bc045e8f38ff31ee836b9066e4cd028f0ca71595743f45,9200f3b8b521bf2d57ac8b321bb5b0b43ca89bae97f83c3b7614acf94f296a80,a31877781e3e70327fd05c369d16ff50cf8aa00815fbe5da3815bbaa44b021cf
stock_session,DISCLOSURE_EVENT,cn.pair.1104ee3770298cee11a2138527823a80,cn.comp.20003ad13d0ec9a22a3b,cn.comp.20003ad13d0ec9a22a3b.control,PAIR_EVALUATED,,0.27830226,0.16084204,0.11746022000000003,0.00137122,-0.0096031,0.01097432,0.04773691,0.0301094,0.01762751,1528539,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_assets_persistence_at_disclosure))","Add($fund_ba_total_assets_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",921549d002129447dafcd54a39c30d061521203e76fdc1a21147710414d8fd4b,e889f78744987618a1ad78a77afae4f57fbbbf52064a8f3c637e154f53339c52,cf54994a6be0f0c130c70fb8107dc73970d463e44d5fd0387161a8907a491d5f
stock_session,DISCLOSURE_EVENT,cn.pair.1287e4bf744b644ffe199c5ff48539e5,cn.comp.a9cc07673f702f8fb595,cn.comp.a9cc07673f702f8fb595.control,PAIR_EVALUATED,,0.36648359,0.40545721,-0.03897361999999999,-0.00249969,0.00224399,-0.00474368,0.05548688,0.02336199,0.03212489,1381292,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_inventory_persistence_at_disclosure))","Add($fund_ba_inventory_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",d6496faff754e4d0c888b44ba93f2bf4d880328ea72bef946931cde0f61d98e7,a8d9d38bb0eb72ee4fe4ccb36ba57986b8e9acb3aa04d127b073bcfbd9eeeb0e,b01beeda7ce7a75630f6ac2a187eabef5704b5b1c9f270e22733a8f091584236
stock_session,DISCLOSURE_EVENT,cn.pair.157dc17cb6b0766a4290965ed78fe406,cn.comp.3732f882f15b4b71ab58,cn.comp.3732f882f15b4b71ab58.control,PAIR_EVALUATED,,-0.2843215,-0.18643668,-0.09788482000000001,-0.06541507,-0.0132052,-0.052209870000000005,0.01605191,0.0123576,0.0036943099999999993,31038,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_efficiency_fixed_asset_intensity_at_disclosure))","Add($fund_efficiency_fixed_asset_intensity_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",da5b4175e70845d0a2ac280ade55b9e990863e22084cfa6b819d0a39c415bf6b,c0613782b675972d44356c6e048547f8cfe670a7eaf44e8eba5fbea506284522,1c541a526827529f2c6a10a9b3ad6467df09aa62774a1f6267c14f92b847a75c
stock_session,DISCLOSURE_EVENT,cn.pair.16d3eb75cd899daf33f9859c32fa6792,cn.comp.e4708a9d9325ce80e382,cn.comp.e4708a9d9325ce80e382.control,PAIR_EVALUATED,,0.27085716,0.02092954,0.24992762,0.00080521,-0.01563157,0.01643678,0.0288348,0.02265981,0.006174990000000002,1528539,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_assets_acceleration_at_disclosure))","Add($fund_ba_total_assets_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",44884bccc664a10e34c5a351bb4a56d40c5e3affd4bb2b9e19a8f2c8a80c202f,0358fbe78ca1f480bc833353cb69de4e5ea1231892397be9edda3e0a700e173a,8c5340e7a8b552833b045e4609a7f570dc1a5474bd63902fd7c22205f35967ea
stock_session,DISCLOSURE_EVENT,cn.pair.174e367cd0a3138081ff82975b2b71b2,cn.comp.22cb445facfe0f8cdbda,cn.comp.22cb445facfe0f8cdbda.control,PAIR_EVALUATED,,0.27741107,0.32147612,-0.044065049999999995,0.00139807,0.00450778,-0.0031097100000000003,0.04773936,0.01959078,0.028148580000000003,1528456,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_leverage_liabilities_assets_at_disclosure))","Add($fund_leverage_liabilities_assets_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",f1ee3c0dff79f023060b31b01c12c1221f9bddcbb9da6a89b85b629b177f90b5,ad90d17d147df53a3e607ee21202feb50c3da330a2108d582a97037e3473e89c,a670ba3ef8fc565f1c31b6c24136349751a0c71b593560279510f4ed78f97033
stock_session,DISCLOSURE_EVENT,cn.pair.178d33679a387f676b836d6792da1034,cn.comp.91f2d8b533b8094ec599,cn.comp.91f2d8b533b8094ec599.control,PAIR_EVALUATED,,-0.26304878,-0.31870249,0.05565371000000002,-0.06771685,-0.03749154,-0.03022531,0.01669376,0.02026641,-0.00357265,29203,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_holder_count_log_at_disclosure))","Add($fund_holder_count_log_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",f777ddf869dfd19561d82ddcaa9adfce9898f8094fd4489a7a4dd9df4bdc8fd4,13da74de845a98cb221f6cfb0ea9ecbc50f2db9c0937f16323302f63dbd0d286,d8fe41dead830ed972f5e89ebe26fe990a0e383ca145447e6f3c5433720f2b2c
stock_session,DISCLOSURE_EVENT,cn.pair.1a7acdb893a528063fad87ec00e76d19,cn.comp.09913439cc960b5cf7c4,cn.comp.09913439cc960b5cf7c4.control,PAIR_EVALUATED,,0.29184687,0.24765926,0.04418760999999999,0.00149635,-0.00313221,0.00462856,0.02699244,0.02345823,0.0035342099999999994,1496922,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_accounts_payable_acceleration_at_disclosure))","Add($fund_ba_accounts_payable_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",91eae4bb9bf9416e8e3ec115c3be3c1db1e1e87edbc87d3409c7f39e574d7b02,b82318c2a91a261562071873ba217a149fafcb389e51e8f736444e271b987bb5,13fb9c48842f2c316bdbe1c1dc06c35c5f250a59f1d5470bb63e93deb2d31b18
stock_session,DISCLOSURE_EVENT,cn.pair.1ab7ba9f32bcdbdce9b34372dbe15984,cn.comp.1a25f56500ab7e47d110,cn.comp.1a25f56500ab7e47d110.control,PAIR_EVALUATION_BLOCKED,primary_signal_empty_or_constant,0.34309359,0.50663583,,,-0.00564907,,0.01174949,0.01708881,-0.00533932,15452,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_cashflow_pulse,1),Sign($fund_ba_fixed_asset_source_yoy_at_disclosure))","Add($fund_ba_fixed_asset_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_cashflow_pulse)))",ab3d699ab93578cabfd79249cf2d11cbdde0fe5c2b9909fb34c5c32b4bce0686,a6613f9e4c4d542cee31e9415369c161d3f46ca0474004085a25fddb1b3606bc,5b73db06b96d55d9beb7f4de2e50924b8502b313a9417a73b2785171fb5a5cef
stock_session,DISCLOSURE_EVENT,cn.pair.1afdc47f5cf3f13b89ba58dcb9fc472c,cn.comp.4d986e62e55e238107e8,cn.comp.4d986e62e55e238107e8.control,PAIR_EVALUATED,,0.35791162,0.38164686,-0.02373523999999999,-0.00507603,-0.00149941,-0.0035766199999999995,0.03398362,0.03705379,-0.003070170000000004,1427606,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_holder_top10_share_ratio_change_at_disclosure))","Add($fund_holder_top10_share_ratio_change_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",337c6c8903d898446e9b8c6d3243f04eb6f8f54df9ffb454cecbb331d3e2449d,94a74bf39ae447cde8d526c1b28c9945d40d12fd413bcf74795084072495dfa4,5cd10942a175d49cbd724012009ebe6b1248c6abd1200f8a48ba44a77defd023
stock_session,DISCLOSURE_EVENT,cn.pair.1e7766251feacc460b847a79387a81d3,cn.comp.3150f889c6d1623ed95c,cn.comp.3150f889c6d1623ed95c.control,PAIR_EVALUATED,,0.121816,0.18039004,-0.05857404000000001,0.00173853,0.01127819,-0.00953966,0.01117301,0.0157227,-0.004549689999999999,29739,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_ba_total_current_liab_delta_at_disclosure))","Add($fund_ba_total_current_liab_delta_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",5d1fcb10b039fe8d0cd5fcafd9e1e1cba0e2e3ae224562db56774a4c02b99931,85c1afc803adecee5b868ec85d055b3a0f761196856b22576b340f56082fcfe1,7bbac0411fdc6d94f303fe7b77cf2980f5ea01bd916b3cd4fcf744339054d50a
stock_session,DISCLOSURE_EVENT,cn.pair.2373567159016034f2428a1ed3cc7782,cn.comp.7ab121c4246a29ee6e03,cn.comp.7ab121c4246a29ee6e03.control,PAIR_EVALUATED,,0.43038904,0.25188911,0.17849992999999997,0.00172288,-0.01768436,0.01940724,0.06214683,0.02294352,0.039203310000000005,1368078,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_holder_count_log_at_disclosure))","Add($fund_holder_count_log_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",595509aa8fc2b25ca0500d1a2bf506dab48297299af1794d88df6792b64f5e87,9755946c5998f6166873fa2d957f00aa2736973b2c01e54baeddd43a5ac11647,d72aa6e11ebae10018c8123ab318e548c275fcc3c6641a0a49a3b9dff0224b54
stock_session,DISCLOSURE_EVENT,cn.pair.237d27716eeef49bf2c49e76732d1ab7,cn.comp.f6d0733cb4161c1a4ea6,cn.comp.f6d0733cb4161c1a4ea6.control,PAIR_EVALUATED,,0.48189462,0.32102408,0.16087054,0.0083714,-0.01082538,0.01919678,0.24644946,0.21063637,0.03581309000000002,511750,1.0,stock_session,unique disclosure episode,"FirstHit($fund_disclosure_holder_pulse,20)",TimeSince($fund_disclosure_holder_pulse),0b1bde9401afd2cf4509925d0c54aacb658586fab319d5543a9c0ebdbd7902d6,30ae7c7020ad1c66b7eaf13c81f4dbe2076e3da39feacea9531544ae16a751c9,2e7f7260aff480c84d28c58ebf38b15de306ec912f453cf4c08e3d699c04ee2f
stock_session,DISCLOSURE_EVENT,cn.pair.250a569406dad722ace4101a54f07461,cn.comp.47aaa789af1b873cccbe,cn.comp.47aaa789af1b873cccbe.control,PAIR_EVALUATED,,-0.04818858,-0.09916269,0.050974109999999996,-0.02354474,-0.00107721,-0.022467530000000003,0.01634796,0.02646885,-0.010120889999999997,20877,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_cashflow_pulse,1),Sign($fund_ba_fixed_asset_acceleration_at_disclosure))","Add($fund_ba_fixed_asset_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_cashflow_pulse)))",74051553b66cdb1d2782765b37e6adb88c96169deace0a0343c684aa7f7ac92a,274bdf406260fc92069c749bc01f9a0f978794485b57b7fb8283b586a90ae47e,0a9fbe71ce74d2bf693f1742fd0a9ae2ad5ebdb47ba88f5184abebd38e4267c7
stock_session,DISCLOSURE_EVENT,cn.pair.272da63e0391434fc7b8647dcb335c49,cn.comp.1d4d68d88588e7b0e83d,cn.comp.1d4d68d88588e7b0e83d.control,PAIR_EVALUATED,,0.28747827,0.07267586,0.21480241,0.00118298,-0.01199144,0.013174420000000001,0.02906431,0.02168516,0.007379150000000001,1515006,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_assets_source_yoy_at_disclosure))","Add($fund_ba_total_assets_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",553b1ead5f042ca1242a0d97dd06c8bbf74669d8d80489a7fa645b8f3ae877b7,5d2da5419e5f8ea6fc9e51aa38046b7daf0aa23d53c6bc3c95869101a8a1459b,04c37a8def066de0951db56b03afcaece3b000f2152b7e7580f654bda73530c0
stock_session,DISCLOSURE_EVENT,cn.pair.2925b5537ebdbd3d731b39c62e1a53f9,cn.comp.18f5bf7ae68579b5adff,cn.comp.18f5bf7ae68579b5adff.control,PAIR_EVALUATED,,0.37216325,0.28942985,0.08273340000000001,-0.00211351,-0.00058944,-0.0015240699999999998,0.03535208,0.02566465,0.00968743,1416758,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_payable_delta_at_disclosure))","Add($fund_ba_accounts_payable_delta_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",c6f7946040f8e74652c92ab8aa62117cba6c3905209f26d7a85253274fa5d67b,37e9049861a53154129266837ffc637b9290b6800d27f7dd6ea2d43d4277655b,c260f88ac204924124826b96c4d300e45bc2f24b716e59e155480bfc1181e54d
stock_session,DISCLOSURE_EVENT,cn.pair.2fd3ade469154fd92e2fee4e739a3be8,cn.comp.16d44a3576e559e578f5,cn.comp.16d44a3576e559e578f5.control,PAIR_EVALUATED,,0.28107457,0.25296292,0.028111650000000044,0.00213486,-0.00128313,0.00341799,0.0477742,0.02284132,0.024932880000000004,1493329,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_current_liab_persistence_at_disclosure))","Add($fund_ba_total_current_liab_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",83387c48f796d702590b25f050fb2eb40736319f4b4ec79ba705388be94d6864,aeb9781cfa4f01822bd98cee30e8f010196d09282938fb001fe8e95c2d53707f,301897d85b32f8c1eaa9934aff2d7ab4bbac48e381ff7995dfac950338f9ba31
stock_session,DISCLOSURE_EVENT,cn.pair.30f87f8ff27b0d1118b692f9ad635275,cn.comp.2befdde4848c92bfd0f0,cn.comp.2befdde4848c92bfd0f0.control,PAIR_EVALUATED,,-0.02662753,0.0308698,-0.05749733,-0.01364443,0.00281367,-0.0164581,0.01137902,0.01422256,-0.0028435400000000003,21878,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_cashflow_pulse,1),Sign($fund_ba_total_liabilities_yoy_at_disclosure))","Add($fund_ba_total_liabilities_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_cashflow_pulse)))",d7d7aacc3133a93ed9c1fe79560cde5f747019944ae7fdc4dc27fe2aea15a46a,dd6272f1a57a4cc4a156c8911c48d0b19a5948ab3849249d0a247fff8f922c51,61514cd603e9e69fdf1fb0a795874db5e0738d848208ece26d5c5eeb9692b2cc
stock_session,DISCLOSURE_EVENT,cn.pair.349378bb8e141fe7365d5e4b9530712b,cn.comp.6849c4e706bdd2ca649e,cn.comp.6849c4e706bdd2ca649e.control,PAIR_EVALUATED,,0.36528627,0.22441503,0.14087124000000004,-0.00258684,-0.00582915,0.00324231,0.06072508,0.02113557,0.03958951,1317037,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_holder_average_shares_log_at_disclosure))","Add($fund_holder_average_shares_log_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",fbe8047c9383e00c565ab85bdc39a16cd23a9cb8ddf23629450cb24c3fbc83f3,faf74181d8a86f5db0664c26b1a8ee5c30df2c2600f5539d649cf7b3f9dbde9a,ec6b0307c98496cf448124d083009182b42a79e9a473521f38b83b6b6dfb2ad8
stock_session,DISCLOSURE_EVENT,cn.pair.3842357aafb11ee7b9fae339931580e2,cn.comp.2e3b1c59e6135c040111,cn.comp.2e3b1c59e6135c040111.control,PAIR_EVALUATED,,0.37012832,0.38446111,-0.014332789999999984,-0.00264835,-0.00147255,-0.0011757999999999998,0.05547652,0.0239985,0.03147802,1400725,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_total_current_assets_persistence_at_disclosure))","Add($fund_ba_total_current_assets_persistence_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",e80100840d3e2aed5313a37d5db4abc266fe2b6cde42e9ffdd1131b67a9bbfbe,249c559413c9ee986161d761bd6678aa44b0849f059ab7bd651eadc8e16a275e,ccf0efc05c94f5121d1e412d2e3efb10bb82a4895439394a07a04803f5901a77
stock_session,DISCLOSURE_EVENT,cn.pair.3889a8a95a499d4a6194f57733b04e45,cn.comp.020e6493697e5a6478b4,cn.comp.020e6493697e5a6478b4.control,PAIR_EVALUATED,,0.27317816,0.210051,0.06312716000000002,0.00161503,-0.00239096,0.00400599,0.04783889,0.01938956,0.028449330000000002,1483155,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_working_capital_inventory_assets_at_disclosure))","Add($fund_working_capital_inventory_assets_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",f96811f5cad2e5341488bcdae24e664464d8d28dab3927c9ad1a263339ef4c68,6aede0f5b0af5a37dfb99a5a38089739353578a673acb480d10ad931759b5a76,a7b0a95db7ef01ac4d9bcef078a113bd9e2d08049975ce25dfb1836b62755f7c
