backend,route_id,pair_id,primary_candidate_id,control_candidate_id,pair_evaluation_status,pair_evaluation_blockers,primary_train_reward,control_train_reward,matched_train_increment,primary_train_rank_ic,control_train_rank_ic,matched_rank_ic_increment,primary_turnover,control_turnover,matched_turnover_increment,pair_support_count,pair_support_overlap,clock_namespace,support_unit,primary_expression,control_expression,primary_receipt_hash,control_receipt_hash,pair_receipt_hash
stock_session,DISCLOSURE_EVENT,cn.pair.005e4b0769715aec42cafc79f153e36b,cn.comp.0708721488652e5590d8,cn.comp.0708721488652e5590d8.control,PAIR_EVALUATED,,0.27589487,0.26705718,0.00883769000000001,0.00091156,0.00022445,0.0006871099999999999,0.0264521,0.0240694,0.002382699999999998,1495351,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_current_liab_slope_at_disclosure))","Add($fund_ba_total_current_liab_slope_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",9309e1e937d85c5ded168aed58fb095f33813e0b7ca40514ad3ae68ac8a79ab3,d195ec75522d586bb13ec9b96a672fcac3e76ec911d258f95dbfe820bac64c4b,79782d52db0c1969e469bda08028d6f8fd4ce46dddb4e0be62eb99bfe653ffbd
stock_session,DISCLOSURE_EVENT,cn.pair.007a5f3b0806cb5c5d58fa484c259c83,cn.comp.ba5b5749baf02851de3c,cn.comp.ba5b5749baf02851de3c.control,PAIR_EVALUATED,,0.2808737,0.17775624,0.10311746,0.00017577,-0.00309737,0.00327314,0.03002742,0.02300985,0.007017570000000001,1513143,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_fixed_asset_acceleration_at_disclosure))","Add($fund_ba_fixed_asset_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",28ebe25fdb016c6f55095c72897ecdfe725a8c2d13f7570d926b53be74b7c6b4,ea5a9eecf16279141f76d2b4f9b1bd5224adf81c8b539ca2c933a134d2ce47fd,3d70a697527ca8e47cb2763c5e6407f3ee87884e5c5e421d54da7fa32370cd70
stock_session,DISCLOSURE_EVENT,cn.pair.02ad46700885ef73dd345d122ab936cd,cn.comp.9eba5a20a68669244bf1,cn.comp.9eba5a20a68669244bf1.control,PAIR_EVALUATED,,0.39976556,0.47765904,-0.07789347999999996,0.00149886,0.00185096,-0.00035209999999999994,0.04057585,0.02227077,0.018305079999999998,1401864,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_accounts_payable_source_yoy_at_disclosure))","Add($fund_ba_accounts_payable_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",f3a687834e2f6de3bedab2406e3f91b366f806a31616a26970937769dcab9bf5,bdc1f9dd234ab77c254a3b9dd1c4e2f9f51c1064786eabf9cbeec86a232ac11a,7920b8626da5b2618c1c21061567d500d51a2723fe0bb4f9082c30ca14b9f543
stock_session,DISCLOSURE_EVENT,cn.pair.033f62739c852d6cdb71b6159190634a,cn.comp.581e12f6de1280a2b2c5,cn.comp.581e12f6de1280a2b2c5.control,PAIR_EVALUATED,,0.40467159,0.35427061,0.05040098000000004,0.0017656,-0.00382734,0.005592939999999999,0.03725975,0.02498138,0.01227837,1403791,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_monetaryfunds_source_yoy_at_disclosure))","Add($fund_ba_monetaryfunds_source_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",7a04de885483ff4bc0c4b8bb3908f911dfde9c8b444137a55751deae2c348c41,63e88a26de8053e8b910ac2070c59e93d566406a9300323e33318a5cd7f7e65e,d03e303d119cc83326dca8693341b391aa4fb9e211e4f07013d81b01cbf27e69
stock_session,DISCLOSURE_EVENT,cn.pair.03d7a1e817f109b0e523be9a1f947fb5,cn.comp.457b52f44016d82d8b3b,cn.comp.457b52f44016d82d8b3b.control,PAIR_EVALUATED,,0.4234219,0.20614565,0.21727625,0.00402889,-0.00287427,0.00690316,0.04085007,0.0211345,0.01971557,1422236,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_balance_pulse,1),Sign($fund_ba_total_liabilities_yoy_at_disclosure))","Add($fund_ba_total_liabilities_yoy_at_disclosure,Mul(0,TimeSince($fund_disclosure_balance_pulse)))",fa85e2dd50caa3b8bbeaebe2db61869a8bb46331218c6a9317c74cd227a90bfb,2cfb02e8ce7868eecbda25c0b84bdbc415d9b1c14274bea27e9fed35b9779851,e9de6da545c27669411ad01a4d2e07eb057c5c79b458fc9518a22bf01a7c4f44
stock_session,DISCLOSURE_EVENT,cn.pair.053e2c558bfcd35af43652b42655d822,cn.comp.414f38910deaee1bd4e5,cn.comp.414f38910deaee1bd4e5.control,PAIR_EVALUATED,,0.05774439,0.23412302,-0.17637862999999998,-0.00606026,0.00021509,-0.00627535,0.01067022,0.02078471,-0.010114490000000002,29646,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_ba_monetaryfunds_slope_at_disclosure))","Add($fund_ba_monetaryfunds_slope_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",0dc94f2935bc5f1b616f2206e55ab2831a1808912d6d856614d0f6f9e9ce86ab,3c38afe9b56c96297dd6a3dbc3464e77aed1414f6080c8de35a8002c8701e685,89e27144cc567c163fc8a3f2377a3c9757065f694bb6c854a66513db8e335e43
stock_session,DISCLOSURE_EVENT,cn.pair.0790f376468402726b58c62c2303b989,cn.comp.0f9c6e721da87d0a2cc4,cn.comp.0f9c6e721da87d0a2cc4.control,PAIR_EVALUATED,,0.27663256,0.20878456,0.06784800000000002,0.00134414,0.00376626,-0.00242212,0.02685659,0.02391486,0.00294173,1495351,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_ba_total_current_assets_slope_at_disclosure))","Add($fund_ba_total_current_assets_slope_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",f4e8fb36c4bbcfdc8f186f05b0f1c7c7c14ba60f1d0c440c76a54888a949bba2,9fd248e68320ee2b5826813cd220bb8a45876885fc755c659ad7c815a3c4a54e,801246ac8cf9bcfb020b70c45d7559fd1242efeb3f6b5c18ba71b1cd96b59d38
stock_session,DISCLOSURE_EVENT,cn.pair.084421be4f70a50888f95bdd815335b1,cn.comp.3133aa60d3006054a754,cn.comp.3133aa60d3006054a754.control,PAIR_EVALUATED,,0.31808111,0.1659762,0.15210491,0.03653612,0.01026162,0.0262745,0.01689029,0.02496632,-0.008076030000000001,20707,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_profit_pulse,1),Sign($fund_ba_accounts_payable_acceleration_at_disclosure))","Add($fund_ba_accounts_payable_acceleration_at_disclosure,Mul(0,TimeSince($fund_disclosure_profit_pulse)))",bea42366eee7333d317e16880f298a668f319273d45fb826141df3f9a6fc1de6,19763a0762b9ef32da4283df4c425d941d6294e1fb3f437cfa08e10fa388282c,c9953a2ff4b49a6fabe21cdceed33857a0ef8951c4f00902205a684b38d7fbb3
stock_session,DISCLOSURE_EVENT,cn.pair.0944e59202cb6aacb28a33956d2b5662,cn.comp.ac0159eac2e0555d6234,cn.comp.ac0159eac2e0555d6234.control,PAIR_EVALUATED,,0.4919936,0.4921598,-0.00016620000000000523,0.01041349,0.01029979,0.00011369999999999957,0.03309518,0.03348513,-0.00038995,1360679,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_holder_pulse,1),Sign($fund_holder_average_shares_log_change_at_disclosure))","Add($fund_holder_average_shares_log_change_at_disclosure,Mul(0,TimeSince($fund_disclosure_holder_pulse)))",92c4c629d55f314f9d65e3b99985ca0d81086bbb1a286b6169cd201bb02c8364,9a8811b91423ba55d3e9ec21c07068d7d5fe634eef13881aa54333c4501d8708,0daf6bc3fd288b743c84b0889db093f1cb76653f4d8168908e8a43d00074881f
stock_session,DISCLOSURE_EVENT,cn.pair.0d302434ba895621d45d195256359c0c,cn.comp.32278e8ce9741b0f77a8,cn.comp.32278e8ce9741b0f77a8.control,PAIR_EVALUATED,,-0.07093728,-0.08689761,0.015960329999999995,-0.02662774,-0.01256867,-0.01405907,0.01069265,0.01783271,-0.007140060000000002,29934,1.0,stock_session,unique disclosure episode,"Mul(EventCount($fund_disclosure_cashflow_pulse,1),Sign($fund_ba_accounts_rece_delta_at_disclosure))","Add($fund_ba_accounts_rece_delta_at_disclosure,Mul(0,TimeSince($fund_disclosure_cashflow_pulse)))",5cffe1e60d91fc84a5d68f1081062299b851a1b96b2bea9f5b862ce1fd3acfdb,b8adf13d36ee5177f8bb843d5f7d8729e9769d75b3eae6d3ad73a4c185b8bc7e,abd8de92ecdb0ed37d23819d112c97f41211c195bebdd1b428966183b4cee860
