candidate_id,expression_hash,generator_arm,factor_lane,expression,split,horizon_min,curve_count,day_count,net_mean_return,raw_mean_return,net_hit_rate,minute_sortino,day_sortino,day_mcmc_sortino_p25,day_mcmc_sortino_median,day_mcmc_prob_sortino_gt_0,max_drawdown,mean_one_way_turnover
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",train,equal_weight_horizon_sleeves,89,89,-0.0007281665,-5.12065e-05,0.14606742,-0.69591717,-0.69591717,-0.73971047,-0.70339439,0,-0.06280273,0.67695996
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",train,1,89,89,-0.0007149863,-3.80263e-05,0.01123596,-0.93988141,-0.93988141,-0.94913318,-0.94137486,0,-0.06167563,0.67695996
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",train,5,89,89,-0.0008072977,-0.0001303377,0.07865169,-0.76750952,-0.76750952,-0.80128275,-0.776183,0,-0.06937707,0.67695996
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",train,15,89,89,-0.0006603757,1.65843e-05,0.23595506,-0.53645073,-0.53645073,-0.60534276,-0.54341939,0,-0.05884745,0.67695996
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",train,30,89,89,-0.0007300062,-5.30462e-05,0.24719101,-0.48415566,-0.48415566,-0.54422672,-0.49503828,0,-0.06303398,0.67695996
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",validation,equal_weight_horizon_sleeves,30,30,-0.0006094715,7.22152e-05,0.1,-0.6562086,-0.6562086,-0.73519536,-0.67757864,0,-0.01813157,0.68168667
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",validation,1,30,30,-0.0007164372,-3.47505e-05,0,-0.89688819,-0.89688819,-0.93618293,-0.90162231,0,-0.02127316,0.68168667
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",validation,5,30,30,-0.0004682526,0.0002134341,0.23333333,-0.53830726,-0.53830726,-0.63218655,-0.55688809,0.00333333,-0.01433361,0.68168667
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",validation,15,30,30,-0.0006427987,3.8888e-05,0.2,-0.56161797,-0.56161797,-0.62887894,-0.56521241,0.00166667,-0.01914284,0.68168667
phase3bp_00105,c0a7b4180fa546725dfc4b2e,,rx_interaction::rx_opening_amount::rx_range_location::product,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5))))",validation,30,30,30,-0.0006103975,7.12891e-05,0.3,-0.43490958,-0.43490958,-0.51661945,-0.44573088,0.00666667,-0.02076483,0.68168667
