candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0
phase3bp_00071,f611a23298537750713cee21,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,rx_interaction::rx_opening_range::rx_range_location::product,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,high_turnover,b5c0493bcd936a3c0a,c201bb46679383a4f1,c477eb60adb0,,0.007678683248,0.007678683248,0.5268456376,0.653954293,high|low|m1_first15_high|m1_first15_low|open,"CSRank(Mul(ZScore(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",-1.03694688,-0.75429784,-0.75429784,-0.94121713,-0.70455863,0.1964161,-0.78420813,0,0.65658288,-0.66143399,0.00333333,-0.84066725,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,0.00333333,0.0
phase3bp_00112,93826c8e779a0ea16af4ea07,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,rx_interaction::rx_opening_range::rx_range_location::product,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,high_turnover,dc563efed3e1157cb9,e2ae9f0d23561d9805,9e15e58645ec,,0.006791856724,0.006791856724,0.5175159236,0.6764686014,high|low|m1_first5_high|m1_first5_low|open,"CSRank(Mul(ZScore(Div(Sub($m1_first5_high,$m1_first5_low),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",-1.04852755,-0.74900158,-0.74900158,-0.93320746,-0.70891533,0.19868681,-0.77668324,0,0.68058423,-0.80650125,0,-0.87954676,0,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,0.0,0.0
phase3bp_00002,f965906766b187f89928b48d,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_state::event_payload_state::event_inverted,limit_event_state,cross_sectional+state_transform,none,multi_or_unknown,turnover_unknown,c263c9fb05247b5724,02c7fc5e2acc9073a5,00bdbe425ea4,,,,,,evt_uplimit_type_code,"Neg(CSRank(WindowStateCount($evt_uplimit_type_code,10)))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00004,e99511a5c5d00ffd7966fead,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_state::event_payload_state::event_rank,limit_event_state+opening_state,cross_sectional,opening_state,multi_or_unknown,turnover_unknown,5fc9f6339600106564,17ee17270d5528f09f,921deb626a1d,,,,,,evt_uplimit_auction_buy,"CSRank(WindowStateCount($evt_uplimit_auction_buy,10))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00008,d04a40a262d710a15ba4ac67,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_state::event_payload_state::event_inverted,limit_event_state+opening_state,cross_sectional+state_transform,opening_state,multi_or_unknown,turnover_unknown,af734e85c383debdf8,bc4447ca3fa10d8bea,0ed52d31965d,,,,,,evt_uplimit_auction_money,"Neg(CSRank(WindowStateCount($evt_uplimit_auction_money,10)))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00012,bc57ab5e618048783a7e646b,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_state::event_payload_state::event_rank,limit_event_state+opening_state,cross_sectional,opening_state,multi_or_unknown,turnover_unknown,67ab9ac4624862b7ea,af6481c78a0c3908b2,b92f970150af,,,,,,evt_uplimit_auction_offer,"CSRank(WindowStateCount($evt_uplimit_auction_offer,10))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00016,af7e57ed2cf5764a877878f9,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_state::event_payload_state::event_inverted,limit_event_state,cross_sectional+state_transform,none,multi_or_unknown,turnover_unknown,7f509b818121b351b7,a8340c33b5ee8d84f1,c1945ee7abc1,,,,,,evt_uplimit_fd_close,"Neg(CSRank(WindowStateCount($evt_uplimit_fd_close,10)))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00020,f3bb4f9a3da49d763f1080df,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_lagged_context::coverage_guarded_context::context_inverted,flow_amount_volume,cross_sectional+state_transform,none,multi_or_unknown,turnover_unknown,91a97aabfad68363d2,c64b74245f263b67cc,70700c13bc04,,,,,,amount|ctx_ths_hot_rank_diff,"Neg(CSRank(SafeCSResidual($ctx_ths_hot_rank_diff,$amount,20,5,0.8)))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00028,c8b48fd739476cb0ebd41943,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_lagged_context::coverage_guarded_context::context_rank,flow_amount_volume,cross_sectional,none,multi_or_unknown,turnover_unknown,11f5caefca1e7f0475,4749fa964c773a1810,f89e78b82df2,,,,,,amount|ctx_ths_hot_circulation_value,"CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00033,ff8c6ad00332048936263d3f,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,limit_up,multi_or_unknown,turnover_unknown,f86423f9a189fa94b3,49fce514b5b690466d,9d68bae69edd,,,,,,amount|ctx_zls_strong|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_zls_strong,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00034,ff4ced6a55185facaab61319,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,limit_up,multi_or_unknown,turnover_unknown,1043e05b84651b1ea6,31bc3c40720d098d76,53005cfb7c10,,,,,,amount|ctx_ths_hot_last_pct|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00035,fc770d6b18cb4e5c05ab3763,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,high_board+limit_up,multi_or_unknown,turnover_unknown,08d2ff0098ef071bc7,73d8f31bbe36aedb26,1b9fbdaea3e7,,,,,,amount|ctx_sent_lb_3_num|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00036,fbc868f84b60b94a37eeac32,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,none,multi_or_unknown,turnover_unknown,0d732a7eafd8246107,a230a295a6d027ecf1,8bd6a41931e7,,,,,,amount|ctx_ths_hot_circulation_value|evt_uplimit_type_code,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00038,f9f2cd13d24065190b78053f,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,limit_up,multi_or_unknown,turnover_unknown,34b2d4851c74517cd5,724e5953e22ee9ca8b,aa63a4d38198,,,,,,amount|ctx_sent_mian_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00039,f943ef5af374d2d642403799,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,limit_up,multi_or_unknown,turnover_unknown,1ab86b40f35792d585,1b042bc4dd37bc35e9,68e1b20b5077,,,,,,amount|ctx_sent_downlimit_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_downlimit_num,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00040,f86020d90a53db5818a61e72,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,high_board,multi_or_unknown,turnover_unknown,9495b780dabe6ec462,021362005a76093941,e3d2ae46ba91,,,,,,amount|ctx_sent_lb_2_num|evt_uplimit_type_code,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_lb_2_num,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
phase3bp_00042,f5d58051405c4fbf7b7ab7d3,,,cem_exploit,,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,limit_up,multi_or_unknown,turnover_unknown,f55fa4cf5eaf65821d,3222e3ac0680581e88,a5ae907097d4,,,,,,amount|ctx_sent_ditian_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_ditian_num,$amount,20,5,0.8))))",-2.15,,,,,,,,,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|inherited_search_blocker,HOLD_TRAIN_REWARD,,,,,too_few_positive_horizons|weak_dense_primary_abs_ic,,
