run_id,field_id,source_field_id,source_family,allowed_routes,status,blocked_reason
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_accruals_profit_minus_cfo_assets,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_accruals,SLOW_CROSS_SECTIONAL_LEVEL,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ba_fixed_asset_delta,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ba_fixed_asset_persistence,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ba_fixed_asset_slope,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_construct_long_asset_acceleration,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_construct_long_asset_delta,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_construct_long_asset_persistence,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_construct_long_asset_slope,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_finance_acceleration,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_finance_persistence,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_finance_slope,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_invest_acceleration,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_invest_delta,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_invest_persistence,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_invest_slope,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_capex_construct_assets,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,SLOW_CROSS_SECTIONAL_LEVEL,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_operate_acceleration,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_operate_delta,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_ca_netcash_operate_slope,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_TEMPORAL_CHANGE,NOT_WIRED,
cn_unified_capability_integration_discovery_v1_discovery_seed_b,fund_cashflow_cfo_revenue,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,SLOW_CROSS_SECTIONAL_LEVEL,NOT_WIRED,
