candidate_id,expression_hash,generator_arm,factor_lane,expression,split,horizon_min,curve_count,day_count,net_mean_return,raw_mean_return,net_hit_rate,minute_sortino,day_sortino,day_mcmc_sortino_p25,day_mcmc_sortino_median,day_mcmc_prob_sortino_gt_0,max_drawdown,mean_one_way_turnover
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",train,equal_weight_horizon_sleeves,20,20,-0.000433527,0.0003640132,0.25,-0.65373282,-0.65373282,-0.7360478,-0.66731992,0,-0.00863765,0.79754016
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",train,1,20,20,-0.0004009291,0.0003966111,0.2,-0.8130648,-0.8130648,-0.85373874,-0.82096128,0,-0.00798894,0.79754016
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",train,5,20,20,-0.0004262052,0.0003713349,0.2,-0.55322283,-0.55322283,-0.63754698,-0.57544796,0.00166667,-0.00849415,0.79754016
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",train,15,20,20,-0.0004734466,0.0003240936,0.3,-0.50597763,-0.50597763,-0.61151884,-0.5020896,0.00666667,-0.0094346,0.79754016
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",validation,equal_weight_horizon_sleeves,8,8,-0.000208941,0.000574625,0.25,-0.58862982,-0.58862982,-0.71090606,-0.62296483,0.02,-0.00167066,0.78356601
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",validation,1,8,8,-0.0002030372,0.0005805288,0.125,-0.76045793,-0.76045793,-0.83839272,-0.77880297,0,-0.00162326,0.78356601
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",validation,5,8,8,-8.1883e-05,0.000701683,0.375,-0.16695731,-0.16695731,-0.44864048,-0.18166331,0.35833333,-0.00189309,0.78356601
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",validation,15,8,8,-0.0003419028,0.0004416632,0.5,-0.32495966,-0.32495966,-0.48229173,-0.34373099,0.20534224,-0.00363862,0.78356601
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",holdout,equal_weight_horizon_sleeves,7,7,-0.000329108,0.0004514552,0.28571429,-0.57904994,-0.57904994,-0.72533694,-0.59539789,0.03333333,-0.00273106,0.78056319
phase3cp_lt_event_00032,63acefffab51255a534bc382,event_state,targeted_low_turnover_event_opening_state,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",holdout,1,7,7,-0.0004717118,0.0003088514,0,-0.83870444,-0.83870444,-0.89117844,-0.85022635,0,-0.00329764,0.78056319
