candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0
phase3cp_lt_event_00060,3c2f227b538dbe9947120a88,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,8644f273d365016bf4,e638ae7097b094b479,2d508bddd66a,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Wma(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),60))),8))",-0.48827207,-0.42657095,-0.42657095,-0.58959837,-0.473731,0.16772029,-0.53129226,0.03166667,0.38285492,-0.61816916,0.01669449,-0.78247301,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.01669449,0.0
phase3cp_lt_event_00058,f3dbec9a8923513e871633e4,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),60))),8))",-0.50845985,-0.44533824,-0.44533824,-0.60670238,-0.48727894,0.16094851,-0.55924111,0.02333333,0.38558399,-0.62193405,0.0033389,-0.79355085,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.0033389,0.0
phase3cp_lt_event_00056,a2816940d50d021f250e25ba,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),60))),3))",-0.51443687,-0.44241236,-0.44241236,-0.64790957,-0.49940327,0.22203143,-0.54566338,0.01833333,0.37725192,-0.61804686,0.01001669,-0.75808792,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.01001669,0.0
phase3cp_lt_event_00057,3bf158d6e70d9b6c5d9d0d41,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),60))),5))",-0.51522809,-0.4474288,-0.4474288,-0.63615684,-0.47805081,0.18478641,-0.5505152,0.02166667,0.3900039,-0.64929166,0.00166667,-0.76920748,0.00166667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.00166667,0.00166667
phase3cp_lt_event_00059,990a71d3997fe06d626da78f,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,8644f273d365016bf4,e638ae7097b094b479,2d508bddd66a,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Wma(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),60))),5))",-0.51549708,-0.44533881,-0.44533881,-0.6528645,-0.47421865,0.19965556,-0.53672304,0.03,0.3882945,-0.62983981,0.01333333,-0.77863955,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.01333333,0.0
phase3cp_lt_event_00042,597ccf00b8db3b1c7c9f5ab8,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),5))",-0.60335315,-0.5211478,-0.5211478,-0.79172988,-0.50935641,0.2376821,-0.59394694,0.00666667,0.46388035,-0.62069452,0.00833333,-0.71782748,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.00833333,0.0
phase3cp_lt_event_00043,cc02a1c0f793cdb1188a87d2,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),8))",-0.61577811,-0.54299396,-0.54299396,-0.76297677,-0.53601577,0.19255829,-0.6319362,0,0.44724649,-0.62908647,0.00166667,-0.73461428,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.00166667,0.0
phase3cp_lt_event_00045,32ffca947fc347549c12a8d2,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,8644f273d365016bf4,e638ae7097b094b479,2d508bddd66a,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Wma(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),8))",-0.62723889,-0.55816126,-0.55816126,-0.76433957,-0.56486949,0.18724547,-0.6458265,0.00166667,0.45196028,-0.64905812,0.01,-0.74828813,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.01,0.0
phase3cp_lt_event_00044,985d55e5f11e8b027b1e56f8,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,8644f273d365016bf4,e638ae7097b094b479,2d508bddd66a,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Wma(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),5))",-0.64093804,-0.56587173,-0.56587173,-0.79859908,-0.55623472,0.21276567,-0.65029408,0.00166667,0.46102084,-0.65133541,0.00333333,-0.69896367,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.00333333,0.0
phase3cp_lt_event_00041,f9812590e1f9598c426a29b2,search_outputs,low_turnover_event_state/round1_targeted,event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,targeted_low_turnover_event_opening_state,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,0.19139571,0.195,0.02785714,0.5317,0.48,,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),3))",-0.65827684,-0.59252439,-0.59252439,-0.79167705,-0.59518981,0.19955353,-0.6723458,0,0.44761504,-0.62530691,0.01,-0.69662314,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_event_state/round1_targeted,,,,0.01,0.0
