physical_field_id,source_domain,source_table,source_field,source_family,dtype,entity_scope,observable_time_field,pit_status,physical_evidence,current_121_presence
cn.sf.a4a22a2d8581a5ef8e48d5824f3c6e02,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,OTHER_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.8a5f3d5a5936afe9934c111b560bf122,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,OUTWARD_REMIT,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d8c522e459a3d643acdd601787f16fcb,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,OUTWARD_REMIT_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.1a5b4a66997cf50d0d22b19ac73ebc93,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PARENT_EQUITY_BALANCE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.143ad158c8ccc638265c87c0eddcf187,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PARENT_EQUITY_BALANCE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.a241189c1360d6ae16df28df07ada22b,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PARENT_EQUITY_OTHER,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.24303419ae6fbd2c1b40ac53ff771ddc,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PARENT_EQUITY_OTHER_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.3482cd88c0bc394e398fce95ee8b159c,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PEND_MORTGAGE_ASSET,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.f5535fa4b78ab400b12da3e96c52c20e,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PEND_MORTGAGE_ASSET_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.c7175342949feda0c8d735eacaea51d4,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PERPETUAL_BOND,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.774f404ac295dbd9714aa7f6c3648d13,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PERPETUAL_BOND_PAYBALE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.33f1945fb99abea9b808631f64be087e,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PERPETUAL_BOND_PAYBALE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.7cbde99eb42493eb65c67ac6421935c3,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PERPETUAL_BOND_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.7d24419692c6926ffb5608d8566386b2,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PLEDGE_LOAN,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.a0752e199bf3177d07d42616b565b729,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PLEDGE_LOAN_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.f8462216e65d518ac978d67d262ff68f,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,POLICY_BONUS_PAYABLE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.a78438949bddaf2a1c909d4f856076b9,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,POLICY_BONUS_PAYABLE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.94f5724b093dbb3935942ead363a26e3,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PRECIOUS_METAL,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.6f801bf110f77e41aff42e3dc60847ce,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PRECIOUS_METAL_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d034fdc32ba8cbac3733fb39423cfbfd,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREDICT_CURRENT_LIAB,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.492d3a4347519599aea2af98a1bbc0cc,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREDICT_CURRENT_LIAB_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.ec05c461f0a80b87964c5c86bacc45a0,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREDICT_LIAB,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.0901f9dd87eac29a570c64913be32dd4,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREDICT_LIAB_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.96a7e25f560b230ed3a8f5c959fa103b,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREFERRED_SHARES,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.105ad20a7c2814b53675868b00762bed,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREFERRED_SHARES_PAYBALE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.bd5a68711370e3112b2c53654db4a63d,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREFERRED_SHARES_PAYBALE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.e9ef66cf41ea3937d22f6be8b0a23dca,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREFERRED_SHARES_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d483c3a674fe23f39bddaef561d931c8,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREMIUM_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.553c60c6f0e2e104d723d05e997ff026,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREMIUM_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.fe74d25d36e80b24781e9cfdeebd72c4,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREPAYMENT,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.4e9a0bdef0ac471b244fcf1235a82f77,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PREPAYMENT_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.95841ad395ab5cac7830230bb0a989b8,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PRODUCTIVE_BIOLOGY_ASSET,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.e29bfa58573acb90403d4a48c9c4f2ce,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PRODUCTIVE_BIOLOGY_ASSET_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.498c1ea44594f2b9214ef234d3c9396c,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PROJECT_MATERIAL,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.2214daca6f3707e4155cb0f820afc0ed,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,PROJECT_MATERIAL_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.b2645b4c543f94be3a066308118d1e59,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RC_RESERVE_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.33c1e84c99f00268853b6e8de5fb6ec8,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RC_RESERVE_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.158d3d607fafdb9f411ca120ce2a5878,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RECEIVABLES,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.cfabb4c5501345e7f8ae82272c27b77f,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RECEIVABLES_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.0c3d8b1532504ae812d5e534217147f5,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REFUND_CAPITAL_DEPOSIT,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.7c37a80188af2bb7d64f5b4990d2c015,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REFUND_CAPITAL_DEPOSIT_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.b46e97992d1fde717df507413850a927,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REFUND_DEPOSIT_PAY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.000dad1cf4446e92cd682dfc952a91cc,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REFUND_DEPOSIT_PAY_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d5735ee2e8c3cea9e3a34994cdc17678,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REFUND_DEPOSIT_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.8a511ab88d2b2a5ea9bda0e869aacba1,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REFUND_DEPOSIT_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.5ffad1fd3b418c4c3c38d2e852686442,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REINSURE_PAYABLE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.16e3ff0f0b8c66a61a819c9256d2d4d4,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REINSURE_PAYABLE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.5a0a159c04f7efccf5f426250b65dade,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REINSURE_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.0250f6755c6525e4fd7c7381e55444d4,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REINSURE_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.1124db9cf6433ac93f298e1375ba6d2e,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REPORT_DATE,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.a8c1ed9f754aa47d3d73a438d7147672,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REPORT_DATE_NAME,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.adec17e9de36c481fcb86bc75372d213,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,REPORT_TYPE,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.9ab6dd415eb16bc1f926c5810728699e,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RHD_RESERVE_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.e6967c02f8753441584a3c4c7fec34e4,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RHD_RESERVE_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.1fab8e9eadd6b31059f18c9309635708,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RLD_RESERVE_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.479b052c02274406840d37c58d7bdcfc,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RLD_RESERVE_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.7cb5fb4fb4ba4c88440504067593be52,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RUC_RESERVE_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.ba89e03ec9ce1ba3c10384c0a2c3aaf2,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RUC_RESERVE_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.09f2fe33b7ca7c3d43385c9929b9d218,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RUD_RESERVE_RECE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d5e6ed46bd8aaa9215c1db6d493e3646,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,RUD_RESERVE_RECE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.38647b0ad68e3f29ecfd8ef9f1ca337b,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SECUCODE,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.6ebc44f290d3952727ac40749c2c7a98,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SECURITY_CODE,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d25d2e8af5f5b35b86a1a81fa05d49cb,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SECURITY_NAME_ABBR,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.488f0c9fb544b302cc3015502d1994b2,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SECURITY_TYPE_CODE,fundamental_balance_sheet,string,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.0ec358092a6fff3665a01a327198d974,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SELL_REPO_FINASSET,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.002f0ffa8e6acb6a589474b7b133eb53,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SELL_REPO_FINASSET_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.d45c65587869f8a9bb827d46affdce72,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SETTLE_EXCESS_RESERVE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.a0efec18cfe205e3c90fd9deadcca1d6,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SETTLE_EXCESS_RESERVE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.e4d09b3f3dc990d32e8f47784d8a64af,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SHARE_CAPITAL,fundamental_balance_sheet,int64,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.1a90359b1b7d2cae3106864cf9a19865,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SHARE_CAPITAL_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.24dadd80d96f0af3834e880032910564,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SHORT_BOND_PAYABLE,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
cn.sf.e91361a5ba1f89091ec8a132b8417b95,PIT_FUNDAMENTAL_SIDECAR,balance_sheet_report_em,SHORT_BOND_PAYABLE_YOY,fundamental_balance_sheet,double,STOCK_REPORT_PERIOD,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,fundamental source inventory and PIT qualification matrix,ABSENT
