runner,field_id,source_family,registered,physically_available,pit_qualified,search_eligible,generator_visible,proposal_count,legal_count,canonical_identity_count,exact_identity_count,signal_cluster_count,admission_count,strict_count,full_development_reward_count,survivor_count,cross_seed_exact_count,proxy_count,feedback_count,evidence_ceiling
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_assets_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_liab_acceleration,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_liab_acceleration,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_liab_delta,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_liab_delta,canonical_fundamental_liquidity_solvency,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_liab_persistence,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_liab_persistence,canonical_fundamental_liquidity_solvency,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_liab_slope,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_liab_slope,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_liab_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_liab_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_liab_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_liab_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_equity_acceleration,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_equity_acceleration,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_equity_delta,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_equity_delta,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_equity_persistence,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_equity_persistence,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_equity_slope,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_equity_slope,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_equity_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_equity_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_equity_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_equity_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_liabilities_acceleration,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_liabilities_acceleration,canonical_fundamental_leverage,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_liabilities_delta,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_liabilities_delta,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_liabilities_persistence,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_liabilities_persistence,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_liabilities_slope,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_liabilities_slope,canonical_fundamental_leverage,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_liabilities_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_liabilities_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_liabilities_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_liabilities_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_business_composition_concentration_blocked,canonical_fundamental_business_composition_concentration,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_business_composition_concentration_blocked,canonical_fundamental_business_composition_concentration,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_construct_long_asset_acceleration,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_construct_long_asset_acceleration,canonical_fundamental_capital_investment,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ca_construct_long_asset_delta,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_construct_long_asset_delta,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_construct_long_asset_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_construct_long_asset_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_construct_long_asset_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_construct_long_asset_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_construct_long_asset_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_construct_long_asset_source_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ca_construct_long_asset_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_construct_long_asset_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_finance_acceleration,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_finance_acceleration,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_finance_delta,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_finance_delta,canonical_fundamental_capital_investment,True,True,True,True,True,2,2,2,2,2,2,2,2,1,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_finance_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_finance_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_finance_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_finance_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_finance_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_finance_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_finance_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_finance_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_invest_acceleration,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_invest_acceleration,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_invest_delta,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_invest_delta,canonical_fundamental_capital_investment,True,True,True,True,True,2,2,2,2,2,2,2,2,1,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_invest_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_invest_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_invest_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_invest_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_invest_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_invest_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_invest_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_invest_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_operate_acceleration,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_operate_acceleration,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_operate_delta,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_operate_delta,canonical_fundamental_cashflow_quality,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_operate_persistence,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_operate_persistence,canonical_fundamental_cashflow_quality,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_operate_slope,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_operate_slope,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_operate_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_operate_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ca_netcash_operate_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ca_netcash_operate_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_capex_construct_assets,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_capex_construct_assets,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_cashflow_cfo_profit,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_cashflow_cfo_profit,canonical_fundamental_cashflow_quality,True,True,True,True,True,2,2,2,2,2,2,2,2,1,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_cashflow_cfo_revenue,canonical_fundamental_cashflow_quality,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_cashflow_cfo_revenue,canonical_fundamental_cashflow_quality,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_disclosure_balance_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_balance_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,4,4,2,2,1,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_disclosure_balance_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_balance_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,1,4,4,4,0,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_disclosure_cashflow_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_cashflow_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,4,4,2,2,0,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_disclosure_cashflow_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_cashflow_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,0,4,0,0,0,2,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_disclosure_holder_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_holder_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,2,4,4,4,0,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_disclosure_holder_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_holder_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,1,4,0,0,0,2,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_disclosure_profit_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_profit_age_sessions,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_disclosure_profit_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_disclosure_profit_pulse,canonical_fundamental_disclosure_timing_staleness,True,True,True,True,True,4,4,2,2,1,4,4,4,0,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_efficiency_fixed_asset_intensity,canonical_fundamental_operating_efficiency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_efficiency_fixed_asset_intensity,canonical_fundamental_operating_efficiency,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_efficiency_revenue_assets,canonical_fundamental_operating_efficiency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_efficiency_revenue_assets,canonical_fundamental_operating_efficiency,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_average_shares_log,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_average_shares_log,canonical_fundamental_shareholder_structure,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_average_shares_log_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_average_shares_log_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_count_log,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_count_log,canonical_fundamental_shareholder_structure,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_count_log_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_count_log_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_top10_share_ratio,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_top10_share_ratio,canonical_fundamental_shareholder_structure,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_holder_top10_share_ratio_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_holder_top10_share_ratio_change,canonical_fundamental_shareholder_structure,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
