field_id,registered_in_unified_authority,source_family,pit_status,search_eligible_unified,allowed_routes,legacy_phase3ga_visible,unified_runner_visible,runtime_authority
fund_ba_total_current_liab_acceleration,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_liab_delta,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_current_liab_persistence,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_current_liab_slope,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_liab_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_current_liab_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_equity_acceleration,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_equity_delta,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_equity_persistence,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_equity_slope,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_equity_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_equity_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_liabilities_acceleration,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ba_total_liabilities_delta,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_liabilities_persistence,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_liabilities_slope,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_liabilities_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ba_total_liabilities_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_business_composition_concentration_blocked,True,canonical_fundamental_business_composition_concentration,PIT_CONTRACT_UNRESOLVED,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_construct_long_asset_acceleration,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ca_construct_long_asset_delta,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_construct_long_asset_persistence,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_construct_long_asset_slope,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_construct_long_asset_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ca_construct_long_asset_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_finance_acceleration,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_finance_delta,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ca_netcash_finance_persistence,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_finance_slope,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_finance_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_finance_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_invest_acceleration,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_invest_delta,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ca_netcash_invest_persistence,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_invest_slope,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_invest_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_invest_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_operate_acceleration,True,canonical_fundamental_cashflow_quality,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_operate_delta,True,canonical_fundamental_cashflow_quality,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ca_netcash_operate_persistence,True,canonical_fundamental_cashflow_quality,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_ca_netcash_operate_slope,True,canonical_fundamental_cashflow_quality,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_operate_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_ca_netcash_operate_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_capex_construct_assets,True,canonical_fundamental_capital_investment,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_cashflow_cfo_profit,True,canonical_fundamental_cashflow_quality,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_cashflow_cfo_revenue,True,canonical_fundamental_cashflow_quality,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_balance_age_sessions,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_balance_pulse,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""DISCLOSURE_EVENT""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_cashflow_age_sessions,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_cashflow_pulse,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""DISCLOSURE_EVENT""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_holder_age_sessions,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_holder_pulse,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""DISCLOSURE_EVENT""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_profit_age_sessions,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_disclosure_profit_pulse,True,canonical_fundamental_disclosure_timing_staleness,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""DISCLOSURE_EVENT""]",False,True,UNIFIED_REGISTRY_PATH
fund_efficiency_fixed_asset_intensity,True,canonical_fundamental_operating_efficiency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_efficiency_revenue_assets,True,canonical_fundamental_operating_efficiency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_holder_average_shares_log,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_holder_average_shares_log_change,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_holder_count_log,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_holder_count_log_change,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_holder_top10_share_ratio,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_holder_top10_share_ratio_change,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_holder_top10_shares_log,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_holder_top10_shares_log_change,True,canonical_fundamental_shareholder_structure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_leverage_equity_assets,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_leverage_liabilities_assets,True,canonical_fundamental_leverage,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_liquidity_cash_current_liab,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_liquidity_current_ratio,True,canonical_fundamental_liquidity_solvency,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_deduct_parent_netprofit_acceleration,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_deduct_parent_netprofit_delta,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_deduct_parent_netprofit_persistence,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_deduct_parent_netprofit_slope,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_deduct_parent_netprofit_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_deduct_parent_netprofit_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_cost_acceleration,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_cost_delta,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_cost_persistence,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_operate_cost_slope,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_cost_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_cost_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_income_acceleration,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_income_delta,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_income_persistence,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_income_slope,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_income_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_income_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_operate_profit_acceleration,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_profit_delta,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_profit_persistence,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_operate_profit_slope,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_operate_profit_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_operate_profit_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_parent_netprofit_acceleration,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_parent_netprofit_delta,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_parent_netprofit_persistence,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_parent_netprofit_slope,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_pr_parent_netprofit_source_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_pr_parent_netprofit_yoy,True,canonical_fundamental_growth,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_TEMPORAL_CHANGE""]",False,True,UNIFIED_REGISTRY_PATH
fund_profit_gross_margin,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
fund_profit_operating_margin,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_profit_parent_margin,True,canonical_fundamental_profitability,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_working_capital_inventory_assets,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_working_capital_payables_assets,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,True,UNIFIED_REGISTRY_PATH
fund_working_capital_receivables_assets,True,canonical_fundamental_working_capital,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
high,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
intraday_ret_from_open,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
label_horizon,True,metadata,PIT_VERSIONED_HISTORY,False,[],False,False,REGISTERED_NOT_RUNTIME_EXPOSED
low,True,raw_1min,PIT_VERSIONED_HISTORY,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
m1_first15_amount,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first15_bars,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first15_high,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first15_last_close,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
m1_first15_last_return_vs_open,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first15_low,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first15_range,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first15_vol,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
m1_first15_vwap,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first15_vwap_return_vs_open,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first30_amount,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first30_bars,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first30_high,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first30_last_close,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first30_last_return_vs_open,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first30_low,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,True,UNIFIED_REGISTRY_PATH
m1_first30_range,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",False,False,REGISTERED_NOT_RUNTIME_EXPOSED
m1_first30_vol,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
m1_first30_vwap,True,firstN,PIT_VERSIONED_HISTORY,True,"[""FIRSTN_PATH""]",True,True,SPLIT_AUTHORITY_LEGACY_AND_UNIFIED
