field_id,representation_id,source_field_id,source_family,source_table,source_field,entity_scope,temporal_semantics,observable_clock,maturity_rule,pit_status,unit_status,field_role,search_eligible,allowed_routes,blocked_reason
fund_ba_fixed_asset_acceleration,cn.rep.5c02f96890e0510f6730f795ec60b4c2,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ba_fixed_asset_source_yoy,cn.rep.02847d1b9d27a94f4c8b2ea228844017,cn.sf.c9955e127c6a27e4b8d0d71e66210604,canonical_fundamental_growth,balance_sheet_report_em,FIXED_ASSET_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_income_delta,cn.rep.e6e318d9235015655f06d887f6ad6385,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_INCOME,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_income_yoy,cn.rep.03816b6a7527fd8d128844e99f84d585,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_INCOME,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_income_slope,cn.rep.b93d0eab70a272a5b9efe72952acdcf0,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_INCOME,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_income_persistence,cn.rep.da3cf380741652d96b88009a05a6e880,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_INCOME,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_income_acceleration,cn.rep.db0cc91647d3a872160a4f63a59ce529,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_INCOME,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_income_source_yoy,cn.rep.e624a85383e2629f89bd4a651173a797,cn.sf.210b6afe9f1b32499a335173a195470c,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_INCOME_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_cost_delta,cn.rep.462e613fb43cad5e09ddcdb7580ac123,cn.sf.0a027b7cfdff5ea6dfe3884b1954f624,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_COST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_cost_yoy,cn.rep.e78dc12934c0aaa2922fa190c4ecd401,cn.sf.0a027b7cfdff5ea6dfe3884b1954f624,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_COST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_cost_slope,cn.rep.d08414cbbf33f58e56be916b58dd2e13,cn.sf.0a027b7cfdff5ea6dfe3884b1954f624,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_COST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_cost_persistence,cn.rep.b77a98109112475b8693e19c07ae993c,cn.sf.0a027b7cfdff5ea6dfe3884b1954f624,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_COST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_cost_acceleration,cn.rep.84f9673f8e5945df29bc4750e5ababd8,cn.sf.0a027b7cfdff5ea6dfe3884b1954f624,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_COST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_cost_source_yoy,cn.rep.8babfa952ca95d6e66dd677f74a76e2e,cn.sf.8eded9d8f64935d7bb8127e1b903da91,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_COST_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_profit_delta,cn.rep.aa31dc5ab836fecf757a276727d17ec2,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_profit_yoy,cn.rep.a27940b123c0882266293a6521dc06ea,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_PROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_profit_slope,cn.rep.e8bb5f3f251ee8637d9fd034182008ca,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_profit_persistence,cn.rep.7ab89d015bf6c2b61ebc878ee66b2f30,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_profit_acceleration,cn.rep.dc9283e3f4ba0e6ebab0afbe4a834b20,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_operate_profit_source_yoy,cn.rep.a5ff6dc23acaf03deba0fab971566e05,cn.sf.de8bc02b548427e0834958fe6e11c819,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_PROFIT_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_parent_netprofit_delta,cn.rep.e4b3cff90bdf07c018fcafa4b75257e1,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_parent_netprofit_yoy,cn.rep.e03a3cf54a7dde2fc4193ca3243b54af,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_growth,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_parent_netprofit_slope,cn.rep.fde651f2c785c25694babedd2a028a60,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_parent_netprofit_persistence,cn.rep.86d218f0d419839be1c4a3922c7d7d7c,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_parent_netprofit_acceleration,cn.rep.1ecb237a0f623d8d5c88b0efd8e04754,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_parent_netprofit_source_yoy,cn.rep.e9ecda324e9c1ef079b454a4ef5263ab,cn.sf.c6b2cdf3ecf87f91d7caf6033dd1b870,canonical_fundamental_growth,profit_sheet_report_em,PARENT_NETPROFIT_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_deduct_parent_netprofit_delta,cn.rep.1c807ae8ca893ebe11fde39fe2d579bd,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_deduct_parent_netprofit_yoy,cn.rep.944081a02c7ceb5c61c5c251097ada55,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_growth,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_deduct_parent_netprofit_slope,cn.rep.2ae0a89b4076aa44863d63ca694e6a51,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_deduct_parent_netprofit_persistence,cn.rep.91df0a49c32e2ffc499a3b4aa3cb4da8,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_deduct_parent_netprofit_acceleration,cn.rep.71ed18339eece7e111b2a3540b3d3f59,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_pr_deduct_parent_netprofit_source_yoy,cn.rep.0754e59e015fd07403dac2425c8153a0,cn.sf.623b7dbe1b2975730ddb4d544dcb2f2e,canonical_fundamental_growth,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_operate_delta,cn.rep.38b34cff929d244eae039019a3e56eb9,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_operate_yoy,cn.rep.fe0f6b98f132e08d172f7b7488e35888,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_operate_slope,cn.rep.e00bc3e10b45c4a60ab6ab68fba4dec3,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_operate_persistence,cn.rep.d2b48b85c94b2f29b63ec4af3ae3eedf,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_operate_acceleration,cn.rep.e70a4cc65303a74658df2b9a53874270,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_operate_source_yoy,cn.rep.09914b7a9e83546d6750001b85e20911,cn.sf.fa3bb4d6340a17ccec873a89588f0e8e,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_OPERATE_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_invest_delta,cn.rep.7862743c1b89668eaa47153169041853,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_invest_yoy,cn.rep.345d3611322da382e4977d77cf359995,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_INVEST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_invest_slope,cn.rep.c7b3d61a540bbaec9d5a5620a9759401,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_invest_persistence,cn.rep.327114371317e3c429bedd1b56d83065,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_invest_acceleration,cn.rep.4754004c3be5c421a8f846517ca1fd29,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_invest_source_yoy,cn.rep.d3fceaef00cf8a98d6a82883dbb90dad,cn.sf.4e06b714c687cc0de7cc1c411ba15ad2,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_INVEST_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_finance_delta,cn.rep.dd7a88db9a2ff04787f0a6c9808bad75,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_finance_yoy,cn.rep.817d08cf59e2456482688940df75f549,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_FINANCE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_finance_slope,cn.rep.b29ed2ed5097b826a19532651473354b,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_finance_persistence,cn.rep.248cfcf8718ef5c565c135f1ade6b7cf,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_finance_acceleration,cn.rep.b06da5d9c6bcc262d4ee6ed2250f911f,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_netcash_finance_source_yoy,cn.rep.c3d0ac3796719b935be90c9600c89573,cn.sf.56d851ec4c038f357cb5b1ea8fcc9e9c,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_FINANCE_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_construct_long_asset_delta,cn.rep.581596de9a8a251b886fa3447f06fe68,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_construct_long_asset_yoy,cn.rep.969bb2fa869730fb45129b627f23d4bf,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_growth,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_construct_long_asset_slope,cn.rep.02e8c0d559318445d7331b093dfc7ea4,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_construct_long_asset_persistence,cn.rep.af13a34822ed6cd71066fa1220b63b63,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_construct_long_asset_acceleration,cn.rep.dfa04ff479849179e33c0b626a6a93a5,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_ca_construct_long_asset_source_yoy,cn.rep.f8caeaffd1a9b58a82437872b8cf650a,cn.sf.b4e3400210cfe32f21686b825b0e7c79,canonical_fundamental_growth,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET_YOY,STOCK,SLOW_CHANGE,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_TEMPORAL_CHANGE""]",
fund_leverage_liabilities_assets,cn.rep.54c448b44ab871f941c2077a6b22f36f,cn.sf.911bcfaee1a839850a29432cd89e35a8,canonical_fundamental_leverage,balance_sheet_report_em,TOTAL_LIABILITIES,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
fund_leverage_equity_assets,cn.rep.be5e146fd9b4aa20fbc32cd53a8c1330,cn.sf.0f0bfac4037c3ade1c551b83fd48478f,canonical_fundamental_leverage,balance_sheet_report_em,TOTAL_EQUITY,STOCK,ASOF_LEVEL,next_session_after_source_disclosure,max_dependency_observable_time,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_UNIT_GLOSSARY_ASSERTED,primary,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",
