field_uid,field_id,source_table,source_field,data_family,entity_scope,semantic_role,field_role,observable_time,pit_status,materialization_status,registry_present,registry_search_eligible,eligible_routes,generator_observed_routes,information_status,information_qualified,core_pack_selected,core_pack_decision,nearest_root_id,nearest_root_nmi,operator_path_status,review_outcome,review_reason,alpha_or_performance_claim
source::cn_source::cash_flow_sheet_report_em::CCE_ADDNOTE,cash_flow_sheet_report_em.CCE_ADDNOTE,cash_flow_sheet_report_em,CCE_ADDNOTE,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADDNOTE_YOY,cash_flow_sheet_report_em.CCE_ADDNOTE_YOY,cash_flow_sheet_report_em,CCE_ADDNOTE_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_BALANCE,cash_flow_sheet_report_em.CCE_ADD_BALANCE,cash_flow_sheet_report_em,CCE_ADD_BALANCE,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_BALANCENOTE,cash_flow_sheet_report_em.CCE_ADD_BALANCENOTE,cash_flow_sheet_report_em,CCE_ADD_BALANCENOTE,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_BALANCENOTE_YOY,cash_flow_sheet_report_em.CCE_ADD_BALANCENOTE_YOY,cash_flow_sheet_report_em,CCE_ADD_BALANCENOTE_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_BALANCE_YOY,cash_flow_sheet_report_em.CCE_ADD_BALANCE_YOY,cash_flow_sheet_report_em,CCE_ADD_BALANCE_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_OTHER,cash_flow_sheet_report_em.CCE_ADD_OTHER,cash_flow_sheet_report_em,CCE_ADD_OTHER,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_OTHERNOTE,cash_flow_sheet_report_em.CCE_ADD_OTHERNOTE,cash_flow_sheet_report_em,CCE_ADD_OTHERNOTE,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_OTHERNOTE_YOY,cash_flow_sheet_report_em.CCE_ADD_OTHERNOTE_YOY,cash_flow_sheet_report_em,CCE_ADD_OTHERNOTE_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_OTHER_YOY,cash_flow_sheet_report_em.CCE_ADD_OTHER_YOY,cash_flow_sheet_report_em,CCE_ADD_OTHER_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CCE_ADD_YOY,cash_flow_sheet_report_em.CCE_ADD_YOY,cash_flow_sheet_report_em,CCE_ADD_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CONSTRUCT_LONG_ASSET,cash_flow_sheet_report_em.CONSTRUCT_LONG_ASSET,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CONSTRUCT_LONG_ASSET_YOY,cash_flow_sheet_report_em.CONSTRUCT_LONG_ASSET_YOY,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CONVERT_BOND_1YEAR,cash_flow_sheet_report_em.CONVERT_BOND_1YEAR,cash_flow_sheet_report_em,CONVERT_BOND_1YEAR,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CONVERT_BOND_1YEAR_YOY,cash_flow_sheet_report_em.CONVERT_BOND_1YEAR_YOY,cash_flow_sheet_report_em,CONVERT_BOND_1YEAR_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CREDIT_IMPAIRMENT_INCOME,cash_flow_sheet_report_em.CREDIT_IMPAIRMENT_INCOME,cash_flow_sheet_report_em,CREDIT_IMPAIRMENT_INCOME,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CREDIT_IMPAIRMENT_INCOME_YOY,cash_flow_sheet_report_em.CREDIT_IMPAIRMENT_INCOME_YOY,cash_flow_sheet_report_em,CREDIT_IMPAIRMENT_INCOME_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CURRENCY,cash_flow_sheet_report_em.CURRENCY,cash_flow_sheet_report_em,CURRENCY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,METADATA_NOT_SEARCHABLE,False
source::cn_source::cash_flow_sheet_report_em::CUSTOMER_DEPOSIT_ADD,cash_flow_sheet_report_em.CUSTOMER_DEPOSIT_ADD,cash_flow_sheet_report_em,CUSTOMER_DEPOSIT_ADD,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::CUSTOMER_DEPOSIT_ADD_YOY,cash_flow_sheet_report_em.CUSTOMER_DEPOSIT_ADD_YOY,cash_flow_sheet_report_em,CUSTOMER_DEPOSIT_ADD_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEBT_TRANSFER_CAPITAL,cash_flow_sheet_report_em.DEBT_TRANSFER_CAPITAL,cash_flow_sheet_report_em,DEBT_TRANSFER_CAPITAL,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEBT_TRANSFER_CAPITAL_YOY,cash_flow_sheet_report_em.DEBT_TRANSFER_CAPITAL_YOY,cash_flow_sheet_report_em,DEBT_TRANSFER_CAPITAL_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEFER_INCOME_AMORTIZE,cash_flow_sheet_report_em.DEFER_INCOME_AMORTIZE,cash_flow_sheet_report_em,DEFER_INCOME_AMORTIZE,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEFER_INCOME_AMORTIZE_YOY,cash_flow_sheet_report_em.DEFER_INCOME_AMORTIZE_YOY,cash_flow_sheet_report_em,DEFER_INCOME_AMORTIZE_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEFER_TAX,cash_flow_sheet_report_em.DEFER_TAX,cash_flow_sheet_report_em,DEFER_TAX,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEFER_TAX_YOY,cash_flow_sheet_report_em.DEFER_TAX_YOY,cash_flow_sheet_report_em,DEFER_TAX_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_ADD,cash_flow_sheet_report_em.DEPOSIT_ADD,cash_flow_sheet_report_em,DEPOSIT_ADD,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_ADD_YOY,cash_flow_sheet_report_em.DEPOSIT_ADD_YOY,cash_flow_sheet_report_em,DEPOSIT_ADD_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_INTERBANK_ADD,cash_flow_sheet_report_em.DEPOSIT_INTERBANK_ADD,cash_flow_sheet_report_em,DEPOSIT_INTERBANK_ADD,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_INTERBANK_ADD_YOY,cash_flow_sheet_report_em.DEPOSIT_INTERBANK_ADD_YOY,cash_flow_sheet_report_em,DEPOSIT_INTERBANK_ADD_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_IOFI_ADD,cash_flow_sheet_report_em.DEPOSIT_IOFI_ADD,cash_flow_sheet_report_em,DEPOSIT_IOFI_ADD,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_IOFI_ADD_YOY,cash_flow_sheet_report_em.DEPOSIT_IOFI_ADD_YOY,cash_flow_sheet_report_em,DEPOSIT_IOFI_ADD_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_IOFI_OTHER,cash_flow_sheet_report_em.DEPOSIT_IOFI_OTHER,cash_flow_sheet_report_em,DEPOSIT_IOFI_OTHER,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_IOFI_OTHER_YOY,cash_flow_sheet_report_em.DEPOSIT_IOFI_OTHER_YOY,cash_flow_sheet_report_em,DEPOSIT_IOFI_OTHER_YOY,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
source::cn_source::cash_flow_sheet_report_em::DEPOSIT_IOFI_REDUCE,cash_flow_sheet_report_em.DEPOSIT_IOFI_REDUCE,cash_flow_sheet_report_em,DEPOSIT_IOFI_REDUCE,fundamental_cashflow_sheet,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,False,False,,,NOT_EVALUATED,False,False,NOT_SELECTED,,0.0,NOT_OBSERVED,HOLD_RESEARCH,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,False
