candidate_id,expression_hash,generator_arm,factor_lane,expression,split,horizon_min,curve_count,day_count,net_mean_return,raw_mean_return,net_hit_rate,minute_sortino,day_sortino,day_mcmc_sortino_p25,day_mcmc_sortino_median,day_mcmc_prob_sortino_gt_0,max_drawdown,mean_one_way_turnover
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,equal_weight_horizon_sleeves,15,15,-0.0014231701,-0.0006979936,0,-0.96163452,-0.96163452,-0.97254808,-0.96518527,0,-0.0211374,0.72517649
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,1,15,15,-0.0012351374,-0.0005099609,0,-0.96071057,-0.96071057,-0.97424757,-0.96411598,0,-0.01836867,0.72517649
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,5,15,15,-0.0014422491,-0.0007170726,0,-0.94267228,-0.94267228,-0.95644095,-0.94782777,0,-0.02141861,0.72517649
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",train,15,15,15,-0.0015921239,-0.0008669475,0,-0.94218101,-0.94218101,-0.95787613,-0.94667819,0,-0.02361988,0.72517649
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,equal_weight_horizon_sleeves,6,6,-0.001164808,-0.0004615404,0,-0.92128683,-0.92128683,-0.98128662,-0.92252955,0,-0.00696925,0.7032676
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,1,6,6,-0.0010605863,-0.0003573187,0,-0.93197172,-0.93197172,-0.97876796,-0.93798767,0,-0.00634718,0.7032676
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,5,6,6,-0.001272136,-0.0005688684,0,-0.91525574,-0.91525574,-0.95201294,-0.91587249,0,-0.00760952,0.7032676
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",validation,15,6,6,-0.0011617016,-0.000458434,0.16666667,-0.86398713,-0.86398713,-0.9697369,-0.86943088,0,-0.00695138,0.7032676
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",holdout,equal_weight_horizon_sleeves,6,6,-0.001397702,-0.0007068193,0,-0.94535973,-0.94535973,-0.96941252,-0.95400536,0,-0.00835766,0.69088273
phase3cp_00016,c70cc97d5c573accb984ae6f,typed_ast_fresh,cem_interaction::rx_range_location::rx_opening_amount::spread,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",holdout,1,6,6,-0.0010753383,-0.0003844556,0,-0.97820983,-0.97820983,-0.98745081,-0.98253207,0,-0.00643486,0.69088273
