"candidate_id","expression_hash","run","source_round","generator_arm","generator_route","source_generator","source_lane","factor_lane","field_family","primitive_family","event_state_family","horizon_bucket","turnover_bucket","family_id","motif_id","subtree_hashes","phase3ca_proxy_quality","proxy_quality","aligned_ic_mean","spread_hit_rate","mean_one_way_turnover","fields","expression","portfolio_mode","short_allowed","train_reward","optimizer_reward","optimizer_reward_source","optimizer_reward_metric","optimizer_reward_split","validation_usage","holdout_usage","train_day_sortino","train_minute_sortino","train_worst_horizon_day_sortino","train_median_horizon_day_sortino","train_horizon_sortino_stdev","train_day_mcmc_p25","train_day_mcmc_prob_gt_0","train_mean_one_way_turnover","train_rank_ic_mean","train_rank_ic_hit_rate","train_rank_ic_loss","train_rank_ic_reward_component","train_rank_ic_obs","train_regime_stability_score","train_regime_reward_component","train_regime_worst_day_sortino","train_regime_median_day_sortino","train_regime_positive_share","train_regime_count","train_regime_method","train_regime_rows","validation_day_sortino","validation_day_mcmc_prob_gt_0","validation_rank_ic_mean","validation_rank_ic_loss","holdout_day_sortino","holdout_day_mcmc_prob_gt_0","holdout_rank_ic_mean","holdout_rank_ic_loss","inherited_blockers","train_reward_blockers","train_reward_decision","seed","round_id","parent_id","mutation_type","blocker_flags","validation_mcmc_prob_gt_0","holdout_mcmc_prob_gt_0"
"phase3cp_16307","8410438e9191f39c2bab825a","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product","flow_amount_volume+intraday_return+range_location","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","80f2c12609dc4feb6c","ea432d3d45b19e8160","f9f90a914a11","0.24477263","0.04086925","0.04086925","0.55721695","0.48","amount|intraday_ret_from_open","Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Delta($amount,15)))))","long_only_top","false","-0.53823105","-0.53823105","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.27721388","-0.27721388","-0.65018884","-0.29023307","0.31791957","-0.3567734","0.04333333","0.76553507","0.0109125","0.63157895","-0.0109125","0.065475","57","-0.69606526","-0.05568522","-0.89138246","-0.73379511","0.33333333","3","market_return_tercile","[{""day_count"": 19, ""day_sortino"": -0.89138246, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.73379511, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 28.63976691, ""regime"": ""market_up""}]","-0.33020011","0.10666667","0.0095904","-0.0095904","-0.29558882","0.13333333","0.00542806","-0.00542806","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.10666667","0.13333333"
"phase3cp_16338","966a8c54722fffbc99941e22","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::rx_flow_amount_volume::elite_inverted_product","flow_amount_volume+intraday_return+range_location","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","5dead5799d20927958","375730d2ba45346e00","90009d1961cb","0.24672545","0.04144025","0.04144025","0.55801634","0.48","intraday_ret_from_open|vol","Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Delta($vol,30)))))","long_only_top","false","-0.54644067","-0.54644067","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.27519972","-0.27519972","-0.68578515","-0.31124651","0.34258523","-0.35568972","0.04833333","0.76642374","0.01384621","0.66666667","-0.01384621","0.08307726","57","-0.9157006","-0.07325605","-0.87030861","-0.86680881","0.0","2","market_return_tercile","[{""day_count"": 19, ""day_sortino"": -0.87030861, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.863309, ""regime"": ""market_mid""}]","-0.32535916","0.10833333","0.01446287","-0.01446287","-0.34394258","0.1","0.00993596","-0.00993596","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.10833333","0.1"
"phase3dv_00317","023f999d65ba076a7be98a27","","phase3dv_lane_a_elite_budget_deepen","phase3dv_budget_pool_self_deepen","phase3dv-budget-pool-self-deepen-pack","","","","flow_amount_volume+limit_event_state","cross_sectional+arithmetic+state_transform","none","multi_or_unknown","low_turnover","5b456af4bb67b54eb4","28f314b82cb295cd94","5f0b3d94276c","0","0","","","0.14","","CSRank(Add(Sub(CSRank(MaskedCorr($ctx_hfq_market_cap_yuan,$vol,60,0.5)),Neg(CSRank($close))),CSRank(StateDwell($evt_uplimit_active,15))))","long_only_top","false","-0.54703929","-0.54703929","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.23265227","-0.23265227","-0.56260686","-0.3198146","0.2953178","-0.3465506","0.09666667","0.56984672","-0.02300953","0.48214286","0.02300953","-0.13805718","56","-0.70220613","-0.05617649","-0.90082995","-0.71727672","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.90082995, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.71727672, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 32.1618219, ""regime"": ""market_up""}]","-0.29666166","0.10833333","-0.02747503","0.02747503","-0.06866524","0.43","0.01058303","-0.01058303","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc","HOLD_TRAIN_REWARD","","phase3dv_lane_a_elite_budget_deepen","","","","0.10833333","0.43"
"phase3cp_17865","c574d85dba5994c14d59263f","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_interaction::rx_opening_range::rx_intraday_price_location::spread","opening_state+range_location","cross_sectional+time_series+arithmetic+state_transform","opening_state","multi_or_unknown","medium_turnover","993d0c865f923ac0d3","5e782e61b03ac39990","04f11443a033","0.24392792","0.04062226","0.04062226","0.55687116","0.48","m1_first15_high|m1_first15_low|open|vwap","CSRank(Sub(ZScore(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),ZScore(Delta($vwap,10))))","long_only_top","false","-0.55764263","-0.55764263","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.32715504","-0.32715504","-0.56769831","-0.39455463","0.24605624","-0.40188951","0.02333333","0.62764875","-0.00717124","0.35185185","0.00717124","-0.04302744","54","-0.67676091","-0.05414087","-0.86168346","-0.75801315","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.86168346, ""regime"": ""market_down""}, {""day_count"": 18, ""day_sortino"": -0.75801315, ""regime"": ""market_mid""}, {""day_count"": 18, ""day_sortino"": 2.44364478, ""regime"": ""market_up""}]","-0.25135894","0.22166667","-0.00889567","0.00889567","-0.0715468","0.40666667","0.01234687","-0.01234687","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.22166667","0.40666667"
"phase3cp_14213","bb23ff2294474a4c5954e0bc","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","rx_interaction::rx_opening_divergence::rx_range_location::product","opening_state+range_location","cross_sectional+time_series+arithmetic+state_transform","opening_state","multi_or_unknown","medium_turnover","4d63466d9cf59b5404","2534b39b74396826eb","319083001255","0.24348499","0.04049259","0.04049259","0.55668963","0.48","high|low|m1_first15_vwap|open","CSRank(Mul(ZScore(Div(Sub($m1_first15_vwap,$open),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))","long_only_top","false","-0.56466658","-0.56466658","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.30414138","-0.30414138","-0.69265797","-0.41532968","0.35579214","-0.38533906","0.03","0.77176228","0.01556078","0.59259259","-0.01556078","0.09336468","54","-0.92749363","-0.07419949","-0.88845174","-0.78928561","0.0","2","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.88845174, ""regime"": ""market_down""}, {""day_count"": 18, ""day_sortino"": -0.69011949, ""regime"": ""market_mid""}]","-0.38700499","0.08333333","0.01521471","-0.01521471","-0.39608156","0.07666667","0.00260784","-0.00260784","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.08333333","0.07666667"
"phase3cp_16497","8eb6ba2bc64fc3a312903479","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::coverage_guarded_context::elite_inverted_product","intraday_return+lagged_context","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","056b043f7f1ca2b013","3ca8255eee54c9b7bd","1ef2a749eb6c","0.24545825","0.04106956","0.04106956","0.55749738","0.48","ctx_holder_avg_market_cap|intraday_ret_from_open","Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),CSRank(ValidRatioGate($ctx_holder_avg_market_cap,60,0.8)))))","long_only_top","false","-0.57520117","-0.57520117","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","0.33249451","0.33249451","-0.60429386","0.45178221","0.65057685","-0.0778766","0.7037037","0.93095238","-0.03482587","0.42857143","0.03482587","-0.20895522","7","-0.73888307","-0.05911065","-0.59828164","-0.59828164","0.0","1","chronological_tercile","[{""day_count"": 3, ""day_sortino"": -0.59828164, ""regime"": ""early""}]","-0.33384614","0.21305842","-0.05182086","0.05182086","-0.66843382","0","-0.07339636","0.07339636","","non_positive_train_reward|non_positive_worst_horizon_train_sortino|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.21305842","0.0"
"phase3cp_19709","247c12164250fd992dccff27","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::coverage_guarded_context::elite_delta_product","flow_amount_volume","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","2573bf81ad27859ccd","d6f0e89c45d1b04f61","d3c76a4c7a0c","0.24335944","0.04045597","0.04045597","0.55663836","0.48","amount|close|ctx_sent_zb_num","CSRank(Mul(Delta(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),15)),2),CSRank(SafeCSResidual($ctx_sent_zb_num,$amount,20,5,0.8))))","long_only_top","false","-0.58448809","-0.58448809","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.27589249","-0.27589249","-0.70444691","-0.33603757","0.37620221","-0.3602187","0.05333333","0.76254671","0.00549165","0.57142857","-0.00549165","0.0329499","56","-0.72664523","-0.05813162","-0.93842856","-0.72536454","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.93842856, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.72536454, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 17.94414658, ""regime"": ""market_up""}]","-0.37715316","0.065","-0.01398955","0.01398955","-0.53097519","0.00166667","-0.02058895","0.02058895","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.065","0.00166667"
"phase3cp_19685","57d614368dd9eff0c1ffdf87","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::coverage_guarded_context::elite_delta_product","flow_amount_volume","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","3a624286aa87986efb","859e40d25d8ce1db81","1771d596d3ad","0.24335944","0.04045597","0.04045597","0.55663836","0.48","amount|close|ctx_sent_lt5_num","CSRank(Mul(Delta(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),15)),2),CSRank(SafeCSResidual($ctx_sent_lt5_num,$amount,20,5,0.8))))","long_only_top","false","-0.58484936","-0.58484936","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.27589249","-0.27589249","-0.70444691","-0.33603757","0.37620221","-0.36202507","0.05","0.76254671","0.00549165","0.57142857","-0.00549165","0.0329499","56","-0.72664523","-0.05813162","-0.93842856","-0.72536454","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.93842856, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.72536454, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 17.94414658, ""regime"": ""market_up""}]","-0.37715316","0.05833333","-0.01398955","0.01398955","-0.53097519","0.00166667","-0.02058895","0.02058895","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.05833333","0.00166667"
"phase3dv_00062","84b8dae2285facf063379150","","phase3dv_lane_b_regime_specialist_budget","phase3dv_budget_pool_self_deepen","phase3dv-budget-pool-self-deepen-pack","","","","flow_amount_volume+limit_event_state","cross_sectional+arithmetic+state_transform","none","multi_or_unknown","low_turnover","5101d35afc8b386d8d","ab0dff4227fdd0b361","adbb5f0ed67f","0","0","","","0.14","","CSRank(Sub(Sign(CSRank(EventCount($evt_uplimit_active,15))),CSRank(MaskedZScore($ctx_hfq_volume_ratio,20,0.8))))","long_only_top","false","-0.58916033","-0.58916033","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.32314538","-0.32314538","-0.698776","-0.33390976","0.31821247","-0.3969667","0.02666667","0.74611693","0.00790423","0.57894737","-0.00790423","0.04742538","57","-0.72100889","-0.05768071","-0.92975727","-0.8018879","0.33333333","3","market_return_tercile","[{""day_count"": 19, ""day_sortino"": -0.92975727, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.8018879, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 8.3580917, ""regime"": ""market_up""}]","-0.36698927","0.09333333","-0.00414305","0.00414305","-0.35965213","0.07333333","-0.00539332","0.00539332","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc","HOLD_TRAIN_REWARD","","phase3dv_lane_b_regime_specialist_budget","","","","0.09333333","0.07333333"
"phase3cp_13893","9747480770e486c3d23115cc","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","rx_interaction::rx_opening_range::rx_range_location::spread","opening_state+range_location","cross_sectional+time_series+arithmetic+state_transform","opening_state","multi_or_unknown","medium_turnover","9c6c44b43fa6123a3b","319f94324cc2ee60c3","2822d668098f","0.24428229","0.04072576","0.04072576","0.55701606","0.48","high|low|m1_first30_high|m1_first30_low|open","CSRank(Sub(ZScore(Div(Sub($m1_first30_high,$m1_first30_low),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))","long_only_top","false","-0.60613618","-0.60613618","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.2425527","-0.2425527","-0.65255093","-0.34744493","0.35182667","-0.35361913","0.06833333","0.70613928","-0.00794486","0.44","0.00794486","-0.04766916","50","-0.9262127","-0.07409702","-0.88648108","-0.80394708","0.0","2","market_return_tercile","[{""day_count"": 16, ""day_sortino"": -0.88648108, ""regime"": ""market_down""}, {""day_count"": 17, ""day_sortino"": -0.72141307, ""regime"": ""market_mid""}]","-0.29886814","0.155","0.01347231","-0.01347231","-0.21015856","0.24666667","0.01973735","-0.01973735","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.155","0.24666667"
"phase3cp_19520","b267e8721922c0a4cc9ce224","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::coverage_guarded_context::elite_delta_product","flow_amount_volume","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","2cfbb372113284f75c","eedb2749ba63e2a411","7e053d76a2ce","0.2434798","0.04049122","0.04049122","0.55668771","0.48","amount|close|ctx_sent_mian_num","CSRank(Mul(Delta(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),30)),2),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))","long_only_top","false","-0.60651712","-0.60651712","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.28279902","-0.28279902","-0.70474287","-0.33654369","0.37518163","-0.38287131","0.04333333","0.76275383","0.00330813","0.53571429","-0.00330813","0.01984878","56","-0.7312636","-0.05850109","-0.94553374","-0.72325087","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.94553374, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.72325087, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 23.41970344, ""regime"": ""market_up""}]","-0.38686517","0.08","-0.01434377","0.01434377","-0.54382168","0.00166667","-0.02057745","0.02057745","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.08","0.00166667"
"phase3cp_13223","2a865f1be7ed5f04014d243e","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","rx_interaction::rx_opening_divergence::rx_intraday_price_location::product","opening_state","cross_sectional+time_series+arithmetic","opening_state","multi_or_unknown","medium_turnover","c5f5a389ee2473bd55","b1db86cd2db11a4f71","8f386fd8d0db","0.24421326","0.04070552","0.04070552","0.55698773","0.48","m1_first15_vwap_return_vs_open|vwap","CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Delta($vwap,10))))","long_only_top","false","-0.61606155","-0.61606155","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.39875234","-0.39875234","-0.64910762","-0.42306412","0.2521924","-0.46635422","0.00333333","0.7506167","0.01097806","0.66666667","-0.01097806","0.06586836","54","-0.70757311","-0.05660585","-0.90908684","-0.71241807","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.90908684, ""regime"": ""market_down""}, {""day_count"": 18, ""day_sortino"": -0.71241807, ""regime"": ""market_mid""}, {""day_count"": 18, ""day_sortino"": 1.06718381, ""regime"": ""market_up""}]","-0.36193801","0.10666667","0.00179911","-0.00179911","-0.2898365","0.14833333","0.00892566","-0.00892566","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.10666667","0.14833333"
"phase3dv_00162","d3c7102c58113066c995fa9b","","phase3dv_lane_b_regime_specialist_budget","phase3dv_budget_pool_self_deepen","phase3dv-budget-pool-self-deepen-pack","","","","flow_amount_volume+limit_event_state","cross_sectional+arithmetic+state_transform","high_board","multi_or_unknown","low_turnover","9a66f78274ffb6919b","27ea1fb23cdc1eccb7","f999f0168e66","0","0","","","0.14","","CSRank(Mul(Sign(Neg(CSRank(StateDwell($evt_uplimit_active,15)))),Neg(CSRank(MaskedCorr($ctx_sent_max_lb_num,$vol,40,0.5)))))","long_only_top","false","-0.62163786","-0.62163786","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.17613041","-0.17613041","-0.77883305","-0.10563303","0.45570105","-0.42417019","0.32888147","0.79070513","-0.00307587","0.55555556","0.00307587","-0.01845522","9","-0.57799713","-0.04623977","-0.88922635","-0.37903583","0.5","2","market_return_tercile","[{""day_count"": 3, ""day_sortino"": -0.88922635, ""regime"": ""market_down""}, {""day_count"": 3, ""day_sortino"": 0.1311547, ""regime"": ""market_mid""}]","1.75181516","0.77149877","0.072357","-0.072357","-1.0","0","-0.07176257","0.07176257","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","phase3dv_lane_b_regime_specialist_budget","","","","0.77149877","0.0"
"phase3cp_19958","b9d126c5419b43f0a9c34b0b","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_opening_divergence::rx_range_location::elite_inverted_product","opening_state+range_location","cross_sectional+time_series+arithmetic+state_transform","opening_state","multi_or_unknown","medium_turnover","c7a3b07b6f9aac86cc","fcd4f727956c15e946","899d4a75a8d4","0.24289143","0.04031917","0.04031917","0.55644684","0.48","high|low|m1_first30_vwap_return_vs_open|open","Neg(CSRank(Mul(ZScore($m1_first30_vwap_return_vs_open),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8)))))","long_only_top","false","-0.63597674","-0.63597674","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.28436444","-0.28436444","-0.70847074","-0.38193991","0.37857941","-0.38677073","0.045","0.7747103","0.00317849","0.52","-0.00317849","0.01907094","50","-0.94553348","-0.07564268","-0.91620536","-0.8351439","0.0","2","market_return_tercile","[{""day_count"": 16, ""day_sortino"": -0.91620536, ""regime"": ""market_down""}, {""day_count"": 17, ""day_sortino"": -0.75408244, ""regime"": ""market_mid""}]","-0.45224717","0.05","0.00032956","-0.00032956","-0.27189169","0.16166667","0.00770709","-0.00770709","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.05","0.16166667"
"phase3cp_19481","a3949f42e45498a44be90b48","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_intraday_return::coverage_guarded_context::elite_delta_product","flow_amount_volume","cross_sectional+time_series+arithmetic+state_transform","none","multi_or_unknown","medium_turnover","db7dc7543ea1b5cc66","c4005a4c3588e49cf8","4047e0c70d12","0.2434798","0.04049122","0.04049122","0.55668771","0.48","amount|close|ctx_hfq_market_cap_yuan","CSRank(Mul(Delta(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),30)),2),CSRank(SafeCSResidual($ctx_hfq_market_cap_yuan,$amount,20,5,0.8))))","long_only_top","false","-0.64069865","-0.64069865","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.33343214","-0.33343214","-0.73874138","-0.37774358","0.36298471","-0.41624762","0.01166667","0.75052036","0.0034114","0.55357143","-0.0034114","0.0204684","56","-0.7431779","-0.05945423","-0.96386344","-0.7044698","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.96386344, ""regime"": ""market_down""}, {""day_count"": 19, ""day_sortino"": -0.7044698, ""regime"": ""market_mid""}, {""day_count"": 19, ""day_sortino"": 104.17642833, ""regime"": ""market_up""}]","-0.39266121","0.03666667","-0.01413686","0.01413686","-0.49290366","0.015","-0.02124634","0.02124634","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.03666667","0.015"
"phase3cp_17065","bf8e3979f024fc37eea49243","search_outputs","typed_ast_fresh/round1_scheduler_controlled","typed_ast_fresh","phase3bt-ast-algorithm-bakeoff","phase3cp_typed_ast_fresh_from_co","phase3cp_typed_ast_fresh_from_co","cem_resample::rx_opening_range::rx_range_location::elite_inverted_product","opening_state+range_location","cross_sectional+time_series+arithmetic+state_transform","opening_state","multi_or_unknown","medium_turnover","9ea85e96e96497f85c","74725d6803aeec2314","af16c92fff10","0.24282371","0.04029943","0.04029943","0.55641921","0.48","high|low|m1_first15_high|m1_first15_low|open","Neg(CSRank(Mul(ZScore(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30)))))","long_only_top","false","-0.64246647","-0.64246647","train_only_phase3cm","train_portfolio_sortino_rankic_regime_composite_reward","train","report_only","report_only","-0.33246188","-0.33246188","-0.66679408","-0.41063225","0.30832087","-0.41183838","0.01333333","0.74030213","-0.00199105","0.5","0.00199105","-0.0119463","54","-0.69841677","-0.05587334","-0.89500017","-0.69796157","0.33333333","3","market_return_tercile","[{""day_count"": 18, ""day_sortino"": -0.89500017, ""regime"": ""market_down""}, {""day_count"": 18, ""day_sortino"": -0.69796157, ""regime"": ""market_mid""}, {""day_count"": 18, ""day_sortino"": 37.29496546, ""regime"": ""market_up""}]","-0.432016","0.05333333","-0.0147366","0.0147366","-0.38697528","0.05833333","-0.00434913","0.00434913","","non_positive_train_reward|non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc","HOLD_TRAIN_REWARD","","typed_ast_fresh/round1_scheduler_controlled","","","","0.05333333","0.05833333"
