expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision,source_generator,source_lane,policy_score,note,open_direction,abs_aligned_ic_mean,positive_horizon_count,future_wrong_lag_horizon_count,phase3bp_blocker_flags,phase3bp_decision
158b82f06ace8361748ac0cb,phase3bp_00119,,cem_interaction::rx_opening_range::coverage_guarded_context::residual,amount|ctx_ths_hot_circulation_value|m1_first15_high|m1_first15_low|open,"CSRank(CSResidual(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction m1_first15_actual_range x ctx_ths_hot_circulation_value_safe_residual_amount residual,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
c5245e37275281464cc8ebea,phase3bp_00139,,cem_interaction::rx_opening_range::coverage_guarded_context::residual,amount|ctx_ths_hot_last_price|m1_first5_high|m1_first5_low|open,"CSRank(CSResidual(CSRank(Div(Sub($m1_first5_high,$m1_first5_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_last_price,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction m1_first5_actual_range x ctx_ths_hot_last_price_safe_residual_amount residual,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
2dbe7c52716a8d355c9126ad,phase3bp_00143,,cem_interaction::rx_opening_range::coverage_guarded_context::residual,amount|ctx_ths_hot_last_price|m1_first15_high|m1_first15_low|open,"CSRank(CSResidual(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_last_price,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction m1_first15_actual_range x ctx_ths_hot_last_price_safe_residual_amount residual,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
5a835fe4c8166a63a77a3184,phase3bp_00149,,cem_interaction::rx_opening_range::coverage_guarded_context::residual,amount|ctx_ths_hot_last_pct|m1_first15_high|m1_first15_low|open,"CSRank(CSResidual(CSRank(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction m1_first15_actual_range x ctx_ths_hot_last_pct_safe_residual_amount residual,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
a004bb1d68f07e322ba1de1c,phase3bp_00188,,cem_interaction::rx_range_location::coverage_guarded_context::residual,amount|close|ctx_ths_hot_last_price|high|low,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))),CSRank(SafeCSResidual($ctx_ths_hot_last_price,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_2 x ctx_ths_hot_last_price_safe_residual_amount residual,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
660128c07331899baf5a07af,phase3bp_00190,,cem_interaction::rx_range_location::coverage_guarded_context::residual,amount|close|ctx_ths_hot_rank_diff|high|low,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),3))),CSRank(SafeCSResidual($ctx_ths_hot_rank_diff,$amount,20,5,0.8))))",1,4,,,,,,,,,,0,0,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_3 x ctx_ths_hot_rank_diff_safe_residual_amount residual,short_top,,0,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e4885ebf1544e8814e331e19,phase3bp_00089,,rx_interaction::rx_opening_amount::rx_range_location::product,amount|high|low|m1_first5_amount|open,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",30,4,0.02011317208,0.07288334305,0.6066878981,-0.0001674228761,0.001795771393,0.4777070064,0.01361048363,0.01713079584,0.6154318673,2554,204413,207055,1,0,0.02011317208,-0.0001674228761,,bl_signal_materialized_pass,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_amount x range_vol_15 product,long_top,0.02011317208,1,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e1a686878b947a8ce2f6222a,phase3bp_00093,,rx_interaction::rx_opening_amount::rx_range_location::spread,amount|high|low|m1_first5_amount|open,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",30,4,0.01981749888,0.07000632379,0.601910828,-0.0002107406489,0.001817504759,0.4410828025,0.01100486676,0.01756267127,0.6370666383,2554,204416,207055,1,0,0.01981749888,-0.0002107406489,,bl_signal_materialized_pass,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_amount x range_vol_8 spread,long_top,0.01981749888,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e07b59571ce8903c0afb6ffb,phase3bp_00095,,rx_interaction::rx_opening_amount::rx_range_location::product,amount|high|low|m1_first5_amount|open,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs($amount),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),10))))",30,4,0.0196573314,0.06816382774,0.6035031847,-0.0001724984125,0.001729860358,0.4617834395,0.01044344223,0.01478617916,0.6359140181,2554,204413,207055,1,0,0.0196573314,-0.0001724984125,,bl_signal_materialized_pass,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first5_amount x range_vol_10 product,long_top,0.0196573314,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f611a23298537750713cee21,phase3bp_00071,,rx_interaction::rx_opening_range::rx_range_location::product,high|low|m1_first15_high|m1_first15_low|open,"CSRank(Mul(ZScore(Div(Sub($m1_first15_high,$m1_first15_low),Add(Abs($open),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),15))))",1,4,0.007678683248,0.04980139686,0.538590604,4.347449449e-05,0.0002954146401,0.5268456376,0.005326775219,0.006890272486,0.653954293,2564,194132,207055,1,0,0.007678683248,4.347449449e-05,,bl_signal_materialized_pass,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_rx_ucb_native: rx interaction m1_first15_actual_range x range_vol_15 product,long_top,0.007678683248,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
eeb6171e8ae069ddb72da088,phase3bp_00003,,typed_event_state::event_payload_state::event_inverted,evt_uplimit_auction_money,"Neg(CSRank(StateDwell($evt_uplimit_auction_money,5)))",1,4,,,,,,,,,,1,40,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_auction_money_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e7b39b5dce7299f23f169f87,phase3bp_00005,,typed_event_state::event_payload_state::event_rank,evt_uplimit_amount,"CSRank(StateDwell($evt_uplimit_amount,5))",1,4,,,,,,,,,,1,86,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_amount_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
e1d31499bb0e99cb9284e4c4,phase3bp_00006,,typed_event_state::event_payload_state::event_rank,evt_uplimit_fd_close,"CSRank(StateDwell($evt_uplimit_fd_close,5))",1,4,,,,,,,,,,1,86,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_fd_close_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
da9b2d92991b98c3dde77526,phase3bp_00007,,typed_event_state::event_payload_state::event_inverted,evt_uplimit_auction_buy,"Neg(CSRank(StateDwell($evt_uplimit_auction_buy,5)))",1,4,,,,,,,,,,1,40,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_auction_buy_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
cd7a92e7dc580e4285faffea,phase3bp_00009,,typed_event_state::state_lifecycle::event_rank,evt_uplimit_age_min,"CSRank(StateDwell($evt_uplimit_age_min,5))",1,4,,,,,,,,,,1,100,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_age_min_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
cc5a67f72748b552edbe73b8,phase3bp_00010,,typed_event_state::event_payload_state::event_rank,evt_uplimit_auction_turnover,"CSRank(StateDwell($evt_uplimit_auction_turnover,5))",1,4,,,,,,,,,,1,100,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_auction_turnover_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
c9937ce3709ec284768f38fb,phase3bp_00011,,typed_event_state::event_payload_state::event_rank,evt_uplimit_type_code,"CSRank(StateDwell($evt_uplimit_type_code,5))",1,4,,,,,,,,,,1,100,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_type_code_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
bb8cea2077b385b35a40c3b6,phase3bp_00013,,typed_event_state::event_payload_state::event_inverted,evt_uplimit_fd_max,"Neg(CSRank(StateDwell($evt_uplimit_fd_max,5)))",1,4,,,,,,,,,,1,86,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_fd_max_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
b27e2da0f48c839ac209ee62,phase3bp_00014,,typed_event_state::event_payload_state::event_rank,evt_uplimit_fd_max,"CSRank(StateDwell($evt_uplimit_fd_max,5))",1,4,,,,,,,,,,1,86,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.07,hybrid arm from phase3bp_true1min_typed_event_state: typed event atom evt_uplimit_fd_max_state_dwell_5 role=event_state_search class=event_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
fb667fe4d294599d241ab1d8,phase3bp_00037,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_sent_uplimit_num|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_sent_uplimit_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,1,100,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_sent_uplimit_num_safe_residual_amount event_minus_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
f754dd5e5c64f0b0c4d33d6e,phase3bp_00041,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,amount|ctx_sent_lb_h_num|evt_uplimit_up_limit_keep_times,"CSRank(Mul(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_sent_lb_h_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,1,100,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_sent_lb_h_num_safe_residual_amount event_x_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
eff00183f73a6afa0bc51e6a,phase3bp_00046,,typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,amount|ctx_sent_mian_num|evt_uplimit_up_limit_keep_times,"CSRank(Sub(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",1,4,,,,,,,,,,1,100,207055,1,0,,,primary_direction_not_reproduced,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.09,hybrid arm from phase3bp_true1min_typed_event_state: typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_sent_mian_num_safe_residual_amount event_minus_state,short_top,,0,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bp_watch_or_reject
0f0f2865ba9f9b6c2d5284d2,phase3bp_00137,,cem_interaction::rx_range_location::rx_opening_amount::residual,close|high|low|m1_first30_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),CSRank(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2353486411,0.2358227041,0.005395683453,-0.0007586591971,0.0007931935575,0.01258992806,-0.0009545388023,0.556805649,0.797685139,2554,181244,207055,1,0,-0.2353486411,-0.0007586591971,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_15 x m1_first30_vol residual,short_top,0.2353486411,4,1,future_signal_wrong_lag_too_strong,bp_watch_or_reject
2e7204f38078109542ab813c,phase3bp_00157,,cem_interaction::rx_range_location::rx_opening_amount::residual,close|high|low|m1_first15_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),CSRank(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",1,4,-0.23459078,0.2351253027,0.005033557047,-0.000779235937,0.0008087767223,0.01006711409,-0.0006142911677,0.5531162622,0.7954394365,2554,194131,207055,1,0,-0.23459078,-0.000779235937,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_30 x m1_first15_vol residual,short_top,0.23459078,4,1,future_signal_wrong_lag_too_strong,bp_watch_or_reject
e152c3e92381e4345b918c0a,phase3bp_00169,,cem_interaction::rx_range_location::rx_opening_amount::residual,close|high|low|m1_first30_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),CSRank(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2324001614,0.2326838914,0.003597122302,-0.0007515346246,0.0007805833391,0.01079136691,0.000285816307,0.5630472429,0.7993494063,2554,181244,207055,1,0,-0.2324001614,-0.0007515346246,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_10 x m1_first30_vol residual,short_top,0.2324001614,4,2,future_signal_wrong_lag_too_strong,bp_watch_or_reject
806a266762df4d71b5014f66,phase3bp_00171,,cem_interaction::rx_range_location::rx_opening_amount::residual,close|high|low|m1_first15_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),CSRank(Div($m1_first15_vol,Add(Abs($volume),0.000001)))))",1,4,-0.229714788,0.229982512,0.003355704698,-0.0007612145067,0.0007902187505,0.01510067114,0.0002031402874,0.5656528203,0.7984631776,2554,194132,207055,1,0,-0.229714788,-0.0007612145067,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_10 x m1_first15_vol residual,short_top,0.229714788,4,3,future_signal_wrong_lag_too_strong,bp_watch_or_reject
216df5cda172b664c3eeb593,phase3bp_00161,,cem_interaction::rx_range_location::rx_opening_amount::residual,close|high|low|m1_first5_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),CSRank(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2295387637,0.2299748444,0.003184713376,-0.0007867322015,0.0008189537218,0.01910828025,-0.001543696509,0.5593013074,0.7974729203,2554,204413,207055,1,0,-0.2295387637,-0.0007867322015,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_20 x m1_first5_vol residual,short_top,0.2295387637,4,3,future_signal_wrong_lag_too_strong,bp_watch_or_reject
d837712b9fd61c09b13c1267,phase3bp_00189,,cem_interaction::rx_range_location::coverage_guarded_context::residual,amount|close|ctx_sent_damian_num|high|low,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),CSRank(SafeCSResidual($ctx_sent_damian_num,$amount,20,5,0.8))))",1,4,-0.2273641845,0.2280651005,0.008992062815,-0.0007771041194,0.0008130074923,0.01603591698,-0.001458499125,0.5558831385,0.7995563672,3240,184192,207055,1,0,-0.2273641845,-0.0007771041194,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_20 x ctx_sent_damian_num_safe_residual_amount residual,short_top,0.2273641845,4,4,future_signal_wrong_lag_too_strong,bp_watch_or_reject
8bb84c94da7e4647c7e659f2,phase3bp_00177,,cem_interaction::rx_range_location::rx_opening_amount::spread,close|high|low|m1_first30_vol|volume,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",1,4,-0.227218288,0.2274484789,0.005395683453,-0.0007353726456,0.0007508960908,0.01618705036,0.0002187681073,0.5410358305,0.8034853367,2554,181244,207055,1,0,-0.227218288,-0.0007353726456,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_20 x m1_first30_vol spread,short_top,0.227218288,4,1,future_signal_wrong_lag_too_strong,bp_watch_or_reject
25c00eafc5b0435646ddbfad,phase3bp_00184,,cem_interaction::rx_range_location::coverage_guarded_context::spread,amount|close|ctx_sent_mian_num|high|low,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",1,4,-0.2271862281,0.228197048,0.009493670886,-0.0007699653846,0.0008047513411,0.01740506329,-0.0009064042593,0.5540758342,0.7984766185,3241,205695,207055,1,0,-0.2271862281,-0.0007699653846,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_30 x ctx_sent_mian_num_safe_residual_amount spread,short_top,0.2271862281,4,4,future_signal_wrong_lag_too_strong,bp_watch_or_reject
6fb580b37e761802eb031403,phase3bp_00192,,cem_interaction::rx_range_location::coverage_guarded_context::spread,amount|close|ctx_sent_damian_num|high|low,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),20))),CSRank(SafeCSResidual($ctx_sent_damian_num,$amount,20,5,0.8))))",1,4,-0.2263240028,0.2269096812,0.007911392405,-0.0007766587234,0.0008095378232,0.01740506329,-0.001645704543,0.557147449,0.8003170243,3476,205696,207055,1,0,-0.2263240028,-0.0007766587234,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_20 x ctx_sent_damian_num_safe_residual_amount spread,short_top,0.2263240028,4,4,future_signal_wrong_lag_too_strong,bp_watch_or_reject
302c068ebfff8ae1c3e35c64,phase3bp_00114,,cem_interaction::rx_range_location::rx_opening_amount::residual,close|high|low|m1_first5_vol|volume,"CSRank(CSResidual(CSRank(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),CSRank(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",1,4,-0.2259179724,0.2261777245,0.003184713376,-0.0007693467542,0.0008012581343,0.01910828025,-0.000882087539,0.5679425402,0.7995749023,2554,204413,207055,1,0,-0.2259179724,-0.0007693467542,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,phase3bp_true1min_hybrid_rx_cem,phase3bp_true1min_hybrid_rx_cem,0.11,hybrid arm from phase3bp_true1min_cem_elite: cem seed interaction bar_loc_shift_10 x m1_first5_vol residual,short_top,0.2259179724,4,3,future_signal_wrong_lag_too_strong,bp_watch_or_reject
