field_uid,field_name,record_kind,data_family,source_table,source_field,entity_scope,semantic_role,field_role,dtype,observable_time,maturity,pit_status,materialization_status,search_status,recommended_routes,source_artifact,blocked_reason
source::cn_source::profit_sheet_report_em::REINSURE_INCOME,profit_sheet_report_em.REINSURE_INCOME,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REINSURE_INCOME,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::REINSURE_INCOME_YOY,profit_sheet_report_em.REINSURE_INCOME_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REINSURE_INCOME_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::REINSURE_PREMIUM,profit_sheet_report_em.REINSURE_PREMIUM,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REINSURE_PREMIUM,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::REINSURE_PREMIUM_YOY,profit_sheet_report_em.REINSURE_PREMIUM_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REINSURE_PREMIUM_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::REPORT_DATE,profit_sheet_report_em.REPORT_DATE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REPORT_DATE,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::REPORT_DATE_NAME,profit_sheet_report_em.REPORT_DATE_NAME,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REPORT_DATE_NAME,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::REPORT_TYPE,profit_sheet_report_em.REPORT_TYPE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,REPORT_TYPE,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::RESEARCH_EXPENSE,profit_sheet_report_em.RESEARCH_EXPENSE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,RESEARCH_EXPENSE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::RESEARCH_EXPENSE_YOY,profit_sheet_report_em.RESEARCH_EXPENSE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,RESEARCH_EXPENSE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::RIGHTLAW_ABLE_OCI,profit_sheet_report_em.RIGHTLAW_ABLE_OCI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,RIGHTLAW_ABLE_OCI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::RIGHTLAW_ABLE_OCI_YOY,profit_sheet_report_em.RIGHTLAW_ABLE_OCI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,RIGHTLAW_ABLE_OCI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::RIGHTLAW_UNABLE_OCI,profit_sheet_report_em.RIGHTLAW_UNABLE_OCI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,RIGHTLAW_UNABLE_OCI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::RIGHTLAW_UNABLE_OCI_YOY,profit_sheet_report_em.RIGHTLAW_UNABLE_OCI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,RIGHTLAW_UNABLE_OCI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SALE_EXPENSE,profit_sheet_report_em.SALE_EXPENSE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SALE_EXPENSE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SALE_EXPENSE_YOY,profit_sheet_report_em.SALE_EXPENSE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SALE_EXPENSE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SECUCODE,profit_sheet_report_em.SECUCODE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SECUCODE,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::SECURITY_CODE,profit_sheet_report_em.SECURITY_CODE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SECURITY_CODE,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::SECURITY_NAME_ABBR,profit_sheet_report_em.SECURITY_NAME_ABBR,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SECURITY_NAME_ABBR,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::SECURITY_TYPE_CODE,profit_sheet_report_em.SECURITY_TYPE_CODE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SECURITY_TYPE_CODE,STOCK_REPORT_PERIOD,METADATA_BLOCKED,blocked,string,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,SOURCE_METADATA_SIDECAR_ONLY,NOT_DIRECTLY_EXPOSED,BLOCKED,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,METADATA_NOT_SEARCHABLE
source::cn_source::profit_sheet_report_em::SECURITY_UNDERWRITE_NI,profit_sheet_report_em.SECURITY_UNDERWRITE_NI,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SECURITY_UNDERWRITE_NI,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SECURITY_UNDERWRITE_NI_YOY,profit_sheet_report_em.SECURITY_UNDERWRITE_NI_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SECURITY_UNDERWRITE_NI_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SETUP_PROFIT_CHANGE,profit_sheet_report_em.SETUP_PROFIT_CHANGE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SETUP_PROFIT_CHANGE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SETUP_PROFIT_CHANGE_YOY,profit_sheet_report_em.SETUP_PROFIT_CHANGE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SETUP_PROFIT_CHANGE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SURRENDER_VALUE,profit_sheet_report_em.SURRENDER_VALUE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SURRENDER_VALUE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::SURRENDER_VALUE_YOY,profit_sheet_report_em.SURRENDER_VALUE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,SURRENDER_VALUE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TCI_BALANCE,profit_sheet_report_em.TCI_BALANCE,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TCI_BALANCE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TCI_BALANCE_YOY,profit_sheet_report_em.TCI_BALANCE_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TCI_BALANCE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TCI_OTHER,profit_sheet_report_em.TCI_OTHER,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TCI_OTHER,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TCI_OTHER_YOY,profit_sheet_report_em.TCI_OTHER_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TCI_OTHER_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TOC_OTHER,profit_sheet_report_em.TOC_OTHER,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TOC_OTHER,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TOC_OTHER_YOY,profit_sheet_report_em.TOC_OTHER_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TOC_OTHER_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TOI_OTHER,profit_sheet_report_em.TOI_OTHER,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TOI_OTHER,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TOI_OTHER_YOY,profit_sheet_report_em.TOI_OTHER_YOY,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TOI_OTHER_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::profit_sheet_report_em::TOTAL_COMPRE_INCOME,profit_sheet_report_em.TOTAL_COMPRE_INCOME,SOURCE_FIELD,fundamental_profit_sheet,profit_sheet_report_em,TOTAL_COMPRE_INCOME,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
