expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision
579b91fa7699467e04d671e3,phase3bj_large_1min_013168,1,pure_fresh_cross,close|volume|vwap,"CSRank(Sub(ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($vwap,15)))),ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($close,15))))))",1,16,-0.1259834512,0.1363226368,0.08610386788,-0.0004140451667,0.0005169360912,0.1674996378,-0.01452841719,0.3215184178,0.7365219938,10842,589106,617516,-1,1,0.1259834512,0.0004140451667,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch
579b91fa7699467e04d671e3,phase3bj_large_1min_013168,1,pure_fresh_cross,close|volume|vwap,"CSRank(Sub(ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($vwap,15)))),ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($close,15))))))",5,16,-0.09866017851,0.1160607841,0.1415009778,-0.0004445948027,0.0008131678623,0.2617974069,-0.02073562544,0.09630764068,0.7365219938,10842,589106,617516,-1,1,0.09866017851,0.0004445948027,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch
579b91fa7699467e04d671e3,phase3bj_large_1min_013168,1,pure_fresh_cross,close|volume|vwap,"CSRank(Sub(ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($vwap,15)))),ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($close,15))))))",15,16,-0.07418740537,0.09745962679,0.2087634,-0.0005853767589,0.001259582622,0.3269728741,-0.01858360528,0.05320151321,0.7365219938,10842,589106,617516,-1,1,0.07418740537,0.0005853767589,,bl_signal_materialized_pass
579b91fa7699467e04d671e3,phase3bj_large_1min_013168,1,pure_fresh_cross,close|volume|vwap,"CSRank(Sub(ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($vwap,15)))),ZScore(Sub(ZScore(Delta($volume,15)),ZScore(Delta($close,15))))))",30,16,-0.05884492606,0.08838057746,0.2617974069,-0.0006323235919,0.001796335664,0.3640717804,-0.01722455855,0.03743039547,0.7365219938,10842,589106,617516,-1,1,0.05884492606,0.0006323235919,,bl_signal_materialized_pass
3885a1e358e7b5d27ec6ee39,phase3bj_large_1min_006453,2,pure_fresh_cross,close|volume|vwap,"CSRank(Div(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($close,10)))),Add(Abs(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($vwap,10))))),0.000001)))",1,16,0.0991719322,0.1112135615,0.875253513,0.000392963984,0.0004778889914,0.8315677966,0.0136714447,-0.231308738,0.791464021,10344,589128,617516,1,1,0.0991719322,0.000392963984,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch
3885a1e358e7b5d27ec6ee39,phase3bj_large_1min_006453,2,pure_fresh_cross,close|volume|vwap,"CSRank(Div(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($close,10)))),Add(Abs(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($vwap,10))))),0.000001)))",5,16,0.08181170606,0.1024389499,0.8236228814,0.0004661335752,0.0007677524417,0.7436440678,0.024281581,-0.05764060198,0.791464021,10344,589128,617516,1,1,0.08181170606,0.0004661335752,,bl_signal_materialized_pass
3885a1e358e7b5d27ec6ee39,phase3bj_large_1min_006453,2,pure_fresh_cross,close|volume|vwap,"CSRank(Div(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($close,10)))),Add(Abs(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($vwap,10))))),0.000001)))",15,16,0.06230851102,0.0933502949,0.7441737288,0.0005441540107,0.001229553498,0.6684322034,0.02215682211,-0.03052221178,0.791464021,10344,589128,617516,1,1,0.06230851102,0.0005441540107,,bl_signal_materialized_pass
3885a1e358e7b5d27ec6ee39,phase3bj_large_1min_006453,2,pure_fresh_cross,close|volume|vwap,"CSRank(Div(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($close,10)))),Add(Abs(ZScore(Sub(ZScore(Delta($volume,10)),ZScore(Delta($vwap,10))))),0.000001)))",30,16,0.0485639989,0.08637383233,0.688559322,0.000593948568,0.001705191957,0.6265889831,0.02315486485,-0.01624393005,0.791464021,10344,589128,617516,1,1,0.0485639989,0.000593948568,,bl_signal_materialized_pass
b68c515d47ec76c97d51f2db,phase3bj_large_1min_009813,3,pure_fresh_cross,close|m1_first30_vwap|vwap,"CSRank(Sub(ZScore(Div(Std($close,20),Add(Abs(Mean($close,20)),0.000001))),ZScore(Div(Sub($m1_first30_vwap,$vwap),Add(Abs($vwap),0.000001)))))",1,16,-0.02838787929,0.06898496235,0.3694863237,-3.302580828e-05,0.0003351272415,0.4711538462,-0.02024340965,0.01621573539,0.7416094522,7440,527212,617516,-1,30,0.02838787929,3.302580828e-05,,bl_signal_materialized_pass
b68c515d47ec76c97d51f2db,phase3bj_large_1min_009813,3,pure_fresh_cross,close|m1_first30_vwap|vwap,"CSRank(Sub(ZScore(Div(Std($close,20),Add(Abs(Mean($close,20)),0.000001))),ZScore(Div(Sub($m1_first30_vwap,$vwap),Add(Abs($vwap),0.000001)))))",5,16,-0.03041044138,0.08128865636,0.375,3.650571056e-05,0.0007195425365,0.4987980769,-0.02289136127,-0.00838687709,0.7416094522,7440,527212,617516,-1,30,0.03041044138,-3.650571056e-05,,bl_signal_materialized_pass
