source_file,field,category,route_or_role,selector_allowed,recommended_formula_route
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,EXPORT_REFUND_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FEE_COMMISSION_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FEE_COMMISSION_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FINANCE_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FINANCE_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIN_FUND,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIN_FUND_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIN_SECURITY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIN_SECURITY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIXED_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIXED_ASSET_DISPOSAL,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIXED_ASSET_DISPOSAL_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FIXED_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTOCI_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTOCI_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTOCI_NCFINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTOCI_NCFINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTPL_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTPL_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTPL_FINLIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,FVTPL_FINLIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,GENERAL_RISK_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,GENERAL_RISK_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,GOODWILL,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,GOODWILL_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HD_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HD_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HEDGE_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HEDGE_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HOLDSALE_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HOLDSALE_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HOLDSALE_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HOLDSALE_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HOLD_MATURITY_INVEST,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,HOLD_MATURITY_INVEST_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,IND_ACC_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,IND_ACC_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,IND_ACC_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,IND_ACC_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INSURANCE_CONTRACT_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INSURANCE_CONTRACT_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INSURED_DEPOSIT_INVEST,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INSURED_DEPOSIT_INVEST_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INSURED_PLEDGE_LOAN,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INSURED_PLEDGE_LOAN_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTANGIBLE_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTANGIBLE_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTEREST_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTEREST_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTEREST_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTEREST_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTERNAL_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTERNAL_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTERNAL_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INTERNAL_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVENTORY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVENTORY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_JOINT,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_JOINT_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_REALESTATE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_REALESTATE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_REVALUE_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_REVALUE_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_SUBSIDIARY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,INVEST_SUBSIDIARY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,IOFI_DEPOSIT,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,IOFI_DEPOSIT_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LD_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LD_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LEASE_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LEASE_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LEND_FUND,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LEND_FUND_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_EQUITY_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_EQUITY_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_EQUITY_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_EQUITY_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LIAB_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LISTING_STATE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LOAN_ADVANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LOAN_ADVANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LOAN_PBC,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LOAN_PBC_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_EQUITY_INVEST,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_EQUITY_INVEST_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_LOAN,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_LOAN_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_PREPAID_EXPENSE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_PREPAID_EXPENSE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_STAFFSALARY_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,LONG_STAFFSALARY_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,MINORITY_EQUITY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,MINORITY_EQUITY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,MONETARYFUNDS,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,MONETARYFUNDS_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,MORTGAGE_ASSET_IMPAIRMENT,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,MORTGAGE_ASSET_IMPAIRMENT_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NET_PENDMORTGAGE_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NET_PENDMORTGAGE_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_ASSET_1YEAR,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_ASSET_1YEAR_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_ASSET_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_ASSET_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_ASSET_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_ASSET_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_LIAB_1YEAR,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_LIAB_1YEAR_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_LIAB_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_LIAB_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_LIAB_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NONCURRENT_LIAB_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_ACCOUNTS_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_ACCOUNTS_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_ACCOUNTS_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_ACCOUNTS_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,NOTE_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
