source_file,field,category,route_or_role,selector_allowed,recommended_formula_route
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ADVICE_ASSIGN_DIVIDEND,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ADVICE_ASSIGN_DIVIDEND_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_BUSINESS_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_BUSINESS_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_BUSINESS_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_BUSINESS_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_TRADE_SECURITY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_TRADE_SECURITY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_UNDERWRITE_SECURITY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AGENT_UNDERWRITE_SECURITY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_FINLIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_FINLIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_NCFINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_NCFINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_NCFINLIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AMORTIZE_COST_NCFINLIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,APPOINT_FVTPL_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,APPOINT_FVTPL_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,APPOINT_FVTPL_FINLIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,APPOINT_FVTPL_FINLIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ASSET_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ASSET_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ASSET_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ASSET_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ASSIGN_CASH_DIVIDEND,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,ASSIGN_CASH_DIVIDEND_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AVAILABLE_SALE_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,AVAILABLE_SALE_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,BOND_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,BOND_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,BORROW_FUND,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,BORROW_FUND_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,BUY_RESALE_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,BUY_RESALE_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CAPITAL_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CAPITAL_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CASH_DEPOSIT_PBC,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CASH_DEPOSIT_PBC_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CD_NOTE_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CD_NOTE_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CIP,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CIP_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,COMPENSATE_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,COMPENSATE_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONSUMPTIVE_BIOLOGICAL_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONTRACT_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONTRACT_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONTRACT_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONTRACT_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONVERT_DIFF,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CONVERT_DIFF_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDITOR_INVEST,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDITOR_INVEST_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDITOR_PLAN_INVEST,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDITOR_PLAN_INVEST_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDIT_AGENT_SECURITY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDIT_AGENT_SECURITY_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDIT_EXCESS_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CREDIT_EXCESS_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENCY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_ASSET_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_ASSET_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_ASSET_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_ASSET_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_LIAB_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_LIAB_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_LIAB_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CURRENT_LIAB_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CUSTOMER_CREDIT_DEPOSIT,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CUSTOMER_CREDIT_DEPOSIT_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CUSTOMER_DEPOSIT,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CUSTOMER_DEPOSIT_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CUSTOMER_EXCESS_RESERVE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,CUSTOMER_EXCESS_RESERVE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_INCOME,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_INCOME_1YEAR,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_INCOME_1YEAR_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_INCOME_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_TAX_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_TAX_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_TAX_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEFER_TAX_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEPOSIT_CERTIFICATE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEPOSIT_CERTIFICATE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEPOSIT_INTERBANK,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEPOSIT_INTERBANK_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DERIVE_FINASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DERIVE_FINASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DERIVE_FINLIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DERIVE_FINLIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEVELOP_EXPENSE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DEVELOP_EXPENSE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIVIDEND_PAYABLE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIVIDEND_PAYABLE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIVIDEND_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIVIDEND_RECE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIV_HOLDSALE_ASSET,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIV_HOLDSALE_ASSET_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIV_HOLDSALE_LIAB,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,DIV_HOLDSALE_LIAB_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,EQUITY_BALANCE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,EQUITY_BALANCE_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,EQUITY_OTHER,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,EQUITY_OTHER_YOY,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
runtime\field_registry\cn_field_integration_completeness_audit_v1_20260603\field_integration_completeness.csv,EXPORT_REFUND_RECE,coverage_sensitive,announcement_pit_feature,candidate_after_pit_contract,coverage_guard_or_bounded_factor_pack
