candidate_id,expression_hash,expression,generator_arm,round_id,factor_lane,aligned_ic_mean,aligned_spread_mean,spread_hit_rate,positive_horizon_count,mean_one_way_turnover,blocker_flags,run,source_file,proxy_sortino,mcmc_sortino_median,mcmc_prob_sortino_gt_0,reward_audit_decision,phase3ca_proxy_quality,metric_boundary,generator_route,seed,parent_id,mutation_type,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,proxy_quality,train_reward,train_reward_decision,train_reward_blockers,optimizer_reward,optimizer_reward_source,optimizer_reward_metric,optimizer_reward_split,validation_usage,holdout_usage,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0,train_mean_one_way_turnover,phase3ei_prior_short_policy,phase3ei_source_path,phase3ei_prior_metric,phase3ei_prior_score,phase3ei_prior_decision,phase3ei_prior_decision_priority,phase3ei_recheck_required,phase3ei_required_portfolio_mode,source_round,source_generator,source_lane,fields,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,validation_day_mcmc_prob_gt_0,holdout_day_mcmc_prob_gt_0,inherited_blockers,parallel_chunk_id,train_rank_ic_mean,train_rank_ic_hit_rate,train_rank_ic_loss,train_rank_ic_reward_component,train_rank_ic_obs,train_regime_stability_score,train_regime_reward_component,train_regime_worst_day_sortino,train_regime_median_day_sortino,train_regime_positive_share,train_regime_count,train_regime_method,train_regime_rows,validation_rank_ic_mean,validation_rank_ic_loss,holdout_rank_ic_mean,holdout_rank_ic_loss,phase3eh_oos_usage,budget_status,budget_score,budget_reason,family_key,seed_quota_status,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,typed_gate_decision,typed_gate_reason,registry_version,phase3cp_scheduler_source,abs_aligned_ic_mean,phase3bp_blocker_flags,phase3cp_rank,cem_prior_score,phase3cp_real_cm_loop,cm_required_fields,cm_field_gate_decision,cm_missing_fields,cm_turnover_proxy,cm_turnover_proxy_max,phase3dv_lane,phase3dv_seed_status,phase3dv_seed_budget_score,typed_gate_registry_version
phase3dv_00028,4acdcf12af3126cb04fe3dcf,"CSRank(Sub(Sign(CSRank(EventCount($evt_uplimit_active,15))),CSRank(MaskedCorr($ctx_hfq_market_cap_yuan,$vwap,10,0.8))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,sub_event_context,limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,bbba2d078bc6d11b54,e52dc7485df84194cb,d0b1423e8a71,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00029,9e3af4e149ae72d07132f182,"CSRank(Add(Mul(Sign(CSRank(EventCount($evt_uplimit_fd_max,15))),CSRank(Sub(CSRank(MaskedZScore($ctx_billboard_accum_amount,20,0.5)),Neg(CSRank(MaskedZScore($ctx_sent_max_lb_num,40,0.8)))))),CSRank($m1_first15_vol)))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,three_context_spread,flow_amount_volume+lagged_context+limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,board_transition+high_board+opening_state,multi_or_unknown,low_turnover,7017ce3d7fc4d6625c,73b98fb563ab6b76f6,b165c6a9193c,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00030,e057d34abc7e9ea6682ab886,"CSRank(Sub(CSRank(MaskedZScore($ctx_billboard_net_bs_amt,60,0.6)),Sign(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,20)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,sub_context_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition+limit_up,multi_or_unknown,low_turnover,fbd5fe07f9fab64b8e,276bd694d9caa18e9f,11b6e00e4bbb,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00031,4869e1c5bbb1bde8894af1bf,"CSRank(Add(Sign(CSRank(StateDwell($evt_uplimit_fd_close,5))),CSRank(ValidRatioGate($ctx_billboard_turnoverrate,60,0.6))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,add_event_context,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,2b1c2c0097e8feb585,3b59d5394a9165aa57,c4d396b8cbc0,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00032,b799f8d86b05b7cdd013c54d,"CSRank(Sub(CSRank(MaskedCorr($ctx_holder_avg_market_cap,$amount,10,0.6)),CSRank(EventCount($evt_uplimit_fd_max,40))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,sub_context_event,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic,none,multi_or_unknown,low_turnover,22e7c14fbadf4f4b92,03a5cb6460b21ae2bb,1f23e54a5ada,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00033,3a1dbfc0187c8599ee1f9a45,"CSRank(Mul(Sign(Add(Neg(CSRank(MaskedZScore($ctx_rzrq_rzmre,120,0.8))),CSRank(ValidRatioGate($ctx_rzrq_rzrqye,60,0.5)))),CSRank(EventCount($evt_uplimit_fd_max,20))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,two_context_gate_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,2c21ef47d9f5bb6352,4a2033b0d79680451b,b601750e5119,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00034,3cb3d009bc7ef66ea58be2ef,"Neg(CSRank(Add(Mul(Sign(Sign(CSRank(SinceLastEvent($evt_uplimit_fd_max)))),CSRank(Sub(Neg(CSRank(MaskedCorr($ctx_billboard_deal_amount_ratio,$vwap,20,0.5))),CSRank(ValidRatioGate($ctx_sent_lb_3_num,40,0.5))))),CSRank(MaskedZScore($ctx_hfq_float_market_cap_yuan,60,0.6)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,three_context_contrarian,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition+high_board,multi_or_unknown,low_turnover,3037687a0441ac1dec,6a6699a8785b7940ae,906dc32b3ad1,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00035,16e22eef39ec2a07d16c84aa,"CSRank(Add(Sub(Neg(CSRank(MaskedZScore($ctx_rzrq_rqyl,10,0.6))),Sign(CSRank($m1_first5_vwap))),Sign(CSRank(WindowStateCount($evt_uplimit_active,20)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,spread_context_event,lagged_context+limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,cbadac209d58d5c230,6ae09bf0edd57b008b,6c47747491af,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00036,28461a3dfc54d8b13334b491,"CSRank(Mul(Sign(Add(CSRank(ValidRatioGate($ctx_rzrq_rqyl,10,0.8)),CSRank(MaskedZScore($ctx_sent_max_lb_num,10,0.5)))),Sign(CSRank(StateDwell($evt_uplimit_fd_max,20)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,two_context_gate_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,high_board,multi_or_unknown,low_turnover,f6d0057403a4ec784b,2e30507ba43a65bcda,273fe424b3fe,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00037,85f11a1b1df18bbb386598df,"CSRank(Mul(Sign(CSRank(EventCount($evt_uplimit_fd_max,40))),CSRank(Sub(CSRank(MaskedCorr($ctx_hfq_market_cap_yuan,$amount,60,0.8)),Neg(CSRank(MaskedZScore($ctx_billboard_turnoverrate,40,0.6)))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,mul_event_context_spread,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition,multi_or_unknown,low_turnover,1e3b96e3cb2c72696b,08bc5f4a3a1f406951,68b2f8d7cf56,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00038,b4680f79833ee0a5fcfd7ddc,"CSRank(Add(Sub(CSRank(MaskedCorr($ctx_rzrq_rzyezb,$vwap,10,0.6)),Neg(CSRank(MaskedZScore($ctx_sent_lb_2_num,40,0.8)))),CSRank(StateDwell($evt_uplimit_active,3))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,spread_context_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,high_board,multi_or_unknown,low_turnover,db1547e47dec3efa63,c31a38041368f9b922,da8f6010873d,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00039,fcbfc967ba1ae3f59abdb112,"Neg(CSRank(Mul(Sign(Sign(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,20)))),Neg(CSRank(MaskedZScore($ctx_hfq_pb,60,0.8))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,neg_mul_signed_event_context,limit_event_state,cross_sectional+arithmetic+state_transform,limit_up,multi_or_unknown,low_turnover,7c76f811b5a7cb7fd3,89fe1332f2ae041b0c,cdc19fb9320b,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00040,ba4fddf5a630622dea852809,"CSRank(Add(Neg(CSRank(StateDwell($evt_uplimit_fd_max,20))),CSRank(MaskedCorr($ctx_rzrq_rzrqye,$amount,120,0.6))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,add_event_context,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,bd6d960f9ae02b12f0,b64b1fd5358034dc12,d15754ce936b,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00041,0a599e0044aa7301815a4de7,"CSRank(Mul(Sign(CSRank(StateDwell($evt_uplimit_fd_max,3))),CSRank(Sub(Neg(CSRank(MaskedZScore($ctx_hfq_volume_ratio,60,0.5))),CSRank(ValidRatioGate($ctx_rzrq_rzrqye,20,0.8))))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,mul_event_context_spread,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,6c90d34e493339f049,0aba8028682b2404aa,8ec0078090b6,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00042,91150a81c2842992b35e241d,"CSRank(Sub(CSRank(MaskedCorr($ctx_sent_downlimit_num,$amount,120,0.8)),CSRank(EventCount($evt_uplimit_active,20))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,sub_context_event,flow_amount_volume+limit_event_state,cross_sectional+arithmetic,none,multi_or_unknown,low_turnover,330ce20b19c87419d8,46feedf8c182387f7f,bdc52b420b05,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00043,f2713a03948af16ff863c975,"Neg(CSRank(Add(Mul(Sign(Sign(CSRank(EventCount($evt_uplimit_active,40)))),CSRank(Sub(CSRank(MaskedZScore($ctx_billboard_sum_sell_amt,40,0.5)),CSRank($m1_first30_vwap)))),CSRank(ValidRatioGate($ctx_holder_holder_num,20,0.6)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_c_probation_budget_probe,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_02682,three_context_contrarian,lagged_context+limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,board_transition+opening_state,multi_or_unknown,low_turnover,029cde84760e9285cb,65428485c41ec09073,8c0c902edefb,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_c_probation_budget_probe,probation,-0.03262946,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00044,78565ceb5ff24c64925e2efe,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_auction_buy,10)),Neg(CSRank(MaskedZScore($ctx_hfq_pe_ttm,10,0.5)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_d_fresh_self_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,fresh_self_000,sub_event_context,limit_event_state+opening_state,cross_sectional+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,76e6bc49c35e02d356,ec5630c194583388ba,d74d62465005,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_d_fresh_self_deepen,fresh_self_deepen,0.0,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00045,2f3c37fb65f684101fdafd69,"CSRank(Mul(Sign(Add(CSRank(ValidRatioGate($ctx_sent_max_lb_num,40,0.8)),CSRank(ValidRatioGate($ctx_billboard_net_bs_amt,40,0.6)))),CSRank(StateDwell($evt_uplimit_fd_max,5))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_a_elite_budget_deepen,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_00353,two_context_gate_event,lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,board_transition+high_board,multi_or_unknown,low_turnover,67c25c2703b815ba6a,af50ae946118092e20,dd0421831c74,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_a_elite_budget_deepen,global_survivor,0.45236941,phase3ce1_typed_primitive_gate_v1_20260618
phase3dv_00046,26b2e7173d465edfd0400797,"CSRank(Add(Sub(CSRank(ValidRatioGate($ctx_hfq_volume_ratio,40,0.8)),Neg(CSRank(MaskedZScore($ctx_rzrq_rzrqye,10,0.5)))),Sign(CSRank(StateDwell($evt_uplimit_fd_close,10)))))",phase3dv_budget_pool_self_deepen,phase3dv_lane_b_regime_specialist_budget,,,,,,0.14,,,,,,,,0,budget-pool pack only; Phase3CM train reward is optimizer feedback; validation/holdout report-only,phase3dv-budget-pool-self-deepen-pack,20260630,phase3dv_04983,spread_context_event,flow_amount_volume+lagged_context+limit_event_state,cross_sectional+arithmetic+state_transform,none,multi_or_unknown,low_turnover,480452e0c86cb98d06,2b52e85ebe9fa3b52f,befa1262811e,0,,,,,,,,audit_only_not_budgeted,audit_only_not_budgeted,,,,,,legacy_assume_long_short_recheck_required,runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,phase3ca_proxy_quality,0.0,,0,True,long_only_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allow,no blocked field/primitive combination detected,,,,,,,,,,,,,phase3dv_lane_b_regime_specialist_budget,regime_specialist,0.16125897,phase3ce1_typed_primitive_gate_v1_20260618
